# event_ticker=KXATPCHALLENGERMATCH-26MAR24CECLAJ
# final_score=7-5 6-3
# match_winner=Marco Cecchinato
# fav_player=Marco Cecchinato
# dog_player=Dusan Lajovic
# kalshi_date=2026-03-24
timestamp,Marco Cecchinato,Dusan Lajovic
2026-03-24T00:27:00Z,40.00,
2026-03-24T02:54:00Z,40.00,62.00
2026-03-24T04:22:00Z,40.00,62.00
2026-03-24T04:54:00Z,41.00,62.00
2026-03-24T05:03:00Z,41.00,62.00
2026-03-24T05:17:00Z,41.00,62.00
2026-03-24T05:24:00Z,41.00,62.00
2026-03-24T05:33:00Z,41.00,59.00
2026-03-24T05:35:00Z,41.00,61.00
2026-03-24T06:07:00Z,41.00,61.57
2026-03-24T06:10:00Z,41.00,61.57
2026-03-24T06:56:00Z,41.00,61.60
2026-03-24T07:12:00Z,41.00,61.60
2026-03-24T07:18:00Z,41.00,61.20
2026-03-24T07:20:00Z,40.00,61.20
2026-03-24T07:33:00Z,40.00,62.00
2026-03-24T07:55:00Z,40.00,62.00
2026-03-24T07:56:00Z,40.00,62.00
2026-03-24T07:59:00Z,40.00,62.00
2026-03-24T08:02:00Z,40.00,62.47
2026-03-24T08:12:00Z,39.00,62.47
2026-03-24T08:13:00Z,39.00,62.47
2026-03-24T08:22:00Z,39.00,62.80
2026-03-24T08:24:00Z,39.00,62.80
2026-03-24T08:29:00Z,39.00,63.00
2026-03-24T08:30:00Z,39.00,63.00
2026-03-24T08:32:00Z,39.00,62.00
2026-03-24T08:48:00Z,38.00,62.00
2026-03-24T08:49:00Z,39.21,61.01
2026-03-24T08:56:00Z,39.21,60.00
2026-03-24T08:57:00Z,41.00,60.00
2026-03-24T09:01:00Z,41.00,60.00
2026-03-24T09:11:00Z,41.00,60.00
2026-03-24T09:17:00Z,41.00,60.00
2026-03-24T09:20:00Z,41.00,60.00
2026-03-24T09:37:00Z,41.00,60.00
2026-03-24T09:38:00Z,42.00,60.00
2026-03-24T09:39:00Z,42.00,61.00
2026-03-24T09:42:00Z,42.00,61.00
2026-03-24T09:43:00Z,39.00,61.00
2026-03-24T09:44:00Z,39.00,61.00
2026-03-24T09:45:00Z,42.00,61.00
2026-03-24T09:46:00Z,42.00,62.00
2026-03-24T09:47:00Z,36.00,66.00
2026-03-24T09:48:00Z,37.00,66.00
2026-03-24T09:49:00Z,37.00,62.00
2026-03-24T09:50:00Z,36.46,67.57
2026-03-24T09:52:00Z,36.46,73.00
2026-03-24T09:53:00Z,22.00,77.00
2026-03-24T09:54:00Z,22.00,79.00
2026-03-24T09:55:00Z,19.34,80.00
2026-03-24T09:56:00Z,21.18,81.77
2026-03-24T09:57:00Z,25.00,76.00
2026-03-24T09:58:00Z,25.00,76.00
2026-03-24T10:00:00Z,26.45,76.67
2026-03-24T10:01:00Z,37.00,76.67
2026-03-24T10:02:00Z,38.09,60.90
2026-03-24T10:03:00Z,42.41,57.97
2026-03-24T10:04:00Z,42.41,55.00
2026-03-24T10:05:00Z,51.77,52.88
2026-03-24T10:06:00Z,51.77,44.21
2026-03-24T10:07:00Z,65.00,35.89
2026-03-24T10:08:00Z,59.99,37.91
2026-03-24T10:09:00Z,60.00,41.76
2026-03-24T10:10:00Z,59.32,43.53
2026-03-24T10:11:00Z,63.00,40.75
2026-03-24T10:12:00Z,63.50,35.00
2026-03-24T10:13:00Z,68.00,34.00
2026-03-24T10:14:00Z,68.00,34.00
2026-03-24T10:15:00Z,68.00,34.00
2026-03-24T10:16:00Z,66.03,34.00
2026-03-24T10:17:00Z,67.00,33.97
2026-03-24T10:18:00Z,66.90,36.88
2026-03-24T10:19:00Z,62.00,37.00
2026-03-24T10:20:00Z,60.74,42.92
2026-03-24T10:21:00Z,63.42,37.00
2026-03-24T10:22:00Z,60.20,43.00
2026-03-24T10:23:00Z,67.57,36.94
2026-03-24T10:24:00Z,57.81,38.23
2026-03-24T10:25:00Z,51.04,46.86
2026-03-24T10:26:00Z,48.00,53.57
2026-03-24T10:27:00Z,45.54,55.57
2026-03-24T10:28:00Z,45.54,56.77
2026-03-24T10:29:00Z,39.23,59.17
2026-03-24T10:30:00Z,32.00,66.00
2026-03-24T10:31:00Z,40.00,61.96
2026-03-24T10:32:00Z,43.63,58.00
2026-03-24T10:33:00Z,43.02,56.00
2026-03-24T10:34:00Z,45.00,56.12
2026-03-24T10:35:00Z,47.14,55.72
2026-03-24T10:36:00Z,56.00,55.57
2026-03-24T10:37:00Z,54.90,47.82
2026-03-24T10:38:00Z,46.71,58.03
2026-03-24T10:39:00Z,48.83,56.71
2026-03-24T10:40:00Z,54.79,52.00
2026-03-24T10:41:00Z,52.52,52.00
2026-03-24T10:42:00Z,60.73,34.82
2026-03-24T10:43:00Z,66.61,32.71
