# event_ticker=KXATPCHALLENGERMATCH-26MAR24CECLAJ
# final_score=7-5 6-3
# match_winner=Marco Cecchinato
# fav_player=Marco Cecchinato
# dog_player=Dusan Lajovic
# kalshi_date=2026-03-24
timestamp,Marco Cecchinato,Dusan Lajovic
2026-03-24T10:44:00Z,66.52,33.00
2026-03-24T10:45:00Z,66.56,33.69
2026-03-24T10:46:00Z,67.70,34.00
2026-03-24T10:47:00Z,64.13,40.89
2026-03-24T10:48:00Z,63.00,40.57
2026-03-24T10:49:00Z,64.53,34.24
2026-03-24T10:50:00Z,70.00,33.32
2026-03-24T10:51:00Z,67.84,35.29
2026-03-24T10:52:00Z,72.37,29.71
2026-03-24T10:53:00Z,72.15,31.63
2026-03-24T10:54:00Z,73.82,27.12
2026-03-24T10:55:00Z,72.72,26.66
2026-03-24T10:56:00Z,66.62,34.55
2026-03-24T10:57:00Z,52.05,41.94
2026-03-24T10:58:00Z,62.61,43.65
2026-03-24T10:59:00Z,67.30,36.66
2026-03-24T11:00:00Z,70.41,35.07
2026-03-24T11:01:00Z,72.00,33.72
2026-03-24T11:02:00Z,70.23,34.38
2026-03-24T11:03:00Z,70.00,29.17
2026-03-24T11:04:00Z,76.35,20.04
2026-03-24T11:05:00Z,79.94,22.58
2026-03-24T11:06:00Z,79.02,24.12
2026-03-24T11:07:00Z,71.18,30.31
2026-03-24T11:08:00Z,71.04,31.24
2026-03-24T11:09:00Z,73.67,27.37
2026-03-24T11:10:00Z,70.59,28.54
2026-03-24T11:11:00Z,72.25,28.93
2026-03-24T11:12:00Z,69.73,34.48
2026-03-24T11:13:00Z,70.75,30.95
2026-03-24T11:14:00Z,65.58,36.52
2026-03-24T11:15:00Z,66.69,33.03
2026-03-24T11:16:00Z,60.97,36.58
2026-03-24T11:17:00Z,63.57,35.92
2026-03-24T11:18:00Z,71.05,30.52
2026-03-24T11:19:00Z,74.06,34.10
2026-03-24T11:20:00Z,73.82,29.31
2026-03-24T11:21:00Z,75.39,27.80
2026-03-24T11:22:00Z,79.52,21.26
2026-03-24T11:23:00Z,74.50,26.43
2026-03-24T11:24:00Z,89.32,12.98
2026-03-24T11:25:00Z,93.96,8.50
2026-03-24T11:26:00Z,94.14,6.49
2026-03-24T11:27:00Z,94.36,4.63
2026-03-24T11:28:00Z,95.84,4.53
2026-03-24T11:29:00Z,95.08,4.80
2026-03-24T11:30:00Z,96.13,5.19
2026-03-24T11:31:00Z,94.11,8.03
2026-03-24T11:32:00Z,97.95,3.92
2026-03-24T11:33:00Z,98.99,1.07
2026-03-24T11:34:00Z,99.00,1.07
2026-03-24T11:35:00Z,99.00,1.07
2026-03-24T11:36:00Z,99.00,1.07
2026-03-24T11:37:00Z,99.00,1.07
2026-03-24T11:38:00Z,99.00,1.07
