# event_ticker=KXATPMATCH-25JUL19KOVSHA
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Denis Shapovalov
# fav_player=Aleksandar Kovacevic
# dog_player=Denis Shapovalov
# kalshi_date=2025-07-19
timestamp,Aleksandar Kovacevic,Denis Shapovalov
2025-07-19T15:39:00Z,,76.00
2025-07-19T15:42:00Z,,76.00
2025-07-19T16:15:00Z,26.00,76.00
2025-07-19T16:19:00Z,26.00,76.00
2025-07-19T16:46:00Z,26.00,73.00
2025-07-19T17:08:00Z,26.00,73.00
2025-07-19T17:24:00Z,26.00,73.00
2025-07-19T17:28:00Z,28.00,73.00
2025-07-19T17:32:00Z,28.00,73.00
2025-07-19T17:35:00Z,28.00,73.00
2025-07-19T17:41:00Z,28.00,73.00
2025-07-19T17:43:00Z,28.00,72.50
2025-07-19T17:58:00Z,28.00,73.00
2025-07-19T17:59:00Z,28.00,73.00
2025-07-19T18:27:00Z,28.00,73.00
2025-07-19T18:36:00Z,28.00,73.00
2025-07-19T18:37:00Z,28.00,73.00
2025-07-19T18:43:00Z,28.00,72.00
2025-07-19T18:46:00Z,28.00,72.00
2025-07-19T18:48:00Z,28.00,72.38
2025-07-19T18:52:00Z,28.00,73.55
2025-07-19T18:53:00Z,27.00,74.00
2025-07-19T19:00:00Z,27.00,73.00
2025-07-19T19:16:00Z,28.00,73.00
2025-07-19T19:41:00Z,28.00,73.00
2025-07-19T19:48:00Z,28.00,73.00
2025-07-19T20:08:00Z,28.00,73.00
2025-07-19T20:09:00Z,27.00,73.00
2025-07-19T20:24:00Z,27.00,73.00
2025-07-19T20:37:00Z,28.00,73.00
2025-07-19T20:47:00Z,28.00,73.00
2025-07-19T20:56:00Z,27.00,73.00
2025-07-19T20:58:00Z,27.00,73.00
2025-07-19T21:28:00Z,27.00,73.00
2025-07-19T21:30:00Z,27.00,73.00
2025-07-19T21:31:00Z,28.00,73.00
2025-07-19T21:54:00Z,28.00,73.00
2025-07-19T21:57:00Z,28.00,73.00
2025-07-19T22:01:00Z,28.00,73.00
2025-07-19T22:11:00Z,28.00,73.00
2025-07-19T22:20:00Z,28.00,73.00
2025-07-19T22:32:00Z,28.00,73.00
2025-07-19T22:38:00Z,28.00,73.00
2025-07-19T22:47:00Z,28.00,73.00
2025-07-19T23:01:00Z,28.00,73.18
2025-07-19T23:09:00Z,28.00,73.68
2025-07-19T23:11:00Z,28.00,73.36
2025-07-19T23:25:00Z,28.00,73.36
2025-07-19T23:30:00Z,28.00,73.36
2025-07-19T23:50:00Z,29.00,73.36
2025-07-20T00:14:00Z,29.00,72.00
2025-07-20T00:30:00Z,29.00,72.00
2025-07-20T00:39:00Z,29.00,72.00
2025-07-20T00:40:00Z,29.00,72.00
2025-07-20T00:52:00Z,29.00,72.00
2025-07-20T00:58:00Z,29.00,72.00
2025-07-20T01:00:00Z,29.00,72.00
2025-07-20T01:04:00Z,29.00,72.00
2025-07-20T01:05:00Z,29.00,72.00
2025-07-20T01:07:00Z,29.00,72.00
2025-07-20T01:16:00Z,29.00,72.00
2025-07-20T01:26:00Z,29.00,72.00
2025-07-20T01:33:00Z,29.00,72.30
2025-07-20T01:35:00Z,29.00,73.00
2025-07-20T01:39:00Z,29.00,73.00
2025-07-20T01:41:00Z,29.00,73.00
2025-07-20T01:49:00Z,29.66,72.00
2025-07-20T01:56:00Z,29.00,72.00
2025-07-20T01:57:00Z,29.00,72.00
2025-07-20T01:58:00Z,29.00,72.00
2025-07-20T02:00:00Z,29.00,72.00
2025-07-20T02:06:00Z,29.00,72.00
2025-07-20T02:10:00Z,29.00,72.00
2025-07-20T02:17:00Z,29.00,72.00
2025-07-20T02:20:00Z,29.00,72.74
2025-07-20T02:32:00Z,29.10,72.74
2025-07-20T02:40:00Z,29.00,72.74
2025-07-20T02:43:00Z,29.00,72.00
2025-07-20T02:44:00Z,29.00,72.00
2025-07-20T02:45:00Z,29.02,72.00
2025-07-20T02:46:00Z,29.69,72.00
2025-07-20T02:47:00Z,29.79,72.00
2025-07-20T02:48:00Z,29.00,72.83
2025-07-20T02:49:00Z,29.59,72.00
2025-07-20T02:50:00Z,29.00,72.00
2025-07-20T02:52:00Z,29.00,73.00
2025-07-20T02:54:00Z,29.00,72.00
2025-07-20T02:55:00Z,29.00,72.00
2025-07-20T02:57:00Z,29.00,72.92
2025-07-20T02:58:00Z,29.00,73.66
2025-07-20T02:59:00Z,28.00,73.97
2025-07-20T03:00:00Z,28.00,74.00
2025-07-20T03:01:00Z,33.44,74.00
2025-07-20T03:02:00Z,29.00,74.00
2025-07-20T03:03:00Z,28.00,73.00
2025-07-20T03:04:00Z,28.00,73.00
2025-07-20T03:05:00Z,29.00,73.00
2025-07-20T03:07:00Z,29.00,73.00
2025-07-20T03:08:00Z,28.00,74.91
2025-07-20T03:09:00Z,28.00,74.91
2025-07-20T03:11:00Z,32.67,71.35
2025-07-20T03:12:00Z,36.50,71.00
2025-07-20T03:13:00Z,16.00,80.81
2025-07-20T03:14:00Z,15.10,85.00
2025-07-20T03:15:00Z,15.29,85.00
2025-07-20T03:16:00Z,16.01,82.34
2025-07-20T03:17:00Z,20.39,85.30
2025-07-20T03:18:00Z,18.00,81.55
2025-07-20T03:19:00Z,18.49,81.55
2025-07-20T03:20:00Z,18.39,81.00
2025-07-20T03:21:00Z,19.00,81.00
2025-07-20T03:22:00Z,21.00,81.89
2025-07-20T03:23:00Z,21.00,84.00
2025-07-20T03:24:00Z,17.80,84.00
2025-07-20T03:25:00Z,17.61,83.85
2025-07-20T03:26:00Z,20.00,86.86
2025-07-20T03:27:00Z,20.59,86.86
2025-07-20T03:28:00Z,17.00,84.91
2025-07-20T03:29:00Z,18.00,81.62
2025-07-20T03:30:00Z,18.20,84.31
2025-07-20T03:31:00Z,21.00,84.31
2025-07-20T03:32:00Z,16.92,84.31
2025-07-20T03:33:00Z,19.06,84.31
2025-07-20T03:34:00Z,19.06,82.00
2025-07-20T03:35:00Z,19.47,80.39
2025-07-20T03:36:00Z,21.02,79.00
2025-07-20T03:37:00Z,33.50,79.00
2025-07-20T03:38:00Z,17.83,79.00
2025-07-20T03:39:00Z,16.00,86.00
2025-07-20T03:41:00Z,16.00,87.00
2025-07-20T03:42:00Z,22.00,87.60
2025-07-20T03:44:00Z,19.67,87.60
2025-07-20T03:46:00Z,19.84,87.00
2025-07-20T03:47:00Z,16.88,84.00
2025-07-20T03:48:00Z,16.13,84.00
2025-07-20T03:49:00Z,13.26,88.00
2025-07-20T03:50:00Z,14.00,88.00
2025-07-20T03:51:00Z,12.61,86.36
2025-07-20T03:52:00Z,11.09,89.00
2025-07-20T03:53:00Z,6.00,89.00
2025-07-20T03:54:00Z,8.64,89.00
2025-07-20T03:55:00Z,14.00,92.00
2025-07-20T03:56:00Z,14.00,95.00
2025-07-20T03:57:00Z,11.48,96.87
2025-07-20T03:58:00Z,12.00,95.00
2025-07-20T03:59:00Z,12.00,95.00
2025-07-20T04:00:00Z,6.00,95.00
2025-07-20T04:01:00Z,6.00,98.00
2025-07-20T04:02:00Z,5.00,98.00
2025-07-20T04:03:00Z,9.33,98.00
2025-07-20T04:04:00Z,7.00,95.00
2025-07-20T04:05:00Z,7.00,95.15
2025-07-20T04:06:00Z,11.32,95.15
2025-07-20T04:07:00Z,6.21,95.15
2025-07-20T04:08:00Z,5.89,97.00
2025-07-20T04:09:00Z,3.34,96.00
2025-07-20T04:10:00Z,6.63,97.17
2025-07-20T04:11:00Z,5.99,96.39
2025-07-20T04:12:00Z,6.80,96.39
2025-07-20T04:13:00Z,7.88,95.00
2025-07-20T04:14:00Z,7.98,95.00
2025-07-20T04:15:00Z,9.62,91.00
2025-07-20T04:16:00Z,9.38,90.24
2025-07-20T04:17:00Z,10.73,88.99
2025-07-20T04:18:00Z,5.75,96.76
2025-07-20T04:19:00Z,4.92,96.76
2025-07-20T04:20:00Z,1.50,99.00
2025-07-20T04:21:00Z,1.12,99.00
2025-07-20T04:22:00Z,1.65,99.00
2025-07-20T04:23:00Z,1.00,99.00
2025-07-20T04:24:00Z,1.00,99.00
2025-07-20T04:26:00Z,1.00,99.00
2025-07-20T04:29:00Z,1.00,99.00
