# event_ticker=KXATPCHALLENGERMATCH-26APR10COLVAN
# final_score=6-4 6-0
# score_resolution=4-6 0-6
# match_winner=Raphael Collignon
# fav_player=Luca Van Assche
# dog_player=Raphael Collignon
# kalshi_date=2026-04-10
timestamp,Luca Van Assche,Raphael Collignon
2026-04-09T21:41:00Z,38.00,
2026-04-09T21:49:00Z,38.00,
2026-04-09T22:06:00Z,38.00,
2026-04-09T22:51:00Z,38.00,
2026-04-09T23:17:00Z,38.00,
2026-04-09T23:25:00Z,38.00,64.00
2026-04-09T23:26:00Z,38.00,64.00
2026-04-09T23:37:00Z,38.00,64.00
2026-04-09T23:40:00Z,37.00,64.00
2026-04-10T00:24:00Z,37.00,64.00
2026-04-10T00:27:00Z,37.00,64.00
2026-04-10T00:28:00Z,37.00,64.00
2026-04-10T00:40:00Z,37.00,64.52
2026-04-10T00:53:00Z,37.00,65.00
2026-04-10T01:00:00Z,37.00,66.00
2026-04-10T01:17:00Z,38.00,66.00
2026-04-10T01:36:00Z,38.00,66.00
2026-04-10T01:37:00Z,38.00,66.00
2026-04-10T01:59:00Z,38.00,66.00
2026-04-10T02:06:00Z,38.00,66.00
2026-04-10T02:15:00Z,35.20,66.00
2026-04-10T02:20:00Z,35.20,66.00
2026-04-10T02:25:00Z,35.20,66.00
2026-04-10T02:26:00Z,35.20,66.51
2026-04-10T02:36:00Z,35.00,66.51
2026-04-10T02:43:00Z,35.00,66.00
2026-04-10T02:45:00Z,35.00,66.00
2026-04-10T02:50:00Z,35.00,66.00
2026-04-10T02:58:00Z,35.00,66.00
2026-04-10T03:02:00Z,35.00,67.00
2026-04-10T03:07:00Z,35.00,67.00
2026-04-10T03:15:00Z,35.00,67.00
2026-04-10T03:28:00Z,35.00,67.00
2026-04-10T03:29:00Z,35.00,67.00
2026-04-10T03:32:00Z,36.00,67.00
2026-04-10T03:33:00Z,36.00,67.00
2026-04-10T03:36:00Z,36.00,67.00
2026-04-10T03:43:00Z,36.00,67.00
2026-04-10T03:58:00Z,36.00,67.00
2026-04-10T04:00:00Z,36.00,67.00
2026-04-10T04:09:00Z,36.00,67.00
2026-04-10T04:10:00Z,33.00,67.00
2026-04-10T04:13:00Z,33.00,67.00
2026-04-10T04:15:00Z,33.00,69.00
2026-04-10T04:25:00Z,33.00,69.00
2026-04-10T04:27:00Z,33.00,69.00
2026-04-10T04:29:00Z,33.00,69.00
2026-04-10T04:31:00Z,33.00,69.00
2026-04-10T04:33:00Z,33.00,69.06
2026-04-10T04:40:00Z,33.00,69.00
2026-04-10T04:45:00Z,33.00,69.00
2026-04-10T04:47:00Z,33.00,69.00
2026-04-10T04:48:00Z,33.00,69.00
2026-04-10T05:01:00Z,33.00,69.48
2026-04-10T05:07:00Z,33.00,70.00
2026-04-10T05:08:00Z,32.00,70.00
2026-04-10T05:13:00Z,31.00,70.00
2026-04-10T05:16:00Z,31.00,69.00
2026-04-10T05:17:00Z,31.00,69.00
2026-04-10T05:19:00Z,31.00,69.00
2026-04-10T05:20:00Z,31.00,69.00
2026-04-10T05:24:00Z,31.00,69.00
2026-04-10T05:25:00Z,31.00,69.00
2026-04-10T05:26:00Z,31.00,69.40
2026-04-10T05:29:00Z,31.00,70.00
2026-04-10T05:31:00Z,31.00,70.00
2026-04-10T05:37:00Z,31.00,70.00
2026-04-10T05:42:00Z,31.00,70.00
2026-04-10T05:44:00Z,31.00,70.00
2026-04-10T05:53:00Z,31.00,70.00
2026-04-10T05:54:00Z,31.00,70.00
2026-04-10T05:56:00Z,31.00,70.00
2026-04-10T05:58:00Z,31.00,70.00
2026-04-10T06:02:00Z,31.00,70.00
