# event_ticker=KXATPCHALLENGERMATCH-26MAR02ENGZEP
# final_score=4-6 7-5 6-1
# match_winner=Giulio Zeppieri
# fav_player=Giulio Zeppieri
# dog_player=Justin Engel
# kalshi_date=2026-03-02
timestamp,Giulio Zeppieri,Justin Engel
2026-03-02T08:26:00Z,62.00,
2026-03-02T11:01:00Z,62.00,37.00
2026-03-02T13:02:00Z,62.00,37.00
2026-03-02T13:09:00Z,62.00,37.00
2026-03-02T14:34:00Z,62.00,37.00
2026-03-02T14:42:00Z,62.00,39.90
2026-03-02T14:46:00Z,62.00,39.90
2026-03-02T14:52:00Z,62.00,41.00
2026-03-02T14:56:00Z,62.00,37.83
2026-03-02T15:08:00Z,62.00,37.83
2026-03-02T15:10:00Z,62.00,37.83
2026-03-02T15:11:00Z,62.00,37.83
2026-03-02T15:15:00Z,62.04,37.83
2026-03-02T15:30:00Z,62.04,40.00
2026-03-02T15:31:00Z,63.00,40.00
2026-03-02T15:38:00Z,63.00,40.00
2026-03-02T15:41:00Z,63.00,40.00
2026-03-02T15:45:00Z,63.00,40.00
2026-03-02T15:48:00Z,63.00,40.00
2026-03-02T16:00:00Z,63.00,40.00
2026-03-02T16:10:00Z,62.00,40.00
2026-03-02T16:11:00Z,62.00,40.00
2026-03-02T16:12:00Z,62.00,40.00
2026-03-02T16:13:00Z,60.00,40.00
2026-03-02T16:14:00Z,62.07,40.00
2026-03-02T16:15:00Z,63.00,40.00
2026-03-02T16:18:00Z,63.00,40.00
2026-03-02T16:19:00Z,63.00,40.00
2026-03-02T16:22:00Z,63.00,40.00
2026-03-02T16:23:00Z,63.00,40.00
2026-03-02T16:24:00Z,63.00,40.00
2026-03-02T16:25:00Z,60.00,39.71
2026-03-02T16:27:00Z,62.00,39.71
2026-03-02T16:28:00Z,62.00,40.00
2026-03-02T16:29:00Z,62.00,40.00
2026-03-02T16:33:00Z,62.00,40.00
2026-03-02T16:35:00Z,63.00,40.00
2026-03-02T16:36:00Z,63.00,40.00
2026-03-02T16:37:00Z,63.00,40.00
2026-03-02T16:38:00Z,63.00,40.00
2026-03-02T16:43:00Z,63.00,40.00
2026-03-02T16:45:00Z,63.00,40.00
2026-03-02T16:46:00Z,63.00,40.00
2026-03-02T16:47:00Z,63.00,40.00
2026-03-02T16:48:00Z,63.00,40.00
2026-03-02T16:49:00Z,63.00,40.00
2026-03-02T16:50:00Z,63.00,40.00
2026-03-02T16:51:00Z,63.00,40.00
2026-03-02T16:52:00Z,63.00,40.00
2026-03-02T16:53:00Z,63.00,40.00
2026-03-02T16:54:00Z,63.00,40.00
2026-03-02T16:55:00Z,63.00,40.00
2026-03-02T16:56:00Z,60.08,40.00
2026-03-02T16:57:00Z,62.00,40.00
2026-03-02T16:58:00Z,62.00,40.00
2026-03-02T17:00:00Z,62.00,40.00
2026-03-02T17:01:00Z,62.97,40.00
2026-03-02T17:02:00Z,63.00,39.00
2026-03-02T17:03:00Z,62.00,39.00
2026-03-02T17:04:00Z,62.00,40.00
2026-03-02T17:05:00Z,63.00,40.00
2026-03-02T17:06:00Z,62.00,39.00
2026-03-02T17:07:00Z,62.00,39.00
2026-03-02T17:08:00Z,62.98,39.00
2026-03-02T17:09:00Z,64.00,37.00
2026-03-02T17:10:00Z,64.00,37.00
2026-03-02T17:11:00Z,64.00,37.00
2026-03-02T17:12:00Z,64.00,38.00
2026-03-02T17:14:00Z,63.00,38.00
2026-03-02T17:17:00Z,64.00,38.00
2026-03-02T17:19:00Z,63.00,37.00
2026-03-02T17:20:00Z,63.99,39.00
2026-03-02T17:21:00Z,64.00,39.00
2026-03-02T17:22:00Z,64.17,39.00
2026-03-02T17:23:00Z,64.10,39.08
2026-03-02T17:24:00Z,64.00,40.00
2026-03-02T17:25:00Z,62.84,39.90
2026-03-02T17:26:00Z,57.38,45.62
2026-03-02T17:27:00Z,63.01,38.62
2026-03-02T17:28:00Z,61.55,38.60
2026-03-02T17:29:00Z,58.98,41.02
2026-03-02T17:30:00Z,60.46,41.40
2026-03-02T17:31:00Z,61.62,41.84
2026-03-02T17:32:00Z,55.09,47.30
2026-03-02T17:33:00Z,56.73,45.36
2026-03-02T17:34:00Z,55.16,44.29
2026-03-02T17:35:00Z,52.35,48.98
2026-03-02T17:36:00Z,51.71,48.47
2026-03-02T17:37:00Z,58.97,42.02
2026-03-02T17:38:00Z,59.01,42.06
2026-03-02T17:39:00Z,57.98,41.94
2026-03-02T17:40:00Z,56.56,43.82
2026-03-02T17:41:00Z,57.05,41.61
2026-03-02T17:42:00Z,53.30,46.90
2026-03-02T17:43:00Z,54.21,48.88
2026-03-02T17:44:00Z,56.42,44.75
2026-03-02T17:45:00Z,55.92,44.65
2026-03-02T17:46:00Z,58.41,43.15
2026-03-02T17:47:00Z,59.72,41.99
2026-03-02T17:48:00Z,58.75,42.00
2026-03-02T17:49:00Z,56.77,44.46
2026-03-02T17:50:00Z,56.63,45.83
2026-03-02T17:51:00Z,51.47,48.67
2026-03-02T17:52:00Z,46.76,52.48
2026-03-02T17:53:00Z,47.69,52.14
2026-03-02T17:54:00Z,48.50,55.92
2026-03-02T17:55:00Z,35.35,61.64
2026-03-02T17:56:00Z,32.86,67.81
2026-03-02T17:57:00Z,40.27,62.43
2026-03-02T17:58:00Z,39.26,61.33
2026-03-02T17:59:00Z,30.73,69.01
2026-03-02T18:00:00Z,32.31,67.32
2026-03-02T18:01:00Z,32.83,67.99
2026-03-02T18:02:00Z,34.00,67.99
2026-03-02T18:03:00Z,32.58,68.58
2026-03-02T18:04:00Z,31.54,67.28
2026-03-02T18:05:00Z,36.89,64.29
2026-03-02T18:06:00Z,33.00,67.11
2026-03-02T18:07:00Z,34.65,65.45
2026-03-02T18:08:00Z,30.91,69.34
2026-03-02T18:09:00Z,30.70,69.24
2026-03-02T18:10:00Z,32.51,67.61
2026-03-02T18:11:00Z,35.59,65.80
2026-03-02T18:12:00Z,33.60,67.75
2026-03-02T18:13:00Z,31.19,68.80
2026-03-02T18:14:00Z,28.59,70.55
2026-03-02T18:15:00Z,27.29,72.51
2026-03-02T18:16:00Z,30.18,68.62
2026-03-02T18:17:00Z,25.98,75.62
