# event_ticker=KXATPCHALLENGERMATCH-26APR29CLABRA
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Raul Brancaccio
# fav_player=Jay Clarke
# dog_player=Raul Brancaccio
# kalshi_date=2026-04-29
timestamp,Jay Clarke,Raul Brancaccio
2026-04-28T23:57:00Z,,58.00
2026-04-29T00:48:00Z,45.00,58.00
2026-04-29T02:17:00Z,45.00,57.00
2026-04-29T02:36:00Z,44.00,57.00
2026-04-29T02:37:00Z,44.00,57.00
2026-04-29T03:55:00Z,44.00,57.00
2026-04-29T04:31:00Z,44.00,57.00
2026-04-29T05:07:00Z,44.00,57.00
2026-04-29T05:35:00Z,44.00,58.00
2026-04-29T05:42:00Z,44.00,58.00
2026-04-29T06:00:00Z,44.00,58.00
2026-04-29T07:39:00Z,44.00,58.00
2026-04-29T08:10:00Z,44.00,58.00
2026-04-29T10:04:00Z,44.00,58.00
2026-04-29T10:06:00Z,44.00,58.00
2026-04-29T10:07:00Z,44.00,58.00
2026-04-29T10:15:00Z,47.00,58.00
2026-04-29T10:18:00Z,47.00,58.00
2026-04-29T10:22:00Z,47.00,62.00
2026-04-29T10:24:00Z,47.00,67.97
2026-04-29T10:27:00Z,38.69,63.00
2026-04-29T10:28:00Z,38.69,58.79
2026-04-29T10:29:00Z,38.69,60.65
2026-04-29T10:30:00Z,38.69,63.00
2026-04-29T10:32:00Z,36.94,63.00
2026-04-29T10:33:00Z,37.00,63.00
2026-04-29T10:35:00Z,37.00,64.00
2026-04-29T10:36:00Z,37.00,62.10
2026-04-29T10:37:00Z,37.00,66.58
2026-04-29T10:39:00Z,39.99,66.58
2026-04-29T10:40:00Z,39.99,65.97
2026-04-29T10:41:00Z,39.99,66.93
2026-04-29T10:42:00Z,36.50,66.82
2026-04-29T10:43:00Z,39.00,63.00
2026-04-29T10:44:00Z,39.00,64.74
2026-04-29T10:45:00Z,33.00,69.00
2026-04-29T10:46:00Z,34.00,69.00
2026-04-29T10:47:00Z,33.00,69.00
2026-04-29T10:48:00Z,35.84,66.42
2026-04-29T10:49:00Z,32.45,66.42
2026-04-29T10:50:00Z,31.84,73.67
2026-04-29T10:51:00Z,32.00,68.00
2026-04-29T10:52:00Z,30.45,68.00
2026-04-29T10:53:00Z,27.56,74.00
2026-04-29T10:54:00Z,32.53,70.59
2026-04-29T10:55:00Z,35.01,64.66
2026-04-29T10:56:00Z,38.00,63.00
2026-04-29T10:57:00Z,38.18,59.39
2026-04-29T10:58:00Z,40.99,57.24
2026-04-29T10:59:00Z,41.69,59.60
2026-04-29T11:00:00Z,37.57,65.00
2026-04-29T11:01:00Z,37.45,64.01
2026-04-29T11:02:00Z,41.13,62.00
2026-04-29T11:03:00Z,39.69,62.16
2026-04-29T11:04:00Z,40.42,64.89
2026-04-29T11:05:00Z,34.00,64.89
2026-04-29T11:06:00Z,34.00,68.00
2026-04-29T11:07:00Z,34.68,66.93
2026-04-29T11:08:00Z,27.63,76.00
2026-04-29T11:09:00Z,20.65,80.00
2026-04-29T11:10:00Z,17.28,82.14
2026-04-29T11:11:00Z,18.96,81.81
2026-04-29T11:12:00Z,20.68,82.83
2026-04-29T11:13:00Z,17.00,82.83
2026-04-29T11:14:00Z,17.00,85.00
2026-04-29T11:15:00Z,17.00,85.00
2026-04-29T11:16:00Z,17.00,82.71
2026-04-29T11:17:00Z,17.00,81.10
2026-04-29T11:18:00Z,15.36,84.32
2026-04-29T11:19:00Z,15.36,83.00
2026-04-29T11:20:00Z,16.72,83.00
2026-04-29T11:21:00Z,13.00,88.38
2026-04-29T11:22:00Z,16.00,88.38
2026-04-29T11:23:00Z,17.89,85.50
2026-04-29T11:24:00Z,16.00,83.84
2026-04-29T11:25:00Z,18.00,82.00
2026-04-29T11:26:00Z,20.00,82.00
2026-04-29T11:27:00Z,19.06,82.00
2026-04-29T11:28:00Z,19.00,83.00
2026-04-29T11:29:00Z,16.65,84.19
2026-04-29T11:30:00Z,16.00,85.00
2026-04-29T11:31:00Z,19.89,82.00
2026-04-29T11:32:00Z,20.00,82.00
2026-04-29T11:33:00Z,20.07,78.76
2026-04-29T11:34:00Z,23.34,79.88
2026-04-29T11:35:00Z,24.38,77.17
2026-04-29T11:36:00Z,30.77,73.77
2026-04-29T11:37:00Z,34.80,66.00
2026-04-29T11:38:00Z,35.36,65.00
2026-04-29T11:39:00Z,36.76,64.99
2026-04-29T11:40:00Z,37.00,63.66
2026-04-29T11:41:00Z,37.97,62.57
2026-04-29T11:42:00Z,37.52,64.00
2026-04-29T11:43:00Z,36.14,65.00
2026-04-29T11:44:00Z,33.82,68.21
2026-04-29T11:45:00Z,23.11,76.20
2026-04-29T11:46:00Z,18.36,79.00
2026-04-29T11:47:00Z,22.26,79.20
2026-04-29T11:48:00Z,20.59,78.46
2026-04-29T11:49:00Z,23.01,78.25
2026-04-29T11:50:00Z,21.86,80.24
2026-04-29T11:51:00Z,19.02,80.96
2026-04-29T11:52:00Z,16.40,88.10
2026-04-29T11:53:00Z,8.16,92.02
2026-04-29T11:54:00Z,5.00,94.85
2026-04-29T11:55:00Z,4.18,95.83
2026-04-29T11:56:00Z,1.56,98.77
2026-04-29T11:57:00Z,1.00,99.00
2026-04-29T11:58:00Z,1.00,99.00
2026-04-29T12:00:00Z,1.00,99.00
