# event_ticker=KXATPCHALLENGERMATCH-26MAY01ONCALK
# final_score=6-3 7-6(3)
# score_resolution=6-3 7-6
# match_winner=Gauthier Onclin
# fav_player=Gauthier Onclin
# dog_player=Mert Alkaya
# kalshi_date=2026-05-01
timestamp,Gauthier Onclin,Mert Alkaya
2026-05-01T06:28:00Z,,31.00
2026-05-01T06:52:00Z,,31.00
2026-05-01T07:51:00Z,68.00,31.00
2026-05-01T08:28:00Z,68.00,31.00
2026-05-01T10:29:00Z,68.00,31.00
2026-05-01T10:52:00Z,68.00,31.00
2026-05-01T10:57:00Z,68.00,31.00
2026-05-01T11:19:00Z,68.00,31.00
2026-05-01T11:38:00Z,68.00,31.00
2026-05-01T11:58:00Z,68.00,31.00
2026-05-01T13:17:00Z,68.00,32.00
2026-05-01T13:24:00Z,68.00,32.00
2026-05-01T13:26:00Z,68.00,33.00
2026-05-01T13:46:00Z,68.00,33.00
2026-05-01T13:50:00Z,68.00,33.00
2026-05-01T14:25:00Z,68.00,33.00
2026-05-01T14:45:00Z,68.00,33.00
2026-05-01T14:51:00Z,68.00,33.00
2026-05-01T15:28:00Z,68.00,33.00
2026-05-01T15:31:00Z,68.00,33.00
2026-05-01T15:45:00Z,67.99,33.00
2026-05-01T15:50:00Z,68.00,33.00
2026-05-01T15:53:00Z,68.00,33.00
2026-05-01T16:00:00Z,67.00,33.00
2026-05-01T16:06:00Z,68.00,33.00
2026-05-01T16:13:00Z,68.00,33.01
2026-05-01T16:15:00Z,67.00,33.01
2026-05-01T16:18:00Z,67.00,33.01
2026-05-01T16:27:00Z,67.00,34.00
2026-05-01T16:28:00Z,67.00,34.00
2026-05-01T16:31:00Z,67.00,34.00
2026-05-01T16:36:00Z,67.00,34.00
2026-05-01T16:37:00Z,67.00,34.00
2026-05-01T16:39:00Z,67.00,34.00
2026-05-01T16:41:00Z,67.00,34.00
2026-05-01T16:42:00Z,67.00,34.00
2026-05-01T16:46:00Z,67.00,34.00
2026-05-01T16:49:00Z,67.00,34.00
2026-05-01T16:53:00Z,67.00,34.00
2026-05-01T16:56:00Z,67.00,34.00
2026-05-01T16:58:00Z,67.00,34.00
2026-05-01T16:59:00Z,67.00,34.00
2026-05-01T17:01:00Z,67.00,32.00
2026-05-01T17:04:00Z,67.51,32.00
2026-05-01T17:07:00Z,68.00,32.00
2026-05-01T17:08:00Z,68.00,32.00
2026-05-01T17:09:00Z,68.00,32.00
2026-05-01T17:10:00Z,68.00,34.00
2026-05-01T17:11:00Z,68.00,34.98
2026-05-01T17:13:00Z,68.00,34.88
2026-05-01T17:14:00Z,66.00,36.74
2026-05-01T17:15:00Z,62.42,38.00
2026-05-01T17:16:00Z,62.14,39.36
2026-05-01T17:17:00Z,61.17,37.00
2026-05-01T17:18:00Z,62.17,39.24
2026-05-01T17:19:00Z,64.00,38.00
2026-05-01T17:20:00Z,64.00,35.28
2026-05-01T17:21:00Z,65.00,35.13
2026-05-01T17:22:00Z,64.58,33.79
2026-05-01T17:23:00Z,67.39,34.04
2026-05-01T17:24:00Z,64.01,37.16
2026-05-01T17:25:00Z,64.00,38.00
2026-05-01T17:26:00Z,65.00,38.50
2026-05-01T17:27:00Z,68.46,32.33
2026-05-01T17:28:00Z,73.82,28.50
2026-05-01T17:29:00Z,76.76,24.97
2026-05-01T17:30:00Z,78.50,19.30
2026-05-01T17:31:00Z,82.96,17.31
2026-05-01T17:32:00Z,83.23,16.99
2026-05-01T17:33:00Z,81.12,19.15
2026-05-01T17:34:00Z,81.00,18.94
2026-05-01T17:35:00Z,84.77,15.36
2026-05-01T17:36:00Z,85.40,15.00
2026-05-01T17:37:00Z,85.01,15.03
2026-05-01T17:38:00Z,85.00,15.46
2026-05-01T17:39:00Z,85.47,16.00
2026-05-01T17:40:00Z,84.74,17.00
2026-05-01T17:41:00Z,85.00,15.02
2026-05-01T17:42:00Z,87.00,12.03
2026-05-01T17:43:00Z,88.80,12.00
2026-05-01T17:44:00Z,89.23,11.30
2026-05-01T17:45:00Z,87.00,12.25
2026-05-01T17:46:00Z,88.00,12.02
2026-05-01T17:47:00Z,88.75,11.45
2026-05-01T17:48:00Z,88.91,12.79
2026-05-01T17:49:00Z,88.91,12.00
2026-05-01T17:50:00Z,90.50,10.04
2026-05-01T17:51:00Z,90.99,10.00
2026-05-01T17:52:00Z,90.96,10.00
2026-05-01T17:53:00Z,92.00,10.00
2026-05-01T17:54:00Z,92.00,10.00
2026-05-01T17:55:00Z,91.81,9.97
2026-05-01T17:56:00Z,92.00,10.38
2026-05-01T17:57:00Z,91.97,11.00
2026-05-01T17:58:00Z,90.20,10.88
2026-05-01T17:59:00Z,92.13,9.98
2026-05-01T18:00:00Z,90.00,9.96
2026-05-01T18:01:00Z,92.00,8.95
2026-05-01T18:02:00Z,92.00,9.00
2026-05-01T18:03:00Z,89.67,10.36
2026-05-01T18:04:00Z,88.39,11.37
2026-05-01T18:05:00Z,86.75,13.42
2026-05-01T18:06:00Z,83.99,17.41
2026-05-01T18:07:00Z,82.06,20.32
2026-05-01T18:08:00Z,80.00,21.60
2026-05-01T18:09:00Z,80.00,21.56
2026-05-01T18:10:00Z,80.54,19.98
2026-05-01T18:11:00Z,81.00,19.77
2026-05-01T18:12:00Z,80.19,20.09
2026-05-01T18:13:00Z,82.35,17.68
2026-05-01T18:14:00Z,80.30,19.09
2026-05-01T18:15:00Z,80.07,19.09
2026-05-01T18:16:00Z,81.01,18.70
2026-05-01T18:17:00Z,81.00,20.61
2026-05-01T18:18:00Z,79.53,20.90
2026-05-01T18:19:00Z,79.67,22.26
2026-05-01T18:20:00Z,76.93,23.86
2026-05-01T18:21:00Z,75.40,25.13
2026-05-01T18:22:00Z,75.64,26.72
2026-05-01T18:23:00Z,77.61,22.15
2026-05-01T18:24:00Z,78.97,22.00
2026-05-01T18:25:00Z,78.16,23.10
2026-05-01T18:26:00Z,75.91,25.81
2026-05-01T18:27:00Z,74.89,26.01
2026-05-01T18:28:00Z,74.07,25.13
2026-05-01T18:29:00Z,74.00,26.98
2026-05-01T18:30:00Z,73.72,27.83
2026-05-01T18:31:00Z,73.97,26.98
2026-05-01T18:32:00Z,73.10,27.41
2026-05-01T18:33:00Z,71.00,29.11
2026-05-01T18:34:00Z,69.95,31.08
2026-05-01T18:35:00Z,70.00,32.00
2026-05-01T18:36:00Z,69.46,30.54
2026-05-01T18:37:00Z,67.89,33.57
2026-05-01T18:38:00Z,69.00,31.98
2026-05-01T18:39:00Z,69.00,31.95
2026-05-01T18:40:00Z,69.15,30.98
2026-05-01T18:41:00Z,74.65,25.61
2026-05-01T18:42:00Z,80.54,19.55
2026-05-01T18:43:00Z,87.14,13.72
2026-05-01T18:44:00Z,89.12,10.20
2026-05-01T18:45:00Z,89.21,11.51
2026-05-01T18:46:00Z,89.45,10.89
2026-05-01T18:47:00Z,92.72,8.13
2026-05-01T18:48:00Z,88.25,11.96
2026-05-01T18:49:00Z,86.77,13.63
2026-05-01T18:50:00Z,88.47,12.68
2026-05-01T18:51:00Z,89.93,11.94
2026-05-01T18:52:00Z,92.27,7.35
2026-05-01T18:53:00Z,96.64,3.72
2026-05-01T18:54:00Z,98.28,1.95
2026-05-01T18:55:00Z,96.45,3.34
2026-05-01T18:56:00Z,98.28,1.61
2026-05-01T18:57:00Z,99.00,1.00
2026-05-01T18:58:00Z,99.00,1.00
2026-05-01T18:59:00Z,99.00,1.00
2026-05-01T19:00:00Z,99.00,1.00
2026-05-01T19:01:00Z,99.00,1.00
2026-05-01T19:02:00Z,99.00,1.00
2026-05-01T19:03:00Z,99.00,1.00
