# event_ticker=KXATPCHALLENGERMATCH-26APR23ANDMAY
# final_score=7-6(5) 6-4
# score_resolution=7-6 6-4
# match_winner=Andy Andrade
# fav_player=Andres Andrade
# dog_player=Aidan Mayo
# kalshi_date=2026-04-23
timestamp,Andres Andrade,Aidan Mayo
2026-04-23T16:19:00Z,66.00,37.00
2026-04-23T16:20:00Z,66.36,37.00
2026-04-23T16:23:00Z,66.36,37.00
2026-04-23T16:24:00Z,66.00,36.00
2026-04-23T16:25:00Z,66.00,36.81
2026-04-23T16:26:00Z,66.00,36.00
2026-04-23T16:27:00Z,66.00,36.00
2026-04-23T16:29:00Z,66.00,36.00
2026-04-23T16:30:00Z,66.00,36.00
2026-04-23T16:31:00Z,66.00,36.03
2026-04-23T16:32:00Z,66.00,36.03
2026-04-23T16:34:00Z,66.86,36.00
2026-04-23T16:36:00Z,66.46,35.00
2026-04-23T16:37:00Z,66.09,35.00
2026-04-23T16:38:00Z,66.00,35.00
2026-04-23T16:39:00Z,66.00,34.31
2026-04-23T16:40:00Z,66.00,35.00
2026-04-23T16:41:00Z,67.00,35.00
2026-04-23T16:42:00Z,67.00,35.00
2026-04-23T16:44:00Z,67.00,35.80
2026-04-23T16:49:00Z,66.00,35.00
2026-04-23T16:51:00Z,67.00,35.00
2026-04-23T16:53:00Z,67.00,35.00
2026-04-23T16:54:00Z,65.25,35.00
2026-04-23T16:56:00Z,66.00,36.00
2026-04-23T16:57:00Z,66.74,36.00
2026-04-23T16:58:00Z,66.74,36.00
2026-04-23T16:59:00Z,66.00,36.00
2026-04-23T17:00:00Z,66.00,36.00
2026-04-23T17:01:00Z,66.00,36.67
2026-04-23T17:07:00Z,67.00,36.67
2026-04-23T17:08:00Z,67.00,36.00
2026-04-23T17:09:00Z,67.00,36.46
2026-04-23T17:12:00Z,66.00,36.46
2026-04-23T17:16:00Z,66.00,36.00
2026-04-23T17:17:00Z,66.00,36.00
2026-04-23T17:19:00Z,66.00,36.37
2026-04-23T17:23:00Z,66.00,35.00
2026-04-23T17:26:00Z,66.00,36.00
2026-04-23T17:28:00Z,67.00,36.00
2026-04-23T17:30:00Z,67.00,35.00
2026-04-23T17:31:00Z,65.88,36.00
2026-04-23T17:33:00Z,65.00,36.62
2026-04-23T17:35:00Z,65.00,36.00
2026-04-23T17:36:00Z,65.00,36.00
2026-04-23T17:37:00Z,65.00,36.00
2026-04-23T17:38:00Z,65.00,36.00
2026-04-23T17:39:00Z,64.00,35.77
2026-04-23T17:40:00Z,64.00,35.09
2026-04-23T17:41:00Z,65.08,34.25
2026-04-23T17:42:00Z,72.17,29.24
2026-04-23T17:43:00Z,76.00,24.00
2026-04-23T17:44:00Z,70.07,29.64
2026-04-23T17:45:00Z,71.26,28.39
2026-04-23T17:46:00Z,73.16,30.42
2026-04-23T17:47:00Z,74.89,25.28
2026-04-23T17:48:00Z,77.79,22.57
2026-04-23T17:49:00Z,79.49,18.72
2026-04-23T17:50:00Z,83.43,17.16
2026-04-23T17:51:00Z,84.21,17.00
2026-04-23T17:52:00Z,85.16,15.23
2026-04-23T17:53:00Z,86.92,13.29
2026-04-23T17:54:00Z,87.51,13.93
2026-04-23T17:55:00Z,86.00,13.25
2026-04-23T17:56:00Z,86.00,15.00
2026-04-23T17:57:00Z,86.11,14.46
2026-04-23T17:58:00Z,87.34,13.00
2026-04-23T17:59:00Z,87.00,13.00
2026-04-23T18:00:00Z,84.19,14.08
2026-04-23T18:01:00Z,82.59,17.40
2026-04-23T18:02:00Z,83.47,18.54
2026-04-23T18:03:00Z,84.00,17.12
2026-04-23T18:04:00Z,84.00,16.00
2026-04-23T18:05:00Z,80.89,18.23
2026-04-23T18:06:00Z,83.42,17.36
2026-04-23T18:07:00Z,83.91,18.87
2026-04-23T18:08:00Z,79.13,21.96
2026-04-23T18:09:00Z,79.00,21.33
2026-04-23T18:10:00Z,77.17,27.19
2026-04-23T18:11:00Z,70.70,30.24
2026-04-23T18:12:00Z,68.54,32.99
2026-04-23T18:13:00Z,75.94,27.89
2026-04-23T18:14:00Z,72.37,27.88
2026-04-23T18:15:00Z,79.75,22.11
2026-04-23T18:16:00Z,82.46,19.11
2026-04-23T18:17:00Z,79.13,21.77
2026-04-23T18:18:00Z,80.00,22.00
2026-04-23T18:19:00Z,79.00,21.90
2026-04-23T18:20:00Z,77.22,22.80
2026-04-23T18:21:00Z,71.17,29.49
2026-04-23T18:22:00Z,65.91,36.80
2026-04-23T18:23:00Z,66.29,34.26
2026-04-23T18:24:00Z,65.51,31.37
2026-04-23T18:25:00Z,62.08,39.69
2026-04-23T18:26:00Z,56.04,43.94
2026-04-23T18:27:00Z,57.88,43.69
2026-04-23T18:28:00Z,54.02,47.22
2026-04-23T18:29:00Z,54.00,47.01
2026-04-23T18:30:00Z,56.81,41.88
2026-04-23T18:31:00Z,58.73,40.84
2026-04-23T18:32:00Z,59.30,39.84
2026-04-23T18:33:00Z,68.01,32.64
2026-04-23T18:34:00Z,63.24,35.96
2026-04-23T18:35:00Z,69.78,34.74
2026-04-23T18:36:00Z,72.35,31.02
2026-04-23T18:37:00Z,73.10,29.19
2026-04-23T18:38:00Z,68.87,31.02
2026-04-23T18:39:00Z,60.04,40.13
2026-04-23T18:40:00Z,55.60,41.95
2026-04-23T18:41:00Z,70.33,27.37
2026-04-23T18:42:00Z,83.09,16.96
2026-04-23T18:43:00Z,83.36,16.50
2026-04-23T18:44:00Z,83.18,16.85
2026-04-23T18:45:00Z,83.32,17.00
2026-04-23T18:46:00Z,83.21,17.00
2026-04-23T18:47:00Z,83.23,17.00
2026-04-23T18:48:00Z,83.90,16.63
2026-04-23T18:49:00Z,83.07,17.73
2026-04-23T18:50:00Z,83.31,17.91
2026-04-23T18:51:00Z,84.78,16.08
2026-04-23T18:52:00Z,86.95,14.08
2026-04-23T18:53:00Z,89.51,13.29
2026-04-23T18:54:00Z,88.08,13.55
2026-04-23T18:55:00Z,86.07,14.99
2026-04-23T18:56:00Z,86.75,13.35
2026-04-23T18:57:00Z,89.87,12.06
2026-04-23T18:58:00Z,89.11,11.46
2026-04-23T18:59:00Z,88.70,12.93
2026-04-23T19:00:00Z,86.14,14.79
2026-04-23T19:01:00Z,85.21,15.64
2026-04-23T19:02:00Z,85.25,15.36
2026-04-23T19:03:00Z,86.95,14.31
2026-04-23T19:04:00Z,86.81,13.89
2026-04-23T19:05:00Z,86.08,13.82
2026-04-23T19:06:00Z,87.36,14.10
2026-04-23T19:07:00Z,90.20,11.54
2026-04-23T19:08:00Z,87.74,11.00
2026-04-23T19:09:00Z,87.76,14.45
2026-04-23T19:10:00Z,87.98,13.06
2026-04-23T19:11:00Z,85.52,16.25
2026-04-23T19:12:00Z,83.82,17.17
2026-04-23T19:13:00Z,84.77,16.40
2026-04-23T19:14:00Z,78.86,21.48
2026-04-23T19:15:00Z,71.89,27.97
2026-04-23T19:16:00Z,71.19,27.98
2026-04-23T19:17:00Z,77.07,26.56
2026-04-23T19:18:00Z,80.93,22.06
2026-04-23T19:19:00Z,78.42,22.15
2026-04-23T19:20:00Z,83.28,16.44
2026-04-23T19:21:00Z,86.06,14.54
2026-04-23T19:22:00Z,87.53,13.06
2026-04-23T19:23:00Z,86.63,13.94
2026-04-23T19:24:00Z,87.27,13.24
2026-04-23T19:25:00Z,87.33,12.64
2026-04-23T19:26:00Z,89.92,12.44
2026-04-23T19:27:00Z,87.97,13.08
2026-04-23T19:28:00Z,87.61,14.80
2026-04-23T19:29:00Z,85.40,15.67
2026-04-23T19:30:00Z,84.92,15.48
2026-04-23T19:31:00Z,84.64,15.56
2026-04-23T19:32:00Z,88.56,11.17
2026-04-23T19:33:00Z,89.80,10.96
2026-04-23T19:34:00Z,91.72,9.12
2026-04-23T19:35:00Z,95.57,4.37
2026-04-23T19:36:00Z,98.45,1.89
2026-04-23T19:37:00Z,98.84,1.00
2026-04-23T19:38:00Z,99.00,1.00
2026-04-23T19:39:00Z,99.00,1.00
2026-04-23T19:40:00Z,99.00,1.00
2026-04-23T19:41:00Z,99.00,1.00
2026-04-23T19:42:00Z,99.00,1.00
