# event_ticker=KXATPMATCH-25JUL27BAGPOS
# final_score=6-2 3-6 6-3
# match_winner=Facundo Bagnis
# fav_player=Facundo Bagnis
# dog_player=Vasek Pospisil
# kalshi_date=2025-07-27
timestamp,Facundo Bagnis,Vasek Pospisil
2025-07-27T17:08:00Z,,31.00
2025-07-27T17:45:00Z,82.01,31.00
2025-07-27T17:48:00Z,82.01,21.00
2025-07-27T18:41:00Z,82.01,21.00
2025-07-27T19:21:00Z,85.00,21.00
2025-07-27T19:23:00Z,85.00,21.00
2025-07-27T19:42:00Z,85.00,21.00
2025-07-27T19:59:00Z,85.00,21.00
2025-07-27T20:28:00Z,85.00,20.00
2025-07-27T20:37:00Z,85.00,20.00
2025-07-27T20:50:00Z,85.00,21.00
2025-07-27T20:54:00Z,85.00,21.00
2025-07-27T20:58:00Z,85.00,21.00
2025-07-27T21:29:00Z,85.00,21.00
2025-07-27T21:42:00Z,85.00,21.00
2025-07-27T21:46:00Z,85.00,20.00
2025-07-27T22:21:00Z,85.00,23.00
2025-07-27T22:27:00Z,85.00,22.00
2025-07-27T22:35:00Z,85.00,22.00
2025-07-27T22:56:00Z,85.00,19.44
2025-07-27T22:57:00Z,85.00,21.00
2025-07-27T22:59:00Z,85.00,21.00
2025-07-27T23:00:00Z,85.00,16.00
2025-07-27T23:01:00Z,85.00,16.00
2025-07-27T23:05:00Z,85.00,28.63
2025-07-27T23:06:00Z,85.00,20.00
2025-07-27T23:07:00Z,85.00,18.00
2025-07-27T23:08:00Z,85.00,22.91
2025-07-27T23:13:00Z,85.00,24.00
2025-07-27T23:14:00Z,85.00,27.73
2025-07-27T23:16:00Z,83.00,24.15
2025-07-27T23:17:00Z,83.00,24.85
2025-07-27T23:18:00Z,83.00,23.13
2025-07-27T23:20:00Z,83.00,25.11
2025-07-27T23:22:00Z,83.00,11.00
2025-07-27T23:23:00Z,83.00,24.00
2025-07-27T23:25:00Z,83.00,21.00
2025-07-27T23:26:00Z,83.00,22.09
2025-07-27T23:27:00Z,83.00,28.00
2025-07-27T23:28:00Z,83.00,28.96
2025-07-27T23:29:00Z,83.00,28.00
2025-07-27T23:30:00Z,86.52,19.27
2025-07-27T23:31:00Z,86.52,25.95
2025-07-27T23:32:00Z,82.00,22.09
2025-07-27T23:34:00Z,82.00,28.94
2025-07-27T23:35:00Z,82.00,28.00
2025-07-27T23:36:00Z,94.00,28.00
2025-07-27T23:44:00Z,99.00,28.00
2025-07-27T23:45:00Z,99.00,30.00
2025-07-27T23:50:00Z,99.00,5.51
2025-07-27T23:53:00Z,99.00,2.14
2025-07-27T23:55:00Z,96.00,7.00
2025-07-27T23:57:00Z,96.00,7.00
2025-07-27T23:58:00Z,96.00,8.68
2025-07-27T23:59:00Z,96.00,8.00
2025-07-28T00:00:00Z,95.00,8.00
2025-07-28T00:02:00Z,95.00,8.00
2025-07-28T00:03:00Z,98.22,8.00
2025-07-28T00:04:00Z,98.22,3.00
2025-07-28T00:05:00Z,98.22,3.00
2025-07-28T00:06:00Z,98.22,2.00
2025-07-28T00:07:00Z,80.74,3.00
2025-07-28T00:08:00Z,88.00,4.19
2025-07-28T00:09:00Z,88.00,8.29
2025-07-28T00:10:00Z,93.14,8.29
2025-07-28T00:11:00Z,96.00,5.00
2025-07-28T00:12:00Z,98.00,5.00
2025-07-28T00:13:00Z,98.00,2.30
2025-07-28T00:14:00Z,98.00,3.91
2025-07-28T00:15:00Z,98.00,3.00
2025-07-28T00:16:00Z,98.00,3.27
2025-07-28T00:19:00Z,98.00,8.00
2025-07-28T00:21:00Z,98.00,8.11
2025-07-28T00:22:00Z,96.26,8.11
2025-07-28T00:23:00Z,96.26,8.69
2025-07-28T00:24:00Z,96.26,12.00
2025-07-28T00:25:00Z,96.26,13.89
2025-07-28T00:26:00Z,96.26,12.00
2025-07-28T00:28:00Z,89.34,13.75
2025-07-28T00:29:00Z,83.07,26.50
2025-07-28T00:30:00Z,83.07,29.97
2025-07-28T00:31:00Z,83.07,28.35
2025-07-28T00:32:00Z,83.07,29.72
2025-07-28T00:33:00Z,83.07,29.00
2025-07-28T00:35:00Z,76.01,29.00
2025-07-28T00:37:00Z,81.00,29.97
2025-07-28T00:38:00Z,78.00,30.68
2025-07-28T00:39:00Z,75.66,30.68
2025-07-28T00:40:00Z,78.02,30.68
2025-07-28T00:41:00Z,66.17,30.68
2025-07-28T00:42:00Z,77.00,30.68
2025-07-28T00:43:00Z,77.00,30.68
2025-07-28T00:44:00Z,84.00,30.68
2025-07-28T00:45:00Z,84.00,33.00
2025-07-28T00:46:00Z,94.00,49.00
2025-07-28T00:47:00Z,94.00,15.00
2025-07-28T00:48:00Z,95.00,5.35
2025-07-28T00:49:00Z,95.00,7.19
2025-07-28T00:50:00Z,97.12,5.00
2025-07-28T00:51:00Z,97.00,7.72
2025-07-28T00:52:00Z,97.85,7.72
2025-07-28T00:53:00Z,97.85,8.21
2025-07-28T00:54:00Z,94.00,5.23
2025-07-28T00:55:00Z,92.57,11.89
2025-07-28T00:56:00Z,94.00,11.89
2025-07-28T00:57:00Z,91.10,12.00
2025-07-28T00:58:00Z,91.10,9.00
2025-07-28T00:59:00Z,97.00,5.49
2025-07-28T01:00:00Z,97.86,2.89
2025-07-28T01:01:00Z,98.00,3.00
2025-07-28T01:02:00Z,98.80,1.12
2025-07-28T01:03:00Z,98.03,2.47
2025-07-28T01:04:00Z,96.00,5.82
2025-07-28T01:05:00Z,96.12,7.92
2025-07-28T01:06:00Z,99.00,1.00
