# event_ticker=KXATPCHALLENGERMATCH-26APR07CINROD
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Jurij Rodionov
# fav_player=Federico Cina
# dog_player=Jurij Rodionov
# kalshi_date=2026-04-07
timestamp,Federico Cina,Jurij Rodionov
2026-04-06T21:59:00Z,56.00,
2026-04-06T22:49:00Z,56.00,46.00
2026-04-06T23:01:00Z,56.00,46.00
2026-04-06T23:08:00Z,55.00,46.00
2026-04-07T00:01:00Z,55.00,46.00
2026-04-07T00:21:00Z,55.00,46.00
2026-04-07T02:00:00Z,55.00,46.00
2026-04-07T02:25:00Z,55.66,46.00
2026-04-07T02:46:00Z,56.00,46.00
2026-04-07T03:08:00Z,56.00,47.00
2026-04-07T03:37:00Z,56.00,46.00
2026-04-07T04:02:00Z,56.00,46.00
2026-04-07T04:03:00Z,56.00,46.00
2026-04-07T04:14:00Z,56.00,46.00
2026-04-07T04:16:00Z,56.00,46.00
2026-04-07T04:19:00Z,56.00,46.00
2026-04-07T04:42:00Z,56.00,46.00
2026-04-07T04:43:00Z,56.00,45.00
2026-04-07T05:13:00Z,56.00,45.00
2026-04-07T05:29:00Z,56.00,46.00
2026-04-07T05:41:00Z,56.00,46.00
2026-04-07T05:43:00Z,56.00,46.00
2026-04-07T05:49:00Z,56.00,46.00
2026-04-07T05:50:00Z,56.00,46.00
2026-04-07T06:05:00Z,56.00,46.00
2026-04-07T06:20:00Z,56.00,46.00
2026-04-07T06:26:00Z,56.00,46.00
2026-04-07T08:05:00Z,56.00,46.88
2026-04-07T08:10:00Z,56.00,47.00
2026-04-07T08:32:00Z,55.87,47.00
2026-04-07T08:34:00Z,56.00,47.00
2026-04-07T08:38:00Z,56.00,47.00
2026-04-07T08:41:00Z,58.00,47.00
2026-04-07T08:42:00Z,57.00,47.00
2026-04-07T08:43:00Z,54.17,46.00
2026-04-07T08:44:00Z,53.81,48.35
2026-04-07T08:45:00Z,53.81,43.04
2026-04-07T08:47:00Z,56.34,43.73
2026-04-07T08:48:00Z,48.51,50.98
2026-04-07T08:49:00Z,45.88,53.92
2026-04-07T08:50:00Z,43.00,57.73
2026-04-07T08:51:00Z,48.14,57.73
2026-04-07T08:52:00Z,54.29,57.73
2026-04-07T08:53:00Z,54.29,46.00
2026-04-07T08:56:00Z,49.00,45.00
2026-04-07T08:57:00Z,49.00,48.00
2026-04-07T08:58:00Z,53.00,48.00
2026-04-07T08:59:00Z,55.00,48.00
2026-04-07T09:00:00Z,57.00,48.00
2026-04-07T09:01:00Z,59.25,41.86
2026-04-07T09:02:00Z,59.25,45.71
2026-04-07T09:03:00Z,61.99,37.04
2026-04-07T09:04:00Z,60.00,41.00
2026-04-07T09:06:00Z,60.00,46.00
2026-04-07T09:10:00Z,47.18,51.87
2026-04-07T09:11:00Z,49.29,52.85
2026-04-07T09:12:00Z,56.00,43.99
2026-04-07T09:13:00Z,54.00,43.99
2026-04-07T09:14:00Z,52.00,43.99
2026-04-07T09:15:00Z,51.57,52.00
2026-04-07T09:16:00Z,48.55,50.05
2026-04-07T09:17:00Z,48.31,51.89
2026-04-07T09:18:00Z,47.02,59.52
2026-04-07T09:19:00Z,46.98,50.88
2026-04-07T09:20:00Z,33.39,64.20
2026-04-07T09:21:00Z,28.08,64.20
2026-04-07T09:22:00Z,23.32,75.00
2026-04-07T09:23:00Z,23.08,79.17
2026-04-07T09:24:00Z,21.72,78.00
2026-04-07T09:25:00Z,22.00,78.00
2026-04-07T09:26:00Z,22.90,78.00
2026-04-07T09:27:00Z,23.71,79.26
2026-04-07T09:28:00Z,23.63,79.26
2026-04-07T09:29:00Z,19.81,81.00
2026-04-07T09:30:00Z,18.87,81.26
2026-04-07T09:31:00Z,11.72,86.64
2026-04-07T09:32:00Z,9.90,86.64
2026-04-07T09:33:00Z,8.00,92.00
2026-04-07T09:34:00Z,8.96,92.00
2026-04-07T09:35:00Z,11.58,90.26
2026-04-07T09:36:00Z,9.11,90.00
2026-04-07T09:37:00Z,8.80,92.94
2026-04-07T09:38:00Z,8.44,91.56
2026-04-07T09:39:00Z,11.88,89.00
2026-04-07T09:40:00Z,11.00,89.00
2026-04-07T09:41:00Z,11.00,90.00
2026-04-07T09:42:00Z,8.00,92.96
2026-04-07T09:43:00Z,8.00,92.96
2026-04-07T09:44:00Z,8.00,92.96
2026-04-07T09:45:00Z,11.00,91.00
2026-04-07T09:46:00Z,12.10,88.92
2026-04-07T09:47:00Z,14.15,88.52
2026-04-07T09:48:00Z,13.76,88.52
2026-04-07T09:49:00Z,7.30,93.19
2026-04-07T09:50:00Z,8.11,93.51
2026-04-07T09:51:00Z,9.63,92.04
2026-04-07T09:52:00Z,10.00,92.00
2026-04-07T09:53:00Z,10.00,92.96
2026-04-07T09:54:00Z,6.32,95.46
2026-04-07T09:55:00Z,4.39,96.05
2026-04-07T09:56:00Z,4.00,96.05
2026-04-07T09:57:00Z,3.83,97.00
2026-04-07T09:58:00Z,1.08,98.97
2026-04-07T10:01:00Z,1.08,99.00
2026-04-07T10:02:00Z,1.08,99.00
2026-04-07T10:03:00Z,1.08,99.00
2026-04-07T10:04:00Z,1.08,99.00
