# event_ticker=KXATPMATCH-25OCT03CILDJO
# final_score=7-6(2) 6-4
# score_resolution=6-7 4-6
# match_winner=Novak Djokovic
# fav_player=Marin Cilic
# dog_player=Novak Djokovic
# kalshi_date=2025-10-03
timestamp,Marin Cilic,Novak Djokovic
2025-10-03T00:45:00Z,45.00,88.93
2025-10-03T00:57:00Z,45.00,88.00
2025-10-03T01:14:00Z,45.00,87.37
2025-10-03T01:24:00Z,45.00,90.00
2025-10-03T01:28:00Z,12.00,90.00
2025-10-03T01:44:00Z,12.00,88.00
2025-10-03T02:01:00Z,12.00,89.00
2025-10-03T02:04:00Z,12.00,89.00
2025-10-03T02:09:00Z,12.00,89.00
2025-10-03T02:10:00Z,12.00,89.00
2025-10-03T02:25:00Z,12.00,89.00
2025-10-03T02:26:00Z,12.00,89.00
2025-10-03T02:28:00Z,12.00,89.00
2025-10-03T02:33:00Z,12.00,89.00
2025-10-03T02:42:00Z,12.00,89.00
2025-10-03T02:45:00Z,12.00,89.00
2025-10-03T02:49:00Z,12.00,89.00
2025-10-03T02:53:00Z,12.00,90.00
2025-10-03T02:55:00Z,12.00,90.00
2025-10-03T03:10:00Z,12.00,90.00
2025-10-03T03:16:00Z,12.00,90.00
2025-10-03T03:18:00Z,12.00,90.00
2025-10-03T03:30:00Z,12.00,90.00
2025-10-03T03:33:00Z,12.00,90.00
2025-10-03T03:40:00Z,12.00,90.00
2025-10-03T03:47:00Z,12.00,90.00
2025-10-03T03:52:00Z,12.00,90.00
2025-10-03T03:53:00Z,12.00,89.00
2025-10-03T03:54:00Z,12.00,89.00
2025-10-03T03:57:00Z,12.00,89.00
2025-10-03T03:58:00Z,12.00,89.00
2025-10-03T04:01:00Z,12.00,89.00
2025-10-03T04:03:00Z,12.00,89.00
2025-10-03T04:06:00Z,12.00,89.00
2025-10-03T04:07:00Z,12.00,90.00
2025-10-03T04:08:00Z,12.00,90.00
2025-10-03T04:10:00Z,12.00,89.00
2025-10-03T04:12:00Z,12.00,89.00
2025-10-03T04:14:00Z,12.00,89.00
2025-10-03T04:15:00Z,12.00,89.00
2025-10-03T04:16:00Z,12.00,89.00
2025-10-03T04:18:00Z,12.00,89.00
2025-10-03T04:19:00Z,12.00,89.00
2025-10-03T04:20:00Z,12.00,89.00
2025-10-03T04:21:00Z,12.00,89.00
2025-10-03T04:22:00Z,12.00,89.00
2025-10-03T04:23:00Z,12.00,89.00
2025-10-03T04:24:00Z,12.00,89.00
2025-10-03T04:25:00Z,10.00,89.00
2025-10-03T04:28:00Z,10.00,89.20
2025-10-03T04:30:00Z,12.00,89.20
2025-10-03T04:31:00Z,12.00,90.00
2025-10-03T04:33:00Z,12.00,90.00
