# event_ticker=KXATPCHALLENGERMATCH-26FEB27LOKCHI
# final_score=6-3 3-6 6-4
# match_winner=Clement Chidekh
# fav_player=Clement Chidekh
# dog_player=Laurent Lokoli
# kalshi_date=2026-02-27
timestamp,Clement Chidekh,Laurent Lokoli
2026-02-27T16:33:00Z,70.58,29.77
2026-02-27T16:34:00Z,66.67,33.16
2026-02-27T16:35:00Z,66.49,33.20
2026-02-27T16:36:00Z,66.54,33.22
2026-02-27T16:37:00Z,67.00,33.03
2026-02-27T16:38:00Z,67.25,32.15
2026-02-27T16:39:00Z,64.28,35.86
2026-02-27T16:40:00Z,60.59,37.03
2026-02-27T16:41:00Z,69.81,30.36
2026-02-27T16:42:00Z,67.52,34.27
2026-02-27T16:43:00Z,56.32,42.79
2026-02-27T16:44:00Z,45.59,52.90
2026-02-27T16:45:00Z,44.73,54.99
2026-02-27T16:46:00Z,45.01,56.97
2026-02-27T16:47:00Z,56.20,45.43
2026-02-27T16:48:00Z,63.47,34.36
2026-02-27T16:49:00Z,67.73,33.41
2026-02-27T16:50:00Z,60.20,42.06
2026-02-27T16:51:00Z,63.61,35.92
2026-02-27T16:52:00Z,70.70,28.10
2026-02-27T16:53:00Z,73.28,27.94
2026-02-27T16:54:00Z,75.43,24.24
2026-02-27T16:55:00Z,73.52,27.30
2026-02-27T16:56:00Z,66.94,33.79
2026-02-27T16:57:00Z,69.48,30.69
2026-02-27T16:58:00Z,78.66,21.59
2026-02-27T16:59:00Z,71.65,30.09
2026-02-27T17:00:00Z,65.25,35.23
2026-02-27T17:01:00Z,69.61,30.68
2026-02-27T17:02:00Z,73.12,27.25
2026-02-27T17:03:00Z,74.14,26.92
2026-02-27T17:04:00Z,75.19,26.90
2026-02-27T17:05:00Z,78.77,22.56
2026-02-27T17:06:00Z,75.22,28.25
2026-02-27T17:07:00Z,71.80,28.61
2026-02-27T17:08:00Z,76.51,25.46
2026-02-27T17:09:00Z,85.38,15.22
2026-02-27T17:10:00Z,92.52,7.34
2026-02-27T17:11:00Z,92.16,8.84
2026-02-27T17:12:00Z,87.97,12.53
2026-02-27T17:13:00Z,90.15,11.17
2026-02-27T17:14:00Z,81.61,14.15
2026-02-27T17:15:00Z,85.60,16.23
2026-02-27T17:16:00Z,87.95,13.47
2026-02-27T17:17:00Z,77.94,21.64
2026-02-27T17:18:00Z,72.94,27.39
2026-02-27T17:19:00Z,72.22,29.96
2026-02-27T17:20:00Z,60.61,38.02
2026-02-27T17:21:00Z,62.05,39.72
2026-02-27T17:22:00Z,61.67,37.46
2026-02-27T17:23:00Z,72.13,28.88
2026-02-27T17:24:00Z,73.48,27.06
2026-02-27T17:25:00Z,81.29,27.18
2026-02-27T17:26:00Z,75.10,27.89
2026-02-27T17:27:00Z,72.75,27.81
2026-02-27T17:28:00Z,83.76,16.77
2026-02-27T17:29:00Z,94.67,5.86
2026-02-27T17:30:00Z,94.99,5.85
2026-02-27T17:31:00Z,99.00,1.00
2026-02-27T17:32:00Z,99.00,1.00
