# event_ticker=KXATPMATCH-25OCT21CERMIC
# final_score=6-3 6-1
# score_resolution=3-6 1-6
# match_winner=Francisco Cerundolo
# fav_player=Alex Michelsen
# dog_player=Francisco Cerundolo
# kalshi_date=2025-10-21
timestamp,Alex Michelsen,Francisco Cerundolo
2025-10-21T05:07:00Z,52.00,
2025-10-21T05:26:00Z,51.00,
2025-10-21T05:27:00Z,51.00,
2025-10-21T05:41:00Z,51.00,
2025-10-21T05:47:00Z,51.00,50.00
2025-10-21T05:55:00Z,51.00,50.00
2025-10-21T05:56:00Z,51.00,50.00
2025-10-21T05:58:00Z,51.00,49.00
2025-10-21T06:08:00Z,51.00,49.00
2025-10-21T06:10:00Z,51.00,49.00
2025-10-21T06:18:00Z,51.00,49.53
2025-10-21T06:21:00Z,52.00,49.53
2025-10-21T06:27:00Z,52.00,49.53
2025-10-21T06:40:00Z,52.00,49.53
2025-10-21T06:45:00Z,52.00,49.53
2025-10-21T06:59:00Z,52.00,50.00
2025-10-21T07:02:00Z,52.00,50.00
2025-10-21T07:48:00Z,52.00,50.00
2025-10-21T08:10:00Z,53.00,50.00
2025-10-21T08:21:00Z,53.00,50.00
2025-10-21T08:35:00Z,53.00,48.00
2025-10-21T08:43:00Z,53.00,48.00
2025-10-21T08:52:00Z,53.00,48.00
2025-10-21T09:31:00Z,53.00,48.00
2025-10-21T10:06:00Z,54.00,48.00
2025-10-21T10:10:00Z,54.00,48.00
2025-10-21T10:20:00Z,54.00,48.00
2025-10-21T10:26:00Z,54.00,48.00
2025-10-21T10:39:00Z,52.00,48.00
2025-10-21T10:40:00Z,52.00,50.00
2025-10-21T10:41:00Z,52.00,50.00
2025-10-21T10:46:00Z,52.00,50.00
2025-10-21T10:48:00Z,52.00,50.00
2025-10-21T10:50:00Z,52.00,50.00
2025-10-21T11:05:00Z,52.00,50.00
2025-10-21T11:14:00Z,52.00,50.00
2025-10-21T11:21:00Z,51.00,50.00
2025-10-21T11:25:00Z,51.00,50.00
2025-10-21T11:28:00Z,51.00,50.00
2025-10-21T11:35:00Z,51.00,50.00
2025-10-21T11:42:00Z,51.00,50.00
2025-10-21T11:45:00Z,51.00,50.00
2025-10-21T11:54:00Z,51.00,50.00
2025-10-21T12:05:00Z,51.00,50.00
2025-10-21T12:09:00Z,51.00,50.00
2025-10-21T12:11:00Z,51.00,50.00
2025-10-21T12:20:00Z,51.00,50.00
2025-10-21T12:24:00Z,49.49,50.46
2025-10-21T12:26:00Z,49.49,51.00
2025-10-21T12:32:00Z,49.49,51.00
2025-10-21T12:41:00Z,51.00,51.00
2025-10-21T12:42:00Z,51.00,51.00
2025-10-21T12:44:00Z,51.00,50.44
2025-10-21T12:54:00Z,50.67,50.44
2025-10-21T13:18:00Z,51.00,50.44
2025-10-21T13:19:00Z,51.00,50.44
2025-10-21T13:22:00Z,51.00,50.44
2025-10-21T13:24:00Z,51.00,50.44
2025-10-21T13:33:00Z,51.00,50.44
2025-10-21T13:39:00Z,51.00,50.44
2025-10-21T13:41:00Z,51.00,51.00
2025-10-21T13:42:00Z,51.00,51.00
2025-10-21T13:44:00Z,51.00,51.00
2025-10-21T13:59:00Z,51.00,51.00
2025-10-21T14:01:00Z,51.00,50.00
2025-10-21T14:02:00Z,51.00,50.00
2025-10-21T14:07:00Z,51.00,50.00
2025-10-21T14:09:00Z,51.00,50.00
2025-10-21T14:11:00Z,52.00,50.00
2025-10-21T14:13:00Z,53.14,47.00
2025-10-21T14:17:00Z,54.00,47.00
2025-10-21T14:20:00Z,54.00,47.00
2025-10-21T14:23:00Z,54.17,47.00
2025-10-21T14:24:00Z,55.00,47.00
2025-10-21T14:26:00Z,55.00,47.00
2025-10-21T14:31:00Z,55.00,47.00
2025-10-21T14:37:00Z,54.00,47.00
2025-10-21T14:38:00Z,54.00,47.00
2025-10-21T14:43:00Z,54.00,47.00
2025-10-21T14:44:00Z,54.00,47.00
2025-10-21T14:47:00Z,54.00,47.00
2025-10-21T14:51:00Z,54.00,47.00
2025-10-21T14:55:00Z,54.00,47.00
2025-10-21T14:56:00Z,54.00,47.00
2025-10-21T14:57:00Z,54.00,47.00
2025-10-21T15:00:00Z,54.00,47.00
2025-10-21T15:03:00Z,53.47,46.28
2025-10-21T15:04:00Z,53.47,47.00
2025-10-21T15:05:00Z,53.00,47.00
2025-10-21T15:06:00Z,54.00,47.00
2025-10-21T15:09:00Z,53.00,47.00
2025-10-21T15:11:00Z,53.00,48.00
2025-10-21T15:13:00Z,53.00,48.00
2025-10-21T15:14:00Z,53.00,48.00
2025-10-21T15:15:00Z,53.00,48.00
2025-10-21T15:16:00Z,53.00,48.00
2025-10-21T15:17:00Z,53.00,48.00
2025-10-21T15:19:00Z,53.00,48.00
2025-10-21T15:20:00Z,53.00,48.00
2025-10-21T15:21:00Z,53.00,48.00
2025-10-21T15:22:00Z,53.27,48.00
2025-10-21T15:23:00Z,53.00,48.30
2025-10-21T15:24:00Z,53.00,47.43
2025-10-21T15:25:00Z,53.00,48.00
2025-10-21T15:26:00Z,53.00,48.00
2025-10-21T15:27:00Z,53.00,48.00
2025-10-21T15:28:00Z,53.00,48.00
2025-10-21T15:30:00Z,53.00,48.00
2025-10-21T15:31:00Z,53.00,48.00
2025-10-21T15:32:00Z,53.00,48.00
2025-10-21T15:33:00Z,53.00,48.00
2025-10-21T15:35:00Z,50.37,48.00
2025-10-21T15:38:00Z,53.00,49.00
2025-10-21T15:41:00Z,53.00,50.00
2025-10-21T15:43:00Z,52.00,50.00
2025-10-21T15:46:00Z,53.00,50.00
2025-10-21T15:48:00Z,52.00,50.00
2025-10-21T15:49:00Z,52.00,50.00
2025-10-21T15:50:00Z,52.00,50.00
2025-10-21T15:52:00Z,52.00,50.00
2025-10-21T15:53:00Z,52.97,48.17
2025-10-21T15:54:00Z,52.97,48.00
2025-10-21T15:55:00Z,54.00,48.00
2025-10-21T15:56:00Z,53.96,48.00
2025-10-21T15:57:00Z,54.09,48.00
2025-10-21T15:58:00Z,51.00,49.23
2025-10-21T15:59:00Z,51.00,51.38
2025-10-21T16:00:00Z,51.00,51.00
2025-10-21T16:01:00Z,52.00,50.00
2025-10-21T16:03:00Z,50.00,54.09
2025-10-21T16:04:00Z,49.36,53.84
2025-10-21T16:05:00Z,50.44,50.00
2025-10-21T16:06:00Z,50.05,49.48
2025-10-21T16:07:00Z,54.10,49.00
2025-10-21T16:08:00Z,50.00,49.50
2025-10-21T16:09:00Z,51.00,50.00
2025-10-21T16:10:00Z,53.00,50.12
2025-10-21T16:11:00Z,46.87,53.62
2025-10-21T16:12:00Z,35.53,66.41
2025-10-21T16:13:00Z,33.23,68.00
2025-10-21T16:14:00Z,35.00,66.65
2025-10-21T16:15:00Z,30.99,69.29
2025-10-21T16:16:00Z,31.00,69.96
2025-10-21T16:17:00Z,30.38,69.56
2025-10-21T16:18:00Z,32.00,70.00
2025-10-21T16:19:00Z,31.31,70.08
2025-10-21T16:20:00Z,28.47,70.07
2025-10-21T16:21:00Z,32.00,70.00
2025-10-21T16:22:00Z,32.00,70.00
2025-10-21T16:23:00Z,31.00,70.23
2025-10-21T16:24:00Z,31.00,71.64
2025-10-21T16:25:00Z,26.74,74.00
2025-10-21T16:26:00Z,27.00,74.42
2025-10-21T16:27:00Z,28.00,73.84
2025-10-21T16:28:00Z,30.35,70.40
2025-10-21T16:29:00Z,28.07,75.06
2025-10-21T16:30:00Z,26.40,75.98
2025-10-21T16:31:00Z,26.00,75.01
2025-10-21T16:32:00Z,25.98,76.00
2025-10-21T16:33:00Z,25.09,76.00
2025-10-21T16:34:00Z,18.79,82.60
2025-10-21T16:35:00Z,16.83,82.14
2025-10-21T16:36:00Z,13.10,85.82
2025-10-21T16:37:00Z,11.65,89.87
2025-10-21T16:38:00Z,10.98,90.90
2025-10-21T16:39:00Z,11.16,89.43
2025-10-21T16:40:00Z,12.62,89.82
2025-10-21T16:41:00Z,9.69,91.24
2025-10-21T16:42:00Z,10.86,91.55
2025-10-21T16:43:00Z,10.06,90.73
2025-10-21T16:44:00Z,7.16,91.99
2025-10-21T16:45:00Z,3.57,96.18
2025-10-21T16:46:00Z,2.67,98.21
2025-10-21T16:47:00Z,2.71,98.00
2025-10-21T16:48:00Z,3.52,98.23
2025-10-21T16:49:00Z,4.10,96.87
2025-10-21T16:50:00Z,4.34,95.73
2025-10-21T16:51:00Z,2.00,97.69
2025-10-21T16:52:00Z,1.29,98.97
2025-10-21T16:53:00Z,1.35,99.00
2025-10-21T16:54:00Z,1.00,99.00
2025-10-21T16:55:00Z,1.00,99.00
2025-10-21T16:56:00Z,1.00,98.76
2025-10-21T16:57:00Z,1.00,98.53
2025-10-21T16:58:00Z,1.00,98.04
2025-10-21T16:59:00Z,1.00,99.00
2025-10-21T17:00:00Z,1.39,98.00
2025-10-21T17:01:00Z,1.08,98.78
2025-10-21T17:02:00Z,2.63,98.00
2025-10-21T17:04:00Z,1.00,99.00
2025-10-21T17:05:00Z,1.00,99.00
2025-10-21T17:06:00Z,1.00,99.00
2025-10-21T17:10:00Z,1.00,99.00
2025-10-21T17:11:00Z,1.00,99.00
