# event_ticker=KXATPCHALLENGERMATCH-26MAR31ARNCOP
# final_score=6-1 7-5
# match_winner=Kimmer Coppejans
# fav_player=Kimmer Coppejans
# dog_player=Gilles Arnaud Bailly
# kalshi_date=2026-03-31
timestamp,Kimmer Coppejans,Gilles Arnaud Bailly
2026-04-02T03:44:00Z,66.83,
2026-04-02T04:32:00Z,66.83,36.00
2026-04-02T05:32:00Z,67.00,36.00
2026-04-02T05:52:00Z,67.00,36.00
2026-04-02T06:51:00Z,67.00,33.00
2026-04-02T09:12:00Z,67.00,33.00
2026-04-02T09:23:00Z,67.00,33.00
2026-04-02T09:44:00Z,65.92,33.00
2026-04-02T09:50:00Z,65.92,36.00
2026-04-02T09:52:00Z,66.78,36.00
2026-04-02T10:02:00Z,66.00,33.00
2026-04-02T10:16:00Z,66.93,33.00
2026-04-02T10:33:00Z,67.00,33.00
2026-04-02T10:38:00Z,67.00,35.62
2026-04-02T10:43:00Z,67.00,35.00
2026-04-02T10:48:00Z,66.69,35.00
2026-04-02T10:54:00Z,66.83,35.00
2026-04-02T11:00:00Z,66.83,36.00
2026-04-02T11:07:00Z,66.83,32.49
2026-04-02T11:36:00Z,68.00,32.49
2026-04-02T11:48:00Z,68.00,32.00
2026-04-02T11:56:00Z,68.00,32.00
2026-04-02T12:01:00Z,68.00,35.00
2026-04-02T12:04:00Z,68.00,35.00
2026-04-02T12:16:00Z,67.72,32.00
2026-04-02T12:23:00Z,68.00,32.00
2026-04-02T12:30:00Z,68.00,32.00
2026-04-02T12:40:00Z,68.07,32.00
2026-04-02T12:51:00Z,69.00,32.00
2026-04-02T12:55:00Z,63.31,32.00
2026-04-02T12:59:00Z,68.99,32.00
2026-04-02T13:01:00Z,68.95,32.00
2026-04-02T13:03:00Z,69.00,32.00
2026-04-02T13:04:00Z,75.16,30.00
2026-04-02T13:06:00Z,69.00,30.00
2026-04-02T13:10:00Z,69.00,34.74
2026-04-02T13:11:00Z,68.00,34.74
2026-04-02T13:12:00Z,68.00,33.00
2026-04-02T13:15:00Z,68.00,33.00
2026-04-02T13:18:00Z,68.00,33.00
2026-04-02T13:21:00Z,68.00,33.00
2026-04-02T13:22:00Z,68.00,33.00
2026-04-02T13:25:00Z,68.00,33.00
2026-04-02T13:27:00Z,68.00,33.00
2026-04-02T13:29:00Z,68.00,33.00
2026-04-02T13:35:00Z,68.00,33.00
2026-04-02T13:41:00Z,68.00,33.78
2026-04-02T13:42:00Z,68.21,33.78
2026-04-02T13:44:00Z,68.00,33.78
2026-04-02T13:45:00Z,68.00,33.78
2026-04-02T13:51:00Z,68.00,34.00
2026-04-02T13:53:00Z,68.00,34.00
2026-04-02T13:55:00Z,68.00,34.00
2026-04-02T13:56:00Z,68.00,34.00
2026-04-02T13:58:00Z,68.00,34.00
2026-04-02T13:59:00Z,68.00,34.00
2026-04-02T14:00:00Z,68.00,34.00
2026-04-02T14:02:00Z,68.00,34.00
2026-04-02T14:03:00Z,68.00,34.00
2026-04-02T14:04:00Z,68.00,34.00
2026-04-02T14:07:00Z,68.00,34.00
2026-04-02T14:08:00Z,68.00,33.00
2026-04-02T14:13:00Z,68.00,33.00
2026-04-02T14:14:00Z,68.00,33.00
2026-04-02T14:15:00Z,68.22,33.00
2026-04-02T14:16:00Z,68.29,33.00
2026-04-02T14:17:00Z,68.70,33.00
2026-04-02T14:19:00Z,69.00,33.00
2026-04-02T14:21:00Z,69.00,33.00
2026-04-02T14:22:00Z,68.54,33.00
2026-04-02T14:24:00Z,68.98,33.00
2026-04-02T14:25:00Z,69.00,33.00
2026-04-02T14:27:00Z,69.05,33.00
2026-04-02T14:29:00Z,69.90,33.00
2026-04-02T14:31:00Z,69.00,33.00
2026-04-02T14:32:00Z,69.59,33.00
2026-04-02T14:34:00Z,69.00,33.00
2026-04-02T14:39:00Z,69.68,33.00
2026-04-02T14:40:00Z,69.96,33.00
2026-04-02T14:41:00Z,69.00,33.00
2026-04-02T14:45:00Z,69.00,33.00
2026-04-02T14:46:00Z,69.00,30.63
2026-04-02T14:48:00Z,69.00,32.00
2026-04-02T14:52:00Z,69.00,32.00
2026-04-02T14:53:00Z,69.00,32.00
2026-04-02T14:54:00Z,69.00,32.00
2026-04-02T14:55:00Z,69.00,32.00
2026-04-02T14:57:00Z,69.00,32.00
2026-04-02T14:58:00Z,69.00,32.00
2026-04-02T14:59:00Z,69.76,32.00
2026-04-02T15:01:00Z,69.00,32.00
2026-04-02T15:03:00Z,69.00,32.00
2026-04-02T15:05:00Z,68.00,32.01
2026-04-02T15:06:00Z,69.00,32.00
2026-04-02T15:07:00Z,68.00,32.00
2026-04-02T15:08:00Z,68.00,32.74
2026-04-02T15:09:00Z,68.75,32.74
2026-04-02T15:11:00Z,69.00,32.00
2026-04-02T15:12:00Z,69.00,32.00
2026-04-02T15:13:00Z,68.56,32.00
2026-04-02T15:14:00Z,69.00,32.00
2026-04-02T15:15:00Z,69.00,32.00
2026-04-02T15:16:00Z,69.00,32.00
2026-04-02T15:17:00Z,69.00,32.00
2026-04-02T15:18:00Z,69.12,32.00
2026-04-02T15:20:00Z,69.12,32.00
2026-04-02T15:21:00Z,67.05,33.06
2026-04-02T15:22:00Z,67.06,32.19
2026-04-02T15:23:00Z,65.79,33.47
2026-04-02T15:24:00Z,57.15,43.19
2026-04-02T15:25:00Z,55.46,45.94
2026-04-02T15:26:00Z,56.34,43.00
2026-04-02T15:27:00Z,62.14,40.88
2026-04-02T15:28:00Z,65.83,34.00
2026-04-02T15:29:00Z,62.12,36.05
2026-04-02T15:30:00Z,69.63,32.02
2026-04-02T15:31:00Z,71.06,29.00
2026-04-02T15:32:00Z,70.16,30.00
2026-04-02T15:33:00Z,70.17,30.09
2026-04-02T15:34:00Z,71.00,30.09
2026-04-02T15:35:00Z,71.00,30.53
2026-04-02T15:36:00Z,70.83,28.88
2026-04-02T15:37:00Z,79.47,20.11
2026-04-02T15:38:00Z,77.71,21.81
2026-04-02T15:39:00Z,77.64,20.35
2026-04-02T15:40:00Z,78.87,21.31
2026-04-02T15:41:00Z,77.25,21.37
2026-04-02T15:42:00Z,78.00,24.04
2026-04-02T15:43:00Z,79.28,21.93
2026-04-02T15:44:00Z,81.00,16.75
2026-04-02T15:45:00Z,85.00,17.00
2026-04-02T15:46:00Z,84.85,16.00
2026-04-02T15:47:00Z,85.91,13.36
2026-04-02T15:48:00Z,84.98,14.01
2026-04-02T15:49:00Z,88.13,12.42
2026-04-02T15:50:00Z,88.95,11.25
2026-04-02T15:51:00Z,89.98,11.43
2026-04-02T15:52:00Z,89.03,11.15
2026-04-02T15:53:00Z,90.22,11.15
2026-04-02T15:54:00Z,91.00,11.00
2026-04-02T15:55:00Z,90.00,11.00
2026-04-02T15:56:00Z,90.64,11.00
2026-04-02T15:57:00Z,90.00,10.98
2026-04-02T15:58:00Z,89.84,10.36
2026-04-02T15:59:00Z,91.00,11.00
2026-04-02T16:00:00Z,90.76,11.00
2026-04-02T16:01:00Z,89.99,9.99
2026-04-02T16:02:00Z,90.00,11.89
2026-04-02T16:03:00Z,90.00,11.96
2026-04-02T16:04:00Z,89.00,12.12
2026-04-02T16:05:00Z,89.00,15.00
2026-04-02T16:06:00Z,86.98,12.54
2026-04-02T16:07:00Z,87.80,12.80
2026-04-02T16:08:00Z,88.91,12.20
2026-04-02T16:09:00Z,85.39,14.99
2026-04-02T16:10:00Z,87.00,10.58
2026-04-02T16:11:00Z,88.54,10.01
2026-04-02T16:12:00Z,89.63,13.15
2026-04-02T16:13:00Z,85.15,14.76
2026-04-02T16:14:00Z,85.70,13.00
2026-04-02T16:15:00Z,86.30,15.12
2026-04-02T16:16:00Z,86.00,14.65
2026-04-02T16:17:00Z,87.36,12.80
2026-04-02T16:18:00Z,88.98,12.51
2026-04-02T16:19:00Z,85.24,14.21
2026-04-02T16:20:00Z,87.00,14.52
2026-04-02T16:21:00Z,85.12,14.76
2026-04-02T16:22:00Z,84.00,16.42
2026-04-02T16:23:00Z,83.12,17.39
2026-04-02T16:24:00Z,81.00,18.22
2026-04-02T16:25:00Z,79.62,21.47
2026-04-02T16:26:00Z,82.10,17.52
2026-04-02T16:27:00Z,80.75,17.95
2026-04-02T16:28:00Z,83.23,18.48
2026-04-02T16:29:00Z,84.34,15.20
2026-04-02T16:30:00Z,84.35,16.58
2026-04-02T16:31:00Z,82.95,18.53
2026-04-02T16:32:00Z,83.58,18.17
2026-04-02T16:33:00Z,85.70,18.13
2026-04-02T16:34:00Z,87.97,11.73
2026-04-02T16:35:00Z,84.47,14.04
2026-04-02T16:36:00Z,85.78,15.38
2026-04-02T16:37:00Z,82.36,17.93
2026-04-02T16:38:00Z,81.00,20.00
2026-04-02T16:39:00Z,78.76,20.75
2026-04-02T16:40:00Z,73.95,28.13
2026-04-02T16:41:00Z,77.06,21.79
2026-04-02T16:42:00Z,83.22,18.65
2026-04-02T16:43:00Z,86.66,14.37
2026-04-02T16:44:00Z,85.60,13.86
2026-04-02T16:45:00Z,84.73,17.01
2026-04-02T16:46:00Z,82.00,18.61
2026-04-02T16:47:00Z,84.85,17.00
2026-04-02T16:48:00Z,93.74,7.51
2026-04-02T16:49:00Z,96.92,3.23
2026-04-02T16:50:00Z,96.71,3.88
2026-04-02T16:51:00Z,95.40,4.34
2026-04-02T16:52:00Z,91.15,9.18
2026-04-02T16:53:00Z,90.11,14.00
2026-04-02T16:54:00Z,85.00,17.71
2026-04-02T16:55:00Z,84.19,15.81
2026-04-02T16:56:00Z,88.39,12.25
2026-04-02T16:57:00Z,85.04,14.37
2026-04-02T16:58:00Z,81.90,17.55
2026-04-02T16:59:00Z,88.97,14.03
2026-04-02T17:00:00Z,87.73,14.16
2026-04-02T17:01:00Z,84.37,17.43
2026-04-02T17:02:00Z,85.60,17.50
2026-04-02T17:03:00Z,89.04,13.00
2026-04-02T17:04:00Z,84.95,15.26
2026-04-02T17:05:00Z,82.50,19.41
2026-04-02T17:06:00Z,84.55,21.26
2026-04-02T17:07:00Z,92.40,5.34
2026-04-02T17:08:00Z,95.73,4.86
2026-04-02T17:09:00Z,97.23,3.80
2026-04-02T17:10:00Z,98.15,2.30
2026-04-02T17:11:00Z,95.68,5.85
2026-04-02T17:12:00Z,99.00,5.85
