# event_ticker=KXATPCHALLENGERMATCH-26APR10JARFAT
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Nicolas Jarry
# fav_player=Nerman Fatic
# dog_player=Nicolas Jarry
# kalshi_date=2026-04-10
timestamp,Nerman Fatic,Nicolas Jarry
2026-04-10T03:28:00Z,,70.00
2026-04-10T03:29:00Z,,71.00
2026-04-10T03:35:00Z,,71.00
2026-04-10T03:36:00Z,,71.00
2026-04-10T03:41:00Z,,71.00
2026-04-10T03:57:00Z,,71.00
2026-04-10T04:09:00Z,,71.00
2026-04-10T04:21:00Z,,71.00
2026-04-10T04:29:00Z,32.00,71.00
2026-04-10T04:34:00Z,32.00,71.71
2026-04-10T04:47:00Z,32.00,72.00
2026-04-10T05:06:00Z,32.00,72.00
2026-04-10T05:19:00Z,32.00,71.00
2026-04-10T05:24:00Z,32.00,72.00
2026-04-10T05:25:00Z,30.00,72.00
2026-04-10T05:33:00Z,31.00,72.00
2026-04-10T05:44:00Z,31.00,72.00
2026-04-10T06:14:00Z,31.00,72.00
2026-04-10T06:50:00Z,31.00,71.00
2026-04-10T06:53:00Z,31.00,71.71
2026-04-10T06:55:00Z,31.00,72.00
2026-04-10T06:58:00Z,31.00,72.00
2026-04-10T07:29:00Z,31.00,71.00
2026-04-10T07:30:00Z,31.00,71.00
2026-04-10T08:22:00Z,31.00,71.00
2026-04-10T08:23:00Z,31.00,71.00
2026-04-10T08:30:00Z,31.00,71.00
2026-04-10T08:55:00Z,31.00,71.00
2026-04-10T09:00:00Z,31.00,71.00
2026-04-10T10:18:00Z,31.00,71.68
2026-04-10T10:26:00Z,31.00,71.68
2026-04-10T10:54:00Z,31.00,72.00
2026-04-10T11:11:00Z,30.00,72.00
2026-04-10T11:14:00Z,30.00,72.00
2026-04-10T11:17:00Z,30.00,72.00
2026-04-10T11:45:00Z,30.00,72.00
2026-04-10T11:49:00Z,31.00,72.00
2026-04-10T11:51:00Z,31.00,72.00
2026-04-10T12:02:00Z,31.00,72.00
2026-04-10T12:11:00Z,31.00,71.00
2026-04-10T12:13:00Z,31.00,72.00
2026-04-10T12:19:00Z,31.00,72.00
2026-04-10T12:26:00Z,31.00,72.00
2026-04-10T12:28:00Z,31.00,72.00
2026-04-10T12:29:00Z,31.00,72.00
2026-04-10T12:34:00Z,31.00,72.00
2026-04-10T12:35:00Z,31.00,72.00
2026-04-10T12:37:00Z,30.00,72.00
2026-04-10T12:38:00Z,30.00,72.00
2026-04-10T12:41:00Z,31.00,72.00
2026-04-10T12:43:00Z,30.00,72.00
2026-04-10T12:44:00Z,30.00,72.00
2026-04-10T12:46:00Z,29.00,72.00
2026-04-10T12:49:00Z,29.00,72.00
2026-04-10T12:52:00Z,29.00,72.00
2026-04-10T12:55:00Z,29.00,72.00
2026-04-10T12:58:00Z,29.00,72.00
2026-04-10T13:01:00Z,29.00,71.00
2026-04-10T13:03:00Z,29.00,72.00
2026-04-10T13:06:00Z,29.00,73.00
2026-04-10T13:08:00Z,29.00,73.00
2026-04-10T13:13:00Z,29.00,73.00
2026-04-10T13:15:00Z,28.10,73.00
2026-04-10T13:24:00Z,29.00,73.00
2026-04-10T13:25:00Z,29.00,73.00
2026-04-10T13:26:00Z,29.00,73.00
2026-04-10T13:28:00Z,29.00,73.00
2026-04-10T13:29:00Z,29.00,73.00
2026-04-10T13:32:00Z,29.00,73.00
2026-04-10T13:40:00Z,29.00,73.00
2026-04-10T13:41:00Z,29.00,73.00
2026-04-10T13:45:00Z,26.87,73.00
2026-04-10T13:46:00Z,26.87,73.00
2026-04-10T13:49:00Z,27.00,73.00
2026-04-10T13:51:00Z,28.30,73.00
2026-04-10T13:52:00Z,28.30,73.00
2026-04-10T13:53:00Z,28.30,73.00
2026-04-10T13:54:00Z,29.00,73.00
2026-04-10T13:59:00Z,29.00,73.00
2026-04-10T14:01:00Z,29.00,73.00
2026-04-10T14:02:00Z,29.00,72.67
2026-04-10T14:07:00Z,29.00,73.00
2026-04-10T14:08:00Z,29.00,73.00
2026-04-10T14:14:00Z,29.00,73.00
2026-04-10T14:17:00Z,29.00,73.00
2026-04-10T14:21:00Z,29.00,73.00
2026-04-10T14:22:00Z,28.00,73.00
2026-04-10T14:23:00Z,28.00,73.00
2026-04-10T14:24:00Z,28.00,73.41
2026-04-10T14:26:00Z,28.00,74.00
2026-04-10T14:27:00Z,28.00,74.00
2026-04-10T14:28:00Z,28.00,74.00
2026-04-10T14:30:00Z,27.00,74.00
2026-04-10T14:31:00Z,28.22,74.00
2026-04-10T14:32:00Z,28.22,74.00
2026-04-10T14:36:00Z,27.90,74.00
2026-04-10T14:37:00Z,28.00,74.00
2026-04-10T14:38:00Z,28.00,74.00
2026-04-10T14:39:00Z,28.00,74.00
2026-04-10T14:40:00Z,28.00,74.00
2026-04-10T14:43:00Z,28.00,74.00
2026-04-10T14:46:00Z,28.00,74.00
2026-04-10T14:51:00Z,28.00,75.00
2026-04-10T14:53:00Z,28.00,75.00
2026-04-10T14:55:00Z,28.00,75.00
2026-04-10T14:56:00Z,27.43,75.00
2026-04-10T14:57:00Z,27.78,74.00
2026-04-10T15:01:00Z,28.00,74.48
2026-04-10T15:02:00Z,28.00,73.00
2026-04-10T15:05:00Z,28.00,74.95
2026-04-10T15:07:00Z,28.00,74.98
2026-04-10T15:11:00Z,27.00,74.98
2026-04-10T15:13:00Z,27.97,74.00
2026-04-10T15:14:00Z,27.00,73.36
2026-04-10T15:15:00Z,27.00,74.00
2026-04-10T15:16:00Z,27.00,75.00
2026-04-10T15:17:00Z,27.00,75.00
2026-04-10T15:18:00Z,27.00,75.00
2026-04-10T15:19:00Z,26.50,74.92
2026-04-10T15:20:00Z,25.49,75.01
2026-04-10T15:21:00Z,24.07,76.19
2026-04-10T15:22:00Z,24.00,76.00
2026-04-10T15:23:00Z,24.52,76.18
2026-04-10T15:24:00Z,27.05,74.00
2026-04-10T15:25:00Z,28.75,74.36
2026-04-10T15:26:00Z,23.00,75.90
2026-04-10T15:27:00Z,23.51,77.60
2026-04-10T15:28:00Z,24.78,76.03
2026-04-10T15:29:00Z,27.00,74.00
2026-04-10T15:30:00Z,26.00,74.00
2026-04-10T15:31:00Z,27.59,73.11
2026-04-10T15:32:00Z,28.64,73.03
2026-04-10T15:33:00Z,24.01,75.50
2026-04-10T15:34:00Z,24.00,76.00
2026-04-10T15:35:00Z,23.00,78.86
2026-04-10T15:36:00Z,20.36,80.71
2026-04-10T15:37:00Z,11.35,86.57
2026-04-10T15:38:00Z,11.20,87.90
2026-04-10T15:39:00Z,11.87,88.21
2026-04-10T15:40:00Z,12.19,89.00
2026-04-10T15:41:00Z,12.19,90.00
2026-04-10T15:42:00Z,10.55,90.31
2026-04-10T15:43:00Z,9.05,90.44
2026-04-10T15:44:00Z,10.75,89.99
2026-04-10T15:45:00Z,8.95,91.00
2026-04-10T15:46:00Z,10.69,90.01
2026-04-10T15:47:00Z,9.43,91.43
2026-04-10T15:48:00Z,7.03,92.90
2026-04-10T15:49:00Z,8.98,92.00
2026-04-10T15:50:00Z,8.02,92.27
2026-04-10T15:51:00Z,6.20,93.09
2026-04-10T15:52:00Z,7.00,94.00
2026-04-10T15:53:00Z,7.00,93.97
2026-04-10T15:54:00Z,7.00,94.00
2026-04-10T15:55:00Z,6.26,94.25
2026-04-10T15:56:00Z,6.63,93.28
2026-04-10T15:57:00Z,8.58,91.25
2026-04-10T15:58:00Z,9.80,90.00
2026-04-10T15:59:00Z,13.40,87.53
2026-04-10T16:00:00Z,10.26,89.12
2026-04-10T16:01:00Z,8.91,91.66
2026-04-10T16:02:00Z,7.73,91.18
2026-04-10T16:03:00Z,10.93,90.52
2026-04-10T16:04:00Z,10.81,89.83
2026-04-10T16:05:00Z,11.00,90.29
2026-04-10T16:06:00Z,11.90,88.44
2026-04-10T16:07:00Z,10.96,88.93
2026-04-10T16:08:00Z,9.73,91.49
2026-04-10T16:09:00Z,7.86,92.42
2026-04-10T16:10:00Z,9.11,92.22
