# event_ticker=KXATPCHALLENGERMATCH-26JUN04BUTILA
# final_score=6-3 6-4
# match_winner=Andre Ilagan
# fav_player=Andre Ilagan
# dog_player=Edas Butvilas
# kalshi_date=2026-06-04
timestamp,Edas Butvilas,Andre Ilagan
2026-06-04T05:19:00Z,61.00,
2026-06-04T05:34:00Z,61.00,41.00
2026-06-04T06:04:00Z,61.00,41.00
2026-06-04T06:52:00Z,61.00,41.00
2026-06-04T06:57:00Z,61.00,41.00
2026-06-04T11:26:00Z,64.78,41.00
2026-06-04T11:34:00Z,62.00,41.00
2026-06-04T11:36:00Z,64.00,41.00
2026-06-04T11:55:00Z,64.00,41.00
2026-06-04T11:58:00Z,64.00,41.00
2026-06-04T12:01:00Z,64.00,41.00
2026-06-04T12:12:00Z,66.00,41.00
2026-06-04T12:16:00Z,63.00,41.00
2026-06-04T12:37:00Z,66.00,41.00
2026-06-04T13:14:00Z,63.00,41.00
2026-06-04T13:17:00Z,66.00,41.00
2026-06-04T13:36:00Z,63.00,41.00
2026-06-04T13:57:00Z,63.00,36.00
2026-06-04T14:22:00Z,63.00,36.00
2026-06-04T14:30:00Z,63.00,37.00
2026-06-04T14:35:00Z,64.00,37.00
2026-06-04T14:41:00Z,64.00,37.00
2026-06-04T14:52:00Z,64.00,37.00
2026-06-04T15:01:00Z,64.00,37.00
2026-06-04T15:39:00Z,64.00,37.00
2026-06-04T15:41:00Z,64.00,37.00
2026-06-04T15:42:00Z,64.00,37.00
2026-06-04T15:50:00Z,64.00,37.00
2026-06-04T15:52:00Z,65.11,37.00
2026-06-04T15:53:00Z,66.00,37.00
2026-06-04T15:55:00Z,66.00,34.00
2026-06-04T15:58:00Z,66.00,34.00
2026-06-04T16:01:00Z,66.00,34.00
2026-06-04T16:03:00Z,66.00,34.00
2026-06-04T16:07:00Z,66.00,35.00
2026-06-04T16:12:00Z,66.44,35.00
2026-06-04T16:18:00Z,66.00,35.00
2026-06-04T16:26:00Z,66.91,35.00
2026-06-04T16:36:00Z,65.00,35.00
2026-06-04T16:38:00Z,65.00,39.00
2026-06-04T16:46:00Z,66.00,37.60
2026-06-04T16:47:00Z,66.00,37.74
2026-06-04T16:51:00Z,64.00,37.74
2026-06-04T16:52:00Z,66.94,37.74
2026-06-04T16:53:00Z,66.94,37.59
2026-06-04T16:54:00Z,64.90,37.59
2026-06-04T16:55:00Z,62.38,40.67
2026-06-04T16:56:00Z,65.92,35.00
2026-06-04T16:57:00Z,68.00,34.00
2026-06-04T16:58:00Z,67.17,34.50
2026-06-04T16:59:00Z,65.00,38.00
2026-06-04T17:00:00Z,63.04,38.42
2026-06-04T17:01:00Z,64.52,37.00
2026-06-04T17:02:00Z,65.90,35.00
2026-06-04T17:03:00Z,65.00,35.34
2026-06-04T17:04:00Z,65.88,35.00
2026-06-04T17:05:00Z,63.00,37.36
2026-06-04T17:06:00Z,62.26,39.60
2026-06-04T17:07:00Z,58.00,43.89
2026-06-04T17:08:00Z,56.00,41.36
2026-06-04T17:09:00Z,58.87,42.88
2026-06-04T17:10:00Z,52.11,50.10
2026-06-04T17:11:00Z,41.14,58.74
2026-06-04T17:12:00Z,42.00,58.01
2026-06-04T17:13:00Z,41.92,60.68
2026-06-04T17:14:00Z,42.21,59.87
2026-06-04T17:15:00Z,41.51,61.93
2026-06-04T17:16:00Z,40.53,61.11
2026-06-04T17:17:00Z,38.00,62.03
2026-06-04T17:18:00Z,38.94,62.12
2026-06-04T17:19:00Z,37.06,62.84
2026-06-04T17:20:00Z,38.15,61.86
2026-06-04T17:21:00Z,41.45,61.00
2026-06-04T17:22:00Z,43.67,58.74
2026-06-04T17:23:00Z,43.66,53.74
2026-06-04T17:24:00Z,38.51,62.05
2026-06-04T17:25:00Z,43.68,57.36
2026-06-04T17:26:00Z,51.92,47.09
2026-06-04T17:27:00Z,46.60,53.34
2026-06-04T17:28:00Z,42.72,57.57
2026-06-04T17:29:00Z,40.38,59.39
2026-06-04T17:30:00Z,38.29,62.30
2026-06-04T17:31:00Z,37.66,62.91
2026-06-04T17:32:00Z,38.93,63.00
2026-06-04T17:33:00Z,39.00,62.99
2026-06-04T17:34:00Z,38.45,62.87
2026-06-04T17:35:00Z,39.00,62.99
2026-06-04T17:36:00Z,38.35,63.00
2026-06-04T17:37:00Z,38.88,63.00
2026-06-04T17:38:00Z,41.49,62.35
2026-06-04T17:39:00Z,39.00,63.00
2026-06-04T17:40:00Z,39.99,62.96
2026-06-04T17:41:00Z,39.80,60.79
2026-06-04T17:42:00Z,36.77,64.68
2026-06-04T17:43:00Z,33.32,67.94
2026-06-04T17:44:00Z,32.91,68.97
2026-06-04T17:45:00Z,31.05,70.37
2026-06-04T17:46:00Z,32.60,67.52
2026-06-04T17:47:00Z,34.13,66.88
2026-06-04T17:48:00Z,35.38,65.19
2026-06-04T17:49:00Z,36.01,63.48
2026-06-04T17:50:00Z,36.46,64.95
2026-06-04T17:51:00Z,39.46,60.19
2026-06-04T17:52:00Z,32.07,69.47
2026-06-04T17:53:00Z,28.41,72.70
2026-06-04T17:54:00Z,28.40,72.07
2026-06-04T17:55:00Z,30.63,68.83
2026-06-04T17:56:00Z,31.12,69.49
2026-06-04T17:57:00Z,31.99,68.25
2026-06-04T17:58:00Z,32.02,70.71
2026-06-04T17:59:00Z,39.04,66.91
2026-06-04T18:00:00Z,34.21,65.73
2026-06-04T18:01:00Z,48.82,56.35
2026-06-04T18:02:00Z,54.24,46.75
2026-06-04T18:03:00Z,54.32,46.01
2026-06-04T18:04:00Z,56.83,44.57
2026-06-04T18:05:00Z,53.80,44.52
2026-06-04T18:06:00Z,43.14,58.68
2026-06-04T18:07:00Z,36.93,67.05
2026-06-04T18:08:00Z,30.03,70.74
2026-06-04T18:09:00Z,29.22,72.24
2026-06-04T18:10:00Z,28.43,71.97
2026-06-04T18:11:00Z,29.11,71.78
2026-06-04T18:12:00Z,32.16,69.45
2026-06-04T18:13:00Z,34.14,66.85
2026-06-04T18:14:00Z,33.21,67.85
2026-06-04T18:15:00Z,33.63,65.92
2026-06-04T18:16:00Z,32.00,71.78
2026-06-04T18:17:00Z,31.13,69.99
2026-06-04T18:18:00Z,28.05,73.00
2026-06-04T18:19:00Z,27.88,73.45
2026-06-04T18:20:00Z,26.05,73.47
2026-06-04T18:21:00Z,15.77,92.74
2026-06-04T18:22:00Z,1.00,99.00
2026-06-04T18:23:00Z,1.00,99.00
2026-06-04T18:24:00Z,1.00,99.00
2026-06-04T18:25:00Z,1.00,99.00
2026-06-04T18:26:00Z,1.00,99.00
