# event_ticker=KXATPMATCH-26MAR04CERVAN
# final_score=7-6(3) 6-7(5) 6-3
# score_resolution=6-7 7-6 3-6
# match_winner=Juan Manuel Cerundolo
# fav_player=Botic Van de Zandschulp
# dog_player=Juan Manuel Cerundolo
# kalshi_date=2026-03-04
timestamp,Botic Van de Zandschulp,Juan Manuel Cerundolo
2026-03-05T13:10:00Z,69.00,
2026-03-05T13:23:00Z,69.00,
2026-03-05T13:45:00Z,69.00,
2026-03-05T14:10:00Z,69.00,33.00
2026-03-05T14:23:00Z,69.00,33.00
2026-03-05T14:42:00Z,69.00,33.00
2026-03-05T15:06:00Z,69.00,33.00
2026-03-05T15:08:00Z,69.00,33.00
2026-03-05T15:22:00Z,69.00,33.00
2026-03-05T15:23:00Z,69.00,33.00
2026-03-05T15:38:00Z,69.00,33.00
2026-03-05T15:41:00Z,69.00,33.00
2026-03-05T15:51:00Z,69.00,32.00
2026-03-05T15:56:00Z,69.00,32.00
2026-03-05T16:16:00Z,69.00,32.00
2026-03-05T16:25:00Z,69.00,32.00
2026-03-05T16:36:00Z,69.00,33.00
2026-03-05T17:20:00Z,69.00,33.00
2026-03-05T17:24:00Z,69.00,33.00
2026-03-05T17:33:00Z,69.00,33.00
2026-03-05T17:40:00Z,69.00,33.00
2026-03-05T18:20:00Z,69.00,31.78
2026-03-05T18:24:00Z,69.00,31.00
2026-03-05T18:28:00Z,69.00,32.00
2026-03-05T18:30:00Z,69.00,32.00
2026-03-05T18:38:00Z,69.00,32.00
2026-03-05T18:43:00Z,69.00,32.00
2026-03-05T19:03:00Z,69.00,32.00
2026-03-05T19:16:00Z,69.17,31.00
2026-03-05T19:17:00Z,69.00,31.00
2026-03-05T19:41:00Z,69.00,32.00
2026-03-05T19:42:00Z,69.00,32.00
2026-03-05T19:55:00Z,68.00,32.00
2026-03-05T20:05:00Z,68.00,31.00
2026-03-05T20:23:00Z,70.00,31.00
2026-03-05T20:54:00Z,69.00,31.00
2026-03-05T21:11:00Z,69.00,32.00
2026-03-05T21:12:00Z,68.00,32.00
2026-03-05T21:30:00Z,69.00,32.00
2026-03-05T21:36:00Z,69.00,32.00
2026-03-05T21:42:00Z,69.00,31.00
2026-03-05T21:43:00Z,69.00,31.00
2026-03-05T21:46:00Z,69.00,32.00
2026-03-05T21:49:00Z,69.00,32.00
2026-03-05T22:01:00Z,69.00,32.00
2026-03-05T22:08:00Z,69.00,32.00
2026-03-05T22:14:00Z,69.00,32.00
2026-03-05T22:19:00Z,69.00,32.00
2026-03-05T22:25:00Z,69.00,32.00
2026-03-05T22:37:00Z,68.00,32.00
2026-03-05T22:40:00Z,68.00,32.00
2026-03-05T22:46:00Z,69.00,32.00
2026-03-05T22:48:00Z,69.00,32.00
2026-03-05T22:52:00Z,69.00,32.00
2026-03-05T22:55:00Z,69.00,32.00
2026-03-05T22:58:00Z,69.00,32.00
2026-03-05T23:12:00Z,69.00,32.00
2026-03-05T23:13:00Z,69.00,32.00
2026-03-05T23:14:00Z,69.00,32.00
2026-03-05T23:25:00Z,69.00,32.00
2026-03-05T23:26:00Z,69.00,32.00
2026-03-05T23:27:00Z,69.00,32.00
2026-03-05T23:28:00Z,69.00,32.00
2026-03-05T23:31:00Z,68.00,32.00
2026-03-05T23:33:00Z,68.00,32.00
2026-03-05T23:34:00Z,69.00,32.00
2026-03-05T23:37:00Z,69.00,32.00
2026-03-05T23:43:00Z,69.00,32.00
2026-03-05T23:47:00Z,69.00,32.00
2026-03-05T23:51:00Z,69.00,31.00
2026-03-05T23:54:00Z,69.00,31.00
2026-03-05T23:55:00Z,69.00,31.00
2026-03-05T23:58:00Z,68.00,32.00
2026-03-05T23:59:00Z,69.00,32.00
2026-03-06T00:02:00Z,68.00,32.00
2026-03-06T00:06:00Z,69.00,32.00
2026-03-06T00:10:00Z,69.00,32.00
2026-03-06T00:12:00Z,69.00,32.00
2026-03-06T00:13:00Z,69.00,32.00
2026-03-06T00:14:00Z,69.00,32.00
2026-03-06T00:17:00Z,69.00,32.00
2026-03-06T00:19:00Z,68.00,32.00
2026-03-06T00:24:00Z,68.00,32.00
2026-03-06T00:25:00Z,69.00,32.00
2026-03-06T00:28:00Z,69.00,32.66
2026-03-06T00:29:00Z,68.00,33.00
2026-03-06T00:31:00Z,68.00,33.00
2026-03-06T00:33:00Z,68.93,33.00
2026-03-06T00:34:00Z,68.93,33.00
2026-03-06T00:35:00Z,68.34,33.00
2026-03-06T00:36:00Z,68.00,33.99
2026-03-06T00:37:00Z,68.00,33.00
2026-03-06T00:38:00Z,68.00,33.40
2026-03-06T00:40:00Z,68.00,33.40
2026-03-06T00:41:00Z,67.21,33.00
2026-03-06T00:42:00Z,68.00,32.55
2026-03-06T00:43:00Z,66.04,33.94
2026-03-06T00:44:00Z,67.99,33.06
2026-03-06T00:45:00Z,70.98,32.64
2026-03-06T00:46:00Z,69.00,33.00
2026-03-06T00:47:00Z,71.70,27.72
2026-03-06T00:48:00Z,78.83,20.63
2026-03-06T00:49:00Z,79.78,21.71
2026-03-06T00:50:00Z,78.14,21.89
2026-03-06T00:51:00Z,73.98,26.34
2026-03-06T00:52:00Z,71.94,31.00
2026-03-06T00:53:00Z,68.01,30.67
2026-03-06T00:54:00Z,66.88,35.38
2026-03-06T00:55:00Z,63.00,37.97
2026-03-06T00:56:00Z,63.00,38.00
2026-03-06T00:57:00Z,65.04,32.88
2026-03-06T00:58:00Z,66.43,33.95
2026-03-06T00:59:00Z,68.00,32.93
2026-03-06T01:00:00Z,74.05,25.87
2026-03-06T01:01:00Z,69.96,30.40
2026-03-06T01:02:00Z,70.00,30.08
2026-03-06T01:03:00Z,80.85,23.85
2026-03-06T01:04:00Z,81.00,19.23
2026-03-06T01:05:00Z,80.68,21.00
2026-03-06T01:06:00Z,79.75,21.93
2026-03-06T01:07:00Z,79.28,22.72
2026-03-06T01:08:00Z,74.58,29.92
2026-03-06T01:09:00Z,69.67,29.04
2026-03-06T01:10:00Z,65.96,33.42
2026-03-06T01:11:00Z,61.41,39.13
2026-03-06T01:12:00Z,60.89,40.00
2026-03-06T01:13:00Z,64.03,39.10
2026-03-06T01:14:00Z,64.03,37.15
2026-03-06T01:15:00Z,66.79,32.54
2026-03-06T01:16:00Z,64.34,37.57
2026-03-06T01:17:00Z,61.08,39.00
2026-03-06T01:18:00Z,66.00,37.80
2026-03-06T01:19:00Z,71.47,30.39
2026-03-06T01:20:00Z,63.35,32.19
2026-03-06T01:21:00Z,60.00,39.43
2026-03-06T01:22:00Z,60.00,41.00
2026-03-06T01:23:00Z,59.35,39.66
2026-03-06T01:24:00Z,65.89,35.93
2026-03-06T01:25:00Z,67.90,33.37
