# event_ticker=KXATPMATCH-26MAR04CERVAN
# final_score=7-6(3) 6-7(5) 6-3
# score_resolution=6-7 7-6 3-6
# match_winner=Juan Manuel Cerundolo
# fav_player=Botic Van de Zandschulp
# dog_player=Juan Manuel Cerundolo
# kalshi_date=2026-03-04
timestamp,Botic Van de Zandschulp,Juan Manuel Cerundolo
2026-03-06T01:26:00Z,73.62,27.84
2026-03-06T01:27:00Z,76.57,25.77
2026-03-06T01:28:00Z,74.26,26.46
2026-03-06T01:29:00Z,73.12,27.52
2026-03-06T01:30:00Z,73.91,26.68
2026-03-06T01:31:00Z,67.06,32.89
2026-03-06T01:32:00Z,67.08,33.98
2026-03-06T01:33:00Z,62.75,36.81
2026-03-06T01:34:00Z,61.16,39.00
2026-03-06T01:35:00Z,65.70,37.74
2026-03-06T01:36:00Z,68.49,31.40
2026-03-06T01:37:00Z,72.93,28.07
2026-03-06T01:38:00Z,75.50,26.40
2026-03-06T01:39:00Z,62.88,41.93
2026-03-06T01:40:00Z,64.25,40.06
2026-03-06T01:41:00Z,69.04,30.43
2026-03-06T01:42:00Z,60.72,43.68
2026-03-06T01:43:00Z,45.03,57.03
2026-03-06T01:44:00Z,44.38,55.01
2026-03-06T01:45:00Z,45.04,54.09
2026-03-06T01:46:00Z,44.79,56.19
2026-03-06T01:47:00Z,42.98,59.57
2026-03-06T01:48:00Z,46.03,56.51
2026-03-06T01:49:00Z,47.27,54.45
2026-03-06T01:50:00Z,49.05,52.00
2026-03-06T01:51:00Z,48.17,52.22
2026-03-06T01:52:00Z,46.24,51.79
2026-03-06T01:53:00Z,46.72,53.05
2026-03-06T01:54:00Z,44.02,58.44
2026-03-06T01:55:00Z,37.16,62.52
2026-03-06T01:56:00Z,43.31,54.67
2026-03-06T01:57:00Z,41.26,61.41
2026-03-06T01:58:00Z,38.20,67.02
2026-03-06T01:59:00Z,46.34,57.82
2026-03-06T02:00:00Z,47.36,53.69
2026-03-06T02:01:00Z,47.56,53.88
2026-03-06T02:02:00Z,50.54,50.53
2026-03-06T02:03:00Z,50.50,50.23
2026-03-06T02:04:00Z,48.71,52.83
2026-03-06T02:05:00Z,44.29,59.05
2026-03-06T02:06:00Z,46.25,56.16
2026-03-06T02:07:00Z,43.80,57.25
2026-03-06T02:08:00Z,47.55,53.09
2026-03-06T02:09:00Z,47.70,53.00
2026-03-06T02:10:00Z,46.39,55.25
2026-03-06T02:11:00Z,49.49,56.14
2026-03-06T02:12:00Z,52.66,48.23
2026-03-06T02:13:00Z,53.40,41.12
2026-03-06T02:14:00Z,65.01,34.27
2026-03-06T02:15:00Z,68.54,32.03
2026-03-06T02:16:00Z,68.80,32.62
2026-03-06T02:17:00Z,61.29,39.42
2026-03-06T02:18:00Z,46.54,51.62
2026-03-06T02:19:00Z,47.00,53.63
2026-03-06T02:20:00Z,48.71,54.61
2026-03-06T02:21:00Z,47.14,55.88
2026-03-06T02:22:00Z,39.53,58.38
2026-03-06T02:23:00Z,37.67,64.53
2026-03-06T02:24:00Z,42.10,55.80
2026-03-06T02:25:00Z,47.54,53.08
2026-03-06T02:26:00Z,47.99,52.94
2026-03-06T02:27:00Z,50.17,49.39
2026-03-06T02:28:00Z,47.60,52.86
2026-03-06T02:29:00Z,41.51,58.57
2026-03-06T02:30:00Z,39.27,56.81
2026-03-06T02:31:00Z,46.40,53.93
2026-03-06T02:32:00Z,48.98,51.98
2026-03-06T02:33:00Z,48.99,52.70
2026-03-06T02:34:00Z,51.75,50.29
2026-03-06T02:35:00Z,53.22,50.50
2026-03-06T02:36:00Z,50.83,52.98
2026-03-06T02:37:00Z,38.76,61.03
2026-03-06T02:38:00Z,39.03,62.46
2026-03-06T02:39:00Z,41.89,59.27
2026-03-06T02:40:00Z,29.43,75.60
2026-03-06T02:41:00Z,50.14,53.40
2026-03-06T02:42:00Z,51.72,47.12
2026-03-06T02:43:00Z,56.20,42.86
2026-03-06T02:44:00Z,59.11,41.89
2026-03-06T02:45:00Z,60.89,38.24
2026-03-06T02:46:00Z,62.99,36.92
2026-03-06T02:47:00Z,62.67,36.68
2026-03-06T02:48:00Z,63.72,36.97
2026-03-06T02:49:00Z,63.89,36.92
2026-03-06T02:50:00Z,63.12,36.98
2026-03-06T02:51:00Z,65.71,31.49
2026-03-06T02:52:00Z,62.23,37.84
2026-03-06T02:53:00Z,58.80,42.16
2026-03-06T02:54:00Z,59.80,41.26
2026-03-06T02:55:00Z,62.47,37.45
2026-03-06T02:56:00Z,59.30,40.20
2026-03-06T02:57:00Z,60.58,38.63
2026-03-06T02:58:00Z,54.33,42.98
2026-03-06T02:59:00Z,54.65,44.81
2026-03-06T03:00:00Z,53.84,46.49
2026-03-06T03:01:00Z,56.71,46.74
2026-03-06T03:02:00Z,55.34,44.63
2026-03-06T03:03:00Z,60.53,42.47
2026-03-06T03:04:00Z,58.30,42.33
2026-03-06T03:05:00Z,56.80,43.38
2026-03-06T03:06:00Z,55.76,45.37
2026-03-06T03:07:00Z,54.22,46.31
2026-03-06T03:08:00Z,52.54,47.96
2026-03-06T03:09:00Z,39.72,57.14
2026-03-06T03:10:00Z,36.77,63.89
2026-03-06T03:11:00Z,22.01,75.87
2026-03-06T03:12:00Z,13.68,84.84
2026-03-06T03:13:00Z,12.24,86.48
2026-03-06T03:14:00Z,17.00,83.88
2026-03-06T03:15:00Z,10.00,89.73
2026-03-06T03:16:00Z,8.86,90.91
2026-03-06T03:17:00Z,9.44,91.16
2026-03-06T03:18:00Z,11.11,90.01
2026-03-06T03:19:00Z,10.55,90.52
2026-03-06T03:20:00Z,11.20,89.60
2026-03-06T03:21:00Z,8.20,92.90
2026-03-06T03:22:00Z,16.41,86.74
2026-03-06T03:23:00Z,9.49,91.08
2026-03-06T03:24:00Z,12.13,92.72
2026-03-06T03:25:00Z,2.97,98.15
2026-03-06T03:26:00Z,1.00,99.00
2026-03-06T03:27:00Z,1.00,99.00
2026-03-06T03:28:00Z,1.00,99.00
2026-03-06T03:29:00Z,1.00,99.00
2026-03-06T03:30:00Z,1.00,99.00
2026-03-06T03:31:00Z,1.00,99.00
2026-03-06T03:32:00Z,1.00,99.00
2026-03-06T03:33:00Z,1.00,99.00
