# event_ticker=KXATPCHALLENGERMATCH-26APR30HUSBOL
# final_score=6-2 6-3
# match_winner=Alex Bolt
# fav_player=Alex Bolt
# dog_player=Giles Hussey
# kalshi_date=2026-04-30
timestamp,Giles Hussey,Alex Bolt
2026-04-29T20:34:00Z,34.00,
2026-04-29T20:38:00Z,34.00,
2026-04-29T21:51:00Z,34.00,
2026-04-29T23:10:00Z,34.00,67.00
2026-04-29T23:32:00Z,34.00,67.00
2026-04-30T00:18:00Z,34.00,67.00
2026-04-30T00:21:00Z,34.00,67.00
2026-04-30T00:27:00Z,34.00,67.00
2026-04-30T01:11:00Z,34.00,67.00
2026-04-30T01:31:00Z,34.00,67.00
2026-04-30T01:54:00Z,34.00,67.00
2026-04-30T02:14:00Z,34.00,67.00
2026-04-30T02:23:00Z,34.00,67.00
2026-04-30T02:47:00Z,34.00,67.00
2026-04-30T02:48:00Z,34.00,67.00
2026-04-30T02:56:00Z,34.00,67.00
2026-04-30T03:19:00Z,34.00,67.00
2026-04-30T03:34:00Z,34.00,67.00
2026-04-30T03:43:00Z,34.00,67.00
2026-04-30T03:55:00Z,34.00,68.00
2026-04-30T04:07:00Z,34.00,68.00
2026-04-30T04:18:00Z,34.00,68.00
2026-04-30T04:32:00Z,34.00,66.58
2026-04-30T04:34:00Z,34.00,68.00
2026-04-30T04:40:00Z,34.00,68.00
2026-04-30T04:52:00Z,34.00,68.00
2026-04-30T04:53:00Z,34.00,68.00
2026-04-30T04:56:00Z,32.00,68.00
2026-04-30T04:57:00Z,32.00,68.00
2026-04-30T05:06:00Z,32.00,68.00
2026-04-30T05:08:00Z,32.00,68.00
2026-04-30T05:20:00Z,32.00,68.30
2026-04-30T05:22:00Z,32.00,69.00
2026-04-30T05:23:00Z,32.00,69.00
2026-04-30T05:24:00Z,32.00,69.00
2026-04-30T05:25:00Z,32.00,69.00
2026-04-30T05:26:00Z,32.00,69.00
2026-04-30T05:31:00Z,32.00,69.00
2026-04-30T05:32:00Z,32.00,69.00
2026-04-30T05:33:00Z,32.00,69.00
2026-04-30T05:38:00Z,32.00,69.00
2026-04-30T05:41:00Z,32.00,69.00
2026-04-30T05:45:00Z,32.00,69.00
2026-04-30T05:52:00Z,32.00,69.00
2026-04-30T05:54:00Z,32.00,69.00
2026-04-30T05:56:00Z,32.00,69.00
2026-04-30T05:59:00Z,32.00,69.00
2026-04-30T06:00:00Z,32.00,69.00
2026-04-30T06:08:00Z,32.00,69.91
2026-04-30T06:10:00Z,32.00,70.00
2026-04-30T06:14:00Z,32.99,70.00
2026-04-30T06:15:00Z,32.99,70.00
2026-04-30T06:19:00Z,32.99,70.00
2026-04-30T06:20:00Z,32.03,70.00
2026-04-30T06:22:00Z,32.00,70.00
2026-04-30T06:23:00Z,32.00,70.00
2026-04-30T06:24:00Z,32.00,70.00
2026-04-30T06:25:00Z,32.00,70.00
2026-04-30T06:26:00Z,30.46,70.00
2026-04-30T06:27:00Z,32.00,70.00
2026-04-30T06:29:00Z,32.00,70.00
2026-04-30T06:30:00Z,32.00,70.00
2026-04-30T06:32:00Z,32.00,70.00
2026-04-30T06:34:00Z,32.00,70.00
2026-04-30T06:35:00Z,32.00,70.00
2026-04-30T06:37:00Z,32.00,70.00
2026-04-30T06:39:00Z,32.00,70.00
2026-04-30T06:40:00Z,32.00,70.00
2026-04-30T06:41:00Z,31.00,70.00
2026-04-30T06:43:00Z,31.00,70.00
2026-04-30T06:44:00Z,31.00,70.00
2026-04-30T06:45:00Z,31.00,70.00
2026-04-30T06:47:00Z,31.00,70.00
2026-04-30T06:48:00Z,31.00,70.00
2026-04-30T06:49:00Z,31.00,70.00
2026-04-30T06:51:00Z,32.00,70.00
2026-04-30T06:52:00Z,31.84,71.05
2026-04-30T06:53:00Z,31.78,73.09
2026-04-30T06:54:00Z,31.00,72.31
2026-04-30T06:55:00Z,31.00,71.83
2026-04-30T06:56:00Z,30.00,71.78
2026-04-30T06:57:00Z,29.58,71.58
2026-04-30T06:58:00Z,33.62,66.17
2026-04-30T06:59:00Z,30.01,70.83
2026-04-30T07:00:00Z,30.00,70.83
2026-04-30T09:01:00Z,1.78,98.58
2026-04-30T09:02:00Z,1.78,98.00
