# event_ticker=KXATPMATCH-25OCT13OPEBON
# final_score=6-4 6-4
# match_winner=Benjamin Bonzi
# fav_player=Benjamin Bonzi
# dog_player=Reilly Opelka
# kalshi_date=2025-10-13
timestamp,Benjamin Bonzi,Reilly Opelka
2025-10-13T05:48:00Z,51.00,51.00
2025-10-13T06:05:00Z,51.00,51.00
2025-10-13T06:18:00Z,51.00,51.00
2025-10-13T07:10:00Z,51.00,51.00
2025-10-13T07:36:00Z,52.00,51.00
2025-10-13T07:42:00Z,52.00,51.00
2025-10-13T07:53:00Z,52.00,51.00
2025-10-13T08:17:00Z,52.00,49.00
2025-10-13T08:55:00Z,52.00,49.00
2025-10-13T08:58:00Z,52.00,49.00
2025-10-13T09:17:00Z,52.00,47.02
2025-10-13T09:20:00Z,53.00,47.02
2025-10-13T10:07:00Z,53.00,48.00
2025-10-13T10:12:00Z,53.00,48.00
2025-10-13T10:17:00Z,53.00,47.00
2025-10-13T10:24:00Z,54.00,47.00
2025-10-13T10:29:00Z,54.00,47.00
2025-10-13T10:35:00Z,54.00,47.00
2025-10-13T10:51:00Z,54.00,47.00
2025-10-13T10:54:00Z,54.00,47.00
2025-10-13T11:08:00Z,54.00,46.00
2025-10-13T11:19:00Z,54.00,46.00
2025-10-13T11:22:00Z,54.00,46.00
2025-10-13T11:25:00Z,55.00,46.00
2025-10-13T11:30:00Z,55.00,46.00
2025-10-13T11:37:00Z,55.00,46.00
2025-10-13T11:42:00Z,55.00,46.00
2025-10-13T11:54:00Z,55.00,46.00
2025-10-13T11:56:00Z,55.00,46.00
2025-10-13T11:57:00Z,55.00,46.00
2025-10-13T12:11:00Z,55.00,46.00
2025-10-13T12:16:00Z,55.00,46.00
2025-10-13T12:20:00Z,55.00,46.00
2025-10-13T12:22:00Z,55.00,46.00
2025-10-13T12:24:00Z,55.00,46.00
2025-10-13T12:28:00Z,55.00,45.00
2025-10-13T12:29:00Z,55.00,45.00
2025-10-13T12:30:00Z,56.00,45.00
2025-10-13T12:39:00Z,55.00,45.00
2025-10-13T12:43:00Z,56.00,45.00
2025-10-13T12:44:00Z,56.00,45.00
2025-10-13T12:45:00Z,56.00,46.00
2025-10-13T12:46:00Z,56.00,46.00
2025-10-13T12:49:00Z,56.00,46.00
2025-10-13T12:51:00Z,56.00,46.00
2025-10-13T12:52:00Z,56.00,46.00
2025-10-13T13:00:00Z,56.00,46.00
2025-10-13T13:01:00Z,56.00,46.00
2025-10-13T13:02:00Z,56.00,46.00
2025-10-13T13:04:00Z,56.00,46.00
2025-10-13T13:09:00Z,56.00,46.00
2025-10-13T13:19:00Z,56.00,46.00
2025-10-13T13:34:00Z,56.00,45.00
2025-10-13T13:39:00Z,56.00,45.00
2025-10-13T13:41:00Z,56.00,45.00
2025-10-13T13:42:00Z,56.00,45.00
2025-10-13T13:48:00Z,56.00,45.00
2025-10-13T13:50:00Z,56.00,45.00
2025-10-13T13:52:00Z,56.00,45.00
2025-10-13T13:54:00Z,56.00,45.00
2025-10-13T13:55:00Z,56.00,45.00
2025-10-13T13:57:00Z,56.00,45.00
2025-10-13T13:58:00Z,56.00,44.00
2025-10-13T14:00:00Z,56.00,44.00
2025-10-13T14:01:00Z,56.00,45.00
2025-10-13T14:02:00Z,56.00,45.00
2025-10-13T14:03:00Z,56.00,45.00
2025-10-13T14:04:00Z,56.00,45.00
2025-10-13T14:06:00Z,56.00,44.00
2025-10-13T14:09:00Z,56.00,44.00
2025-10-13T14:10:00Z,55.00,44.00
2025-10-13T14:12:00Z,55.00,45.00
2025-10-13T14:13:00Z,56.00,45.00
2025-10-13T14:14:00Z,56.00,45.00
2025-10-13T14:15:00Z,55.12,45.00
2025-10-13T14:16:00Z,56.00,45.00
2025-10-13T14:20:00Z,57.00,45.00
2025-10-13T14:21:00Z,57.00,45.00
2025-10-13T14:23:00Z,57.00,45.00
2025-10-13T14:24:00Z,57.00,45.00
2025-10-13T14:28:00Z,57.00,45.00
2025-10-13T14:30:00Z,57.00,45.00
2025-10-13T14:31:00Z,57.00,45.00
2025-10-13T14:32:00Z,57.00,45.00
2025-10-13T14:34:00Z,57.00,45.00
2025-10-13T14:37:00Z,57.00,44.00
2025-10-13T14:38:00Z,56.00,44.60
2025-10-13T14:39:00Z,56.47,43.00
2025-10-13T14:40:00Z,57.00,44.18
2025-10-13T14:41:00Z,57.00,44.56
2025-10-13T14:42:00Z,57.00,44.00
2025-10-13T14:45:00Z,57.00,44.00
2025-10-13T14:47:00Z,57.00,44.00
2025-10-13T14:48:00Z,57.00,44.00
2025-10-13T14:49:00Z,57.00,44.00
2025-10-13T14:51:00Z,57.00,44.00
2025-10-13T14:52:00Z,56.94,43.00
2025-10-13T14:53:00Z,56.94,45.00
2025-10-13T14:56:00Z,57.00,44.00
2025-10-13T14:58:00Z,57.00,44.00
2025-10-13T14:59:00Z,57.00,44.00
2025-10-13T15:00:00Z,57.56,44.00
2025-10-13T15:01:00Z,57.00,44.00
2025-10-13T15:04:00Z,57.00,44.00
2025-10-13T15:05:00Z,57.77,44.00
2025-10-13T15:06:00Z,57.00,44.00
2025-10-13T15:07:00Z,57.00,44.00
2025-10-13T15:08:00Z,57.00,44.00
2025-10-13T15:09:00Z,57.00,44.00
2025-10-13T15:13:00Z,57.00,43.00
2025-10-13T15:14:00Z,57.00,44.00
2025-10-13T15:15:00Z,57.00,44.00
2025-10-13T15:16:00Z,57.48,44.00
2025-10-13T15:17:00Z,56.00,44.00
2025-10-13T15:18:00Z,56.00,46.03
2025-10-13T15:19:00Z,56.69,45.00
2025-10-13T15:20:00Z,57.67,45.93
2025-10-13T15:21:00Z,55.64,50.92
2025-10-13T15:22:00Z,55.64,45.27
2025-10-13T15:23:00Z,58.94,41.28
2025-10-13T15:24:00Z,64.00,39.00
2025-10-13T15:25:00Z,64.70,35.69
2025-10-13T15:26:00Z,60.85,38.71
2025-10-13T15:27:00Z,59.00,41.00
2025-10-13T15:28:00Z,59.00,42.53
2025-10-13T15:29:00Z,61.00,41.28
2025-10-13T15:30:00Z,62.00,41.28
2025-10-13T15:31:00Z,62.00,41.00
2025-10-13T15:32:00Z,61.01,41.22
2025-10-13T15:33:00Z,63.24,41.71
2025-10-13T15:34:00Z,61.01,40.00
2025-10-13T15:35:00Z,61.01,40.87
2025-10-13T15:36:00Z,61.50,40.02
2025-10-13T15:37:00Z,62.82,39.02
2025-10-13T15:38:00Z,66.40,36.26
2025-10-13T15:39:00Z,62.66,38.97
2025-10-13T15:40:00Z,60.00,41.79
2025-10-13T15:41:00Z,60.00,41.48
2025-10-13T15:42:00Z,61.42,40.75
2025-10-13T15:43:00Z,62.01,41.42
2025-10-13T15:44:00Z,60.74,40.65
2025-10-13T15:45:00Z,70.25,31.26
2025-10-13T15:46:00Z,79.88,18.71
2025-10-13T15:47:00Z,82.23,16.00
2025-10-13T15:48:00Z,83.47,16.90
2025-10-13T15:49:00Z,84.00,17.14
2025-10-13T15:50:00Z,85.60,15.85
2025-10-13T15:51:00Z,86.00,16.01
2025-10-13T15:52:00Z,85.87,16.61
2025-10-13T15:53:00Z,88.59,11.67
2025-10-13T15:54:00Z,93.47,7.14
2025-10-13T15:55:00Z,96.03,4.99
2025-10-13T15:56:00Z,95.15,6.13
2025-10-13T15:57:00Z,96.00,4.19
2025-10-13T15:58:00Z,94.33,6.33
2025-10-13T15:59:00Z,94.97,5.26
2025-10-13T16:00:00Z,94.81,4.69
2025-10-13T16:01:00Z,97.41,3.06
2025-10-13T16:02:00Z,95.07,3.61
2025-10-13T16:03:00Z,95.61,4.85
2025-10-13T16:04:00Z,94.04,5.59
2025-10-13T16:05:00Z,96.45,5.94
2025-10-13T16:06:00Z,97.40,4.89
2025-10-13T16:07:00Z,97.84,5.15
2025-10-13T16:08:00Z,96.37,4.70
2025-10-13T16:09:00Z,95.99,5.50
2025-10-13T16:10:00Z,96.00,5.78
2025-10-13T16:11:00Z,92.73,8.23
2025-10-13T16:12:00Z,92.97,10.62
2025-10-13T16:13:00Z,96.22,7.29
2025-10-13T16:14:00Z,97.48,3.69
2025-10-13T16:15:00Z,97.01,3.65
2025-10-13T16:16:00Z,96.35,3.04
2025-10-13T16:17:00Z,96.91,4.00
2025-10-13T16:18:00Z,98.00,4.00
2025-10-13T16:19:00Z,95.22,5.17
2025-10-13T16:20:00Z,97.94,2.18
2025-10-13T16:21:00Z,99.00,2.13
2025-10-13T16:22:00Z,97.73,2.45
2025-10-13T16:23:00Z,99.00,2.67
2025-10-13T16:24:00Z,98.97,3.74
2025-10-13T16:25:00Z,99.00,1.95
2025-10-13T16:26:00Z,99.00,1.95
2025-10-13T16:27:00Z,99.00,1.95
2025-10-13T16:30:00Z,99.00,1.95
