# event_ticker=KXATPMATCH-25OCT04COMMUS
# final_score=6-4 6-0
# score_resolution=4-6 0-6
# match_winner=Lorenzo Musetti
# fav_player=Francisco Comesana
# dog_player=Lorenzo Musetti
# kalshi_date=2025-10-04
timestamp,Francisco Comesana,Lorenzo Musetti
2025-10-03T19:49:00Z,33.00,
2025-10-03T20:08:00Z,27.00,
2025-10-03T20:09:00Z,27.00,76.00
2025-10-03T20:10:00Z,27.00,76.00
2025-10-03T21:07:00Z,26.00,76.00
2025-10-03T21:20:00Z,26.00,74.00
2025-10-03T21:30:00Z,26.00,74.00
2025-10-03T21:49:00Z,27.00,74.00
2025-10-03T21:50:00Z,27.00,74.00
2025-10-03T22:02:00Z,28.00,74.00
2025-10-03T22:05:00Z,27.00,73.00
2025-10-03T22:08:00Z,27.00,74.00
2025-10-03T22:40:00Z,27.00,74.00
2025-10-03T22:42:00Z,27.00,74.00
2025-10-03T23:19:00Z,27.00,74.00
2025-10-03T23:29:00Z,26.00,74.00
2025-10-03T23:35:00Z,26.00,74.00
2025-10-04T00:02:00Z,26.00,75.00
2025-10-04T00:24:00Z,26.00,75.00
2025-10-04T00:29:00Z,26.00,74.00
2025-10-04T00:34:00Z,26.00,74.00
2025-10-04T00:39:00Z,26.00,75.00
2025-10-04T00:40:00Z,26.00,74.00
2025-10-04T01:21:00Z,26.00,73.00
2025-10-04T01:24:00Z,26.00,73.00
2025-10-04T01:31:00Z,26.00,73.00
2025-10-04T01:32:00Z,28.00,73.00
2025-10-04T02:12:00Z,28.00,73.00
2025-10-04T02:21:00Z,28.00,75.74
2025-10-04T02:24:00Z,26.00,75.74
2025-10-04T02:28:00Z,26.00,74.95
2025-10-04T02:40:00Z,26.00,75.00
2025-10-04T02:45:00Z,26.00,75.00
2025-10-04T02:46:00Z,26.00,75.00
2025-10-04T02:54:00Z,26.00,75.00
2025-10-04T03:01:00Z,26.00,75.00
2025-10-04T03:06:00Z,26.00,75.00
2025-10-04T03:08:00Z,26.00,74.00
2025-10-04T03:10:00Z,26.00,74.00
2025-10-04T03:12:00Z,26.00,74.00
2025-10-04T03:17:00Z,27.00,74.00
2025-10-04T03:28:00Z,27.00,74.00
2025-10-04T03:32:00Z,27.00,74.00
2025-10-04T03:37:00Z,27.00,74.00
2025-10-04T03:39:00Z,27.00,74.00
2025-10-04T03:46:00Z,27.00,74.00
2025-10-04T04:07:00Z,27.00,74.00
2025-10-04T04:08:00Z,27.00,74.00
2025-10-04T04:21:00Z,27.00,74.00
2025-10-04T04:22:00Z,27.00,74.00
2025-10-04T04:36:00Z,27.00,74.00
2025-10-04T04:37:00Z,27.00,74.00
2025-10-04T04:38:00Z,27.00,74.00
2025-10-04T04:40:00Z,27.00,74.00
2025-10-04T04:41:00Z,27.00,74.00
2025-10-04T04:42:00Z,27.00,74.00
2025-10-04T04:44:00Z,27.00,74.00
2025-10-04T04:45:00Z,27.00,74.00
2025-10-04T04:51:00Z,27.00,74.00
2025-10-04T04:52:00Z,27.00,74.00
2025-10-04T04:55:00Z,27.00,74.00
2025-10-04T05:00:00Z,27.00,74.00
2025-10-04T05:03:00Z,27.00,74.00
2025-10-04T05:04:00Z,27.00,74.00
2025-10-04T05:17:00Z,27.00,74.00
2025-10-04T05:23:00Z,27.00,74.00
2025-10-04T05:25:00Z,27.00,74.00
2025-10-04T05:26:00Z,27.00,74.00
2025-10-04T05:27:00Z,27.00,74.00
2025-10-04T05:29:00Z,27.00,74.00
2025-10-04T05:32:00Z,27.00,74.00
2025-10-04T05:33:00Z,27.00,74.00
2025-10-04T05:34:00Z,27.00,74.00
2025-10-04T05:37:00Z,27.00,74.00
2025-10-04T05:39:00Z,27.00,74.00
2025-10-04T05:43:00Z,27.00,74.00
2025-10-04T05:44:00Z,27.00,74.00
2025-10-04T05:46:00Z,28.70,74.00
2025-10-04T05:48:00Z,28.70,73.40
2025-10-04T05:49:00Z,29.00,73.40
2025-10-04T05:50:00Z,29.00,73.40
2025-10-04T05:54:00Z,29.00,72.00
2025-10-04T06:00:00Z,29.00,73.31
2025-10-04T06:01:00Z,28.18,73.31
2025-10-04T06:03:00Z,28.30,73.31
2025-10-04T06:04:00Z,29.00,73.31
2025-10-04T06:07:00Z,29.00,73.31
2025-10-04T06:09:00Z,29.00,73.31
2025-10-04T06:10:00Z,29.00,73.31
2025-10-04T06:11:00Z,29.00,73.31
2025-10-04T06:12:00Z,29.00,73.31
2025-10-04T06:13:00Z,29.00,74.03
2025-10-04T06:14:00Z,29.00,74.00
2025-10-04T06:17:00Z,27.00,74.00
2025-10-04T06:19:00Z,27.00,75.00
2025-10-04T06:21:00Z,27.00,75.00
2025-10-04T06:25:00Z,27.00,75.00
2025-10-04T06:28:00Z,27.00,75.00
2025-10-04T06:30:00Z,27.00,72.00
2025-10-04T06:31:00Z,27.00,75.00
2025-10-04T06:32:00Z,27.00,75.00
2025-10-04T06:33:00Z,27.42,75.00
2025-10-04T06:34:00Z,27.00,75.00
2025-10-04T06:35:00Z,27.00,75.00
2025-10-04T06:36:00Z,27.00,75.00
2025-10-04T06:40:00Z,27.00,75.00
2025-10-04T06:41:00Z,27.00,75.14
2025-10-04T06:42:00Z,25.00,75.14
2025-10-04T06:43:00Z,25.00,76.00
2025-10-04T06:44:00Z,26.00,76.00
2025-10-04T06:45:00Z,26.00,76.00
2025-10-04T06:46:00Z,26.00,76.00
2025-10-04T06:47:00Z,26.00,77.00
2025-10-04T06:49:00Z,24.28,75.00
2025-10-04T06:50:00Z,25.00,76.00
2025-10-04T06:51:00Z,25.09,76.98
2025-10-04T06:52:00Z,25.00,76.20
2025-10-04T06:53:00Z,25.41,75.00
2025-10-04T06:54:00Z,29.55,72.00
2025-10-04T06:55:00Z,29.59,73.00
2025-10-04T06:56:00Z,32.94,73.00
2025-10-04T06:57:00Z,28.00,73.73
2025-10-04T06:58:00Z,25.00,73.17
2025-10-04T06:59:00Z,29.40,73.17
2025-10-04T07:00:00Z,26.02,74.35
2025-10-04T07:01:00Z,28.00,74.35
