# event_ticker=KXATPMATCH-25OCT04COMMUS
# final_score=6-4 6-0
# score_resolution=4-6 0-6
# match_winner=Lorenzo Musetti
# fav_player=Francisco Comesana
# dog_player=Lorenzo Musetti
# kalshi_date=2025-10-04
timestamp,Francisco Comesana,Lorenzo Musetti
2025-10-04T07:02:00Z,26.83,74.56
2025-10-04T07:03:00Z,26.12,74.56
2025-10-04T07:04:00Z,35.25,70.33
2025-10-04T07:05:00Z,34.94,68.75
2025-10-04T07:06:00Z,44.00,71.47
2025-10-04T07:07:00Z,30.16,76.51
2025-10-04T07:08:00Z,31.00,73.20
2025-10-04T07:09:00Z,31.00,73.20
2025-10-04T07:10:00Z,31.00,73.20
2025-10-04T07:12:00Z,33.00,73.00
2025-10-04T07:13:00Z,32.00,73.00
2025-10-04T07:14:00Z,33.64,71.58
2025-10-04T07:15:00Z,33.79,71.29
2025-10-04T07:16:00Z,33.00,69.00
2025-10-04T07:17:00Z,43.00,69.00
2025-10-04T07:18:00Z,43.00,69.00
2025-10-04T07:19:00Z,43.00,73.00
2025-10-04T07:20:00Z,43.00,74.00
2025-10-04T07:21:00Z,29.45,74.00
2025-10-04T07:22:00Z,41.00,72.15
2025-10-04T07:23:00Z,41.00,73.32
2025-10-04T07:24:00Z,22.00,73.32
2025-10-04T07:25:00Z,22.00,75.11
2025-10-04T07:26:00Z,30.18,69.00
2025-10-04T07:27:00Z,33.76,69.00
2025-10-04T07:28:00Z,45.09,58.96
2025-10-04T07:29:00Z,39.21,65.83
2025-10-04T07:30:00Z,46.00,68.82
2025-10-04T07:31:00Z,35.75,67.11
2025-10-04T07:32:00Z,30.00,72.98
2025-10-04T07:33:00Z,24.43,75.36
2025-10-04T07:34:00Z,19.90,82.17
2025-10-04T07:35:00Z,14.24,86.83
2025-10-04T07:36:00Z,13.05,88.00
2025-10-04T07:37:00Z,11.00,88.00
2025-10-04T07:38:00Z,14.22,89.03
2025-10-04T07:39:00Z,12.58,89.00
2025-10-04T07:40:00Z,9.03,88.95
2025-10-04T07:41:00Z,9.00,89.27
2025-10-04T07:42:00Z,9.33,90.00
2025-10-04T07:43:00Z,16.40,88.00
2025-10-04T07:44:00Z,10.26,90.00
2025-10-04T07:45:00Z,11.35,88.26
2025-10-04T07:46:00Z,15.00,87.47
2025-10-04T07:47:00Z,15.00,88.00
2025-10-04T07:48:00Z,10.63,88.41
2025-10-04T07:49:00Z,6.91,91.72
2025-10-04T07:50:00Z,8.05,88.56
2025-10-04T07:51:00Z,10.31,88.56
2025-10-04T07:52:00Z,8.00,92.00
2025-10-04T07:53:00Z,3.86,94.70
2025-10-04T07:54:00Z,5.25,95.00
2025-10-04T07:55:00Z,4.85,97.00
2025-10-04T07:56:00Z,4.00,97.00
2025-10-04T07:57:00Z,2.78,96.93
2025-10-04T07:59:00Z,3.00,98.00
2025-10-04T08:00:00Z,2.00,98.43
2025-10-04T08:01:00Z,1.50,98.43
2025-10-04T08:02:00Z,1.50,98.00
2025-10-04T08:03:00Z,2.00,98.17
2025-10-04T08:07:00Z,1.14,99.00
2025-10-04T08:09:00Z,1.14,98.00
2025-10-04T08:11:00Z,1.59,98.00
