# event_ticker=KXATPCHALLENGERMATCH-26MAR12VANCOL
# final_score=7-5 6-4
# score_resolution=5-7 4-6
# match_winner=Raphael Collignon
# fav_player=Luca Van Assche
# dog_player=Raphael Collignon
# kalshi_date=2026-03-12
timestamp,Luca Van Assche,Raphael Collignon
2026-03-12T13:11:00Z,48.00,
2026-03-12T13:27:00Z,48.00,56.00
2026-03-12T14:40:00Z,48.00,56.00
2026-03-12T15:40:00Z,48.00,57.00
2026-03-12T16:06:00Z,48.00,55.00
2026-03-12T16:18:00Z,48.00,55.00
2026-03-12T17:10:00Z,48.00,55.00
2026-03-12T17:11:00Z,48.00,55.00
2026-03-12T17:12:00Z,48.00,55.00
2026-03-12T17:13:00Z,48.00,56.26
2026-03-12T17:15:00Z,48.00,57.35
2026-03-12T17:16:00Z,45.00,57.35
2026-03-12T17:17:00Z,45.00,57.00
2026-03-12T17:18:00Z,45.00,57.00
2026-03-12T17:21:00Z,45.00,57.00
2026-03-12T17:22:00Z,45.00,57.00
2026-03-12T17:24:00Z,45.00,57.00
2026-03-12T17:26:00Z,45.00,57.00
2026-03-12T17:31:00Z,44.00,58.00
2026-03-12T17:40:00Z,44.00,58.00
2026-03-12T17:55:00Z,44.00,58.00
2026-03-12T17:57:00Z,44.00,58.00
2026-03-12T18:03:00Z,44.00,58.00
2026-03-12T18:33:00Z,44.00,58.00
2026-03-12T18:35:00Z,44.00,58.00
2026-03-12T18:47:00Z,44.00,58.00
2026-03-12T18:50:00Z,44.00,58.00
2026-03-12T18:54:00Z,44.00,58.63
2026-03-12T19:21:00Z,44.00,59.66
2026-03-12T19:23:00Z,44.00,59.00
2026-03-12T19:24:00Z,44.00,59.00
2026-03-12T19:34:00Z,44.00,59.00
2026-03-12T19:38:00Z,42.00,59.00
2026-03-12T19:39:00Z,42.00,59.00
2026-03-12T19:41:00Z,42.00,59.31
2026-03-12T19:42:00Z,42.00,59.00
2026-03-12T19:43:00Z,42.00,59.43
2026-03-12T19:44:00Z,41.00,59.43
2026-03-12T19:50:00Z,41.00,60.00
2026-03-12T19:51:00Z,41.00,60.00
2026-03-12T19:56:00Z,41.00,60.00
2026-03-12T20:06:00Z,41.00,59.00
2026-03-12T20:13:00Z,41.00,60.00
2026-03-12T20:22:00Z,41.00,60.00
2026-03-12T20:27:00Z,41.00,60.00
2026-03-12T20:28:00Z,41.00,60.00
2026-03-12T20:46:00Z,41.00,60.00
2026-03-12T20:51:00Z,41.00,60.00
2026-03-12T20:56:00Z,41.00,60.00
2026-03-12T21:11:00Z,41.00,60.00
2026-03-12T21:17:00Z,41.00,60.00
2026-03-12T21:23:00Z,41.00,60.00
2026-03-12T21:25:00Z,41.00,60.00
2026-03-12T21:27:00Z,41.00,60.00
2026-03-12T21:31:00Z,41.00,60.00
2026-03-12T21:36:00Z,41.00,60.00
