# event_ticker=KXATPMATCH-25OCT20TABBUB
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Alexander Bublik
# fav_player=Alejandro Tabilo
# dog_player=Alexander Bublik
# kalshi_date=2025-10-20
timestamp,Alejandro Tabilo,Alexander Bublik
2025-10-20T11:27:00Z,31.00,70.00
2025-10-20T11:33:00Z,31.00,70.00
2025-10-20T11:34:00Z,31.00,71.00
2025-10-20T11:37:00Z,31.00,71.00
2025-10-20T11:45:00Z,31.00,71.00
2025-10-20T11:55:00Z,31.00,71.00
2025-10-20T11:58:00Z,31.00,70.00
2025-10-20T11:59:00Z,31.00,70.00
2025-10-20T12:05:00Z,31.00,70.00
2025-10-20T12:09:00Z,32.00,70.00
2025-10-20T12:10:00Z,32.00,70.00
2025-10-20T12:11:00Z,32.00,70.00
2025-10-20T12:13:00Z,32.00,70.00
2025-10-20T12:15:00Z,32.00,70.00
2025-10-20T12:16:00Z,32.00,70.00
2025-10-20T12:19:00Z,32.00,70.00
2025-10-20T12:20:00Z,32.00,69.00
2025-10-20T12:21:00Z,32.00,69.00
2025-10-20T12:22:00Z,32.00,68.00
2025-10-20T12:23:00Z,32.00,68.00
2025-10-20T12:24:00Z,32.00,68.75
2025-10-20T12:26:00Z,33.00,69.00
2025-10-20T12:27:00Z,33.00,69.00
2025-10-20T12:28:00Z,33.00,69.00
2025-10-20T12:29:00Z,33.00,69.00
2025-10-20T12:31:00Z,32.00,69.00
2025-10-20T12:32:00Z,32.00,69.00
2025-10-20T12:33:00Z,32.00,69.00
2025-10-20T12:35:00Z,32.00,69.00
2025-10-20T12:36:00Z,32.00,69.00
2025-10-20T12:37:00Z,32.00,69.00
2025-10-20T12:38:00Z,32.00,69.00
2025-10-20T12:39:00Z,32.00,69.00
2025-10-20T12:40:00Z,32.00,69.00
2025-10-20T12:41:00Z,32.00,69.00
2025-10-20T12:43:00Z,32.00,69.00
2025-10-20T12:44:00Z,32.00,69.00
2025-10-20T12:45:00Z,32.00,69.00
2025-10-20T12:46:00Z,31.00,69.00
2025-10-20T12:47:00Z,31.00,69.00
2025-10-20T12:49:00Z,32.00,69.00
2025-10-20T12:50:00Z,32.00,69.00
2025-10-20T12:51:00Z,32.00,69.00
2025-10-20T12:53:00Z,32.00,69.00
2025-10-20T12:54:00Z,32.00,69.00
2025-10-20T12:55:00Z,32.00,69.16
2025-10-20T12:58:00Z,32.00,68.00
2025-10-20T12:59:00Z,32.00,69.00
2025-10-20T13:00:00Z,33.00,69.00
2025-10-20T13:01:00Z,33.00,69.00
2025-10-20T13:04:00Z,33.00,70.00
2025-10-20T13:05:00Z,33.00,70.00
2025-10-20T13:07:00Z,33.00,70.00
2025-10-20T13:08:00Z,33.00,70.00
2025-10-20T13:09:00Z,33.00,70.00
2025-10-20T13:12:00Z,33.00,70.00
2025-10-20T13:13:00Z,32.00,70.00
2025-10-20T13:14:00Z,32.00,70.00
2025-10-20T13:15:00Z,32.00,70.00
2025-10-20T13:17:00Z,32.00,70.00
2025-10-20T13:18:00Z,31.00,70.00
2025-10-20T13:19:00Z,31.00,70.00
2025-10-20T13:20:00Z,31.00,70.00
2025-10-20T13:21:00Z,31.00,70.00
2025-10-20T13:22:00Z,31.00,69.84
2025-10-20T13:23:00Z,31.00,70.00
2025-10-20T13:24:00Z,31.00,70.43
2025-10-20T13:25:00Z,31.00,71.00
2025-10-20T13:26:00Z,31.00,71.00
2025-10-20T13:27:00Z,31.00,71.00
2025-10-20T13:28:00Z,31.00,71.00
2025-10-20T13:29:00Z,31.00,71.08
2025-10-20T13:30:00Z,31.18,71.00
2025-10-20T13:31:00Z,32.00,71.00
2025-10-20T13:32:00Z,32.00,71.00
2025-10-20T13:33:00Z,31.00,71.59
2025-10-20T13:34:00Z,31.00,70.11
2025-10-20T13:36:00Z,31.00,70.00
2025-10-20T13:37:00Z,31.00,72.00
2025-10-20T13:38:00Z,31.00,72.00
2025-10-20T13:39:00Z,31.00,72.00
2025-10-20T13:40:00Z,31.50,72.00
2025-10-20T13:41:00Z,36.54,65.25
2025-10-20T13:42:00Z,38.23,60.74
2025-10-20T13:43:00Z,30.00,72.00
2025-10-20T13:44:00Z,36.80,71.00
2025-10-20T13:45:00Z,37.29,63.46
2025-10-20T13:46:00Z,37.00,65.23
2025-10-20T13:47:00Z,38.00,63.13
2025-10-20T13:48:00Z,37.81,64.00
2025-10-20T13:49:00Z,39.00,64.00
2025-10-20T13:50:00Z,40.00,63.30
2025-10-20T13:51:00Z,38.17,64.88
2025-10-20T13:52:00Z,37.00,64.75
2025-10-20T13:53:00Z,39.00,63.39
2025-10-20T13:54:00Z,38.00,63.62
2025-10-20T13:55:00Z,38.26,62.85
2025-10-20T13:56:00Z,38.55,63.46
2025-10-20T13:57:00Z,35.00,66.07
2025-10-20T13:58:00Z,29.64,72.76
2025-10-20T13:59:00Z,30.20,68.89
2025-10-20T14:00:00Z,33.49,70.29
2025-10-20T14:01:00Z,35.15,65.00
2025-10-20T14:02:00Z,34.00,66.96
2025-10-20T14:03:00Z,39.04,64.01
2025-10-20T14:04:00Z,41.40,62.95
2025-10-20T14:05:00Z,41.41,61.61
2025-10-20T14:06:00Z,37.62,65.88
2025-10-20T14:07:00Z,33.15,66.61
2025-10-20T14:08:00Z,35.61,64.98
2025-10-20T14:09:00Z,32.74,72.05
2025-10-20T14:10:00Z,29.54,72.23
2025-10-20T14:11:00Z,21.12,82.06
2025-10-20T14:12:00Z,16.09,84.52
2025-10-20T14:13:00Z,16.35,85.17
2025-10-20T14:14:00Z,14.04,86.93
2025-10-20T14:15:00Z,14.36,87.00
2025-10-20T14:16:00Z,15.22,85.40
2025-10-20T14:17:00Z,16.60,85.51
2025-10-20T14:18:00Z,17.65,82.61
2025-10-20T14:19:00Z,18.00,83.09
2025-10-20T14:20:00Z,16.37,84.81
2025-10-20T14:21:00Z,16.66,84.77
2025-10-20T14:22:00Z,18.67,83.09
2025-10-20T14:23:00Z,19.08,82.98
2025-10-20T14:24:00Z,18.82,83.79
2025-10-20T14:25:00Z,15.37,85.76
2025-10-20T14:26:00Z,16.45,85.72
2025-10-20T14:27:00Z,17.42,83.00
2025-10-20T14:28:00Z,18.95,83.00
2025-10-20T14:29:00Z,16.27,83.64
2025-10-20T14:30:00Z,16.00,84.45
2025-10-20T14:31:00Z,17.16,83.72
2025-10-20T14:32:00Z,18.75,80.18
2025-10-20T14:33:00Z,18.36,82.86
2025-10-20T14:34:00Z,16.54,84.00
2025-10-20T14:35:00Z,13.59,89.91
2025-10-20T14:36:00Z,9.99,89.73
2025-10-20T14:37:00Z,9.26,88.63
2025-10-20T14:38:00Z,8.87,92.55
2025-10-20T14:39:00Z,3.30,96.62
2025-10-20T14:40:00Z,3.33,97.91
2025-10-20T14:41:00Z,1.96,98.05
2025-10-20T14:42:00Z,2.07,97.72
2025-10-20T14:43:00Z,1.32,98.40
2025-10-20T14:44:00Z,1.11,99.00
2025-10-20T14:45:00Z,1.98,98.98
2025-10-20T14:46:00Z,2.00,98.00
2025-10-20T14:47:00Z,1.15,99.00
2025-10-20T14:48:00Z,1.00,99.00
2025-10-20T14:50:00Z,1.00,99.00
2025-10-20T14:51:00Z,1.00,99.00
