# event_ticker=KXATPMATCH-25OCT20TABBUB
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Alexander Bublik
# fav_player=Alejandro Tabilo
# dog_player=Alexander Bublik
# kalshi_date=2025-10-20
timestamp,Alejandro Tabilo,Alexander Bublik
2025-10-20T03:24:00Z,35.00,
2025-10-20T03:28:00Z,35.00,
2025-10-20T03:31:00Z,35.00,
2025-10-20T03:34:00Z,35.00,
2025-10-20T03:35:00Z,35.00,68.23
2025-10-20T03:37:00Z,35.00,69.00
2025-10-20T03:44:00Z,35.00,69.00
2025-10-20T03:45:00Z,35.00,69.00
2025-10-20T03:46:00Z,35.00,69.00
2025-10-20T03:52:00Z,35.00,70.00
2025-10-20T03:54:00Z,35.00,71.03
2025-10-20T03:56:00Z,35.00,71.00
2025-10-20T03:59:00Z,33.00,71.00
2025-10-20T04:14:00Z,33.00,71.00
2025-10-20T04:16:00Z,33.00,71.00
2025-10-20T04:20:00Z,33.00,71.00
2025-10-20T04:21:00Z,33.00,71.00
2025-10-20T04:27:00Z,33.00,71.00
2025-10-20T04:29:00Z,33.00,71.00
2025-10-20T04:30:00Z,33.00,71.00
2025-10-20T04:40:00Z,33.00,71.00
2025-10-20T04:42:00Z,32.00,71.00
2025-10-20T04:43:00Z,32.00,71.00
2025-10-20T04:45:00Z,32.00,71.00
2025-10-20T04:46:00Z,32.00,71.00
2025-10-20T04:47:00Z,32.00,71.00
2025-10-20T04:48:00Z,32.00,71.00
2025-10-20T04:49:00Z,32.00,71.00
2025-10-20T04:52:00Z,32.00,71.00
2025-10-20T04:56:00Z,32.00,71.00
2025-10-20T04:59:00Z,32.00,71.18
2025-10-20T05:07:00Z,32.00,72.00
2025-10-20T05:12:00Z,32.00,71.00
2025-10-20T05:14:00Z,32.00,72.00
2025-10-20T05:28:00Z,32.00,72.00
2025-10-20T05:29:00Z,32.00,72.00
2025-10-20T05:34:00Z,32.00,72.00
2025-10-20T05:39:00Z,32.00,72.00
2025-10-20T05:40:00Z,32.00,72.00
2025-10-20T05:42:00Z,32.00,72.15
2025-10-20T05:44:00Z,32.00,73.00
2025-10-20T05:46:00Z,32.00,72.00
2025-10-20T05:52:00Z,32.00,72.00
2025-10-20T05:54:00Z,32.00,72.00
2025-10-20T05:59:00Z,32.00,72.00
2025-10-20T06:08:00Z,31.00,72.00
2025-10-20T06:20:00Z,32.00,72.00
2025-10-20T06:24:00Z,31.00,72.00
2025-10-20T06:27:00Z,31.00,72.00
2025-10-20T06:33:00Z,32.00,72.00
2025-10-20T06:39:00Z,32.00,72.00
2025-10-20T06:44:00Z,32.00,72.00
2025-10-20T06:49:00Z,32.00,72.00
2025-10-20T06:52:00Z,32.00,72.00
2025-10-20T06:59:00Z,32.00,72.00
2025-10-20T07:00:00Z,32.00,72.00
2025-10-20T07:02:00Z,32.00,71.00
2025-10-20T07:10:00Z,32.00,71.00
2025-10-20T07:13:00Z,32.00,71.00
2025-10-20T07:16:00Z,32.00,71.00
2025-10-20T07:17:00Z,32.00,71.00
2025-10-20T07:18:00Z,32.00,71.00
2025-10-20T07:29:00Z,32.00,71.00
2025-10-20T07:30:00Z,31.00,71.00
2025-10-20T07:31:00Z,32.00,72.00
2025-10-20T07:32:00Z,32.00,72.00
2025-10-20T07:34:00Z,32.00,72.00
2025-10-20T07:36:00Z,32.00,72.00
2025-10-20T07:42:00Z,32.00,72.00
2025-10-20T07:47:00Z,32.00,72.00
2025-10-20T07:54:00Z,32.00,72.00
2025-10-20T07:56:00Z,32.00,72.00
2025-10-20T08:01:00Z,32.00,72.00
2025-10-20T08:04:00Z,32.00,72.00
2025-10-20T08:06:00Z,32.00,71.00
2025-10-20T08:16:00Z,32.00,72.00
2025-10-20T08:20:00Z,33.00,72.00
2025-10-20T08:22:00Z,33.00,71.00
2025-10-20T08:23:00Z,33.00,71.00
2025-10-20T08:24:00Z,33.00,71.00
2025-10-20T08:39:00Z,33.00,72.00
2025-10-20T08:51:00Z,33.00,72.00
2025-10-20T08:52:00Z,33.00,72.00
2025-10-20T09:00:00Z,33.00,72.00
2025-10-20T09:12:00Z,33.00,72.00
2025-10-20T09:14:00Z,33.00,70.00
2025-10-20T09:15:00Z,33.00,69.00
2025-10-20T09:23:00Z,33.00,69.00
2025-10-20T09:33:00Z,32.00,69.00
2025-10-20T09:34:00Z,33.00,69.00
2025-10-20T09:43:00Z,33.00,69.00
2025-10-20T09:45:00Z,33.00,69.00
2025-10-20T09:55:00Z,33.00,69.00
2025-10-20T09:56:00Z,33.00,69.00
2025-10-20T09:57:00Z,33.00,69.00
2025-10-20T09:58:00Z,33.00,69.00
2025-10-20T10:03:00Z,33.00,69.00
2025-10-20T10:11:00Z,33.00,69.00
2025-10-20T10:24:00Z,32.00,69.00
2025-10-20T10:30:00Z,32.00,69.00
2025-10-20T10:33:00Z,32.00,69.00
2025-10-20T10:51:00Z,32.00,69.00
2025-10-20T10:55:00Z,32.00,69.00
2025-10-20T11:05:00Z,31.00,69.00
2025-10-20T11:09:00Z,31.00,69.00
2025-10-20T11:11:00Z,31.21,69.00
2025-10-20T11:12:00Z,32.00,69.00
2025-10-20T11:15:00Z,32.00,70.00
2025-10-20T11:23:00Z,31.00,70.00
2025-10-20T11:24:00Z,31.00,70.00
