# event_ticker=KXATPCHALLENGERMATCH-26APR18SAFROC
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Roman Safiullin
# fav_player=Henrique Rocha
# dog_player=Roman Safiullin
# kalshi_date=2026-04-18
timestamp,Roman Safiullin,Henrique Rocha
2026-04-18T00:57:00Z,44.00,
2026-04-18T01:38:00Z,44.00,57.00
2026-04-18T01:48:00Z,44.00,57.00
2026-04-18T01:53:00Z,44.00,57.00
2026-04-18T02:10:00Z,44.00,58.00
2026-04-18T02:11:00Z,44.00,58.00
2026-04-18T02:25:00Z,44.00,58.00
2026-04-18T02:26:00Z,44.00,58.00
2026-04-18T02:39:00Z,44.00,58.00
2026-04-18T02:45:00Z,44.00,58.00
2026-04-18T02:59:00Z,43.00,58.00
2026-04-18T03:06:00Z,43.00,58.00
2026-04-18T03:10:00Z,42.00,58.00
2026-04-18T03:22:00Z,42.00,59.00
2026-04-18T03:29:00Z,42.00,59.00
2026-04-18T03:30:00Z,42.00,59.00
2026-04-18T03:34:00Z,42.00,59.00
2026-04-18T03:36:00Z,42.00,59.00
2026-04-18T03:58:00Z,42.00,59.00
2026-04-18T04:27:00Z,42.00,60.04
2026-04-18T04:30:00Z,40.00,60.00
2026-04-18T04:34:00Z,40.00,60.70
2026-04-18T04:59:00Z,40.00,61.00
2026-04-18T05:06:00Z,40.00,61.00
2026-04-18T05:10:00Z,40.00,61.00
2026-04-18T05:19:00Z,40.00,61.00
2026-04-18T05:23:00Z,40.00,61.00
2026-04-18T05:24:00Z,40.00,61.00
2026-04-18T05:29:00Z,40.00,61.00
2026-04-18T05:30:00Z,40.00,60.00
2026-04-18T05:34:00Z,40.00,60.00
2026-04-18T05:35:00Z,40.00,60.00
2026-04-18T05:38:00Z,40.00,60.00
2026-04-18T05:45:00Z,40.00,60.49
2026-04-18T05:52:00Z,40.00,61.00
2026-04-18T06:10:00Z,41.00,61.00
2026-04-18T06:12:00Z,41.00,61.00
2026-04-18T06:13:00Z,41.00,61.00
2026-04-18T06:14:00Z,41.00,61.00
2026-04-18T06:18:00Z,41.00,61.00
2026-04-18T06:19:00Z,41.00,61.00
2026-04-18T06:22:00Z,41.00,61.00
2026-04-18T06:30:00Z,41.00,61.00
2026-04-18T06:37:00Z,41.00,61.00
2026-04-18T06:44:00Z,39.29,62.53
2026-04-18T06:49:00Z,38.85,62.53
2026-04-18T06:50:00Z,39.00,62.00
2026-04-18T06:52:00Z,39.00,62.00
2026-04-18T06:54:00Z,39.00,61.00
2026-04-18T06:58:00Z,39.00,61.00
2026-04-18T07:00:00Z,38.00,61.00
2026-04-18T07:04:00Z,38.00,62.00
2026-04-18T07:05:00Z,38.00,60.00
2026-04-18T07:09:00Z,40.00,62.00
2026-04-18T07:10:00Z,38.00,62.00
2026-04-18T07:12:00Z,40.00,62.00
2026-04-18T07:15:00Z,40.00,60.08
2026-04-18T07:16:00Z,40.00,62.00
2026-04-18T07:20:00Z,38.47,62.00
2026-04-18T07:30:00Z,38.47,61.00
2026-04-18T07:43:00Z,38.47,61.00
2026-04-18T07:54:00Z,38.47,61.00
2026-04-18T08:00:00Z,38.47,61.00
2026-04-18T08:37:00Z,40.00,61.00
2026-04-18T08:38:00Z,40.00,61.00
2026-04-18T08:43:00Z,40.00,61.00
2026-04-18T09:03:00Z,40.00,61.00
2026-04-18T09:09:00Z,40.00,61.00
2026-04-18T09:12:00Z,40.00,61.00
2026-04-18T09:13:00Z,40.00,61.00
2026-04-18T09:14:00Z,40.00,61.00
2026-04-18T09:19:00Z,40.00,61.00
2026-04-18T09:20:00Z,40.00,61.00
2026-04-18T09:22:00Z,40.00,61.00
2026-04-18T09:27:00Z,40.00,61.00
2026-04-18T09:37:00Z,40.00,61.00
2026-04-18T09:39:00Z,40.00,61.00
2026-04-18T09:45:00Z,40.00,61.00
2026-04-18T09:50:00Z,40.00,61.00
2026-04-18T09:51:00Z,40.00,61.00
2026-04-18T10:00:00Z,40.00,61.00
2026-04-18T10:07:00Z,40.00,61.00
2026-04-18T10:12:00Z,40.00,61.00
2026-04-18T10:14:00Z,40.00,61.00
2026-04-18T10:16:00Z,40.00,61.00
2026-04-18T10:23:00Z,40.00,61.00
2026-04-18T10:25:00Z,40.00,60.00
2026-04-18T10:26:00Z,40.00,59.00
2026-04-18T10:33:00Z,42.00,58.68
2026-04-18T10:34:00Z,42.00,58.00
2026-04-18T10:35:00Z,42.00,58.00
2026-04-18T10:37:00Z,42.00,58.00
2026-04-18T10:40:00Z,42.00,58.00
2026-04-18T10:41:00Z,42.00,58.00
2026-04-18T10:43:00Z,42.00,58.00
2026-04-18T10:44:00Z,42.00,58.00
2026-04-18T10:45:00Z,42.00,58.00
2026-04-18T10:48:00Z,42.00,58.00
2026-04-18T10:50:00Z,42.00,58.00
2026-04-18T10:52:00Z,44.00,58.00
2026-04-18T10:53:00Z,44.00,58.00
2026-04-18T10:54:00Z,44.00,58.00
