# event_ticker=KXATPMATCH-26FEB15MOUPAU
# final_score=4-6 6-3 6-4
# score_resolution=6-4 3-6 4-6
# match_winner=Tommy Paul
# fav_player=Corentin Moutet
# dog_player=Tommy Paul
# kalshi_date=2026-02-15
timestamp,Corentin Moutet,Tommy Paul
2026-02-17T13:15:00Z,,75.00
2026-02-17T13:17:00Z,,75.00
2026-02-17T13:20:00Z,,75.51
2026-02-17T13:21:00Z,,76.00
2026-02-17T13:22:00Z,,76.00
2026-02-17T13:37:00Z,,76.00
2026-02-17T13:44:00Z,,76.00
2026-02-17T13:50:00Z,,76.00
2026-02-17T13:52:00Z,26.00,76.00
2026-02-17T13:55:00Z,26.00,75.00
2026-02-17T13:56:00Z,26.00,75.00
2026-02-17T14:12:00Z,26.00,75.00
2026-02-17T14:22:00Z,26.00,75.00
2026-02-17T14:28:00Z,26.00,75.00
2026-02-17T14:35:00Z,26.00,75.00
2026-02-17T14:48:00Z,26.00,75.00
2026-02-17T14:56:00Z,26.00,76.00
2026-02-17T14:59:00Z,26.00,75.00
2026-02-17T15:02:00Z,26.00,75.00
2026-02-17T15:06:00Z,26.00,75.00
2026-02-17T15:11:00Z,26.00,75.00
2026-02-17T15:12:00Z,26.00,76.00
2026-02-17T15:27:00Z,26.00,76.00
2026-02-17T15:34:00Z,26.00,76.00
2026-02-17T15:35:00Z,26.00,76.00
2026-02-17T15:48:00Z,26.00,75.00
2026-02-17T15:53:00Z,26.00,75.00
2026-02-17T15:56:00Z,26.00,76.00
2026-02-17T15:58:00Z,26.00,76.00
2026-02-17T16:12:00Z,26.00,76.00
2026-02-17T16:13:00Z,24.00,76.00
2026-02-17T16:14:00Z,24.00,76.00
2026-02-17T16:16:00Z,24.00,76.00
2026-02-17T16:18:00Z,24.00,76.00
2026-02-17T16:19:00Z,23.00,76.00
2026-02-17T16:24:00Z,23.00,75.00
2026-02-17T16:30:00Z,25.00,75.00
2026-02-17T16:35:00Z,25.00,75.00
2026-02-17T16:52:00Z,25.31,75.00
2026-02-17T16:56:00Z,25.31,75.00
2026-02-17T16:58:00Z,26.00,75.00
2026-02-17T17:07:00Z,26.00,75.00
2026-02-17T17:08:00Z,26.00,76.00
2026-02-17T17:09:00Z,26.00,77.00
2026-02-17T17:10:00Z,26.00,77.00
2026-02-17T17:19:00Z,26.00,77.00
2026-02-17T17:20:00Z,26.00,77.00
2026-02-17T17:28:00Z,26.00,76.00
2026-02-17T17:34:00Z,26.00,76.00
2026-02-17T17:35:00Z,26.00,76.00
2026-02-17T17:37:00Z,25.00,76.00
2026-02-17T17:39:00Z,25.00,76.00
2026-02-17T17:48:00Z,25.00,76.00
2026-02-17T17:50:00Z,25.00,76.00
2026-02-17T17:52:00Z,25.00,76.00
2026-02-17T18:01:00Z,25.00,76.00
2026-02-17T18:06:00Z,24.00,76.00
2026-02-17T18:07:00Z,25.00,75.00
2026-02-17T18:09:00Z,25.00,75.00
2026-02-17T18:10:00Z,26.00,74.00
2026-02-17T18:11:00Z,26.00,73.00
2026-02-17T18:13:00Z,26.00,73.00
2026-02-17T18:15:00Z,26.00,73.00
2026-02-17T18:18:00Z,26.00,73.00
2026-02-17T18:21:00Z,27.00,73.00
2026-02-17T18:24:00Z,27.00,73.00
2026-02-17T18:33:00Z,27.00,73.00
2026-02-17T18:43:00Z,27.00,73.00
2026-02-17T18:44:00Z,27.00,73.00
2026-02-17T18:45:00Z,27.00,73.00
2026-02-17T18:49:00Z,27.00,73.00
2026-02-17T18:50:00Z,27.00,73.97
2026-02-17T18:51:00Z,27.00,73.00
2026-02-17T18:52:00Z,27.00,74.00
2026-02-17T18:58:00Z,27.00,73.25
2026-02-17T19:04:00Z,27.00,73.25
2026-02-17T19:10:00Z,27.00,74.00
2026-02-17T19:21:00Z,27.00,74.00
2026-02-17T19:22:00Z,27.00,74.00
2026-02-17T19:25:00Z,27.00,74.00
2026-02-17T19:29:00Z,27.00,74.00
2026-02-17T19:30:00Z,27.00,74.00
2026-02-17T19:31:00Z,27.00,74.00
2026-02-17T19:32:00Z,27.00,74.00
2026-02-17T19:34:00Z,27.00,74.00
2026-02-17T19:35:00Z,27.00,74.00
2026-02-17T19:37:00Z,27.00,74.00
2026-02-17T19:49:00Z,27.00,74.00
2026-02-17T19:55:00Z,27.00,74.00
2026-02-17T19:56:00Z,27.00,74.00
2026-02-17T19:59:00Z,27.00,74.00
2026-02-17T20:02:00Z,27.00,74.00
2026-02-17T20:04:00Z,27.00,74.00
2026-02-17T20:11:00Z,27.00,74.00
2026-02-17T20:19:00Z,27.00,74.00
2026-02-17T20:20:00Z,27.00,74.00
2026-02-17T20:23:00Z,27.00,74.00
2026-02-17T20:27:00Z,27.00,73.00
2026-02-17T20:28:00Z,27.00,73.00
2026-02-17T20:32:00Z,27.00,74.00
2026-02-17T20:35:00Z,27.00,74.00
2026-02-17T20:36:00Z,27.00,74.00
2026-02-17T20:47:00Z,27.00,74.00
2026-02-17T20:50:00Z,27.00,74.00
2026-02-17T20:51:00Z,27.00,74.00
2026-02-17T20:53:00Z,27.00,74.00
2026-02-17T20:54:00Z,27.00,73.00
2026-02-17T20:58:00Z,27.00,74.00
2026-02-17T21:02:00Z,27.00,74.00
2026-02-17T21:04:00Z,27.00,74.00
2026-02-17T21:09:00Z,27.00,74.00
2026-02-17T21:10:00Z,27.00,74.00
2026-02-17T21:13:00Z,27.00,74.00
2026-02-17T21:14:00Z,27.00,74.00
2026-02-17T21:15:00Z,27.00,73.00
2026-02-17T21:16:00Z,27.00,74.00
2026-02-17T21:21:00Z,27.00,74.00
2026-02-17T21:22:00Z,27.00,74.00
2026-02-17T21:29:00Z,27.00,74.00
2026-02-17T21:31:00Z,27.00,74.00
2026-02-17T21:33:00Z,27.00,74.00
2026-02-17T21:34:00Z,27.00,74.00
2026-02-17T21:35:00Z,27.00,74.00
2026-02-17T21:36:00Z,26.00,74.00
2026-02-17T21:37:00Z,26.00,74.00
2026-02-17T21:39:00Z,26.00,74.00
2026-02-17T21:40:00Z,26.00,75.00
2026-02-17T21:44:00Z,26.00,75.00
2026-02-17T21:47:00Z,26.00,75.00
2026-02-17T21:48:00Z,26.00,75.00
2026-02-17T21:52:00Z,27.00,75.00
2026-02-17T21:57:00Z,27.00,75.00
2026-02-17T21:58:00Z,26.00,75.00
2026-02-17T22:00:00Z,26.00,75.00
2026-02-17T22:01:00Z,26.00,76.00
2026-02-17T22:02:00Z,26.00,76.00
2026-02-17T22:03:00Z,26.00,76.00
2026-02-17T22:05:00Z,26.00,76.00
2026-02-17T22:06:00Z,26.00,76.00
2026-02-17T22:07:00Z,26.00,76.00
2026-02-17T22:08:00Z,26.00,76.00
2026-02-17T22:09:00Z,26.00,75.00
2026-02-17T22:11:00Z,26.00,76.00
2026-02-17T22:12:00Z,26.00,76.00
2026-02-17T22:14:00Z,26.00,76.00
2026-02-17T22:16:00Z,26.00,75.19
2026-02-17T22:17:00Z,26.00,75.19
2026-02-17T22:18:00Z,26.00,76.00
