# event_ticker=KXATPMATCH-26FEB04GEAMAC
# final_score=6-3 4-5 RET
# match_winner=Arthur Gea
# fav_player=Arthur Gea
# dog_player=Tomas Machac
# kalshi_date=2026-02-04
timestamp,Arthur Gea,Tomas Machac
2026-02-04T09:46:00Z,31.00,
2026-02-04T09:55:00Z,30.00,70.00
2026-02-04T09:56:00Z,31.00,70.00
2026-02-04T10:01:00Z,31.00,70.00
2026-02-04T10:02:00Z,31.86,69.00
2026-02-04T10:05:00Z,31.86,69.00
2026-02-04T10:17:00Z,31.86,69.00
2026-02-04T10:39:00Z,31.86,69.00
2026-02-04T10:49:00Z,31.86,69.00
2026-02-04T10:57:00Z,32.00,69.00
2026-02-04T11:21:00Z,32.00,69.00
2026-02-04T11:25:00Z,32.00,69.00
2026-02-04T11:43:00Z,31.00,69.00
2026-02-04T11:44:00Z,31.00,69.00
2026-02-04T11:45:00Z,31.00,69.00
2026-02-04T11:55:00Z,31.00,68.50
2026-02-04T12:17:00Z,31.00,68.97
2026-02-04T12:26:00Z,31.00,69.00
2026-02-04T12:29:00Z,32.00,69.00
2026-02-04T12:42:00Z,32.00,69.00
2026-02-04T12:45:00Z,32.00,69.00
2026-02-04T12:46:00Z,32.00,69.00
2026-02-04T12:51:00Z,32.00,69.00
2026-02-04T12:53:00Z,32.00,69.00
2026-02-04T13:00:00Z,32.00,69.00
2026-02-04T13:03:00Z,32.00,69.00
2026-02-04T13:06:00Z,32.00,69.00
2026-02-04T13:07:00Z,32.00,69.00
2026-02-04T13:15:00Z,32.00,69.00
2026-02-04T13:16:00Z,31.00,69.00
2026-02-04T13:24:00Z,32.00,69.00
2026-02-04T13:29:00Z,32.00,69.00
2026-02-04T13:33:00Z,32.00,69.00
2026-02-04T13:38:00Z,32.00,69.00
2026-02-04T13:39:00Z,32.00,69.00
2026-02-04T13:48:00Z,32.00,69.00
2026-02-04T13:50:00Z,32.00,69.00
2026-02-04T13:51:00Z,32.00,69.00
2026-02-04T13:53:00Z,32.00,69.00
2026-02-04T13:55:00Z,32.00,69.00
2026-02-04T13:56:00Z,32.00,69.00
2026-02-04T13:57:00Z,32.00,69.00
2026-02-04T13:58:00Z,32.00,69.00
2026-02-04T14:01:00Z,32.00,69.00
2026-02-04T14:02:00Z,32.00,69.00
2026-02-04T14:06:00Z,32.00,69.00
2026-02-04T14:09:00Z,32.00,69.00
2026-02-04T14:12:00Z,32.00,69.00
2026-02-04T14:15:00Z,32.00,69.00
2026-02-04T14:24:00Z,32.00,69.00
2026-02-04T14:25:00Z,32.00,69.00
2026-02-04T14:26:00Z,32.00,69.00
2026-02-04T14:28:00Z,32.00,69.00
2026-02-04T14:31:00Z,32.00,69.00
2026-02-04T14:32:00Z,32.00,69.00
2026-02-04T14:40:00Z,32.00,69.00
2026-02-04T14:48:00Z,32.00,69.00
2026-02-04T14:51:00Z,32.00,69.00
2026-02-04T14:55:00Z,32.00,69.00
