# event_ticker=KXATPMATCH-25JUL28BOYKOV
# final_score=7-5 7-6(3)
# score_resolution=5-7 6-7
# match_winner=Tristan Boyer
# fav_player=Aleksandar Kovacevic
# dog_player=Tristan Boyer
# kalshi_date=2025-07-28
timestamp,Aleksandar Kovacevic,Tristan Boyer
2025-07-28T12:44:00Z,,29.00
2025-07-28T13:18:00Z,72.00,29.00
2025-07-28T14:18:00Z,73.00,29.00
2025-07-28T14:29:00Z,73.00,29.00
2025-07-28T14:30:00Z,73.00,29.00
2025-07-28T15:57:00Z,72.00,29.00
2025-07-28T16:14:00Z,72.00,29.00
2025-07-28T16:22:00Z,72.00,29.00
2025-07-28T16:25:00Z,72.00,29.00
2025-07-28T17:08:00Z,72.00,29.00
2025-07-28T17:14:00Z,72.00,29.00
2025-07-28T17:33:00Z,72.00,29.00
2025-07-28T17:34:00Z,72.00,30.00
2025-07-28T17:41:00Z,72.00,30.00
2025-07-28T18:28:00Z,73.00,30.00
2025-07-28T18:32:00Z,73.00,29.00
2025-07-28T18:36:00Z,73.00,29.00
2025-07-28T18:47:00Z,73.00,29.00
2025-07-28T18:48:00Z,73.00,29.00
2025-07-28T18:51:00Z,73.00,29.00
2025-07-28T19:02:00Z,73.00,29.00
2025-07-28T19:04:00Z,73.00,29.00
2025-07-28T19:08:00Z,73.00,29.00
2025-07-28T19:12:00Z,73.85,27.00
2025-07-28T19:15:00Z,73.81,27.00
2025-07-28T19:17:00Z,74.00,27.00
2025-07-28T19:18:00Z,74.00,27.00
2025-07-28T19:19:00Z,74.99,27.00
2025-07-28T19:20:00Z,74.99,27.00
2025-07-28T19:21:00Z,77.00,27.00
2025-07-28T19:24:00Z,77.00,27.00
2025-07-28T19:27:00Z,77.00,24.00
2025-07-28T19:28:00Z,73.00,25.61
2025-07-28T19:29:00Z,73.00,27.00
2025-07-28T19:30:00Z,74.00,27.00
2025-07-28T19:33:00Z,73.00,27.00
2025-07-28T19:34:00Z,74.70,27.00
2025-07-28T19:35:00Z,74.70,28.00
2025-07-28T19:37:00Z,71.00,28.00
2025-07-28T19:38:00Z,68.00,32.00
2025-07-28T19:39:00Z,66.00,32.33
2025-07-28T19:41:00Z,74.00,32.33
2025-07-28T19:42:00Z,74.00,28.97
2025-07-28T19:43:00Z,74.00,30.00
2025-07-28T19:47:00Z,74.00,26.78
2025-07-28T19:49:00Z,74.00,29.09
2025-07-28T19:50:00Z,72.00,30.00
2025-07-28T19:51:00Z,74.00,30.00
2025-07-28T19:52:00Z,73.00,30.00
2025-07-28T19:53:00Z,71.00,32.00
2025-07-28T19:54:00Z,71.00,28.19
2025-07-28T19:55:00Z,73.00,28.19
2025-07-28T19:57:00Z,77.00,31.00
2025-07-28T19:58:00Z,77.00,27.00
2025-07-28T19:59:00Z,77.00,27.00
2025-07-28T20:00:00Z,77.00,27.89
2025-07-28T20:01:00Z,77.00,29.19
2025-07-28T20:02:00Z,68.06,34.31
2025-07-28T20:03:00Z,68.06,29.00
2025-07-28T20:05:00Z,74.00,28.00
2025-07-28T20:06:00Z,74.00,28.97
2025-07-28T20:07:00Z,73.00,28.97
2025-07-28T20:08:00Z,73.00,32.42
2025-07-28T20:09:00Z,73.00,32.10
2025-07-28T20:10:00Z,68.37,33.00
2025-07-28T20:11:00Z,64.30,37.89
2025-07-28T20:12:00Z,59.72,42.72
2025-07-28T20:13:00Z,61.82,41.47
2025-07-28T20:14:00Z,60.28,40.08
2025-07-28T20:15:00Z,67.00,34.00
2025-07-28T20:16:00Z,70.00,32.52
2025-07-28T20:17:00Z,67.00,32.52
2025-07-28T20:18:00Z,67.71,35.56
2025-07-28T20:19:00Z,68.00,35.56
2025-07-28T20:20:00Z,68.00,37.00
2025-07-28T20:21:00Z,65.29,38.73
2025-07-28T20:22:00Z,64.22,37.46
2025-07-28T20:23:00Z,63.77,40.42
2025-07-28T20:24:00Z,49.34,54.44
2025-07-28T20:25:00Z,41.00,60.00
2025-07-28T20:26:00Z,40.57,58.68
2025-07-28T20:27:00Z,42.11,57.44
2025-07-28T20:28:00Z,36.95,63.04
2025-07-28T20:29:00Z,36.02,63.07
2025-07-28T20:30:00Z,37.05,63.83
2025-07-28T20:31:00Z,37.00,65.85
2025-07-28T20:32:00Z,35.00,65.18
2025-07-28T20:33:00Z,32.81,66.89
2025-07-28T20:34:00Z,38.00,63.89
2025-07-28T20:35:00Z,38.00,62.00
2025-07-28T20:36:00Z,38.68,64.41
2025-07-28T20:37:00Z,38.17,64.54
2025-07-28T20:38:00Z,38.17,62.04
2025-07-28T20:39:00Z,38.00,62.04
2025-07-28T20:40:00Z,41.00,61.00
2025-07-28T20:41:00Z,41.39,61.41
2025-07-28T20:42:00Z,40.00,61.41
2025-07-28T20:43:00Z,40.15,60.43
2025-07-28T20:44:00Z,38.67,61.92
2025-07-28T20:45:00Z,38.67,63.10
2025-07-28T20:46:00Z,39.00,63.10
2025-07-28T20:47:00Z,38.43,66.16
2025-07-28T20:48:00Z,31.91,68.67
2025-07-28T20:49:00Z,26.00,73.01
2025-07-28T20:50:00Z,33.00,69.05
2025-07-28T20:51:00Z,33.28,65.01
2025-07-28T20:52:00Z,35.63,64.09
2025-07-28T20:53:00Z,40.00,64.00
2025-07-28T20:55:00Z,40.00,74.44
2025-07-28T20:56:00Z,32.40,71.56
2025-07-28T20:57:00Z,38.33,67.16
2025-07-28T20:58:00Z,36.39,63.34
2025-07-28T20:59:00Z,39.56,62.16
2025-07-28T21:00:00Z,40.84,60.94
2025-07-28T21:01:00Z,46.79,56.60
2025-07-28T21:02:00Z,43.01,60.78
2025-07-28T21:03:00Z,37.79,63.23
2025-07-28T21:04:00Z,38.19,62.00
2025-07-28T21:05:00Z,44.46,61.98
2025-07-28T21:06:00Z,27.29,66.04
2025-07-28T21:07:00Z,35.75,71.32
2025-07-28T21:08:00Z,32.14,70.16
2025-07-28T21:09:00Z,34.33,67.48
2025-07-28T21:10:00Z,36.17,68.51
2025-07-28T21:11:00Z,38.18,65.43
2025-07-28T21:12:00Z,38.75,65.00
2025-07-28T21:13:00Z,38.72,64.66
2025-07-28T21:14:00Z,40.91,79.45
2025-07-28T21:15:00Z,36.61,64.34
2025-07-28T21:16:00Z,34.98,70.19
2025-07-28T21:17:00Z,35.88,65.78
2025-07-28T21:18:00Z,38.56,66.00
2025-07-28T21:19:00Z,40.00,63.16
2025-07-28T21:20:00Z,41.54,63.00
2025-07-28T21:21:00Z,39.08,63.00
2025-07-28T21:22:00Z,42.74,69.00
2025-07-28T21:23:00Z,41.71,65.95
2025-07-28T21:24:00Z,31.43,70.27
2025-07-28T21:25:00Z,43.42,59.79
2025-07-28T21:26:00Z,36.00,60.61
2025-07-28T21:27:00Z,29.69,66.64
2025-07-28T21:28:00Z,36.23,66.99
2025-07-28T21:29:00Z,33.62,74.38
2025-07-28T21:30:00Z,36.48,64.80
2025-07-28T21:31:00Z,30.65,68.63
2025-07-28T21:32:00Z,26.00,79.48
2025-07-28T21:33:00Z,26.00,71.52
2025-07-28T21:34:00Z,25.47,72.02
2025-07-28T21:35:00Z,7.92,95.12
2025-07-28T21:36:00Z,3.15,98.35
2025-07-28T21:37:00Z,3.15,99.00
2025-07-28T21:38:00Z,1.00,99.00
2025-07-28T21:39:00Z,1.00,99.00
2025-07-28T21:40:00Z,1.00,99.00
2025-07-28T21:41:00Z,1.00,99.00
