# event_ticker=KXATPMATCH-26MAR04MAEHIJ
# final_score=7-6(5) 6-4
# score_resolution=6-7 4-6
# match_winner=Rinky Hijikata
# fav_player=Francesco Maestrelli
# dog_player=Rinky Hijikata
# kalshi_date=2026-03-04
timestamp,Francesco Maestrelli,Rinky Hijikata
2026-03-05T22:06:00Z,45.00,56.00
2026-03-05T22:09:00Z,45.00,56.00
2026-03-05T22:15:00Z,45.00,56.00
2026-03-05T22:17:00Z,45.00,56.00
2026-03-05T22:18:00Z,45.00,56.00
2026-03-05T22:25:00Z,45.00,56.00
2026-03-05T22:34:00Z,45.00,56.00
2026-03-05T22:35:00Z,45.00,56.00
2026-03-05T22:45:00Z,45.00,56.00
2026-03-05T22:47:00Z,45.00,56.00
2026-03-05T22:56:00Z,45.00,56.00
2026-03-05T23:00:00Z,45.00,56.00
2026-03-05T23:03:00Z,45.00,55.00
2026-03-05T23:06:00Z,44.00,55.00
2026-03-05T23:15:00Z,44.00,56.00
2026-03-05T23:17:00Z,45.00,56.00
2026-03-05T23:26:00Z,45.00,55.00
2026-03-05T23:27:00Z,45.00,56.00
2026-03-05T23:29:00Z,45.00,56.00
2026-03-05T23:31:00Z,45.00,56.00
2026-03-05T23:32:00Z,45.00,56.00
2026-03-05T23:43:00Z,45.00,56.00
2026-03-05T23:47:00Z,45.00,55.00
2026-03-05T23:52:00Z,45.00,55.00
2026-03-05T23:55:00Z,45.00,55.00
2026-03-05T23:59:00Z,45.00,55.00
2026-03-06T00:05:00Z,45.00,55.00
2026-03-06T00:10:00Z,45.00,55.00
2026-03-06T00:13:00Z,45.00,55.00
2026-03-06T00:14:00Z,45.00,55.00
2026-03-06T00:19:00Z,45.00,55.00
2026-03-06T00:20:00Z,45.00,55.00
2026-03-06T00:23:00Z,45.00,54.96
2026-03-06T00:26:00Z,45.00,54.96
2026-03-06T00:32:00Z,45.00,54.96
2026-03-06T00:36:00Z,45.00,55.00
2026-03-06T00:38:00Z,44.00,55.00
2026-03-06T00:39:00Z,45.00,55.00
2026-03-06T00:40:00Z,45.00,55.00
2026-03-06T00:43:00Z,45.00,55.00
2026-03-06T00:53:00Z,44.00,55.00
2026-03-06T00:54:00Z,44.00,55.01
2026-03-06T00:55:00Z,45.00,56.00
2026-03-06T00:56:00Z,45.00,56.00
2026-03-06T00:57:00Z,45.00,56.00
2026-03-06T00:58:00Z,45.00,56.00
2026-03-06T00:59:00Z,45.00,56.00
2026-03-06T01:04:00Z,45.00,56.00
2026-03-06T01:07:00Z,45.00,56.00
2026-03-06T01:08:00Z,44.74,55.00
2026-03-06T01:11:00Z,44.74,55.00
2026-03-06T01:16:00Z,45.00,55.00
2026-03-06T01:17:00Z,45.00,55.00
2026-03-06T01:18:00Z,45.00,55.00
2026-03-06T01:20:00Z,45.00,55.00
2026-03-06T01:26:00Z,45.00,56.00
2026-03-06T01:27:00Z,45.00,56.00
2026-03-06T01:29:00Z,45.00,56.00
2026-03-06T01:31:00Z,45.00,56.00
2026-03-06T01:32:00Z,45.00,55.97
2026-03-06T01:33:00Z,45.00,55.00
2026-03-06T01:34:00Z,45.00,55.00
2026-03-06T01:35:00Z,45.00,55.00
2026-03-06T01:36:00Z,45.00,55.00
2026-03-06T01:38:00Z,45.00,55.00
2026-03-06T01:40:00Z,45.00,56.00
2026-03-06T01:41:00Z,45.00,56.00
2026-03-06T01:42:00Z,45.00,56.00
2026-03-06T01:43:00Z,45.00,56.00
2026-03-06T01:45:00Z,45.00,56.00
2026-03-06T01:46:00Z,45.00,56.00
2026-03-06T01:47:00Z,45.00,56.00
2026-03-06T01:48:00Z,45.00,56.00
2026-03-06T01:50:00Z,45.00,56.00
2026-03-06T01:51:00Z,45.00,56.00
2026-03-06T01:53:00Z,45.00,55.99
2026-03-06T01:54:00Z,45.00,55.99
2026-03-06T01:57:00Z,45.00,56.00
2026-03-06T01:58:00Z,45.00,56.00
2026-03-06T02:01:00Z,45.00,56.00
2026-03-06T02:02:00Z,45.00,56.00
2026-03-06T02:04:00Z,45.00,54.93
2026-03-06T02:05:00Z,44.00,54.93
2026-03-06T02:06:00Z,44.00,56.86
2026-03-06T02:12:00Z,44.90,56.99
2026-03-06T02:13:00Z,44.66,56.99
2026-03-06T02:15:00Z,44.66,57.00
2026-03-06T02:17:00Z,44.00,57.00
2026-03-06T02:18:00Z,45.00,57.00
2026-03-06T02:21:00Z,45.00,57.00
2026-03-06T02:22:00Z,45.00,57.00
2026-03-06T02:24:00Z,44.00,57.00
2026-03-06T02:25:00Z,44.00,56.00
2026-03-06T02:26:00Z,44.00,56.00
2026-03-06T02:29:00Z,44.32,57.00
2026-03-06T02:30:00Z,45.00,57.00
2026-03-06T02:31:00Z,45.00,56.00
2026-03-06T02:32:00Z,45.00,55.00
2026-03-06T02:33:00Z,45.00,56.92
2026-03-06T02:34:00Z,44.00,57.00
2026-03-06T02:36:00Z,45.00,57.00
2026-03-06T02:39:00Z,44.89,58.00
2026-03-06T02:40:00Z,44.00,58.00
2026-03-06T02:41:00Z,42.88,58.00
2026-03-06T02:42:00Z,42.88,57.01
2026-03-06T02:43:00Z,42.88,58.94
2026-03-06T02:44:00Z,42.88,58.00
2026-03-06T02:45:00Z,45.09,54.16
2026-03-06T02:46:00Z,45.69,53.89
2026-03-06T02:47:00Z,43.04,56.24
2026-03-06T02:48:00Z,42.00,59.00
2026-03-06T02:49:00Z,39.59,61.52
2026-03-06T02:50:00Z,37.10,62.89
2026-03-06T02:51:00Z,33.44,66.14
2026-03-06T02:52:00Z,38.51,63.85
2026-03-06T02:53:00Z,40.07,63.85
2026-03-06T02:54:00Z,42.00,63.85
2026-03-06T02:56:00Z,41.00,60.38
2026-03-06T02:57:00Z,39.00,62.00
2026-03-06T02:58:00Z,39.00,62.00
2026-03-06T02:59:00Z,39.00,61.00
2026-03-06T03:00:00Z,39.00,68.92
2026-03-06T03:01:00Z,29.00,71.99
2026-03-06T03:02:00Z,35.92,66.74
2026-03-06T03:03:00Z,34.14,65.00
2026-03-06T03:04:00Z,42.33,60.00
2026-03-06T03:05:00Z,44.00,59.00
2026-03-06T03:06:00Z,48.36,53.00
2026-03-06T03:07:00Z,47.06,48.44
2026-03-06T03:08:00Z,44.00,58.00
2026-03-06T03:09:00Z,37.07,58.00
2026-03-06T03:10:00Z,38.00,63.00
2026-03-06T03:11:00Z,42.00,59.36
2026-03-06T03:12:00Z,37.00,59.01
2026-03-06T03:13:00Z,32.00,66.27
2026-03-06T03:14:00Z,31.57,74.33
2026-03-06T03:15:00Z,22.92,77.78
2026-03-06T03:16:00Z,22.18,79.37
2026-03-06T03:17:00Z,21.68,80.00
2026-03-06T03:18:00Z,21.55,79.86
2026-03-06T03:19:00Z,20.08,80.00
2026-03-06T03:20:00Z,20.08,80.00
2026-03-06T03:21:00Z,20.39,80.06
2026-03-06T03:22:00Z,18.64,80.31
2026-03-06T03:23:00Z,19.07,80.31
2026-03-06T03:24:00Z,22.00,79.93
2026-03-06T03:25:00Z,26.09,75.01
2026-03-06T03:26:00Z,25.78,77.02
2026-03-06T03:27:00Z,23.67,77.42
2026-03-06T03:28:00Z,24.62,77.91
2026-03-06T03:29:00Z,27.60,74.93
2026-03-06T03:30:00Z,38.07,61.10
2026-03-06T03:31:00Z,38.99,62.41
2026-03-06T03:32:00Z,42.97,57.74
2026-03-06T03:33:00Z,43.51,56.28
2026-03-06T03:34:00Z,45.82,56.13
2026-03-06T03:35:00Z,44.46,58.35
2026-03-06T03:36:00Z,42.96,59.73
2026-03-06T03:37:00Z,39.04,61.54
2026-03-06T03:38:00Z,40.00,62.03
2026-03-06T03:39:00Z,43.58,61.08
2026-03-06T03:40:00Z,44.60,57.00
2026-03-06T03:41:00Z,45.21,55.30
2026-03-06T03:42:00Z,44.16,58.01
2026-03-06T03:43:00Z,47.20,54.87
2026-03-06T03:44:00Z,51.46,53.46
2026-03-06T03:45:00Z,56.42,43.04
2026-03-06T03:46:00Z,51.94,48.32
2026-03-06T03:47:00Z,43.64,57.80
2026-03-06T03:48:00Z,31.77,68.98
2026-03-06T03:49:00Z,28.54,71.26
2026-03-06T03:50:00Z,29.06,74.71
2026-03-06T03:51:00Z,22.00,78.58
2026-03-06T03:52:00Z,23.00,77.97
2026-03-06T03:53:00Z,24.78,77.39
2026-03-06T03:54:00Z,25.11,75.39
2026-03-06T03:55:00Z,26.64,75.46
2026-03-06T03:56:00Z,25.92,75.66
2026-03-06T03:57:00Z,23.96,76.54
2026-03-06T03:58:00Z,22.37,79.10
2026-03-06T03:59:00Z,24.23,79.84
2026-03-06T04:00:00Z,21.96,79.40
2026-03-06T04:01:00Z,14.79,83.96
2026-03-06T04:02:00Z,12.04,87.16
2026-03-06T04:03:00Z,10.02,89.95
2026-03-06T04:04:00Z,8.90,91.18
2026-03-06T04:05:00Z,9.03,91.93
2026-03-06T04:06:00Z,8.68,90.21
2026-03-06T04:07:00Z,10.40,90.69
2026-03-06T04:08:00Z,11.11,87.02
2026-03-06T04:09:00Z,9.90,90.12
2026-03-06T04:10:00Z,7.94,93.24
2026-03-06T04:11:00Z,9.64,91.95
2026-03-06T04:12:00Z,10.00,91.98
2026-03-06T04:13:00Z,9.11,91.90
2026-03-06T04:14:00Z,11.76,90.67
2026-03-06T04:15:00Z,8.13,93.23
2026-03-06T04:16:00Z,7.13,93.14
2026-03-06T04:17:00Z,7.95,94.14
2026-03-06T04:18:00Z,8.05,92.76
2026-03-06T04:19:00Z,8.56,93.00
2026-03-06T04:20:00Z,7.70,94.40
2026-03-06T04:21:00Z,5.37,95.70
2026-03-06T04:22:00Z,5.83,95.96
2026-03-06T04:23:00Z,3.27,96.77
2026-03-06T04:24:00Z,3.16,97.01
2026-03-06T04:25:00Z,4.65,95.71
2026-03-06T04:26:00Z,4.68,95.87
2026-03-06T04:27:00Z,5.02,95.97
2026-03-06T04:28:00Z,4.40,96.28
2026-03-06T04:29:00Z,1.57,98.58
2026-03-06T04:30:00Z,1.00,99.00
2026-03-06T04:31:00Z,1.00,99.00
2026-03-06T04:32:00Z,1.00,99.00
