# event_ticker=KXATPMATCH-26MAR20DAMZVE
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Alexander Zverev
# fav_player=Martin Damm Jr
# dog_player=Alexander Zverev
# kalshi_date=2026-03-20
timestamp,Martin Damm Jr,Alexander Zverev
2026-03-21T21:25:00Z,11.00,89.00
2026-03-21T21:26:00Z,10.00,89.00
2026-03-21T21:31:00Z,10.00,90.00
2026-03-21T21:35:00Z,10.00,90.00
2026-03-21T21:45:00Z,10.00,90.00
2026-03-21T21:47:00Z,9.00,90.00
2026-03-21T21:58:00Z,10.00,90.00
2026-03-21T21:59:00Z,10.00,91.00
2026-03-21T22:04:00Z,10.00,91.00
2026-03-21T22:07:00Z,11.00,91.00
2026-03-21T22:12:00Z,11.00,91.00
2026-03-21T22:15:00Z,11.00,91.00
2026-03-21T22:16:00Z,11.00,91.00
2026-03-21T22:18:00Z,11.00,91.00
2026-03-21T22:19:00Z,11.00,91.00
2026-03-21T22:23:00Z,11.00,90.00
2026-03-21T22:38:00Z,10.00,90.00
2026-03-21T22:39:00Z,10.00,91.00
2026-03-21T22:40:00Z,10.00,91.00
2026-03-21T22:42:00Z,10.00,91.00
2026-03-21T22:43:00Z,10.00,91.00
2026-03-21T22:44:00Z,10.00,91.00
2026-03-21T22:45:00Z,10.00,91.00
2026-03-21T22:47:00Z,10.00,91.00
2026-03-21T22:51:00Z,10.00,91.00
2026-03-21T22:52:00Z,10.00,91.00
2026-03-21T22:55:00Z,10.00,91.00
2026-03-21T22:57:00Z,8.42,91.00
2026-03-21T22:58:00Z,8.42,91.00
2026-03-21T22:59:00Z,8.42,91.00
2026-03-21T23:03:00Z,9.00,91.00
2026-03-21T23:04:00Z,9.00,91.00
2026-03-21T23:07:00Z,9.00,91.00
2026-03-21T23:09:00Z,9.00,91.00
2026-03-21T23:10:00Z,9.00,91.00
2026-03-21T23:16:00Z,9.00,91.00
2026-03-21T23:25:00Z,9.00,90.00
2026-03-21T23:28:00Z,10.00,90.00
2026-03-21T23:30:00Z,10.00,91.00
2026-03-21T23:36:00Z,9.00,91.00
2026-03-21T23:40:00Z,10.00,91.00
2026-03-21T23:45:00Z,10.00,91.00
2026-03-21T23:46:00Z,10.00,91.00
2026-03-21T23:50:00Z,10.00,91.00
2026-03-21T23:51:00Z,10.00,91.00
2026-03-21T23:54:00Z,10.00,91.00
2026-03-21T23:56:00Z,9.95,91.00
2026-03-21T23:58:00Z,10.00,92.00
2026-03-21T23:59:00Z,10.00,92.00
2026-03-22T00:00:00Z,9.00,92.00
2026-03-22T00:05:00Z,9.00,91.00
2026-03-22T00:08:00Z,10.00,91.00
2026-03-22T00:09:00Z,10.00,91.00
2026-03-22T00:11:00Z,9.00,91.00
2026-03-22T00:13:00Z,9.09,91.00
2026-03-22T00:17:00Z,10.00,91.00
2026-03-22T00:18:00Z,10.00,91.00
2026-03-22T00:19:00Z,10.00,91.00
2026-03-22T00:20:00Z,10.00,92.00
2026-03-22T00:22:00Z,10.00,92.00
2026-03-22T00:23:00Z,10.00,92.00
2026-03-22T00:24:00Z,10.00,91.00
2026-03-22T00:31:00Z,10.00,92.00
2026-03-22T00:32:00Z,9.00,92.00
2026-03-22T00:33:00Z,9.00,92.00
2026-03-22T00:34:00Z,9.00,92.00
2026-03-22T00:36:00Z,9.00,92.00
2026-03-22T00:37:00Z,9.00,92.00
2026-03-22T00:40:00Z,9.00,92.00
2026-03-22T00:41:00Z,9.00,92.00
2026-03-22T00:42:00Z,9.77,92.00
2026-03-22T00:44:00Z,9.00,92.00
2026-03-22T00:46:00Z,9.00,92.00
2026-03-22T00:47:00Z,9.00,92.00
2026-03-22T00:49:00Z,9.00,92.00
2026-03-22T00:50:00Z,9.00,92.00
2026-03-22T00:51:00Z,9.00,91.00
2026-03-22T00:53:00Z,9.00,92.00
2026-03-22T00:54:00Z,8.99,92.00
2026-03-22T00:55:00Z,9.00,92.00
2026-03-22T00:56:00Z,9.26,92.00
2026-03-22T00:57:00Z,9.26,92.00
2026-03-22T00:59:00Z,9.00,92.00
2026-03-22T01:02:00Z,9.86,92.00
2026-03-22T01:03:00Z,9.86,92.00
2026-03-22T01:04:00Z,9.94,92.00
2026-03-22T01:05:00Z,9.94,91.00
2026-03-22T01:06:00Z,10.00,91.00
2026-03-22T01:07:00Z,10.00,91.00
2026-03-22T01:08:00Z,10.00,91.00
2026-03-22T01:09:00Z,9.90,91.00
2026-03-22T01:10:00Z,9.90,92.00
2026-03-22T01:11:00Z,10.00,92.00
2026-03-22T01:12:00Z,10.00,92.00
2026-03-22T01:13:00Z,10.00,92.00
2026-03-22T01:14:00Z,10.00,92.00
2026-03-22T01:15:00Z,10.00,92.00
2026-03-22T01:17:00Z,10.00,92.00
2026-03-22T01:18:00Z,9.00,92.00
2026-03-22T01:19:00Z,8.72,90.56
2026-03-22T01:20:00Z,10.00,92.00
2026-03-22T01:21:00Z,10.00,92.00
2026-03-22T01:22:00Z,10.00,91.99
2026-03-22T01:23:00Z,5.70,92.62
2026-03-22T01:24:00Z,8.00,93.00
2026-03-22T01:25:00Z,6.75,93.80
2026-03-22T01:26:00Z,4.00,96.00
2026-03-22T01:27:00Z,3.95,97.00
2026-03-22T01:28:00Z,3.06,97.00
2026-03-22T01:29:00Z,3.39,97.00
2026-03-22T01:30:00Z,3.05,97.64
2026-03-22T01:31:00Z,3.19,97.39
2026-03-22T01:32:00Z,2.28,97.36
2026-03-22T01:33:00Z,4.00,97.10
2026-03-22T01:34:00Z,4.00,97.00
2026-03-22T01:35:00Z,4.16,97.00
2026-03-22T01:36:00Z,4.03,97.00
2026-03-22T01:37:00Z,3.93,97.77
2026-03-22T01:38:00Z,3.00,98.00
2026-03-22T01:39:00Z,2.77,98.00
2026-03-22T01:40:00Z,4.02,97.81
2026-03-22T01:41:00Z,3.05,97.39
2026-03-22T01:42:00Z,3.97,97.98
2026-03-22T01:43:00Z,2.21,98.00
2026-03-22T01:44:00Z,2.97,98.00
2026-03-22T01:45:00Z,2.68,98.00
2026-03-22T01:46:00Z,3.02,98.00
2026-03-22T01:47:00Z,2.77,98.00
2026-03-22T01:48:00Z,3.11,97.98
2026-03-22T01:49:00Z,3.00,98.00
2026-03-22T01:50:00Z,3.00,98.00
2026-03-22T01:51:00Z,2.58,98.00
2026-03-22T01:52:00Z,3.00,98.00
2026-03-22T01:53:00Z,3.00,98.00
2026-03-22T01:54:00Z,3.13,98.00
2026-03-22T01:55:00Z,2.98,98.00
2026-03-22T01:56:00Z,3.00,98.00
2026-03-22T01:57:00Z,2.59,98.00
2026-03-22T01:58:00Z,2.96,97.99
2026-03-22T01:59:00Z,2.91,98.00
2026-03-22T02:00:00Z,2.05,98.00
2026-03-22T02:01:00Z,2.35,98.00
2026-03-22T02:02:00Z,2.08,98.67
2026-03-22T02:03:00Z,1.02,99.00
2026-03-22T02:04:00Z,1.00,99.00
2026-03-22T02:05:00Z,1.28,99.00
2026-03-22T02:07:00Z,1.56,99.00
2026-03-22T02:08:00Z,2.00,99.00
2026-03-22T02:09:00Z,2.00,99.00
2026-03-22T02:10:00Z,1.00,99.00
2026-03-22T02:11:00Z,2.00,99.00
2026-03-22T02:12:00Z,1.92,99.00
2026-03-22T02:13:00Z,1.86,99.00
2026-03-22T02:14:00Z,2.00,99.00
2026-03-22T02:15:00Z,1.00,99.00
2026-03-22T02:16:00Z,1.74,99.00
2026-03-22T02:17:00Z,1.19,99.00
2026-03-22T02:19:00Z,1.00,99.00
2026-03-22T02:20:00Z,1.00,99.00
2026-03-22T02:21:00Z,1.00,99.00
2026-03-22T02:22:00Z,1.60,99.00
2026-03-22T02:23:00Z,2.00,99.00
2026-03-22T02:24:00Z,1.73,99.00
2026-03-22T02:25:00Z,2.00,99.00
2026-03-22T02:27:00Z,1.00,99.00
2026-03-22T02:28:00Z,1.00,99.00
2026-03-22T02:29:00Z,1.00,99.00
2026-03-22T02:30:00Z,1.00,99.00
2026-03-22T02:31:00Z,1.00,99.00
2026-03-22T02:32:00Z,1.00,99.00
2026-03-22T02:34:00Z,1.00,99.00
2026-03-22T02:35:00Z,1.00,99.00
2026-03-22T02:41:00Z,1.00,99.00
