# event_ticker=KXATPMATCH-25OCT03BELMAC
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Tomas Machac
# fav_player=Mattia Bellucci
# dog_player=Tomas Machac
# kalshi_date=2025-10-03
timestamp,Mattia Bellucci,Tomas Machac
2025-10-03T05:06:00Z,38.00,62.00
2025-10-03T05:07:00Z,38.00,62.00
2025-10-03T05:08:00Z,38.00,62.00
2025-10-03T05:21:00Z,38.00,62.00
2025-10-03T05:22:00Z,38.00,62.00
2025-10-03T05:29:00Z,38.00,62.00
2025-10-03T05:30:00Z,38.00,62.19
2025-10-03T05:33:00Z,38.00,61.00
2025-10-03T05:39:00Z,38.00,61.00
2025-10-03T05:51:00Z,38.00,61.00
2025-10-03T06:13:00Z,38.00,63.00
2025-10-03T06:14:00Z,38.00,63.00
2025-10-03T06:16:00Z,38.00,63.00
2025-10-03T06:22:00Z,38.00,63.00
2025-10-03T06:24:00Z,38.00,63.00
2025-10-03T06:26:00Z,38.00,63.00
2025-10-03T06:31:00Z,38.00,63.00
2025-10-03T06:32:00Z,38.00,63.00
2025-10-03T06:33:00Z,38.00,63.00
2025-10-03T06:34:00Z,38.00,63.00
2025-10-03T06:37:00Z,38.00,63.00
2025-10-03T06:41:00Z,38.00,61.00
2025-10-03T06:42:00Z,38.00,63.00
2025-10-03T06:43:00Z,38.00,63.00
2025-10-03T06:48:00Z,38.00,63.00
2025-10-03T06:50:00Z,38.00,63.00
2025-10-03T06:54:00Z,38.00,63.00
2025-10-03T06:56:00Z,38.00,63.00
2025-10-03T07:26:00Z,39.00,63.00
2025-10-03T07:28:00Z,38.00,63.00
2025-10-03T07:29:00Z,38.00,64.00
2025-10-03T07:30:00Z,38.00,64.00
2025-10-03T07:32:00Z,38.00,64.00
2025-10-03T07:35:00Z,38.00,64.00
2025-10-03T07:36:00Z,38.00,64.00
2025-10-03T07:39:00Z,38.00,64.00
2025-10-03T07:40:00Z,38.00,64.00
2025-10-03T07:44:00Z,38.00,64.00
2025-10-03T07:47:00Z,38.00,64.00
2025-10-03T07:48:00Z,38.00,64.00
2025-10-03T08:01:00Z,38.00,64.00
2025-10-03T08:06:00Z,38.00,64.00
2025-10-03T08:12:00Z,38.00,64.00
2025-10-03T08:13:00Z,38.00,64.00
2025-10-03T08:26:00Z,38.00,64.00
2025-10-03T08:27:00Z,38.00,64.00
2025-10-03T08:30:00Z,38.00,64.00
2025-10-03T08:32:00Z,38.00,64.00
2025-10-03T08:34:00Z,38.00,64.00
2025-10-03T08:35:00Z,38.00,64.00
2025-10-03T08:36:00Z,38.16,64.00
2025-10-03T08:37:00Z,39.00,63.00
2025-10-03T08:38:00Z,39.00,63.00
2025-10-03T08:39:00Z,39.00,62.39
2025-10-03T08:40:00Z,39.00,62.52
2025-10-03T08:41:00Z,38.23,61.00
2025-10-03T08:42:00Z,37.84,66.56
2025-10-03T08:43:00Z,39.00,65.00
2025-10-03T08:44:00Z,39.00,60.00
2025-10-03T08:45:00Z,45.24,56.00
2025-10-03T08:46:00Z,45.24,59.17
2025-10-03T08:47:00Z,45.24,61.83
2025-10-03T08:49:00Z,52.30,60.20
2025-10-03T08:50:00Z,43.96,56.24
2025-10-03T08:51:00Z,45.72,58.56
2025-10-03T08:52:00Z,45.72,60.00
2025-10-03T08:53:00Z,43.00,58.98
2025-10-03T08:54:00Z,43.00,60.00
2025-10-03T08:55:00Z,40.00,59.99
2025-10-03T08:56:00Z,42.00,60.00
2025-10-03T08:57:00Z,40.00,62.00
2025-10-03T08:58:00Z,44.00,58.04
2025-10-03T08:59:00Z,45.00,55.36
2025-10-03T09:00:00Z,45.00,57.51
2025-10-03T09:01:00Z,49.55,56.57
2025-10-03T09:02:00Z,45.03,58.00
2025-10-03T09:03:00Z,39.00,57.00
2025-10-03T09:04:00Z,41.00,58.00
2025-10-03T09:05:00Z,44.52,58.00
2025-10-03T09:06:00Z,44.52,58.63
2025-10-03T09:07:00Z,46.00,58.30
2025-10-03T09:08:00Z,53.01,52.39
2025-10-03T09:09:00Z,54.19,51.00
2025-10-03T09:10:00Z,50.00,47.37
2025-10-03T09:11:00Z,50.00,52.09
2025-10-03T09:12:00Z,50.51,54.80
2025-10-03T09:13:00Z,50.51,58.00
2025-10-03T09:14:00Z,50.51,59.87
2025-10-03T09:15:00Z,35.58,65.76
2025-10-03T09:16:00Z,39.38,63.44
2025-10-03T09:17:00Z,39.38,62.33
2025-10-03T09:18:00Z,31.27,70.08
2025-10-03T09:19:00Z,22.08,77.89
2025-10-03T09:20:00Z,18.00,81.70
2025-10-03T09:21:00Z,17.55,83.00
2025-10-03T09:22:00Z,17.41,83.00
2025-10-03T09:24:00Z,17.39,84.20
2025-10-03T09:25:00Z,20.00,84.20
2025-10-03T09:26:00Z,20.00,83.96
2025-10-03T09:27:00Z,14.00,85.41
2025-10-03T09:28:00Z,20.00,85.84
2025-10-03T09:29:00Z,14.93,83.68
2025-10-03T09:30:00Z,16.06,83.68
2025-10-03T09:31:00Z,20.20,85.00
2025-10-03T09:32:00Z,20.15,85.00
2025-10-03T09:33:00Z,21.00,80.06
2025-10-03T09:35:00Z,22.55,69.54
2025-10-03T09:36:00Z,22.55,71.95
2025-10-03T09:39:00Z,22.55,80.52
2025-10-03T09:40:00Z,20.00,84.92
2025-10-03T09:41:00Z,19.00,77.28
2025-10-03T09:42:00Z,22.00,78.17
2025-10-03T09:43:00Z,19.00,79.10
2025-10-03T09:44:00Z,31.67,76.82
2025-10-03T09:45:00Z,34.00,75.00
2025-10-03T09:46:00Z,34.00,75.00
2025-10-03T09:47:00Z,33.00,75.00
2025-10-03T09:49:00Z,25.00,75.00
2025-10-03T09:50:00Z,31.00,80.00
2025-10-03T09:52:00Z,29.00,79.00
2025-10-03T09:54:00Z,39.00,79.00
2025-10-03T09:55:00Z,32.00,79.98
2025-10-03T09:56:00Z,32.50,77.00
2025-10-03T09:57:00Z,25.00,70.75
2025-10-03T09:58:00Z,25.00,80.00
2025-10-03T09:59:00Z,24.00,80.00
2025-10-03T10:00:00Z,18.15,85.27
2025-10-03T10:01:00Z,16.46,83.38
2025-10-03T10:02:00Z,16.65,83.73
2025-10-03T10:03:00Z,21.40,79.70
2025-10-03T10:04:00Z,23.43,78.88
2025-10-03T10:05:00Z,23.00,79.49
2025-10-03T10:06:00Z,22.89,80.40
2025-10-03T10:07:00Z,22.89,82.79
2025-10-03T10:08:00Z,24.46,84.83
2025-10-03T10:09:00Z,24.46,86.00
2025-10-03T10:10:00Z,12.00,86.00
2025-10-03T10:11:00Z,17.79,82.46
2025-10-03T10:12:00Z,19.28,84.32
2025-10-03T10:13:00Z,20.00,82.90
2025-10-03T10:14:00Z,20.00,83.02
2025-10-03T10:15:00Z,11.00,86.61
2025-10-03T10:16:00Z,16.72,85.20
2025-10-03T10:17:00Z,15.30,85.00
2025-10-03T10:18:00Z,18.31,86.22
2025-10-03T10:19:00Z,10.35,88.02
2025-10-03T10:20:00Z,13.61,87.80
2025-10-03T10:21:00Z,16.33,84.33
2025-10-03T10:22:00Z,13.86,89.87
2025-10-03T10:23:00Z,3.96,94.94
2025-10-03T10:24:00Z,2.58,97.00
2025-10-03T10:25:00Z,3.07,96.00
2025-10-03T10:26:00Z,5.86,95.51
2025-10-03T10:27:00Z,4.71,95.28
2025-10-03T10:28:00Z,4.68,93.84
2025-10-03T10:29:00Z,1.15,99.00
2025-10-03T10:30:00Z,1.15,99.00
2025-10-03T10:31:00Z,1.00,99.00
2025-10-03T10:32:00Z,1.00,99.00
2025-10-03T10:33:00Z,1.00,99.00
2025-10-03T10:36:00Z,1.00,99.00
