# event_ticker=KXATPCHALLENGERMATCH-26MAR26NEUAJD
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Lukas Neumayer
# fav_player=Duje Ajdukovic
# dog_player=Lukas Neumayer
# kalshi_date=2026-03-26
timestamp,Duje Ajdukovic,Lukas Neumayer
2026-03-27T06:49:00Z,41.00,62.00
2026-03-27T06:52:00Z,41.00,62.00
2026-03-27T06:57:00Z,41.00,62.00
2026-03-27T07:03:00Z,41.00,61.00
2026-03-27T07:07:00Z,41.00,61.22
2026-03-27T07:09:00Z,41.00,61.22
2026-03-27T07:14:00Z,41.00,62.00
2026-03-27T07:20:00Z,41.00,62.00
2026-03-27T07:31:00Z,41.00,62.00
2026-03-27T07:32:00Z,41.00,62.00
2026-03-27T07:45:00Z,41.00,62.00
2026-03-27T07:51:00Z,41.00,62.00
2026-03-27T07:53:00Z,38.00,62.00
2026-03-27T07:54:00Z,38.00,62.00
2026-03-27T08:04:00Z,38.00,62.00
2026-03-27T08:05:00Z,38.00,62.00
2026-03-27T08:07:00Z,38.00,62.00
2026-03-27T08:15:00Z,39.00,62.00
2026-03-27T08:18:00Z,39.00,62.00
2026-03-27T08:21:00Z,39.00,63.00
2026-03-27T08:39:00Z,39.00,62.00
2026-03-27T08:47:00Z,39.00,63.00
2026-03-27T08:48:00Z,39.00,63.00
2026-03-27T08:50:00Z,40.00,63.00
2026-03-27T08:56:00Z,40.00,62.68
2026-03-27T08:57:00Z,40.00,63.00
2026-03-27T09:00:00Z,40.00,63.00
2026-03-27T09:04:00Z,40.00,62.00
2026-03-27T09:10:00Z,40.00,63.00
2026-03-27T09:11:00Z,40.00,63.00
2026-03-27T09:17:00Z,40.00,63.00
2026-03-27T09:22:00Z,40.00,63.00
2026-03-27T09:23:00Z,40.00,63.00
2026-03-27T09:25:00Z,40.00,63.00
2026-03-27T09:26:00Z,40.00,63.00
2026-03-27T09:27:00Z,40.00,63.00
2026-03-27T09:33:00Z,37.00,63.00
2026-03-27T09:34:00Z,39.96,63.00
2026-03-27T09:35:00Z,39.96,63.00
2026-03-27T09:37:00Z,39.96,63.00
2026-03-27T09:44:00Z,39.96,63.00
2026-03-27T09:50:00Z,39.96,63.00
2026-03-27T09:56:00Z,39.96,63.00
2026-03-27T10:00:00Z,39.96,63.00
2026-03-27T10:08:00Z,39.96,62.00
2026-03-27T10:11:00Z,39.96,63.00
2026-03-27T10:18:00Z,39.96,63.00
2026-03-27T10:20:00Z,39.96,64.00
2026-03-27T10:24:00Z,39.96,64.00
2026-03-27T10:33:00Z,39.00,63.00
2026-03-27T10:40:00Z,36.00,63.00
2026-03-27T10:44:00Z,39.00,63.00
2026-03-27T10:45:00Z,39.00,62.00
2026-03-27T10:50:00Z,36.17,62.00
2026-03-27T10:51:00Z,36.17,64.00
2026-03-27T10:52:00Z,36.17,61.21
2026-03-27T11:10:00Z,36.17,60.93
2026-03-27T11:12:00Z,36.17,63.00
2026-03-27T11:30:00Z,36.17,60.20
2026-03-27T11:42:00Z,36.17,60.00
2026-03-27T11:45:00Z,36.17,60.00
2026-03-27T11:48:00Z,36.17,63.97
2026-03-27T11:55:00Z,36.17,63.00
2026-03-27T12:02:00Z,36.00,63.00
2026-03-27T12:16:00Z,36.00,61.00
2026-03-27T12:18:00Z,36.00,62.00
2026-03-27T12:22:00Z,36.00,60.59
2026-03-27T12:25:00Z,36.00,63.00
2026-03-27T12:37:00Z,36.00,63.00
2026-03-27T12:38:00Z,36.00,63.00
2026-03-27T12:44:00Z,36.00,63.00
2026-03-27T12:45:00Z,36.00,63.00
2026-03-27T12:46:00Z,36.00,63.00
2026-03-27T12:48:00Z,36.00,63.00
2026-03-27T12:49:00Z,35.61,65.60
2026-03-27T12:50:00Z,30.00,68.92
2026-03-27T12:51:00Z,30.00,72.52
2026-03-27T12:52:00Z,30.00,72.33
2026-03-27T12:53:00Z,33.89,72.33
2026-03-27T12:54:00Z,32.04,69.81
2026-03-27T12:55:00Z,40.74,64.00
2026-03-27T12:56:00Z,40.99,62.81
2026-03-27T12:57:00Z,35.00,70.38
2026-03-27T12:58:00Z,29.02,73.00
2026-03-27T12:59:00Z,28.00,73.47
2026-03-27T13:00:00Z,25.85,74.84
2026-03-27T13:01:00Z,24.04,76.37
2026-03-27T13:02:00Z,23.65,74.94
2026-03-27T13:03:00Z,25.15,74.94
2026-03-27T13:04:00Z,25.17,77.00
2026-03-27T13:05:00Z,26.45,74.99
2026-03-27T13:06:00Z,29.00,72.00
2026-03-27T13:07:00Z,29.50,74.45
2026-03-27T13:08:00Z,29.50,75.00
2026-03-27T13:09:00Z,28.76,73.80
2026-03-27T13:10:00Z,28.76,75.05
2026-03-27T13:11:00Z,29.00,74.16
2026-03-27T13:12:00Z,23.72,76.19
2026-03-27T13:13:00Z,23.72,80.82
2026-03-27T13:14:00Z,16.51,84.73
2026-03-27T13:15:00Z,16.10,84.03
2026-03-27T13:16:00Z,16.82,84.03
2026-03-27T13:17:00Z,16.00,84.97
2026-03-27T13:18:00Z,17.17,85.08
2026-03-27T13:19:00Z,17.79,83.00
2026-03-27T13:20:00Z,17.63,82.95
2026-03-27T13:21:00Z,17.00,83.82
2026-03-27T13:22:00Z,15.00,85.08
2026-03-27T13:23:00Z,16.00,85.32
2026-03-27T13:24:00Z,16.00,85.91
2026-03-27T13:25:00Z,16.79,85.32
2026-03-27T13:26:00Z,16.52,84.74
2026-03-27T13:27:00Z,15.39,86.00
2026-03-27T13:28:00Z,16.66,84.01
2026-03-27T13:29:00Z,13.00,87.08
2026-03-27T13:30:00Z,15.65,87.14
2026-03-27T13:31:00Z,19.08,81.10
2026-03-27T13:32:00Z,18.95,81.70
2026-03-27T13:33:00Z,16.07,84.92
2026-03-27T13:34:00Z,16.60,85.00
2026-03-27T13:35:00Z,17.85,84.00
2026-03-27T13:36:00Z,19.26,82.38
2026-03-27T13:37:00Z,19.00,81.00
2026-03-27T13:38:00Z,20.38,83.00
2026-03-27T13:39:00Z,18.05,84.05
2026-03-27T13:40:00Z,20.02,81.89
2026-03-27T13:41:00Z,21.00,80.74
2026-03-27T13:42:00Z,24.09,78.51
2026-03-27T13:43:00Z,28.29,74.71
2026-03-27T13:44:00Z,27.61,70.96
2026-03-27T13:45:00Z,33.93,68.54
2026-03-27T13:46:00Z,31.89,70.24
2026-03-27T13:47:00Z,28.81,71.77
2026-03-27T13:48:00Z,28.60,71.92
2026-03-27T13:49:00Z,24.25,75.45
2026-03-27T13:50:00Z,27.10,72.95
2026-03-27T13:51:00Z,23.48,76.44
2026-03-27T13:52:00Z,20.23,80.20
2026-03-27T13:53:00Z,19.63,84.32
2026-03-27T13:54:00Z,14.38,85.17
2026-03-27T13:55:00Z,22.17,77.16
2026-03-27T13:56:00Z,20.51,79.35
2026-03-27T13:57:00Z,15.48,86.73
2026-03-27T13:58:00Z,7.77,93.66
2026-03-27T13:59:00Z,7.48,94.86
2026-03-27T14:00:00Z,6.86,93.35
2026-03-27T14:01:00Z,8.38,93.03
2026-03-27T14:02:00Z,4.04,96.40
2026-03-27T14:03:00Z,5.19,95.51
2026-03-27T14:04:00Z,4.00,97.21
2026-03-27T14:05:00Z,3.88,97.00
2026-03-27T14:06:00Z,2.71,97.25
2026-03-27T14:07:00Z,2.25,97.39
2026-03-27T14:08:00Z,3.00,97.18
2026-03-27T14:09:00Z,3.76,96.68
2026-03-27T14:10:00Z,1.39,98.25
2026-03-27T14:11:00Z,1.39,99.00
2026-03-27T14:12:00Z,1.39,99.00
