# event_ticker=KXATPCHALLENGERMATCH-26JUN03BROMER
# final_score=6-4 6-2
# match_winner=Daniel Merida
# fav_player=Daniel Merida
# dog_player=Liam Broady
# kalshi_date=2026-06-03
timestamp,Liam Broady,Daniel Merida
2026-06-03T21:42:00Z,15.00,86.00
2026-06-03T21:43:00Z,17.54,84.70
2026-06-03T21:44:00Z,16.21,83.96
2026-06-03T21:45:00Z,17.57,82.28
2026-06-03T21:46:00Z,15.69,84.94
2026-06-03T21:47:00Z,14.59,86.78
2026-06-03T21:48:00Z,14.95,85.82
2026-06-03T21:49:00Z,15.60,84.13
2026-06-03T21:50:00Z,16.99,84.00
2026-06-03T21:51:00Z,17.00,84.00
2026-06-03T21:52:00Z,14.59,85.94
2026-06-03T21:53:00Z,15.89,85.07
2026-06-03T21:54:00Z,15.05,85.84
2026-06-03T21:55:00Z,14.83,86.00
2026-06-03T21:56:00Z,15.27,85.00
2026-06-03T21:57:00Z,15.50,85.00
2026-06-03T21:58:00Z,17.30,83.99
2026-06-03T21:59:00Z,18.58,84.70
2026-06-03T22:00:00Z,13.69,85.98
2026-06-03T22:01:00Z,14.47,85.00
2026-06-03T22:02:00Z,13.10,85.93
2026-06-03T22:03:00Z,14.85,86.17
2026-06-03T22:04:00Z,12.70,87.92
2026-06-03T22:05:00Z,13.08,87.38
2026-06-03T22:06:00Z,13.95,87.01
2026-06-03T22:07:00Z,15.94,87.01
2026-06-03T22:08:00Z,15.91,85.00
2026-06-03T22:09:00Z,14.65,86.01
2026-06-03T22:10:00Z,12.29,88.85
2026-06-03T22:11:00Z,11.86,88.21
2026-06-03T22:12:00Z,12.00,88.87
2026-06-03T22:13:00Z,12.27,88.03
2026-06-03T22:14:00Z,11.04,91.15
2026-06-03T22:15:00Z,10.63,90.92
2026-06-03T22:16:00Z,10.61,91.28
2026-06-03T22:17:00Z,7.13,94.84
2026-06-03T22:18:00Z,6.65,94.00
2026-06-03T22:19:00Z,5.53,94.35
2026-06-03T22:20:00Z,6.17,93.45
2026-06-03T22:21:00Z,6.25,93.40
2026-06-03T22:22:00Z,7.99,91.44
2026-06-03T22:23:00Z,8.77,92.19
2026-06-03T22:24:00Z,7.96,92.72
2026-06-03T22:25:00Z,13.50,86.25
2026-06-03T22:26:00Z,14.89,86.00
2026-06-03T22:27:00Z,11.92,88.23
2026-06-03T22:28:00Z,11.95,89.93
2026-06-03T22:29:00Z,6.68,94.00
2026-06-03T22:30:00Z,7.33,94.12
2026-06-03T22:31:00Z,6.13,94.29
2026-06-03T22:32:00Z,4.50,95.01
2026-06-03T22:33:00Z,3.08,96.41
2026-06-03T22:34:00Z,1.55,98.54
2026-06-03T22:35:00Z,1.96,98.83
2026-06-03T22:36:00Z,1.62,98.06
2026-06-03T22:37:00Z,1.00,98.90
2026-06-03T22:38:00Z,1.01,98.41
2026-06-03T22:39:00Z,1.65,98.87
2026-06-03T22:40:00Z,1.30,99.00
2026-06-03T22:41:00Z,2.11,98.93
2026-06-03T22:42:00Z,4.37,96.80
2026-06-03T22:43:00Z,3.85,96.24
2026-06-03T22:44:00Z,1.00,98.94
2026-06-03T22:46:00Z,1.00,99.00
2026-06-03T22:47:00Z,1.00,99.00
