# event_ticker=KXATPCHALLENGERMATCH-26JUN03BROMER
# final_score=6-4 6-2
# match_winner=Daniel Merida
# fav_player=Daniel Merida
# dog_player=Liam Broady
# kalshi_date=2026-06-03
timestamp,Liam Broady,Daniel Merida
2026-06-03T09:43:00Z,25.00,
2026-06-03T11:41:00Z,25.00,77.00
2026-06-03T12:36:00Z,25.00,77.00
2026-06-03T13:01:00Z,25.00,77.00
2026-06-03T13:41:00Z,25.00,76.00
2026-06-03T13:46:00Z,26.00,76.00
2026-06-03T13:53:00Z,26.00,76.00
2026-06-03T14:00:00Z,26.00,76.00
2026-06-03T14:03:00Z,26.00,74.00
2026-06-03T14:05:00Z,26.00,76.00
2026-06-03T14:13:00Z,26.00,76.00
2026-06-03T14:43:00Z,26.00,76.00
2026-06-03T14:48:00Z,26.00,76.00
2026-06-03T15:04:00Z,26.00,76.00
2026-06-03T15:26:00Z,24.00,76.00
2026-06-03T16:15:00Z,24.00,76.00
2026-06-03T16:28:00Z,24.00,76.00
2026-06-03T16:30:00Z,25.00,76.00
2026-06-03T17:11:00Z,26.00,76.00
2026-06-03T17:16:00Z,26.00,76.00
2026-06-03T17:17:00Z,26.00,76.00
2026-06-03T17:29:00Z,24.00,76.00
2026-06-03T17:39:00Z,25.00,76.00
2026-06-03T17:44:00Z,25.00,76.00
2026-06-03T17:45:00Z,25.00,76.00
2026-06-03T17:46:00Z,25.00,76.00
2026-06-03T17:48:00Z,24.00,76.00
2026-06-03T17:49:00Z,24.00,76.00
2026-06-03T17:57:00Z,25.00,76.00
2026-06-03T18:06:00Z,25.00,76.00
2026-06-03T18:11:00Z,25.00,76.00
2026-06-03T18:21:00Z,24.00,76.00
2026-06-03T18:22:00Z,24.00,78.00
2026-06-03T18:26:00Z,24.00,78.00
2026-06-03T18:31:00Z,25.00,78.00
2026-06-03T18:32:00Z,25.00,78.00
2026-06-03T18:36:00Z,25.00,77.84
2026-06-03T18:37:00Z,25.00,78.00
2026-06-03T18:45:00Z,25.00,76.00
2026-06-03T18:49:00Z,25.00,78.00
2026-06-03T18:53:00Z,22.04,78.00
2026-06-03T18:57:00Z,22.00,78.00
2026-06-03T19:15:00Z,22.00,78.00
2026-06-03T19:16:00Z,22.00,76.00
2026-06-03T19:19:00Z,22.00,76.00
2026-06-03T19:20:00Z,24.00,76.00
2026-06-03T19:31:00Z,24.00,78.00
2026-06-03T19:32:00Z,22.00,78.00
2026-06-03T19:38:00Z,24.84,78.00
2026-06-03T19:44:00Z,24.00,78.00
2026-06-03T19:47:00Z,24.00,78.00
2026-06-03T19:58:00Z,24.00,78.00
2026-06-03T20:00:00Z,23.00,78.00
2026-06-03T20:09:00Z,23.00,77.00
2026-06-03T20:16:00Z,23.00,77.00
2026-06-03T20:30:00Z,24.00,77.00
2026-06-03T20:31:00Z,24.00,76.50
2026-06-03T20:34:00Z,24.00,76.50
2026-06-03T20:36:00Z,22.22,76.04
2026-06-03T20:39:00Z,22.22,77.00
2026-06-03T20:40:00Z,22.22,77.00
2026-06-03T20:42:00Z,22.22,77.00
2026-06-03T20:43:00Z,22.22,77.00
2026-06-03T20:44:00Z,23.00,77.00
2026-06-03T20:45:00Z,22.99,77.00
2026-06-03T20:49:00Z,23.00,77.00
2026-06-03T20:51:00Z,23.00,77.00
2026-06-03T20:52:00Z,23.00,77.00
2026-06-03T20:57:00Z,23.00,77.00
2026-06-03T20:59:00Z,23.00,77.00
2026-06-03T21:01:00Z,23.00,77.00
2026-06-03T21:02:00Z,23.00,77.00
2026-06-03T21:09:00Z,23.00,77.00
2026-06-03T21:11:00Z,23.00,77.00
2026-06-03T21:12:00Z,24.00,77.00
2026-06-03T21:14:00Z,24.00,77.00
2026-06-03T21:15:00Z,24.00,77.26
2026-06-03T21:18:00Z,24.00,77.26
2026-06-03T21:19:00Z,23.00,77.26
2026-06-03T21:20:00Z,23.00,77.26
2026-06-03T21:21:00Z,24.00,78.00
2026-06-03T21:23:00Z,24.00,78.00
2026-06-03T21:24:00Z,24.00,78.00
2026-06-03T21:25:00Z,24.00,78.00
2026-06-03T21:27:00Z,24.00,78.00
2026-06-03T21:28:00Z,24.00,78.00
2026-06-03T21:29:00Z,24.00,78.67
2026-06-03T21:30:00Z,24.37,78.67
2026-06-03T21:31:00Z,24.00,77.91
2026-06-03T21:32:00Z,26.79,75.18
2026-06-03T21:33:00Z,25.36,74.00
2026-06-03T21:34:00Z,26.51,74.01
2026-06-03T21:35:00Z,25.05,75.00
2026-06-03T21:36:00Z,25.15,75.54
2026-06-03T21:37:00Z,23.51,77.05
2026-06-03T21:38:00Z,23.49,77.28
2026-06-03T21:39:00Z,24.71,77.49
2026-06-03T21:40:00Z,20.02,81.02
2026-06-03T21:41:00Z,15.57,83.97
