# event_ticker=KXATPCHALLENGERMATCH-26MAY20HERHON
# final_score=5-7 7-5 6-4
# score_resolution=7-5 5-7 4-6
# match_winner=Alex Hernandez
# fav_player=Naoya Honda
# dog_player=Alex Hernandez
# kalshi_date=2026-05-20
timestamp,Alex Hernandez,Naoya Honda
2026-05-19T20:18:00Z,,49.00
2026-05-19T20:56:00Z,,49.00
2026-05-19T23:50:00Z,,49.00
2026-05-19T23:56:00Z,,49.00
2026-05-20T02:25:00Z,,50.00
2026-05-20T02:54:00Z,,50.00
2026-05-20T02:55:00Z,50.00,51.00
2026-05-20T02:56:00Z,50.00,51.00
2026-05-20T02:57:00Z,50.00,51.00
2026-05-20T03:04:00Z,50.00,51.00
2026-05-20T03:05:00Z,50.00,51.00
2026-05-20T03:06:00Z,50.00,51.78
2026-05-20T03:07:00Z,50.00,51.00
2026-05-20T03:10:00Z,50.00,51.00
2026-05-20T03:13:00Z,50.00,51.00
2026-05-20T03:16:00Z,50.00,51.00
2026-05-20T03:17:00Z,50.00,51.00
2026-05-20T03:28:00Z,50.00,51.00
2026-05-20T03:35:00Z,50.00,51.00
2026-05-20T03:36:00Z,50.00,51.00
2026-05-20T03:38:00Z,50.00,51.00
2026-05-20T03:53:00Z,50.00,51.00
2026-05-20T04:02:00Z,50.00,51.00
2026-05-20T04:07:00Z,50.00,51.19
2026-05-20T04:08:00Z,50.00,51.19
2026-05-20T04:15:00Z,50.00,51.00
2026-05-20T04:17:00Z,50.00,51.00
2026-05-20T04:19:00Z,50.00,51.00
2026-05-20T04:20:00Z,50.00,51.00
2026-05-20T04:27:00Z,50.00,51.00
2026-05-20T04:29:00Z,50.00,51.00
2026-05-20T04:30:00Z,50.00,51.00
2026-05-20T04:34:00Z,50.89,51.00
2026-05-20T04:35:00Z,51.00,51.00
2026-05-20T04:36:00Z,51.00,51.00
2026-05-20T04:38:00Z,50.00,51.00
2026-05-20T04:39:00Z,50.00,51.00
2026-05-20T04:40:00Z,50.00,51.00
2026-05-20T04:41:00Z,50.00,51.00
2026-05-20T04:42:00Z,50.00,51.00
2026-05-20T04:43:00Z,51.00,51.00
2026-05-20T04:44:00Z,51.00,51.00
2026-05-20T04:45:00Z,50.42,51.00
2026-05-20T04:46:00Z,50.42,51.00
