# event_ticker=KXATPMATCH-26JAN03MULKEC
# final_score=7-5 6-4
# match_winner=Alexandre Muller
# fav_player=Alexandre Muller
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-01-03
timestamp,Alexandre Muller,Miomir Kecmanovic
2026-01-05T19:16:00Z,42.00,
2026-01-05T19:21:00Z,42.00,
2026-01-05T19:36:00Z,42.00,
2026-01-05T19:58:00Z,42.00,
2026-01-05T20:17:00Z,42.00,
2026-01-05T20:53:00Z,42.00,
2026-01-05T22:42:00Z,44.00,
2026-01-05T22:59:00Z,43.00,
2026-01-05T23:42:00Z,44.00,
2026-01-05T23:46:00Z,44.00,
2026-01-06T00:00:00Z,44.00,
2026-01-06T01:55:00Z,44.00,57.00
2026-01-06T02:05:00Z,43.00,57.00
2026-01-06T02:34:00Z,43.00,57.00
2026-01-06T02:56:00Z,43.00,57.00
2026-01-06T03:29:00Z,44.00,57.00
2026-01-06T03:41:00Z,44.00,57.00
2026-01-06T03:58:00Z,44.00,57.81
2026-01-06T04:04:00Z,44.00,58.00
2026-01-06T04:11:00Z,44.00,58.00
2026-01-06T04:16:00Z,44.00,58.00
2026-01-06T04:22:00Z,44.00,58.00
2026-01-06T04:23:00Z,44.00,58.00
2026-01-06T04:30:00Z,44.00,58.00
2026-01-06T04:32:00Z,44.00,58.00
2026-01-06T04:38:00Z,44.00,58.00
2026-01-06T04:39:00Z,44.00,58.00
2026-01-06T04:49:00Z,44.00,58.00
2026-01-06T04:51:00Z,44.00,58.00
2026-01-06T05:02:00Z,44.00,58.00
2026-01-06T05:04:00Z,44.00,58.00
2026-01-06T05:05:00Z,44.00,58.00
2026-01-06T05:06:00Z,44.00,58.00
2026-01-06T05:08:00Z,42.00,58.00
2026-01-06T05:11:00Z,44.00,58.00
2026-01-06T05:12:00Z,44.00,58.00
2026-01-06T05:15:00Z,44.00,58.00
2026-01-06T05:16:00Z,44.11,58.00
2026-01-06T05:17:00Z,45.00,58.00
2026-01-06T05:18:00Z,45.00,57.00
