# event_ticker=KXATPMATCH-26JAN03MULKEC
# final_score=7-5 6-4
# match_winner=Alexandre Muller
# fav_player=Alexandre Muller
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-01-03
timestamp,Alexandre Muller,Miomir Kecmanovic
2026-01-06T05:21:00Z,45.00,57.00
2026-01-06T05:22:00Z,45.00,60.33
2026-01-06T05:23:00Z,44.00,60.33
2026-01-06T05:25:00Z,44.00,58.00
2026-01-06T05:29:00Z,44.00,58.00
2026-01-06T05:31:00Z,44.00,58.00
2026-01-06T05:33:00Z,44.00,59.00
2026-01-06T05:35:00Z,44.00,59.00
2026-01-06T05:36:00Z,41.97,59.00
2026-01-06T05:37:00Z,43.00,59.00
2026-01-06T05:38:00Z,44.63,57.93
2026-01-06T05:39:00Z,44.54,58.00
2026-01-06T05:40:00Z,47.39,58.00
2026-01-06T05:41:00Z,49.92,57.94
2026-01-06T05:42:00Z,48.80,54.78
2026-01-06T05:43:00Z,47.92,56.47
2026-01-06T05:44:00Z,47.25,56.30
2026-01-06T05:45:00Z,47.94,54.99
2026-01-06T05:46:00Z,49.34,54.08
2026-01-06T05:47:00Z,48.78,55.00
2026-01-06T05:48:00Z,51.85,52.09
2026-01-06T05:49:00Z,51.62,59.13
2026-01-06T05:50:00Z,46.60,58.98
2026-01-06T05:51:00Z,46.27,58.66
2026-01-06T05:52:00Z,49.44,53.05
2026-01-06T05:53:00Z,50.21,53.53
2026-01-06T05:54:00Z,51.02,52.61
2026-01-06T05:55:00Z,49.74,50.78
2026-01-06T05:56:00Z,48.19,55.23
2026-01-06T05:57:00Z,49.00,55.29
2026-01-06T05:58:00Z,50.70,52.58
2026-01-06T05:59:00Z,47.14,52.03
2026-01-06T06:00:00Z,44.47,59.77
2026-01-06T06:01:00Z,45.57,55.11
2026-01-06T06:02:00Z,52.16,51.07
2026-01-06T06:03:00Z,53.01,52.48
2026-01-06T06:04:00Z,56.53,45.74
2026-01-06T06:05:00Z,54.52,46.11
2026-01-06T06:06:00Z,55.86,49.52
2026-01-06T06:07:00Z,64.36,37.52
2026-01-06T06:08:00Z,66.52,29.34
2026-01-06T06:09:00Z,67.82,34.99
2026-01-06T06:10:00Z,62.13,42.04
2026-01-06T06:11:00Z,54.43,50.90
2026-01-06T06:12:00Z,53.57,50.71
2026-01-06T06:13:00Z,47.29,50.78
2026-01-06T06:14:00Z,41.29,57.63
2026-01-06T06:15:00Z,34.95,62.50
2026-01-06T06:16:00Z,35.80,64.33
2026-01-06T06:17:00Z,51.37,54.96
2026-01-06T06:18:00Z,47.52,54.00
2026-01-06T06:19:00Z,48.55,54.31
2026-01-06T06:20:00Z,57.81,43.53
2026-01-06T06:21:00Z,67.63,30.74
2026-01-06T06:22:00Z,67.06,38.46
2026-01-06T06:23:00Z,69.95,31.18
2026-01-06T06:24:00Z,73.93,29.68
2026-01-06T06:25:00Z,75.83,24.50
2026-01-06T06:26:00Z,75.55,27.64
2026-01-06T06:27:00Z,74.28,27.20
2026-01-06T06:28:00Z,70.25,29.14
2026-01-06T06:29:00Z,75.59,25.31
2026-01-06T06:30:00Z,78.28,24.39
2026-01-06T06:31:00Z,79.53,23.75
2026-01-06T06:32:00Z,77.34,22.55
2026-01-06T06:33:00Z,80.60,20.16
2026-01-06T06:34:00Z,91.26,8.52
2026-01-06T06:35:00Z,90.27,9.49
2026-01-06T06:36:00Z,82.32,15.27
2026-01-06T06:37:00Z,82.75,18.06
2026-01-06T06:38:00Z,78.82,22.48
2026-01-06T06:39:00Z,78.18,22.50
2026-01-06T06:40:00Z,75.99,25.98
2026-01-06T06:41:00Z,71.46,28.39
2026-01-06T06:42:00Z,74.41,25.92
2026-01-06T06:43:00Z,77.79,20.24
2026-01-06T06:44:00Z,79.00,23.07
2026-01-06T06:45:00Z,77.18,23.94
2026-01-06T06:46:00Z,74.59,26.78
2026-01-06T06:47:00Z,75.19,27.35
2026-01-06T06:48:00Z,78.63,23.15
2026-01-06T06:49:00Z,79.80,19.89
2026-01-06T06:50:00Z,81.38,21.71
2026-01-06T06:51:00Z,82.35,15.50
2026-01-06T06:52:00Z,79.68,20.47
2026-01-06T06:53:00Z,79.05,21.88
2026-01-06T06:54:00Z,79.93,19.94
2026-01-06T06:55:00Z,80.36,20.21
2026-01-06T06:56:00Z,80.04,19.69
2026-01-06T06:57:00Z,98.18,3.89
2026-01-06T06:58:00Z,99.00,3.89
2026-01-06T06:59:00Z,99.00,3.89
2026-01-06T07:00:00Z,99.00,1.00
2026-01-06T07:01:00Z,99.00,1.00
2026-01-06T07:02:00Z,99.00,1.00
