# event_ticker=KXATPCHALLENGERMATCH-26APR09AJDBLA
# final_score=6-1 6-2
# match_winner=Darwin Blanch
# fav_player=Darwin Blanch
# dog_player=Duje Ajdukovic
# kalshi_date=2026-04-09
timestamp,Darwin Blanch,Duje Ajdukovic
2026-04-09T09:06:00Z,52.00,
2026-04-09T09:25:00Z,52.00,51.00
2026-04-09T09:43:00Z,51.00,51.00
2026-04-09T10:19:00Z,52.00,51.00
2026-04-09T10:45:00Z,52.00,51.00
2026-04-09T11:11:00Z,52.00,51.00
2026-04-09T11:16:00Z,52.00,50.00
2026-04-09T12:13:00Z,52.00,50.00
2026-04-09T13:30:00Z,52.00,50.00
2026-04-09T13:43:00Z,51.00,50.00
2026-04-09T14:03:00Z,51.00,50.00
2026-04-09T14:09:00Z,51.00,50.00
2026-04-09T14:21:00Z,51.00,50.00
2026-04-09T14:22:00Z,51.00,50.00
2026-04-09T14:36:00Z,51.00,50.00
2026-04-09T14:59:00Z,51.00,50.00
2026-04-09T15:03:00Z,51.00,50.00
2026-04-09T15:06:00Z,52.00,50.00
2026-04-09T15:08:00Z,52.00,49.00
2026-04-09T15:12:00Z,52.00,48.00
2026-04-09T15:19:00Z,52.00,48.00
2026-04-09T15:30:00Z,52.00,49.00
2026-04-09T15:32:00Z,52.00,49.00
2026-04-09T15:38:00Z,52.00,49.00
2026-04-09T15:43:00Z,52.00,48.00
2026-04-09T16:00:00Z,52.00,48.00
2026-04-09T16:07:00Z,52.00,48.00
2026-04-09T16:08:00Z,52.00,49.80
2026-04-09T16:09:00Z,52.00,50.00
2026-04-09T16:12:00Z,52.00,50.00
2026-04-09T16:13:00Z,52.00,50.00
2026-04-09T16:15:00Z,52.00,50.00
2026-04-09T16:22:00Z,52.00,50.00
2026-04-09T16:23:00Z,52.00,50.00
2026-04-09T16:26:00Z,52.00,50.00
2026-04-09T16:27:00Z,52.00,50.00
2026-04-09T16:28:00Z,51.37,50.00
2026-04-09T16:29:00Z,51.00,50.15
2026-04-09T16:31:00Z,51.00,50.15
2026-04-09T16:32:00Z,51.00,51.00
2026-04-09T16:33:00Z,52.00,51.00
2026-04-09T16:39:00Z,52.00,51.00
2026-04-09T16:43:00Z,51.00,51.00
2026-04-09T16:44:00Z,51.20,51.00
2026-04-09T16:47:00Z,52.00,51.00
2026-04-09T16:48:00Z,52.00,51.00
2026-04-09T16:49:00Z,52.00,51.00
2026-04-09T16:52:00Z,52.00,51.00
2026-04-09T16:54:00Z,52.00,50.00
2026-04-09T16:56:00Z,52.00,50.00
