# event_ticker=KXATPCHALLENGERMATCH-26FEB12AJDFER
# final_score=6-3 6-4
# match_winner=Frederico Ferreira Silva
# fav_player=Frederico Ferreira Silva
# dog_player=Duje Ajdukovic
# kalshi_date=2026-02-12
timestamp,Frederico Ferreira Silva,Duje Ajdukovic
2026-02-11T21:28:00Z,,44.00
2026-02-11T21:47:00Z,57.00,44.00
2026-02-11T22:18:00Z,57.00,44.00
2026-02-11T22:21:00Z,57.00,43.00
2026-02-11T22:37:00Z,57.00,44.00
2026-02-11T22:39:00Z,57.00,44.00
2026-02-11T23:10:00Z,57.00,44.00
2026-02-11T23:18:00Z,57.00,44.00
2026-02-11T23:34:00Z,57.00,44.00
2026-02-11T23:55:00Z,57.00,44.00
2026-02-12T00:05:00Z,57.00,45.00
2026-02-12T00:06:00Z,57.00,45.00
2026-02-12T00:32:00Z,57.00,45.00
2026-02-12T01:16:00Z,57.00,45.00
2026-02-12T01:22:00Z,57.00,45.00
2026-02-12T01:34:00Z,57.00,44.00
2026-02-12T01:55:00Z,57.00,44.00
2026-02-12T02:18:00Z,57.00,43.00
2026-02-12T02:19:00Z,57.00,44.00
2026-02-12T02:25:00Z,57.00,44.00
2026-02-12T02:31:00Z,57.00,44.00
2026-02-12T02:32:00Z,57.00,44.90
2026-02-12T02:33:00Z,57.00,45.93
2026-02-12T02:39:00Z,57.00,45.93
2026-02-12T02:58:00Z,57.00,46.00
2026-02-12T03:05:00Z,57.00,46.00
2026-02-12T03:06:00Z,57.00,46.00
2026-02-12T03:16:00Z,57.00,46.00
2026-02-12T03:21:00Z,57.00,46.00
2026-02-12T03:24:00Z,57.00,43.00
2026-02-12T03:38:00Z,57.00,43.00
2026-02-12T03:41:00Z,57.00,43.00
2026-02-12T03:48:00Z,57.00,43.00
2026-02-12T03:49:00Z,57.00,45.00
2026-02-12T03:52:00Z,57.00,45.00
2026-02-12T03:53:00Z,57.00,43.00
2026-02-12T03:56:00Z,57.00,45.68
2026-02-12T03:58:00Z,57.00,45.68
2026-02-12T03:59:00Z,57.00,45.68
2026-02-12T04:00:00Z,57.00,45.68
2026-02-12T04:07:00Z,57.00,45.68
2026-02-12T04:10:00Z,57.00,45.68
2026-02-12T04:11:00Z,57.00,45.68
2026-02-12T04:12:00Z,57.00,45.68
2026-02-12T04:18:00Z,57.00,45.68
2026-02-12T04:19:00Z,57.00,45.68
2026-02-12T04:23:00Z,57.00,45.68
2026-02-12T04:24:00Z,57.00,45.68
2026-02-12T04:25:00Z,57.00,46.00
2026-02-12T04:27:00Z,57.00,46.00
2026-02-12T04:32:00Z,57.00,45.00
2026-02-12T04:33:00Z,57.00,45.00
2026-02-12T04:34:00Z,57.85,45.00
2026-02-12T04:36:00Z,58.00,45.00
2026-02-12T04:43:00Z,58.00,45.00
2026-02-12T04:44:00Z,58.00,45.00
2026-02-12T04:47:00Z,58.00,45.00
2026-02-12T04:50:00Z,58.00,45.00
2026-02-12T04:51:00Z,58.00,43.00
2026-02-12T04:52:00Z,58.00,43.00
2026-02-12T04:56:00Z,58.00,43.00
2026-02-12T04:58:00Z,58.00,44.00
2026-02-12T05:01:00Z,58.00,44.00
2026-02-12T05:02:00Z,55.53,44.00
2026-02-12T05:05:00Z,57.00,44.00
2026-02-12T05:06:00Z,57.00,44.00
2026-02-12T05:09:00Z,57.00,44.00
2026-02-12T05:10:00Z,57.89,44.00
2026-02-12T05:11:00Z,58.00,44.00
2026-02-12T05:12:00Z,59.00,44.00
2026-02-12T05:14:00Z,59.00,44.00
2026-02-12T05:15:00Z,59.00,44.00
2026-02-12T05:17:00Z,59.00,44.00
2026-02-12T05:18:00Z,59.00,44.00
2026-02-12T05:19:00Z,59.00,43.00
2026-02-12T05:21:00Z,59.00,43.00
2026-02-12T05:22:00Z,59.00,43.00
2026-02-12T05:23:00Z,59.00,43.00
2026-02-12T05:24:00Z,59.00,43.00
2026-02-12T05:25:00Z,58.19,43.00
2026-02-12T05:26:00Z,59.00,43.00
2026-02-12T05:27:00Z,59.00,43.00
2026-02-12T05:28:00Z,59.00,43.00
2026-02-12T05:29:00Z,59.00,43.00
2026-02-12T05:30:00Z,59.00,43.00
2026-02-12T05:31:00Z,59.00,43.00
2026-02-12T05:32:00Z,59.00,43.00
2026-02-12T05:33:00Z,59.00,43.54
2026-02-12T05:34:00Z,58.00,43.54
2026-02-12T05:35:00Z,57.98,43.00
2026-02-12T05:36:00Z,58.65,43.00
2026-02-12T05:37:00Z,59.00,43.00
2026-02-12T05:38:00Z,59.00,43.00
2026-02-12T05:39:00Z,58.91,43.00
2026-02-12T05:40:00Z,59.00,43.00
2026-02-12T05:41:00Z,59.70,43.00
2026-02-12T05:42:00Z,59.23,43.00
2026-02-12T05:43:00Z,56.18,43.00
2026-02-12T05:44:00Z,59.65,43.00
2026-02-12T05:45:00Z,59.11,42.33
2026-02-12T05:47:00Z,60.07,43.00
