# event_ticker=KXATPMATCH-26FEB15KORMCD
# final_score=6-4 7-5
# score_resolution=4-6 5-7
# match_winner=Sebastian Korda
# fav_player=Mackenzie McDonald
# dog_player=Sebastian Korda
# kalshi_date=2026-02-15
timestamp,Mackenzie McDonald,Sebastian Korda
2026-02-17T16:48:00Z,20.00,81.00
2026-02-17T16:58:00Z,20.47,81.00
2026-02-17T17:02:00Z,20.47,81.00
2026-02-17T17:05:00Z,20.47,81.00
2026-02-17T17:06:00Z,20.47,81.00
2026-02-17T17:11:00Z,20.47,81.00
2026-02-17T17:12:00Z,20.47,81.49
2026-02-17T17:14:00Z,20.47,81.00
2026-02-17T17:15:00Z,20.47,81.00
2026-02-17T17:16:00Z,20.47,81.00
2026-02-17T17:19:00Z,20.00,81.00
2026-02-17T17:20:00Z,20.00,81.00
2026-02-17T17:21:00Z,20.00,81.64
2026-02-17T17:22:00Z,20.00,81.00
2026-02-17T17:25:00Z,20.00,81.00
2026-02-17T17:27:00Z,20.00,81.24
2026-02-17T17:33:00Z,19.00,81.24
2026-02-17T17:34:00Z,20.00,81.24
2026-02-17T17:38:00Z,20.00,81.00
2026-02-17T17:40:00Z,20.00,81.00
2026-02-17T17:41:00Z,20.00,81.00
2026-02-17T17:43:00Z,19.00,81.00
2026-02-17T17:44:00Z,19.00,81.00
2026-02-17T17:45:00Z,19.00,81.00
2026-02-17T17:54:00Z,19.00,82.00
2026-02-17T17:57:00Z,19.00,82.00
2026-02-17T18:04:00Z,19.00,83.00
2026-02-17T18:06:00Z,19.00,83.00
2026-02-17T18:11:00Z,19.00,82.00
2026-02-17T18:12:00Z,19.00,82.00
2026-02-17T18:13:00Z,19.00,82.00
2026-02-17T18:14:00Z,19.00,81.00
2026-02-17T18:15:00Z,19.00,81.00
2026-02-17T18:16:00Z,19.00,81.00
2026-02-17T18:17:00Z,20.00,81.00
2026-02-17T18:18:00Z,20.00,81.00
2026-02-17T18:19:00Z,20.00,81.70
2026-02-17T18:20:00Z,20.00,81.00
2026-02-17T18:21:00Z,20.00,81.00
2026-02-17T18:22:00Z,20.00,81.00
2026-02-17T18:25:00Z,20.00,81.00
2026-02-17T18:27:00Z,20.00,81.00
2026-02-17T18:28:00Z,20.00,81.00
2026-02-17T18:29:00Z,20.00,81.00
2026-02-17T18:30:00Z,20.00,81.00
2026-02-17T18:32:00Z,20.00,81.00
2026-02-17T18:33:00Z,20.00,81.11
2026-02-17T18:34:00Z,20.00,82.00
2026-02-17T18:35:00Z,20.00,82.00
2026-02-17T18:36:00Z,20.00,82.00
2026-02-17T18:37:00Z,20.00,82.00
2026-02-17T18:39:00Z,21.00,82.00
2026-02-17T18:40:00Z,21.00,82.00
2026-02-17T18:41:00Z,21.13,82.00
2026-02-17T18:42:00Z,21.28,82.00
2026-02-17T18:43:00Z,22.19,81.11
2026-02-17T18:44:00Z,21.69,81.62
2026-02-17T18:45:00Z,18.99,82.36
2026-02-17T18:46:00Z,18.96,84.41
2026-02-17T18:47:00Z,17.68,83.12
2026-02-17T18:48:00Z,18.10,83.98
2026-02-17T18:49:00Z,19.17,80.41
2026-02-17T18:50:00Z,20.93,82.06
2026-02-17T18:51:00Z,19.05,82.65
2026-02-17T18:52:00Z,17.24,82.14
2026-02-17T18:53:00Z,17.35,83.00
2026-02-17T18:54:00Z,20.88,79.27
2026-02-17T18:55:00Z,22.14,79.53
2026-02-17T18:56:00Z,23.85,78.09
2026-02-17T18:57:00Z,20.53,80.76
2026-02-17T18:58:00Z,20.99,80.00
2026-02-17T18:59:00Z,20.02,82.93
2026-02-17T19:00:00Z,18.99,83.74
2026-02-17T19:01:00Z,20.57,81.78
2026-02-17T19:02:00Z,21.54,81.82
2026-02-17T19:03:00Z,22.88,78.00
2026-02-17T19:04:00Z,25.75,76.11
2026-02-17T19:05:00Z,20.07,82.65
2026-02-17T19:06:00Z,20.00,79.96
2026-02-17T19:07:00Z,20.00,81.00
2026-02-17T19:08:00Z,20.00,80.49
2026-02-17T19:09:00Z,23.23,78.00
2026-02-17T19:10:00Z,22.28,79.29
2026-02-17T19:11:00Z,21.02,79.17
2026-02-17T19:12:00Z,25.14,77.55
2026-02-17T19:13:00Z,30.35,74.37
2026-02-17T19:14:00Z,29.46,71.36
2026-02-17T19:15:00Z,29.49,71.61
2026-02-17T19:16:00Z,22.58,75.94
2026-02-17T19:17:00Z,21.14,78.70
2026-02-17T19:18:00Z,22.03,78.83
2026-02-17T19:19:00Z,17.96,80.42
2026-02-17T19:20:00Z,19.71,82.64
2026-02-17T19:21:00Z,18.59,84.77
2026-02-17T19:22:00Z,11.30,90.23
2026-02-17T19:23:00Z,8.30,91.06
2026-02-17T19:24:00Z,8.24,91.14
2026-02-17T19:25:00Z,7.32,93.53
2026-02-17T19:26:00Z,7.00,93.99
2026-02-17T19:27:00Z,7.82,93.31
2026-02-17T19:28:00Z,7.66,92.85
2026-02-17T19:29:00Z,7.62,94.06
2026-02-17T19:30:00Z,7.06,93.59
2026-02-17T19:31:00Z,7.87,94.42
2026-02-17T19:32:00Z,6.28,94.68
2026-02-17T19:33:00Z,7.33,94.56
2026-02-17T19:34:00Z,8.24,92.99
2026-02-17T19:35:00Z,9.65,90.03
2026-02-17T19:36:00Z,9.91,91.34
2026-02-17T19:37:00Z,8.67,92.97
2026-02-17T19:38:00Z,7.95,92.60
2026-02-17T19:39:00Z,7.98,93.88
2026-02-17T19:40:00Z,6.08,94.68
2026-02-17T19:41:00Z,7.00,93.83
2026-02-17T19:42:00Z,8.99,91.33
2026-02-17T19:43:00Z,8.11,92.92
2026-02-17T19:44:00Z,7.00,93.00
2026-02-17T19:45:00Z,7.00,93.55
2026-02-17T19:46:00Z,5.23,94.08
2026-02-17T19:47:00Z,3.84,96.23
2026-02-17T19:48:00Z,5.01,95.44
2026-02-17T19:49:00Z,7.20,95.17
2026-02-17T19:50:00Z,4.05,94.84
2026-02-17T19:51:00Z,4.59,95.24
2026-02-17T19:52:00Z,7.29,93.01
2026-02-17T19:53:00Z,8.84,93.00
2026-02-17T19:54:00Z,5.35,93.88
2026-02-17T19:55:00Z,5.32,94.00
2026-02-17T19:56:00Z,7.00,94.00
2026-02-17T19:57:00Z,7.94,93.69
2026-02-17T19:58:00Z,8.60,92.14
2026-02-17T19:59:00Z,9.00,92.67
2026-02-17T20:00:00Z,8.71,92.62
2026-02-17T20:01:00Z,7.87,93.19
2026-02-17T20:02:00Z,7.10,93.00
2026-02-17T20:03:00Z,9.30,91.74
2026-02-17T20:04:00Z,9.99,89.39
2026-02-17T20:05:00Z,14.72,84.76
2026-02-17T20:06:00Z,16.13,84.95
2026-02-17T20:07:00Z,11.65,86.69
2026-02-17T20:08:00Z,10.28,90.72
2026-02-17T20:09:00Z,9.91,91.02
2026-02-17T20:10:00Z,9.76,91.90
2026-02-17T20:11:00Z,8.49,92.72
2026-02-17T20:12:00Z,1.99,97.26
2026-02-17T20:13:00Z,1.00,99.00
2026-02-17T20:14:00Z,1.00,99.00
2026-02-17T20:15:00Z,1.00,99.00
2026-02-17T20:16:00Z,1.00,99.00
