# event_ticker=KXATPMATCH-26APR24SHEPRI
# final_score=6-4 6-7(4) 7-6(5)
# score_resolution=6-4 6-7 7-6
# match_winner=Dino Prizmic
# fav_player=Dino Prizmic
# dog_player=Ben Shelton
# kalshi_date=2026-04-24
timestamp,Ben Shelton,Dino Prizmic
2026-04-24T04:24:00Z,66.61,
2026-04-24T04:28:00Z,66.79,
2026-04-24T04:29:00Z,65.80,
2026-04-24T04:31:00Z,66.00,
2026-04-24T04:32:00Z,66.74,
2026-04-24T04:33:00Z,67.00,
2026-04-24T04:34:00Z,67.00,35.00
2026-04-24T04:35:00Z,67.00,35.00
2026-04-24T04:36:00Z,67.00,35.00
2026-04-24T04:37:00Z,67.23,35.00
2026-04-24T04:38:00Z,67.00,35.00
2026-04-24T04:39:00Z,67.00,35.00
2026-04-24T04:40:00Z,67.68,35.00
2026-04-24T04:41:00Z,68.00,35.00
2026-04-24T04:42:00Z,67.99,35.00
2026-04-24T04:43:00Z,67.00,35.00
2026-04-24T04:44:00Z,66.24,35.00
2026-04-24T04:45:00Z,67.00,35.00
2026-04-24T04:47:00Z,67.00,35.00
2026-04-24T04:48:00Z,67.00,35.00
2026-04-24T04:49:00Z,67.00,35.00
2026-04-24T04:50:00Z,67.51,35.00
2026-04-24T04:51:00Z,68.00,35.00
2026-04-24T04:52:00Z,68.00,35.00
2026-04-24T04:53:00Z,67.00,35.00
2026-04-24T04:54:00Z,67.19,35.00
2026-04-24T04:55:00Z,67.00,35.00
2026-04-24T04:56:00Z,67.00,35.00
2026-04-24T04:58:00Z,67.00,35.00
2026-04-24T05:00:00Z,67.00,35.00
2026-04-24T05:01:00Z,67.00,35.00
2026-04-24T05:02:00Z,67.00,35.00
2026-04-24T05:03:00Z,67.00,35.00
2026-04-24T05:04:00Z,67.20,35.00
2026-04-24T05:05:00Z,68.00,35.00
2026-04-24T05:06:00Z,68.00,35.00
2026-04-24T05:07:00Z,68.00,35.00
2026-04-24T05:08:00Z,68.00,35.00
2026-04-24T05:09:00Z,68.00,35.00
2026-04-24T05:10:00Z,68.00,35.00
2026-04-24T05:11:00Z,68.00,35.00
2026-04-24T05:12:00Z,68.00,35.00
2026-04-24T05:13:00Z,68.00,35.00
2026-04-24T05:14:00Z,68.00,32.20
2026-04-24T05:16:00Z,68.00,32.20
2026-04-24T05:17:00Z,68.00,32.20
2026-04-24T05:18:00Z,68.00,32.20
2026-04-24T05:19:00Z,68.00,32.20
2026-04-24T05:20:00Z,68.00,34.00
2026-04-24T05:22:00Z,68.00,32.00
2026-04-24T05:23:00Z,68.00,32.00
2026-04-24T05:24:00Z,68.00,34.00
2026-04-24T05:27:00Z,68.00,34.00
2026-04-24T05:28:00Z,68.00,33.00
2026-04-24T05:30:00Z,68.00,33.00
2026-04-24T05:31:00Z,68.00,33.00
2026-04-24T05:33:00Z,68.00,33.00
2026-04-24T05:34:00Z,68.00,33.00
2026-04-24T05:35:00Z,68.00,33.00
2026-04-24T05:36:00Z,68.00,33.00
2026-04-24T05:38:00Z,68.00,33.00
2026-04-24T05:39:00Z,68.00,34.00
2026-04-24T05:40:00Z,68.00,34.00
2026-04-24T05:41:00Z,68.00,34.00
2026-04-24T05:42:00Z,68.00,34.00
2026-04-24T05:45:00Z,68.00,34.00
2026-04-24T05:47:00Z,68.24,34.00
2026-04-24T05:48:00Z,68.00,34.00
2026-04-24T05:49:00Z,68.96,34.00
2026-04-24T05:50:00Z,68.00,34.00
