# event_ticker=KXATPMATCH-26JAN13SHECOM
# final_score=7-5 6-4
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Francisco Comesana
# kalshi_date=2026-01-13
timestamp,Ben Shelton,Francisco Comesana
2026-01-13T11:23:00Z,77.00,
2026-01-13T11:27:00Z,77.00,
2026-01-13T11:28:00Z,77.00,
2026-01-13T11:30:00Z,77.00,
2026-01-13T11:31:00Z,77.00,
2026-01-13T11:46:00Z,77.00,
2026-01-13T11:48:00Z,77.00,
2026-01-13T12:14:00Z,77.00,
2026-01-13T12:22:00Z,77.00,
2026-01-13T12:25:00Z,77.00,
2026-01-13T12:28:00Z,77.00,
2026-01-13T12:47:00Z,77.00,
2026-01-13T12:49:00Z,77.00,25.00
2026-01-13T12:52:00Z,77.00,25.00
2026-01-13T13:02:00Z,77.00,25.00
2026-01-13T13:06:00Z,77.00,25.00
2026-01-13T13:07:00Z,77.00,25.00
2026-01-13T13:08:00Z,77.00,25.00
2026-01-13T13:13:00Z,77.00,25.00
2026-01-13T13:16:00Z,77.00,25.00
2026-01-13T13:17:00Z,77.00,25.00
2026-01-13T13:19:00Z,77.00,25.00
2026-01-13T13:38:00Z,77.00,25.00
2026-01-13T13:39:00Z,77.00,25.00
2026-01-13T13:42:00Z,77.00,25.00
2026-01-13T13:44:00Z,77.00,25.00
2026-01-13T13:45:00Z,77.00,25.00
2026-01-13T14:08:00Z,77.00,25.00
2026-01-13T14:11:00Z,77.00,25.00
2026-01-13T14:22:00Z,77.00,25.00
2026-01-13T14:25:00Z,76.00,25.00
2026-01-13T14:28:00Z,77.00,25.00
2026-01-13T14:42:00Z,77.00,25.00
2026-01-13T14:45:00Z,77.00,25.00
2026-01-13T14:48:00Z,77.00,25.00
2026-01-13T14:55:00Z,77.00,25.00
2026-01-13T15:01:00Z,77.00,25.00
2026-01-13T15:02:00Z,77.00,25.00
2026-01-13T15:04:00Z,77.00,25.00
2026-01-13T15:09:00Z,77.00,25.00
2026-01-13T15:10:00Z,76.99,25.00
2026-01-13T15:14:00Z,76.32,25.00
2026-01-13T15:15:00Z,77.00,25.00
2026-01-13T15:21:00Z,77.00,25.00
2026-01-13T15:22:00Z,77.00,24.00
2026-01-13T15:51:00Z,77.00,24.00
2026-01-13T15:54:00Z,77.00,24.00
2026-01-13T15:56:00Z,77.00,24.00
2026-01-13T15:59:00Z,77.00,24.00
2026-01-13T16:14:00Z,77.00,24.00
2026-01-13T16:19:00Z,77.00,24.00
2026-01-13T16:31:00Z,77.00,24.00
2026-01-13T16:39:00Z,77.00,24.00
2026-01-13T16:40:00Z,76.71,24.00
2026-01-13T16:49:00Z,77.81,24.00
2026-01-13T16:56:00Z,78.00,24.00
2026-01-13T16:57:00Z,78.00,24.00
2026-01-13T17:06:00Z,78.00,24.00
2026-01-13T17:11:00Z,77.00,24.00
2026-01-13T17:16:00Z,77.00,24.00
2026-01-13T17:20:00Z,77.00,24.00
2026-01-13T17:22:00Z,77.00,24.00
2026-01-13T17:24:00Z,77.00,24.00
2026-01-13T17:26:00Z,77.00,24.00
2026-01-13T17:48:00Z,77.00,24.00
2026-01-13T17:52:00Z,78.00,24.00
2026-01-13T17:58:00Z,78.00,24.00
2026-01-13T18:03:00Z,78.00,24.00
2026-01-13T18:20:00Z,78.00,24.00
2026-01-13T18:22:00Z,76.00,24.00
2026-01-13T18:29:00Z,77.00,24.00
2026-01-13T18:30:00Z,77.00,24.00
2026-01-13T18:31:00Z,77.00,24.00
2026-01-13T18:32:00Z,77.00,24.00
2026-01-13T18:35:00Z,76.00,24.00
2026-01-13T18:52:00Z,77.00,24.00
2026-01-13T18:54:00Z,77.18,24.00
2026-01-13T18:56:00Z,78.00,24.00
2026-01-13T18:57:00Z,77.00,24.00
2026-01-13T19:00:00Z,77.00,24.00
2026-01-13T19:02:00Z,77.00,24.00
2026-01-13T19:07:00Z,77.00,24.00
2026-01-13T19:11:00Z,77.00,24.00
2026-01-13T19:15:00Z,77.00,24.00
2026-01-13T19:16:00Z,77.00,24.00
2026-01-13T19:18:00Z,77.00,24.00
2026-01-13T19:22:00Z,77.00,24.00
2026-01-13T19:24:00Z,77.00,24.00
2026-01-13T19:25:00Z,76.00,24.00
2026-01-13T19:33:00Z,76.00,24.00
2026-01-13T19:36:00Z,77.00,24.00
2026-01-13T19:42:00Z,77.00,24.00
2026-01-13T19:44:00Z,77.00,24.00
2026-01-13T19:45:00Z,77.00,24.00
2026-01-13T19:46:00Z,77.00,24.00
2026-01-13T19:47:00Z,77.00,24.00
2026-01-13T19:48:00Z,77.00,24.00
2026-01-13T19:49:00Z,77.00,24.00
2026-01-13T19:50:00Z,77.00,24.00
2026-01-13T19:52:00Z,77.00,24.00
2026-01-13T19:53:00Z,77.00,24.00
2026-01-13T19:55:00Z,77.00,24.00
2026-01-13T19:57:00Z,77.00,24.00
2026-01-13T19:58:00Z,78.00,24.00
2026-01-13T20:00:00Z,77.00,24.00
2026-01-13T20:01:00Z,77.00,24.00
2026-01-13T20:02:00Z,78.00,24.00
2026-01-13T20:03:00Z,78.00,24.00
2026-01-13T20:05:00Z,78.00,24.00
2026-01-13T20:06:00Z,78.00,24.00
2026-01-13T20:09:00Z,78.00,24.00
2026-01-13T20:10:00Z,77.00,24.00
2026-01-13T20:13:00Z,78.00,24.00
2026-01-13T20:18:00Z,78.00,24.00
2026-01-13T20:20:00Z,78.00,23.00
2026-01-13T20:21:00Z,78.00,23.00
2026-01-13T20:23:00Z,78.00,23.00
2026-01-13T20:28:00Z,77.00,23.00
2026-01-13T20:31:00Z,77.00,23.00
2026-01-13T20:32:00Z,76.00,23.00
2026-01-13T20:33:00Z,77.00,23.00
2026-01-13T20:38:00Z,76.00,23.00
2026-01-13T20:42:00Z,76.00,24.00
2026-01-13T20:43:00Z,76.00,25.00
2026-01-13T20:45:00Z,76.33,25.00
2026-01-13T20:48:00Z,76.00,25.00
2026-01-13T20:49:00Z,76.00,25.00
2026-01-13T20:57:00Z,76.00,25.00
2026-01-13T21:00:00Z,76.00,25.00
2026-01-13T21:02:00Z,76.00,25.00
2026-01-13T21:03:00Z,76.79,25.00
2026-01-13T21:04:00Z,76.29,25.00
2026-01-13T21:05:00Z,77.00,25.00
2026-01-13T21:06:00Z,77.00,25.00
2026-01-13T21:08:00Z,77.00,25.00
2026-01-13T21:09:00Z,77.00,25.00
2026-01-13T21:10:00Z,77.00,25.00
2026-01-13T21:11:00Z,76.00,25.00
2026-01-13T21:16:00Z,76.00,25.00
2026-01-13T21:17:00Z,76.00,24.00
2026-01-13T21:19:00Z,76.00,24.00
2026-01-13T21:20:00Z,76.00,24.00
2026-01-13T21:21:00Z,75.98,24.00
2026-01-13T21:22:00Z,76.00,24.00
2026-01-13T21:23:00Z,76.00,24.00
2026-01-13T21:26:00Z,76.00,25.00
2026-01-13T21:27:00Z,76.00,25.00
2026-01-13T21:29:00Z,76.00,25.00
2026-01-13T21:31:00Z,76.00,25.00
2026-01-13T21:32:00Z,75.00,25.00
2026-01-13T21:33:00Z,76.00,25.00
2026-01-13T21:34:00Z,75.15,25.00
2026-01-13T21:38:00Z,76.00,25.00
2026-01-13T21:39:00Z,76.04,26.00
