# event_ticker=KXATPCHALLENGERMATCH-26MAR14MONOLI
# final_score=3-6 6-4 7-5
# match_winner=Genaro Alberto Olivieri
# fav_player=Genaro Alberto Olivieri
# dog_player=Thiago Monteiro
# kalshi_date=2026-03-14
timestamp,Genaro Alberto Olivieri,Thiago Monteiro
2026-03-14T15:51:00Z,32.38,69.90
2026-03-14T15:52:00Z,36.00,69.90
2026-03-14T15:53:00Z,36.16,65.99
2026-03-14T15:54:00Z,36.00,65.93
2026-03-14T15:55:00Z,36.77,65.56
2026-03-14T15:56:00Z,33.11,67.47
2026-03-14T15:57:00Z,31.39,68.50
2026-03-14T15:58:00Z,26.91,71.93
2026-03-14T15:59:00Z,27.10,76.72
2026-03-14T16:00:00Z,21.90,79.95
2026-03-14T16:01:00Z,18.19,82.99
2026-03-14T16:02:00Z,17.95,82.92
2026-03-14T16:03:00Z,18.18,83.06
2026-03-14T16:04:00Z,16.99,82.75
2026-03-14T16:05:00Z,18.45,83.59
2026-03-14T16:06:00Z,14.83,84.99
2026-03-14T16:07:00Z,15.89,85.90
2026-03-14T16:08:00Z,14.90,85.56
2026-03-14T16:09:00Z,17.13,83.95
2026-03-14T16:10:00Z,18.00,84.00
2026-03-14T16:11:00Z,17.66,84.00
2026-03-14T16:12:00Z,16.05,85.40
2026-03-14T16:13:00Z,16.86,84.25
2026-03-14T16:14:00Z,17.63,84.24
2026-03-14T16:15:00Z,20.99,82.17
2026-03-14T16:16:00Z,21.24,81.85
2026-03-14T16:17:00Z,21.72,79.12
2026-03-14T16:18:00Z,18.00,83.37
2026-03-14T16:19:00Z,15.75,83.88
2026-03-14T16:20:00Z,13.00,86.62
2026-03-14T16:21:00Z,11.86,89.00
2026-03-14T16:22:00Z,11.97,89.00
2026-03-14T16:23:00Z,12.00,88.97
2026-03-14T16:24:00Z,11.98,87.98
2026-03-14T16:25:00Z,12.72,87.57
2026-03-14T16:26:00Z,10.22,89.86
2026-03-14T16:27:00Z,11.08,89.17
2026-03-14T16:28:00Z,12.60,87.98
2026-03-14T16:29:00Z,12.09,88.08
2026-03-14T16:30:00Z,13.02,87.39
2026-03-14T16:31:00Z,11.69,89.39
2026-03-14T16:32:00Z,11.71,88.29
2026-03-14T16:33:00Z,11.47,89.00
2026-03-14T16:34:00Z,12.21,89.57
2026-03-14T16:35:00Z,8.33,92.86
2026-03-14T16:36:00Z,8.60,91.99
2026-03-14T16:37:00Z,4.93,94.89
2026-03-14T16:38:00Z,4.57,96.21
2026-03-14T16:39:00Z,4.68,96.97
2026-03-14T16:40:00Z,3.84,95.97
2026-03-14T16:41:00Z,5.66,96.55
2026-03-14T16:42:00Z,4.50,97.00
2026-03-14T16:43:00Z,6.54,95.22
2026-03-14T16:44:00Z,8.98,91.87
2026-03-14T16:45:00Z,7.00,95.27
2026-03-14T16:46:00Z,10.39,90.64
2026-03-14T16:47:00Z,11.75,87.15
2026-03-14T16:48:00Z,12.35,87.38
2026-03-14T16:49:00Z,11.00,90.13
2026-03-14T16:50:00Z,14.14,86.33
2026-03-14T16:51:00Z,16.73,84.27
2026-03-14T16:52:00Z,13.33,87.62
2026-03-14T16:53:00Z,11.91,88.87
2026-03-14T16:54:00Z,11.85,88.58
2026-03-14T16:55:00Z,13.21,88.94
2026-03-14T16:56:00Z,16.00,85.06
2026-03-14T16:57:00Z,16.28,84.39
2026-03-14T16:58:00Z,17.39,85.71
2026-03-14T16:59:00Z,17.66,83.93
2026-03-14T17:00:00Z,19.24,82.42
2026-03-14T17:01:00Z,16.08,84.32
2026-03-14T17:02:00Z,18.14,82.75
2026-03-14T17:03:00Z,13.87,87.56
2026-03-14T17:04:00Z,13.93,87.07
2026-03-14T17:05:00Z,15.43,84.32
2026-03-14T17:06:00Z,14.33,85.82
2026-03-14T17:07:00Z,14.81,86.56
2026-03-14T17:08:00Z,16.16,83.82
2026-03-14T17:09:00Z,12.92,85.90
2026-03-14T17:10:00Z,13.59,86.05
2026-03-14T17:11:00Z,18.23,82.84
2026-03-14T17:12:00Z,16.47,83.53
2026-03-14T17:13:00Z,19.86,80.60
2026-03-14T17:14:00Z,27.71,64.11
2026-03-14T17:15:00Z,35.20,64.73
2026-03-14T17:16:00Z,33.95,66.71
2026-03-14T17:17:00Z,34.81,67.96
2026-03-14T17:18:00Z,31.90,68.34
2026-03-14T17:19:00Z,35.72,66.57
2026-03-14T17:20:00Z,39.33,59.96
2026-03-14T17:21:00Z,39.18,60.00
2026-03-14T17:22:00Z,39.18,60.00
2026-03-14T17:23:00Z,39.19,59.86
2026-03-14T17:24:00Z,41.96,59.66
2026-03-14T17:25:00Z,46.93,54.79
2026-03-14T17:26:00Z,41.29,59.02
2026-03-14T17:27:00Z,40.27,61.53
2026-03-14T17:28:00Z,47.51,52.87
2026-03-14T17:29:00Z,61.56,37.75
2026-03-14T17:30:00Z,63.94,35.55
2026-03-14T17:31:00Z,66.64,31.93
2026-03-14T17:32:00Z,64.49,36.72
2026-03-14T17:33:00Z,69.70,30.23
2026-03-14T17:34:00Z,70.40,29.66
2026-03-14T17:35:00Z,73.32,25.95
2026-03-14T17:36:00Z,79.93,19.21
2026-03-14T17:37:00Z,80.95,18.84
2026-03-14T17:38:00Z,89.09,9.93
2026-03-14T17:39:00Z,89.90,9.43
2026-03-14T17:40:00Z,88.96,10.71
2026-03-14T17:41:00Z,88.11,12.46
2026-03-14T17:42:00Z,82.74,16.13
2026-03-14T17:43:00Z,75.24,23.75
2026-03-14T17:44:00Z,71.85,27.97
2026-03-14T17:45:00Z,73.76,27.17
2026-03-14T17:46:00Z,71.90,28.53
2026-03-14T17:47:00Z,74.07,27.73
2026-03-14T17:48:00Z,73.01,26.16
2026-03-14T17:49:00Z,77.84,19.60
2026-03-14T17:50:00Z,70.56,27.57
2026-03-14T17:51:00Z,70.81,28.85
2026-03-14T17:52:00Z,77.16,24.78
2026-03-14T17:53:00Z,80.10,17.51
2026-03-14T17:54:00Z,81.35,18.78
2026-03-14T17:55:00Z,83.16,18.65
2026-03-14T17:56:00Z,78.63,21.51
2026-03-14T17:57:00Z,79.18,20.88
2026-03-14T17:58:00Z,77.79,22.91
2026-03-14T17:59:00Z,78.00,23.38
2026-03-14T18:00:00Z,69.08,28.30
2026-03-14T18:01:00Z,72.87,28.72
2026-03-14T18:02:00Z,69.34,30.18
2026-03-14T18:03:00Z,69.76,29.16
2026-03-14T18:04:00Z,59.19,40.37
2026-03-14T18:05:00Z,41.09,58.70
2026-03-14T18:06:00Z,34.79,64.09
2026-03-14T18:07:00Z,33.75,67.03
2026-03-14T18:08:00Z,33.34,67.83
2026-03-14T18:09:00Z,35.27,64.71
2026-03-14T18:10:00Z,32.38,67.63
2026-03-14T18:11:00Z,30.27,68.93
2026-03-14T18:12:00Z,26.32,74.85
2026-03-14T18:13:00Z,23.27,72.92
2026-03-14T18:14:00Z,35.39,60.23
2026-03-14T18:15:00Z,40.16,60.96
2026-03-14T18:16:00Z,27.75,69.82
2026-03-14T18:17:00Z,18.87,77.76
2026-03-14T18:18:00Z,32.96,69.04
2026-03-14T18:19:00Z,33.27,68.80
2026-03-14T18:20:00Z,31.44,72.16
2026-03-14T18:21:00Z,40.60,60.12
2026-03-14T18:22:00Z,37.39,59.74
2026-03-14T18:23:00Z,40.22,58.72
2026-03-14T18:24:00Z,38.85,59.21
2026-03-14T18:25:00Z,42.22,59.45
2026-03-14T18:26:00Z,56.97,41.10
2026-03-14T18:27:00Z,84.73,16.33
2026-03-14T18:28:00Z,83.77,15.85
2026-03-14T18:29:00Z,86.52,9.81
2026-03-14T18:30:00Z,73.63,22.99
2026-03-14T18:31:00Z,89.04,13.39
2026-03-14T18:32:00Z,97.76,6.76
2026-03-14T18:33:00Z,99.00,6.76
