# event_ticker=KXATPCHALLENGERMATCH-26MAR14MONOLI
# final_score=3-6 6-4 7-5
# match_winner=Genaro Alberto Olivieri
# fav_player=Genaro Alberto Olivieri
# dog_player=Thiago Monteiro
# kalshi_date=2026-03-14
timestamp,Genaro Alberto Olivieri,Thiago Monteiro
2026-03-14T04:46:00Z,28.00,
2026-03-14T04:47:00Z,28.00,79.00
2026-03-14T05:02:00Z,26.00,76.00
2026-03-14T05:04:00Z,26.00,76.00
2026-03-14T05:05:00Z,26.00,76.00
2026-03-14T05:36:00Z,26.00,76.00
2026-03-14T05:43:00Z,26.00,76.00
2026-03-14T05:53:00Z,26.00,76.00
2026-03-14T05:54:00Z,26.00,74.00
2026-03-14T05:56:00Z,26.00,74.00
2026-03-14T05:59:00Z,26.00,74.00
2026-03-14T06:18:00Z,24.00,74.00
2026-03-14T06:30:00Z,24.00,74.00
2026-03-14T06:31:00Z,24.00,76.05
2026-03-14T07:11:00Z,24.00,77.00
2026-03-14T07:14:00Z,24.00,77.00
2026-03-14T07:28:00Z,24.00,77.00
2026-03-14T07:40:00Z,24.00,77.00
2026-03-14T08:51:00Z,24.00,78.00
2026-03-14T09:52:00Z,23.07,78.00
2026-03-14T09:53:00Z,23.07,79.00
2026-03-14T10:17:00Z,24.00,79.00
2026-03-14T10:31:00Z,24.00,79.00
2026-03-14T10:49:00Z,23.00,79.00
2026-03-14T10:51:00Z,21.00,79.00
2026-03-14T11:34:00Z,23.07,79.00
2026-03-14T11:46:00Z,24.00,79.00
2026-03-14T11:51:00Z,24.00,78.00
2026-03-14T11:58:00Z,24.00,78.00
2026-03-14T12:01:00Z,24.00,78.00
2026-03-14T12:04:00Z,24.00,78.00
2026-03-14T12:11:00Z,26.00,78.00
2026-03-14T12:12:00Z,26.00,78.00
2026-03-14T12:13:00Z,26.00,78.00
2026-03-14T12:33:00Z,26.00,76.00
2026-03-14T12:37:00Z,26.00,76.00
2026-03-14T12:43:00Z,26.00,76.00
2026-03-14T12:44:00Z,26.00,76.00
2026-03-14T12:52:00Z,26.00,76.00
2026-03-14T12:54:00Z,26.00,76.00
2026-03-14T13:03:00Z,26.00,76.00
2026-03-14T13:04:00Z,26.00,76.00
2026-03-14T13:09:00Z,26.00,76.00
2026-03-14T13:18:00Z,26.00,76.00
2026-03-14T13:20:00Z,26.00,76.00
2026-03-14T13:24:00Z,26.00,76.00
2026-03-14T13:28:00Z,25.00,76.00
2026-03-14T13:30:00Z,25.00,76.00
2026-03-14T13:34:00Z,25.00,76.00
2026-03-14T13:49:00Z,25.00,76.00
2026-03-14T13:51:00Z,25.00,76.00
2026-03-14T13:55:00Z,27.93,76.00
2026-03-14T14:02:00Z,27.93,75.00
2026-03-14T14:03:00Z,26.00,75.00
2026-03-14T14:06:00Z,26.00,75.00
2026-03-14T14:14:00Z,26.00,75.00
2026-03-14T14:16:00Z,26.00,75.00
2026-03-14T14:18:00Z,25.00,75.00
2026-03-14T14:20:00Z,25.00,75.00
2026-03-14T14:24:00Z,25.00,75.00
2026-03-14T14:26:00Z,25.00,75.00
2026-03-14T14:27:00Z,25.00,75.00
2026-03-14T14:28:00Z,25.00,75.00
2026-03-14T14:30:00Z,26.00,75.00
2026-03-14T14:36:00Z,26.00,75.00
2026-03-14T14:37:00Z,26.00,75.00
2026-03-14T14:38:00Z,26.00,75.00
2026-03-14T14:45:00Z,26.00,75.00
2026-03-14T14:46:00Z,26.00,75.00
2026-03-14T14:50:00Z,26.00,75.00
2026-03-14T14:54:00Z,26.00,75.00
2026-03-14T14:57:00Z,26.00,75.00
2026-03-14T14:59:00Z,26.00,75.00
2026-03-14T15:00:00Z,26.00,74.84
2026-03-14T15:01:00Z,26.00,75.00
2026-03-14T15:02:00Z,26.00,75.00
2026-03-14T15:05:00Z,26.00,75.00
2026-03-14T15:07:00Z,26.00,75.00
2026-03-14T15:13:00Z,26.00,75.00
2026-03-14T15:14:00Z,26.10,75.00
2026-03-14T15:15:00Z,27.00,75.00
2026-03-14T15:16:00Z,26.03,75.00
2026-03-14T15:19:00Z,26.03,75.00
2026-03-14T15:21:00Z,26.03,75.00
2026-03-14T15:22:00Z,27.00,75.00
2026-03-14T15:24:00Z,27.00,75.00
2026-03-14T15:26:00Z,27.00,75.00
2026-03-14T15:29:00Z,27.00,75.00
2026-03-14T15:30:00Z,26.96,75.00
2026-03-14T15:32:00Z,26.05,75.00
2026-03-14T15:33:00Z,26.96,75.60
2026-03-14T15:35:00Z,24.49,75.00
2026-03-14T15:37:00Z,26.77,75.00
2026-03-14T15:38:00Z,27.00,75.00
2026-03-14T15:39:00Z,27.00,75.00
2026-03-14T15:40:00Z,27.00,75.00
2026-03-14T15:41:00Z,27.00,75.00
2026-03-14T15:42:00Z,26.75,77.49
2026-03-14T15:43:00Z,27.42,74.46
2026-03-14T15:44:00Z,28.27,70.99
2026-03-14T15:45:00Z,32.07,70.28
2026-03-14T15:46:00Z,35.62,65.07
2026-03-14T15:47:00Z,38.66,61.99
2026-03-14T15:48:00Z,36.86,64.45
2026-03-14T15:49:00Z,32.44,68.59
2026-03-14T15:50:00Z,31.17,69.90
