# event_ticker=KXATPCHALLENGERMATCH-26FEB24FATMOR
# final_score=2-6 6-3 7-6(3)
# score_resolution=2-6 6-3 7-6
# match_winner=Alejandro Moro Canas
# fav_player=Alejandro Moro Canas
# dog_player=Nerman Fatic
# kalshi_date=2026-02-24
timestamp,Alejandro Moro Canas,Nerman Fatic
2026-02-24T06:54:00Z,,24.00
2026-02-24T08:16:00Z,,28.00
2026-02-24T09:08:00Z,,28.00
2026-02-24T09:26:00Z,75.00,28.00
2026-02-24T10:28:00Z,75.00,28.00
2026-02-24T10:31:00Z,75.00,28.00
2026-02-24T10:32:00Z,75.00,28.00
2026-02-24T10:33:00Z,75.00,28.00
2026-02-24T10:59:00Z,75.00,28.00
2026-02-24T11:06:00Z,74.00,28.00
2026-02-24T11:12:00Z,74.00,28.00
2026-02-24T11:17:00Z,75.00,28.00
2026-02-24T11:37:00Z,75.00,28.00
2026-02-24T11:54:00Z,73.00,28.00
2026-02-24T13:07:00Z,73.00,28.00
2026-02-24T13:10:00Z,73.00,27.00
2026-02-24T13:36:00Z,73.00,27.00
2026-02-24T14:06:00Z,73.00,28.00
2026-02-24T14:07:00Z,73.85,28.00
2026-02-24T14:18:00Z,74.00,28.00
2026-02-24T14:30:00Z,74.00,28.00
2026-02-24T14:32:00Z,74.00,23.00
2026-02-24T14:42:00Z,74.00,23.00
2026-02-24T15:16:00Z,74.00,25.00
2026-02-24T15:17:00Z,78.00,25.00
2026-02-24T15:22:00Z,78.00,25.00
2026-02-24T15:36:00Z,78.00,25.00
2026-02-24T15:40:00Z,78.00,25.00
2026-02-24T15:47:00Z,78.00,25.00
2026-02-24T15:55:00Z,78.00,25.00
2026-02-24T16:00:00Z,78.00,25.00
2026-02-24T16:01:00Z,78.00,25.00
2026-02-24T16:03:00Z,78.00,25.00
2026-02-24T16:06:00Z,78.00,25.00
2026-02-24T16:11:00Z,75.00,25.00
2026-02-24T16:17:00Z,75.00,25.00
2026-02-24T16:24:00Z,75.00,25.00
2026-02-24T16:25:00Z,75.00,25.00
2026-02-24T16:27:00Z,75.00,25.00
2026-02-24T16:35:00Z,78.00,25.00
2026-02-24T16:36:00Z,78.40,25.00
2026-02-24T16:38:00Z,78.00,25.00
2026-02-24T16:39:00Z,78.00,22.00
2026-02-24T16:40:00Z,77.73,23.00
2026-02-24T16:41:00Z,79.00,23.18
2026-02-24T16:42:00Z,78.00,24.00
2026-02-24T16:43:00Z,78.00,23.26
2026-02-24T16:44:00Z,77.28,23.09
2026-02-24T16:45:00Z,78.00,21.81
2026-02-24T16:46:00Z,80.22,23.17
2026-02-24T16:47:00Z,76.09,25.21
2026-02-24T16:48:00Z,78.00,23.00
2026-02-24T16:49:00Z,79.00,23.00
2026-02-24T16:50:00Z,79.97,23.00
2026-02-24T16:51:00Z,80.36,20.32
2026-02-24T16:52:00Z,79.00,21.97
2026-02-24T16:53:00Z,82.00,19.72
2026-02-24T16:54:00Z,84.02,17.78
2026-02-24T16:55:00Z,84.02,22.29
2026-02-24T16:56:00Z,76.01,26.57
2026-02-24T16:57:00Z,76.01,23.48
2026-02-24T16:58:00Z,75.37,23.48
2026-02-24T16:59:00Z,74.03,28.26
2026-02-24T17:00:00Z,74.99,25.15
2026-02-24T17:01:00Z,73.14,27.22
2026-02-24T17:02:00Z,61.57,34.65
2026-02-24T17:03:00Z,59.00,42.90
2026-02-24T17:04:00Z,59.00,43.88
2026-02-24T17:05:00Z,56.67,47.00
2026-02-24T17:06:00Z,51.08,49.19
2026-02-24T17:07:00Z,50.18,53.21
2026-02-24T17:08:00Z,43.01,57.38
2026-02-24T17:09:00Z,44.23,54.98
2026-02-24T17:10:00Z,41.63,59.67
2026-02-24T17:11:00Z,38.03,62.30
2026-02-24T17:12:00Z,37.89,63.87
2026-02-24T17:13:00Z,35.44,66.03
2026-02-24T17:14:00Z,34.59,67.46
2026-02-24T17:15:00Z,37.88,65.30
2026-02-24T17:16:00Z,39.13,61.09
2026-02-24T17:17:00Z,42.03,58.63
2026-02-24T17:18:00Z,39.70,62.55
2026-02-24T17:19:00Z,37.60,64.22
2026-02-24T17:20:00Z,38.02,64.40
2026-02-24T17:21:00Z,39.41,63.37
2026-02-24T17:22:00Z,36.59,64.63
2026-02-24T17:23:00Z,33.93,66.78
2026-02-24T17:24:00Z,34.38,68.12
2026-02-24T17:25:00Z,35.03,64.81
2026-02-24T17:26:00Z,38.10,66.88
2026-02-24T17:27:00Z,37.98,62.35
2026-02-24T17:28:00Z,40.76,63.67
2026-02-24T17:29:00Z,40.20,64.38
2026-02-24T17:30:00Z,36.68,63.10
2026-02-24T17:31:00Z,40.60,62.04
2026-02-24T17:32:00Z,41.38,62.86
2026-02-24T17:33:00Z,36.14,63.49
2026-02-24T17:34:00Z,35.76,64.93
2026-02-24T17:35:00Z,37.93,61.74
2026-02-24T17:36:00Z,38.38,60.88
2026-02-24T17:37:00Z,39.93,60.87
2026-02-24T17:38:00Z,43.61,56.20
2026-02-24T17:39:00Z,42.85,59.24
2026-02-24T17:40:00Z,46.14,54.57
2026-02-24T17:41:00Z,42.71,59.92
2026-02-24T17:42:00Z,41.55,59.63
2026-02-24T17:43:00Z,50.53,55.36
2026-02-24T17:44:00Z,47.78,55.12
2026-02-24T17:45:00Z,49.85,50.20
2026-02-24T17:46:00Z,64.11,37.84
2026-02-24T17:47:00Z,64.45,35.63
2026-02-24T17:48:00Z,67.55,33.58
2026-02-24T17:49:00Z,67.50,32.89
2026-02-24T17:50:00Z,69.33,30.60
2026-02-24T17:51:00Z,68.54,32.56
2026-02-24T17:52:00Z,67.92,32.44
2026-02-24T17:53:00Z,67.91,34.61
2026-02-24T17:54:00Z,65.76,33.89
2026-02-24T17:55:00Z,67.99,34.22
2026-02-24T17:56:00Z,69.47,32.13
2026-02-24T17:57:00Z,69.04,31.02
2026-02-24T17:58:00Z,68.76,30.35
2026-02-24T17:59:00Z,66.30,34.53
2026-02-24T18:00:00Z,63.77,34.17
2026-02-24T18:01:00Z,64.41,37.53
2026-02-24T18:02:00Z,64.20,35.94
2026-02-24T18:03:00Z,67.00,33.98
2026-02-24T18:04:00Z,67.23,32.99
2026-02-24T18:05:00Z,76.88,25.66
2026-02-24T18:06:00Z,80.33,17.47
2026-02-24T18:07:00Z,69.06,33.03
2026-02-24T18:08:00Z,63.00,37.26
2026-02-24T18:09:00Z,62.62,38.99
2026-02-24T18:10:00Z,64.97,38.14
2026-02-24T18:11:00Z,66.55,31.58
2026-02-24T18:12:00Z,66.01,33.79
2026-02-24T18:13:00Z,69.92,31.88
2026-02-24T18:14:00Z,76.33,28.69
2026-02-24T18:15:00Z,72.28,28.52
2026-02-24T18:16:00Z,86.40,17.52
2026-02-24T18:17:00Z,90.89,9.02
2026-02-24T18:18:00Z,91.61,9.10
2026-02-24T18:19:00Z,86.61,10.23
2026-02-24T18:20:00Z,89.49,9.72
2026-02-24T18:21:00Z,84.18,14.31
2026-02-24T18:22:00Z,81.98,18.63
2026-02-24T18:23:00Z,85.51,12.94
2026-02-24T18:24:00Z,87.97,11.19
2026-02-24T18:25:00Z,62.36,38.50
2026-02-24T18:26:00Z,52.63,44.39
2026-02-24T18:27:00Z,55.37,44.69
2026-02-24T18:28:00Z,56.50,44.35
2026-02-24T18:29:00Z,50.52,49.16
2026-02-24T18:30:00Z,45.27,51.36
2026-02-24T18:31:00Z,50.38,51.69
2026-02-24T18:32:00Z,56.64,50.17
2026-02-24T18:33:00Z,59.77,40.69
2026-02-24T18:34:00Z,65.28,38.96
2026-02-24T18:35:00Z,70.35,35.97
2026-02-24T18:36:00Z,67.89,34.46
2026-02-24T18:37:00Z,93.79,6.94
2026-02-24T18:38:00Z,94.25,7.82
2026-02-24T18:39:00Z,96.77,3.62
2026-02-24T18:40:00Z,96.10,4.12
2026-02-24T18:41:00Z,90.65,10.14
2026-02-24T18:42:00Z,77.67,23.66
2026-02-24T18:43:00Z,82.68,16.09
2026-02-24T18:44:00Z,78.36,21.93
2026-02-24T18:45:00Z,74.44,26.58
2026-02-24T18:46:00Z,52.84,48.73
2026-02-24T18:47:00Z,45.37,54.90
2026-02-24T18:48:00Z,44.05,56.24
2026-02-24T18:49:00Z,45.87,54.78
2026-02-24T18:50:00Z,52.04,46.52
2026-02-24T18:51:00Z,51.68,49.97
2026-02-24T18:52:00Z,55.47,46.93
2026-02-24T18:53:00Z,71.32,24.53
2026-02-24T18:54:00Z,83.46,18.01
2026-02-24T18:55:00Z,80.24,20.89
2026-02-24T18:56:00Z,74.00,28.17
2026-02-24T18:57:00Z,83.94,17.70
2026-02-24T18:58:00Z,92.69,8.10
2026-02-24T18:59:00Z,97.18,2.90
