# event_ticker=KXATPCHALLENGERMATCH-26APR22KUHKAS
# final_score=6-1 6-0
# match_winner=Maks Kasnikowski
# fav_player=Maks Kasnikowski
# dog_player=Matt Kuhar
# kalshi_date=2026-04-22
timestamp,Matt Kuhar,Maks Kasnikowski
2026-04-22T08:07:00Z,19.00,
2026-04-22T09:15:00Z,19.00,84.78
2026-04-22T09:17:00Z,16.00,84.78
2026-04-22T09:18:00Z,16.00,88.00
2026-04-22T10:54:00Z,13.00,88.00
2026-04-22T11:09:00Z,12.00,89.00
2026-04-22T11:28:00Z,12.00,89.00
2026-04-22T11:41:00Z,12.87,89.00
2026-04-22T11:44:00Z,12.00,89.11
2026-04-22T12:03:00Z,12.00,88.00
2026-04-22T12:09:00Z,12.00,88.00
2026-04-22T12:10:00Z,12.00,88.00
2026-04-22T12:57:00Z,12.00,88.00
2026-04-22T13:11:00Z,12.00,90.00
2026-04-22T13:26:00Z,10.00,90.00
2026-04-22T14:05:00Z,12.00,90.00
2026-04-22T14:30:00Z,12.00,90.00
2026-04-22T14:38:00Z,12.00,90.00
2026-04-22T14:39:00Z,12.00,90.00
2026-04-22T14:40:00Z,12.00,90.00
2026-04-22T14:52:00Z,12.00,90.00
2026-04-22T15:03:00Z,12.00,90.00
2026-04-22T15:54:00Z,12.00,90.00
2026-04-22T15:57:00Z,12.00,90.00
2026-04-22T16:30:00Z,12.00,90.00
2026-04-22T16:42:00Z,10.00,90.00
2026-04-22T16:57:00Z,12.00,90.00
2026-04-22T17:11:00Z,12.00,90.00
2026-04-22T17:33:00Z,12.00,90.00
2026-04-22T17:34:00Z,12.61,90.00
2026-04-22T17:35:00Z,12.61,90.00
2026-04-22T17:38:00Z,12.00,90.00
2026-04-22T17:40:00Z,12.66,90.00
2026-04-22T17:41:00Z,12.99,90.00
2026-04-22T17:54:00Z,12.99,90.00
2026-04-22T17:58:00Z,12.97,90.00
2026-04-22T18:00:00Z,12.89,90.00
2026-04-22T18:08:00Z,13.00,88.00
2026-04-22T18:10:00Z,13.00,88.00
2026-04-22T18:13:00Z,12.65,88.00
2026-04-22T18:14:00Z,13.00,88.00
2026-04-22T18:17:00Z,13.00,88.00
2026-04-22T18:18:00Z,13.00,88.00
2026-04-22T18:19:00Z,13.00,88.00
2026-04-22T18:20:00Z,13.00,88.00
2026-04-22T18:26:00Z,13.00,88.00
2026-04-22T18:27:00Z,13.00,88.00
2026-04-22T18:28:00Z,13.00,89.00
2026-04-22T18:31:00Z,13.00,89.00
2026-04-22T18:33:00Z,10.28,89.00
2026-04-22T18:36:00Z,13.00,89.00
2026-04-22T18:37:00Z,13.00,89.00
2026-04-22T18:41:00Z,13.00,89.00
2026-04-22T18:44:00Z,13.00,89.00
2026-04-22T18:50:00Z,12.00,90.00
2026-04-22T18:51:00Z,12.00,90.00
2026-04-22T18:52:00Z,12.00,90.00
2026-04-22T19:00:00Z,13.00,90.00
2026-04-22T19:02:00Z,13.00,87.00
2026-04-22T19:08:00Z,13.00,90.00
2026-04-22T19:09:00Z,12.95,90.00
2026-04-22T19:10:00Z,13.00,90.00
2026-04-22T19:11:00Z,13.00,90.00
2026-04-22T19:14:00Z,10.16,90.00
2026-04-22T19:15:00Z,13.00,90.00
2026-04-22T19:20:00Z,13.00,90.00
2026-04-22T19:23:00Z,13.00,90.00
2026-04-22T19:29:00Z,13.00,90.00
2026-04-22T19:31:00Z,13.79,87.00
2026-04-22T19:33:00Z,13.00,87.00
2026-04-22T19:34:00Z,13.00,89.00
2026-04-22T19:38:00Z,13.00,89.00
2026-04-22T19:43:00Z,13.00,89.00
2026-04-22T19:44:00Z,13.95,89.00
2026-04-22T19:45:00Z,14.00,89.00
2026-04-22T19:46:00Z,14.00,87.00
2026-04-22T19:47:00Z,14.00,87.00
2026-04-22T19:51:00Z,13.00,87.00
2026-04-22T19:52:00Z,14.00,87.33
2026-04-22T19:53:00Z,14.00,86.13
2026-04-22T19:54:00Z,13.43,89.00
2026-04-22T19:55:00Z,14.00,87.07
2026-04-22T19:56:00Z,14.00,87.00
2026-04-22T19:57:00Z,14.00,87.00
2026-04-22T19:58:00Z,15.00,86.00
2026-04-22T19:59:00Z,11.03,88.00
2026-04-22T20:00:00Z,11.00,89.51
2026-04-22T20:01:00Z,10.50,89.79
2026-04-22T20:02:00Z,12.00,90.00
2026-04-22T20:03:00Z,14.51,86.00
2026-04-22T20:04:00Z,15.00,86.00
2026-04-22T20:05:00Z,14.30,85.76
2026-04-22T20:06:00Z,13.08,85.76
2026-04-22T20:07:00Z,12.36,89.00
2026-04-22T20:08:00Z,12.36,90.00
2026-04-22T20:09:00Z,9.67,90.00
2026-04-22T20:10:00Z,9.94,91.90
2026-04-22T20:11:00Z,7.96,92.00
2026-04-22T20:12:00Z,7.62,92.00
2026-04-22T20:13:00Z,9.68,91.00
2026-04-22T20:14:00Z,10.98,90.94
2026-04-22T20:15:00Z,9.87,93.89
2026-04-22T20:16:00Z,7.00,94.00
2026-04-22T20:17:00Z,6.94,94.00
2026-04-22T20:18:00Z,7.00,94.00
2026-04-22T20:19:00Z,5.16,94.69
2026-04-22T20:20:00Z,6.67,94.55
2026-04-22T20:21:00Z,5.56,95.00
2026-04-22T20:22:00Z,6.37,94.86
2026-04-22T20:23:00Z,5.88,96.00
2026-04-22T20:24:00Z,5.64,95.00
2026-04-22T20:25:00Z,5.84,95.63
2026-04-22T20:26:00Z,5.04,95.24
2026-04-22T20:27:00Z,3.15,97.00
2026-04-22T20:28:00Z,4.02,97.00
2026-04-22T20:29:00Z,4.34,95.94
2026-04-22T20:30:00Z,4.99,97.00
2026-04-22T20:31:00Z,4.12,96.96
2026-04-22T20:32:00Z,4.00,97.00
2026-04-22T20:33:00Z,2.96,97.01
2026-04-22T20:34:00Z,2.98,97.98
2026-04-22T20:35:00Z,3.00,98.00
2026-04-22T20:36:00Z,3.00,98.00
2026-04-22T20:37:00Z,3.00,98.00
2026-04-22T20:38:00Z,3.00,97.20
2026-04-22T20:39:00Z,3.00,97.00
2026-04-22T20:40:00Z,3.00,98.00
2026-04-22T20:41:00Z,3.00,97.04
2026-04-22T20:42:00Z,3.00,98.00
2026-04-22T20:43:00Z,3.00,98.00
2026-04-22T20:44:00Z,4.45,98.00
2026-04-22T20:45:00Z,4.01,96.03
2026-04-22T20:46:00Z,2.80,96.03
2026-04-22T20:47:00Z,2.88,98.00
2026-04-22T20:48:00Z,2.53,97.00
2026-04-22T20:49:00Z,3.22,96.77
2026-04-22T20:50:00Z,2.97,98.00
2026-04-22T20:51:00Z,2.09,98.11
2026-04-22T20:52:00Z,1.03,99.00
2026-04-22T20:53:00Z,1.00,99.00
2026-04-22T20:54:00Z,1.00,99.00
2026-04-22T20:55:00Z,1.00,99.00
2026-04-22T20:56:00Z,1.00,99.00
2026-04-22T20:57:00Z,1.00,99.00
2026-04-22T20:58:00Z,1.00,99.00
2026-04-22T20:59:00Z,1.00,99.00
2026-04-22T21:00:00Z,1.00,99.00
2026-04-22T21:01:00Z,1.00,99.00
2026-04-22T21:02:00Z,1.00,99.00
2026-04-22T21:03:00Z,1.00,99.00
2026-04-22T21:04:00Z,1.00,99.00
2026-04-22T21:05:00Z,1.00,99.00
2026-04-22T21:06:00Z,1.00,99.00
2026-04-22T21:07:00Z,1.00,99.00
2026-04-22T21:08:00Z,1.00,99.00
2026-04-22T21:10:00Z,1.00,99.00
2026-04-22T21:11:00Z,1.00,99.00
2026-04-22T21:13:00Z,1.00,99.00
2026-04-22T21:14:00Z,1.00,99.00
2026-04-22T21:17:00Z,1.00,99.00
