# event_ticker=KXATPMATCH-26FEB18NAKWON
# final_score=6-4 7-6(4)
# score_resolution=4-6 6-7
# match_winner=Coleman Wong
# fav_player=Brandon Nakashima
# dog_player=Coleman Wong
# kalshi_date=2026-02-18
timestamp,Brandon Nakashima,Coleman Wong
2026-02-18T08:54:00Z,81.00,
2026-02-18T09:40:00Z,75.00,
2026-02-18T10:05:00Z,72.00,
2026-02-18T10:31:00Z,71.00,
2026-02-18T10:39:00Z,72.00,
2026-02-18T10:40:00Z,72.00,
2026-02-18T10:48:00Z,71.00,
2026-02-18T11:14:00Z,71.00,
2026-02-18T11:28:00Z,71.00,
2026-02-18T11:31:00Z,71.00,
2026-02-18T11:34:00Z,71.00,
2026-02-18T11:38:00Z,71.00,
2026-02-18T11:44:00Z,71.00,
2026-02-18T12:14:00Z,71.00,
2026-02-18T12:19:00Z,71.00,
2026-02-18T12:24:00Z,71.00,
2026-02-18T12:33:00Z,71.00,
2026-02-18T12:34:00Z,71.00,
2026-02-18T12:42:00Z,70.00,
2026-02-18T12:59:00Z,71.00,
2026-02-18T13:05:00Z,71.00,
2026-02-18T13:08:00Z,70.00,
2026-02-18T13:11:00Z,70.00,
2026-02-18T13:13:00Z,70.00,
2026-02-18T13:14:00Z,70.00,
2026-02-18T13:25:00Z,70.00,
2026-02-18T13:27:00Z,70.00,31.00
2026-02-18T13:34:00Z,70.00,31.00
2026-02-18T13:41:00Z,70.00,31.00
2026-02-18T13:45:00Z,70.00,31.00
2026-02-18T13:49:00Z,70.00,31.00
2026-02-18T14:01:00Z,70.00,31.00
2026-02-18T14:04:00Z,70.00,31.00
2026-02-18T14:07:00Z,70.00,31.00
2026-02-18T14:09:00Z,70.00,31.00
2026-02-18T14:11:00Z,70.00,31.00
2026-02-18T14:18:00Z,70.00,31.00
2026-02-18T14:23:00Z,70.00,31.00
2026-02-18T14:24:00Z,71.00,31.00
2026-02-18T14:25:00Z,71.00,31.00
2026-02-18T14:26:00Z,71.00,31.00
2026-02-18T14:27:00Z,70.53,31.00
2026-02-18T14:29:00Z,70.53,31.00
2026-02-18T14:31:00Z,71.00,31.00
2026-02-18T14:33:00Z,71.00,31.00
2026-02-18T14:35:00Z,71.00,31.00
2026-02-18T14:37:00Z,71.00,31.00
2026-02-18T14:38:00Z,71.00,31.00
2026-02-18T14:41:00Z,71.00,31.00
2026-02-18T14:43:00Z,71.00,31.00
2026-02-18T14:49:00Z,71.00,31.00
2026-02-18T14:50:00Z,71.00,31.00
2026-02-18T14:51:00Z,71.00,31.00
2026-02-18T14:53:00Z,71.00,31.00
2026-02-18T14:58:00Z,71.00,31.00
2026-02-18T15:00:00Z,71.00,30.00
2026-02-18T15:05:00Z,71.00,30.00
2026-02-18T15:09:00Z,71.00,30.00
2026-02-18T15:10:00Z,71.00,30.00
2026-02-18T15:11:00Z,71.00,30.00
2026-02-18T15:12:00Z,71.00,30.00
2026-02-18T15:14:00Z,71.00,30.00
2026-02-18T15:15:00Z,71.00,30.00
2026-02-18T15:17:00Z,71.00,30.00
2026-02-18T15:19:00Z,71.00,30.00
2026-02-18T15:20:00Z,71.00,30.00
2026-02-18T15:23:00Z,71.00,30.00
2026-02-18T15:27:00Z,71.00,30.00
2026-02-18T15:30:00Z,71.00,30.00
2026-02-18T15:31:00Z,71.00,30.00
2026-02-18T15:33:00Z,71.00,30.00
2026-02-18T15:34:00Z,72.00,30.00
2026-02-18T15:42:00Z,72.00,30.00
2026-02-18T15:44:00Z,72.00,30.00
2026-02-18T15:45:00Z,72.00,30.00
2026-02-18T15:47:00Z,72.00,30.00
2026-02-18T15:49:00Z,72.00,30.00
2026-02-18T15:51:00Z,72.00,30.00
2026-02-18T15:52:00Z,72.00,30.00
2026-02-18T15:54:00Z,72.00,30.00
2026-02-18T15:57:00Z,71.00,30.00
2026-02-18T16:00:00Z,72.00,30.00
2026-02-18T16:01:00Z,72.00,30.00
2026-02-18T16:02:00Z,72.00,30.00
2026-02-18T16:03:00Z,72.00,30.00
2026-02-18T16:04:00Z,72.00,30.00
2026-02-18T16:06:00Z,72.00,30.00
