# event_ticker=KXATPMATCH-25SEP27CAZMEN
# final_score=6-3 2-6 6-4
# score_resolution=3-6 6-2 4-6
# match_winner=Jakub Mensik
# fav_player=Arthur Cazaux
# dog_player=Jakub Mensik
# kalshi_date=2025-09-27
timestamp,Arthur Cazaux,Jakub Mensik
2025-09-27T13:33:00Z,19.03,85.00
2025-09-27T13:34:00Z,21.94,80.88
2025-09-27T13:35:00Z,14.20,86.24
2025-09-27T13:36:00Z,14.56,88.00
2025-09-27T13:37:00Z,12.07,89.11
2025-09-27T13:38:00Z,11.33,88.00
2025-09-27T13:39:00Z,13.00,89.41
2025-09-27T13:40:00Z,14.04,88.43
2025-09-27T13:41:00Z,14.00,87.04
2025-09-27T13:42:00Z,14.00,86.00
2025-09-27T13:43:00Z,14.48,87.62
2025-09-27T13:44:00Z,14.75,88.00
2025-09-27T13:45:00Z,15.00,86.56
2025-09-27T13:46:00Z,15.00,84.00
2025-09-27T13:47:00Z,13.84,88.03
2025-09-27T13:48:00Z,13.04,89.27
2025-09-27T13:49:00Z,16.67,85.08
2025-09-27T13:50:00Z,18.00,84.00
2025-09-27T13:51:00Z,18.00,84.00
2025-09-27T13:52:00Z,18.00,85.00
2025-09-27T13:53:00Z,18.00,88.00
2025-09-27T13:54:00Z,20.03,81.27
2025-09-27T13:55:00Z,20.35,81.96
2025-09-27T13:56:00Z,28.55,75.76
2025-09-27T13:57:00Z,34.64,68.26
2025-09-27T13:58:00Z,32.94,67.17
2025-09-27T13:59:00Z,32.46,68.02
2025-09-27T14:00:00Z,35.42,68.76
2025-09-27T14:01:00Z,30.49,68.88
2025-09-27T14:02:00Z,29.09,72.25
2025-09-27T14:03:00Z,25.83,75.95
2025-09-27T14:04:00Z,26.50,75.62
2025-09-27T14:05:00Z,30.74,71.16
2025-09-27T14:06:00Z,31.00,67.00
2025-09-27T14:07:00Z,35.00,68.34
2025-09-27T14:08:00Z,33.00,69.00
2025-09-27T14:09:00Z,36.54,67.00
2025-09-27T14:10:00Z,36.54,68.00
2025-09-27T14:11:00Z,32.23,69.00
2025-09-27T14:12:00Z,32.23,68.00
2025-09-27T14:13:00Z,35.12,66.00
2025-09-27T14:14:00Z,38.56,63.75
2025-09-27T14:15:00Z,39.92,63.00
2025-09-27T14:16:00Z,40.00,62.24
2025-09-27T14:17:00Z,42.56,53.39
2025-09-27T14:18:00Z,48.00,49.53
2025-09-27T14:19:00Z,50.31,55.80
2025-09-27T14:20:00Z,47.00,55.26
2025-09-27T14:21:00Z,46.00,55.26
2025-09-27T14:22:00Z,46.00,54.24
2025-09-27T14:23:00Z,45.98,54.46
2025-09-27T14:24:00Z,35.00,68.55
2025-09-27T14:25:00Z,23.91,71.32
2025-09-27T14:26:00Z,24.55,79.02
2025-09-27T14:27:00Z,20.98,81.23
2025-09-27T14:28:00Z,18.38,82.00
2025-09-27T14:29:00Z,16.46,85.00
2025-09-27T14:30:00Z,14.62,84.22
2025-09-27T14:31:00Z,20.44,80.77
2025-09-27T14:32:00Z,21.84,79.00
2025-09-27T14:33:00Z,21.84,76.61
2025-09-27T14:34:00Z,21.01,79.37
2025-09-27T14:35:00Z,30.06,73.71
2025-09-27T14:36:00Z,32.83,66.89
2025-09-27T14:37:00Z,41.06,60.76
2025-09-27T14:38:00Z,47.14,54.32
2025-09-27T14:39:00Z,48.46,47.94
2025-09-27T14:40:00Z,42.66,59.86
2025-09-27T14:41:00Z,41.55,59.60
2025-09-27T14:42:00Z,44.47,59.30
2025-09-27T14:43:00Z,58.06,50.69
2025-09-27T14:44:00Z,48.01,53.66
2025-09-27T14:45:00Z,53.65,45.21
2025-09-27T14:46:00Z,55.97,45.42
2025-09-27T14:47:00Z,57.51,41.67
2025-09-27T14:48:00Z,61.15,42.50
2025-09-27T14:49:00Z,53.10,45.63
2025-09-27T14:50:00Z,47.65,52.80
2025-09-27T14:51:00Z,31.38,59.95
2025-09-27T14:52:00Z,25.08,80.71
2025-09-27T14:53:00Z,28.65,72.39
2025-09-27T14:54:00Z,17.30,75.19
2025-09-27T14:55:00Z,16.71,84.34
2025-09-27T14:56:00Z,14.39,84.96
2025-09-27T14:57:00Z,9.97,89.86
2025-09-27T14:58:00Z,11.32,91.13
2025-09-27T14:59:00Z,7.46,93.32
2025-09-27T15:00:00Z,8.45,93.04
2025-09-27T15:01:00Z,8.59,90.16
2025-09-27T15:02:00Z,9.74,92.00
2025-09-27T15:03:00Z,10.35,92.00
2025-09-27T15:04:00Z,7.43,92.35
2025-09-27T15:05:00Z,5.42,95.36
2025-09-27T15:06:00Z,8.56,94.95
2025-09-27T15:07:00Z,7.82,98.08
2025-09-27T15:08:00Z,1.00,99.00
2025-09-27T15:09:00Z,1.00,99.00
2025-09-27T15:10:00Z,1.00,99.00
2025-09-27T15:11:00Z,1.00,99.00
2025-09-27T15:12:00Z,1.00,99.00
2025-09-27T15:13:00Z,1.00,99.00
2025-09-27T15:14:00Z,1.00,99.00
2025-09-27T15:15:00Z,1.00,99.00
2025-09-27T15:16:00Z,1.00,99.00
