# event_ticker=KXATPMATCH-25SEP27CAZMEN
# final_score=6-3 2-6 6-4
# score_resolution=3-6 6-2 4-6
# match_winner=Jakub Mensik
# fav_player=Arthur Cazaux
# dog_player=Jakub Mensik
# kalshi_date=2025-09-27
timestamp,Arthur Cazaux,Jakub Mensik
2025-09-27T03:32:00Z,,66.00
2025-09-27T04:14:00Z,,66.00
2025-09-27T04:33:00Z,,66.00
2025-09-27T05:02:00Z,,66.00
2025-09-27T05:04:00Z,35.00,66.00
2025-09-27T05:17:00Z,35.00,66.00
2025-09-27T05:21:00Z,35.00,66.00
2025-09-27T05:29:00Z,34.00,66.00
2025-09-27T05:36:00Z,34.00,66.00
2025-09-27T05:40:00Z,35.00,66.00
2025-09-27T06:02:00Z,35.00,66.00
2025-09-27T06:06:00Z,35.00,66.00
2025-09-27T06:17:00Z,35.00,66.00
2025-09-27T06:27:00Z,35.00,66.00
2025-09-27T06:32:00Z,34.00,66.00
2025-09-27T06:50:00Z,34.00,66.00
2025-09-27T07:00:00Z,34.00,66.91
2025-09-27T07:01:00Z,34.00,67.00
2025-09-27T07:10:00Z,33.00,67.00
2025-09-27T07:13:00Z,33.00,67.00
2025-09-27T07:26:00Z,33.00,69.00
2025-09-27T07:36:00Z,33.00,69.00
2025-09-27T07:37:00Z,33.00,69.00
2025-09-27T07:42:00Z,33.00,69.00
2025-09-27T07:44:00Z,33.00,69.00
2025-09-27T07:50:00Z,33.00,69.00
2025-09-27T07:52:00Z,33.00,69.00
2025-09-27T08:01:00Z,33.00,69.00
2025-09-27T08:03:00Z,33.00,69.00
2025-09-27T08:21:00Z,33.00,69.00
2025-09-27T08:26:00Z,33.00,69.00
2025-09-27T08:27:00Z,33.00,69.00
2025-09-27T08:32:00Z,33.00,69.00
2025-09-27T08:33:00Z,33.00,69.00
2025-09-27T08:56:00Z,33.00,68.00
2025-09-27T09:06:00Z,33.00,68.00
2025-09-27T09:10:00Z,33.00,67.00
2025-09-27T09:28:00Z,33.00,68.00
2025-09-27T09:30:00Z,33.00,68.00
2025-09-27T09:36:00Z,33.00,68.00
2025-09-27T09:37:00Z,33.00,68.00
2025-09-27T09:53:00Z,33.00,68.00
2025-09-27T09:57:00Z,33.32,68.00
2025-09-27T09:58:00Z,33.32,68.00
2025-09-27T10:11:00Z,34.00,68.00
2025-09-27T10:17:00Z,34.00,68.00
2025-09-27T10:37:00Z,34.00,68.00
2025-09-27T10:40:00Z,34.00,68.00
2025-09-27T10:55:00Z,34.00,68.00
2025-09-27T10:58:00Z,34.00,68.00
2025-09-27T11:10:00Z,34.00,68.00
2025-09-27T11:11:00Z,34.00,68.00
2025-09-27T11:22:00Z,33.71,68.00
2025-09-27T11:33:00Z,33.71,68.00
2025-09-27T11:43:00Z,34.00,68.00
2025-09-27T11:50:00Z,34.00,68.00
2025-09-27T11:51:00Z,34.00,68.00
2025-09-27T12:05:00Z,34.00,68.00
2025-09-27T12:07:00Z,34.00,68.00
2025-09-27T12:09:00Z,34.00,68.00
2025-09-27T12:13:00Z,34.00,68.00
2025-09-27T12:14:00Z,33.82,68.00
2025-09-27T12:17:00Z,34.00,68.00
2025-09-27T12:19:00Z,34.00,68.00
2025-09-27T12:21:00Z,33.63,68.00
2025-09-27T12:22:00Z,33.63,68.00
2025-09-27T12:23:00Z,33.63,68.00
2025-09-27T12:24:00Z,32.04,68.00
2025-09-27T12:25:00Z,33.47,68.00
2025-09-27T12:26:00Z,33.47,68.00
2025-09-27T12:28:00Z,33.47,68.00
2025-09-27T12:29:00Z,33.47,68.00
2025-09-27T12:35:00Z,33.47,68.00
2025-09-27T12:36:00Z,34.00,68.00
2025-09-27T12:39:00Z,34.00,68.00
2025-09-27T12:41:00Z,34.00,68.00
2025-09-27T12:42:00Z,34.00,68.00
2025-09-27T12:45:00Z,34.00,68.00
2025-09-27T12:47:00Z,34.00,69.00
2025-09-27T12:48:00Z,34.00,69.00
2025-09-27T12:49:00Z,34.00,69.00
2025-09-27T12:50:00Z,27.00,70.00
2025-09-27T12:51:00Z,27.00,70.00
2025-09-27T12:52:00Z,27.00,72.73
2025-09-27T12:53:00Z,28.00,73.74
2025-09-27T12:54:00Z,28.00,75.68
2025-09-27T12:55:00Z,26.00,72.95
2025-09-27T12:56:00Z,26.00,72.00
2025-09-27T12:57:00Z,32.00,70.17
2025-09-27T12:58:00Z,32.00,72.47
2025-09-27T12:59:00Z,32.00,71.00
2025-09-27T13:00:00Z,29.00,73.50
2025-09-27T13:01:00Z,30.12,72.07
2025-09-27T13:02:00Z,33.54,72.07
2025-09-27T13:03:00Z,32.85,70.00
2025-09-27T13:04:00Z,29.69,72.13
2025-09-27T13:05:00Z,29.69,72.00
2025-09-27T13:07:00Z,29.69,71.00
2025-09-27T13:08:00Z,32.48,70.00
2025-09-27T13:09:00Z,29.62,70.47
2025-09-27T13:10:00Z,33.77,68.91
2025-09-27T13:11:00Z,33.63,67.00
2025-09-27T13:12:00Z,36.00,67.00
2025-09-27T13:13:00Z,31.00,65.62
2025-09-27T13:14:00Z,31.00,71.72
2025-09-27T13:15:00Z,31.00,71.00
2025-09-27T13:16:00Z,25.69,75.00
2025-09-27T13:17:00Z,25.69,77.81
2025-09-27T13:18:00Z,15.66,75.52
2025-09-27T13:19:00Z,22.89,79.09
2025-09-27T13:21:00Z,20.00,79.77
2025-09-27T13:22:00Z,29.38,71.63
2025-09-27T13:23:00Z,33.27,70.00
2025-09-27T13:24:00Z,33.96,69.45
2025-09-27T13:25:00Z,36.79,72.59
2025-09-27T13:26:00Z,33.00,72.59
2025-09-27T13:27:00Z,30.81,76.80
2025-09-27T13:28:00Z,30.54,71.97
2025-09-27T13:29:00Z,30.54,80.53
2025-09-27T13:30:00Z,20.26,84.65
2025-09-27T13:31:00Z,13.66,89.20
2025-09-27T13:32:00Z,20.82,81.16
