# event_ticker=KXATPMATCH-26APR07GARZVE
# final_score=4-6 6-4 7-5
# match_winner=Alexander Zverev
# fav_player=Alexander Zverev
# dog_player=Cristian Garin
# kalshi_date=2026-04-07
timestamp,Alexander Zverev,Cristian Garin
2026-04-07T22:34:00Z,89.00,
2026-04-07T22:41:00Z,89.00,12.00
2026-04-07T22:50:00Z,88.00,12.00
2026-04-07T22:51:00Z,88.00,12.00
2026-04-07T23:16:00Z,89.00,12.00
2026-04-07T23:17:00Z,88.00,12.00
2026-04-07T23:20:00Z,89.00,12.00
2026-04-07T23:21:00Z,89.00,12.00
2026-04-07T23:33:00Z,89.00,12.00
2026-04-07T23:59:00Z,89.00,12.00
2026-04-08T00:06:00Z,89.00,12.00
2026-04-08T00:14:00Z,89.00,12.00
2026-04-08T00:15:00Z,89.00,12.00
2026-04-08T00:16:00Z,87.48,12.00
2026-04-08T00:24:00Z,89.00,12.00
2026-04-08T00:35:00Z,89.00,12.00
2026-04-08T00:36:00Z,88.00,12.00
2026-04-08T00:48:00Z,88.00,12.00
2026-04-08T00:49:00Z,88.00,12.00
2026-04-08T00:58:00Z,88.00,12.00
2026-04-08T01:03:00Z,88.00,12.00
2026-04-08T01:04:00Z,88.00,11.00
2026-04-08T01:07:00Z,88.00,11.00
2026-04-08T01:10:00Z,88.00,11.00
2026-04-08T01:32:00Z,88.00,11.00
2026-04-08T01:36:00Z,88.00,11.00
2026-04-08T01:44:00Z,88.00,12.00
2026-04-08T01:52:00Z,88.00,12.00
2026-04-08T01:53:00Z,88.00,12.00
2026-04-08T01:59:00Z,88.93,12.00
2026-04-08T02:03:00Z,89.00,12.00
2026-04-08T02:08:00Z,89.00,12.00
2026-04-08T02:10:00Z,89.00,12.00
2026-04-08T02:14:00Z,89.00,12.00
2026-04-08T02:16:00Z,89.00,12.00
2026-04-08T02:18:00Z,88.62,12.00
2026-04-08T02:22:00Z,89.00,12.00
2026-04-08T02:23:00Z,89.00,12.00
2026-04-08T02:32:00Z,89.00,11.00
2026-04-08T02:33:00Z,89.00,12.00
2026-04-08T02:34:00Z,89.00,11.50
2026-04-08T02:37:00Z,89.00,11.00
2026-04-08T02:48:00Z,89.00,12.00
2026-04-08T02:51:00Z,89.00,12.00
2026-04-08T02:58:00Z,89.00,12.00
2026-04-08T03:03:00Z,89.00,12.00
2026-04-08T03:04:00Z,89.00,12.00
2026-04-08T03:07:00Z,89.00,12.00
2026-04-08T03:09:00Z,89.00,12.00
2026-04-08T03:10:00Z,89.00,12.00
2026-04-08T03:11:00Z,87.36,12.00
2026-04-08T03:19:00Z,87.36,12.00
2026-04-08T03:21:00Z,89.00,12.00
2026-04-08T03:22:00Z,89.00,12.00
2026-04-08T03:24:00Z,89.00,12.00
2026-04-08T03:25:00Z,89.00,12.00
2026-04-08T03:32:00Z,89.00,12.00
2026-04-08T03:34:00Z,89.00,12.00
2026-04-08T03:37:00Z,89.00,12.00
2026-04-08T03:38:00Z,89.00,12.00
2026-04-08T03:40:00Z,89.00,12.00
2026-04-08T03:41:00Z,89.00,12.00
2026-04-08T03:49:00Z,89.00,12.00
2026-04-08T03:55:00Z,89.00,12.00
