# event_ticker=KXATPMATCH-25AUG16SINATM
# final_score=7-6(4) 6-2
# score_resolution=7-6 6-2
# match_winner=Jannik Sinner
# fav_player=Jannik Sinner
# dog_player=Terence Atmane
# kalshi_date=2025-08-16
timestamp,Jannik Sinner,Terence Atmane
2025-08-16T09:51:00Z,95.96,
2025-08-16T11:24:00Z,95.96,8.00
2025-08-16T11:40:00Z,95.96,8.00
2025-08-16T11:43:00Z,95.96,8.00
2025-08-16T11:54:00Z,95.96,8.00
2025-08-16T11:55:00Z,95.96,8.00
2025-08-16T12:03:00Z,95.96,8.00
2025-08-16T12:04:00Z,95.96,8.00
2025-08-16T12:37:00Z,94.00,8.00
2025-08-16T12:38:00Z,95.00,8.00
2025-08-16T12:46:00Z,95.00,7.00
2025-08-16T12:54:00Z,95.00,7.00
2025-08-16T12:55:00Z,95.00,7.00
2025-08-16T13:11:00Z,95.00,7.00
2025-08-16T13:12:00Z,95.00,7.00
2025-08-16T13:14:00Z,95.00,7.00
2025-08-16T13:18:00Z,95.00,7.00
2025-08-16T13:21:00Z,95.00,7.00
2025-08-16T13:24:00Z,95.00,7.00
2025-08-16T13:29:00Z,95.00,7.00
2025-08-16T13:37:00Z,95.00,7.00
2025-08-16T13:38:00Z,95.00,7.00
2025-08-16T13:55:00Z,94.00,7.00
2025-08-16T13:57:00Z,94.00,7.00
2025-08-16T13:58:00Z,94.00,7.00
2025-08-16T13:59:00Z,94.00,7.00
2025-08-16T14:02:00Z,94.00,7.00
2025-08-16T14:03:00Z,94.00,7.00
2025-08-16T14:06:00Z,94.00,7.00
2025-08-16T14:07:00Z,94.00,7.00
2025-08-16T14:08:00Z,94.00,7.00
2025-08-16T14:09:00Z,94.00,7.00
2025-08-16T14:10:00Z,94.00,7.00
2025-08-16T14:12:00Z,94.00,8.00
2025-08-16T14:15:00Z,94.00,8.00
2025-08-16T14:16:00Z,94.00,8.00
2025-08-16T14:20:00Z,94.00,8.00
2025-08-16T14:21:00Z,94.00,8.00
2025-08-16T14:23:00Z,94.00,8.00
2025-08-16T14:30:00Z,94.00,8.31
2025-08-16T14:33:00Z,94.00,8.00
2025-08-16T14:35:00Z,94.00,8.00
2025-08-16T14:36:00Z,94.00,8.00
2025-08-16T14:37:00Z,94.00,8.00
2025-08-16T14:38:00Z,93.00,8.00
2025-08-16T14:40:00Z,93.00,9.00
2025-08-16T14:42:00Z,93.00,9.00
2025-08-16T14:44:00Z,92.00,9.00
2025-08-16T14:45:00Z,92.00,9.00
2025-08-16T14:48:00Z,92.00,9.00
2025-08-16T14:56:00Z,92.06,9.00
2025-08-16T14:58:00Z,92.06,9.00
2025-08-16T15:04:00Z,92.06,9.00
2025-08-16T15:05:00Z,93.00,9.00
2025-08-16T15:09:00Z,92.00,9.00
2025-08-16T15:11:00Z,92.00,9.00
2025-08-16T15:15:00Z,92.00,8.00
2025-08-16T15:17:00Z,93.00,8.00
2025-08-16T15:19:00Z,93.00,8.00
2025-08-16T15:24:00Z,93.00,8.00
2025-08-16T15:25:00Z,93.00,8.00
2025-08-16T15:27:00Z,93.00,8.00
2025-08-16T15:31:00Z,93.00,8.00
2025-08-16T15:32:00Z,93.00,8.00
2025-08-16T15:34:00Z,93.00,8.00
2025-08-16T15:35:00Z,93.00,8.00
2025-08-16T15:37:00Z,93.00,8.00
2025-08-16T15:39:00Z,93.00,8.00
2025-08-16T15:40:00Z,93.00,8.00
2025-08-16T15:46:00Z,93.00,8.00
2025-08-16T15:49:00Z,93.00,8.00
2025-08-16T15:51:00Z,93.00,8.00
2025-08-16T15:52:00Z,93.00,8.00
2025-08-16T15:54:00Z,93.00,8.00
2025-08-16T15:57:00Z,93.00,8.00
2025-08-16T15:59:00Z,93.00,8.00
2025-08-16T16:03:00Z,93.00,8.00
2025-08-16T16:04:00Z,93.00,8.00
2025-08-16T16:05:00Z,93.00,7.00
2025-08-16T16:08:00Z,93.00,8.00
2025-08-16T16:10:00Z,93.00,8.00
2025-08-16T16:11:00Z,93.00,8.00
2025-08-16T16:14:00Z,93.00,8.00
2025-08-16T16:15:00Z,93.00,8.00
2025-08-16T16:17:00Z,93.00,8.00
2025-08-16T16:19:00Z,93.00,8.00
2025-08-16T16:23:00Z,93.00,8.00
2025-08-16T16:24:00Z,93.00,8.00
2025-08-16T16:27:00Z,93.00,8.00
2025-08-16T16:28:00Z,93.00,8.00
2025-08-16T16:32:00Z,93.00,8.00
2025-08-16T16:33:00Z,93.00,8.00
2025-08-16T16:34:00Z,93.00,8.00
2025-08-16T16:37:00Z,93.00,8.00
2025-08-16T16:38:00Z,93.00,8.00
2025-08-16T16:42:00Z,93.00,8.00
2025-08-16T16:45:00Z,93.00,8.00
2025-08-16T16:49:00Z,93.00,8.00
2025-08-16T16:50:00Z,93.00,8.00
2025-08-16T16:53:00Z,93.00,8.00
2025-08-16T16:55:00Z,93.00,8.00
2025-08-16T16:57:00Z,93.00,8.00
2025-08-16T16:58:00Z,93.00,8.00
2025-08-16T16:59:00Z,93.00,8.00
2025-08-16T17:00:00Z,93.00,8.00
2025-08-16T17:01:00Z,93.00,8.00
2025-08-16T17:05:00Z,93.00,8.00
2025-08-16T17:10:00Z,93.00,8.00
2025-08-16T17:13:00Z,93.00,8.00
2025-08-16T17:14:00Z,93.00,8.00
2025-08-16T17:20:00Z,93.00,8.00
2025-08-16T17:21:00Z,93.00,8.00
2025-08-16T17:22:00Z,93.00,8.00
2025-08-16T17:25:00Z,93.00,8.00
2025-08-16T17:29:00Z,93.00,8.00
2025-08-16T17:31:00Z,93.00,8.00
2025-08-16T17:35:00Z,93.00,8.00
