# event_ticker=KXATPMATCH-26MAY18ROYCOM
# final_score=2-6 6-3 6-4
# match_winner=Francisco Comesana
# fav_player=Francisco Comesana
# dog_player=Valentin Royer
# kalshi_date=2026-05-18
timestamp,Valentin Royer,Francisco Comesana
2026-05-17T23:55:00Z,,67.00
2026-05-18T00:09:00Z,34.00,67.00
2026-05-18T00:37:00Z,34.00,67.00
2026-05-18T00:58:00Z,34.00,67.00
2026-05-18T01:33:00Z,34.00,67.00
2026-05-18T01:36:00Z,34.00,66.00
2026-05-18T01:45:00Z,34.00,67.00
2026-05-18T01:46:00Z,34.00,67.00
2026-05-18T02:27:00Z,34.00,67.00
2026-05-18T02:45:00Z,34.00,67.00
2026-05-18T02:56:00Z,34.00,67.00
2026-05-18T03:08:00Z,34.00,67.00
2026-05-18T03:22:00Z,34.00,67.00
2026-05-18T03:32:00Z,34.00,67.00
2026-05-18T03:43:00Z,34.00,67.00
2026-05-18T03:49:00Z,34.00,67.00
2026-05-18T03:57:00Z,34.00,67.00
2026-05-18T04:02:00Z,34.00,67.00
2026-05-18T04:14:00Z,34.00,67.00
2026-05-18T04:23:00Z,34.00,67.00
2026-05-18T04:37:00Z,34.00,67.00
2026-05-18T04:46:00Z,34.00,67.00
2026-05-18T04:54:00Z,34.00,67.00
2026-05-18T05:00:00Z,34.00,68.33
2026-05-18T05:03:00Z,34.00,68.00
2026-05-18T05:13:00Z,34.00,68.00
2026-05-18T05:19:00Z,34.00,68.00
2026-05-18T05:20:00Z,34.00,68.00
2026-05-18T05:22:00Z,34.00,68.00
2026-05-18T05:25:00Z,34.00,68.00
2026-05-18T05:32:00Z,34.00,68.00
2026-05-18T05:41:00Z,34.00,68.00
2026-05-18T05:50:00Z,34.00,68.00
2026-05-18T05:56:00Z,34.00,68.00
2026-05-18T06:32:00Z,34.00,68.00
2026-05-18T06:39:00Z,33.00,68.00
2026-05-18T06:47:00Z,33.00,68.00
2026-05-18T07:04:00Z,33.00,68.00
2026-05-18T07:07:00Z,33.00,68.00
2026-05-18T07:09:00Z,33.00,68.00
2026-05-18T07:16:00Z,33.00,68.00
2026-05-18T07:19:00Z,33.00,68.00
2026-05-18T07:28:00Z,33.00,68.00
2026-05-18T07:48:00Z,33.00,68.00
2026-05-18T07:51:00Z,33.00,68.00
2026-05-18T08:34:00Z,34.00,68.00
2026-05-18T08:47:00Z,34.00,68.00
2026-05-18T08:56:00Z,34.00,68.00
2026-05-18T09:53:00Z,34.00,68.00
2026-05-18T10:01:00Z,34.00,68.00
2026-05-18T10:02:00Z,34.00,67.00
2026-05-18T10:05:00Z,34.00,67.00
2026-05-18T10:06:00Z,34.00,67.00
2026-05-18T10:08:00Z,34.00,67.00
2026-05-18T10:15:00Z,34.00,67.00
2026-05-18T10:18:00Z,34.00,67.00
2026-05-18T10:19:00Z,34.00,66.00
2026-05-18T10:25:00Z,34.00,66.00
2026-05-18T10:30:00Z,35.24,66.00
2026-05-18T10:36:00Z,36.00,66.00
2026-05-18T10:37:00Z,36.00,66.00
2026-05-18T10:39:00Z,36.00,66.00
2026-05-18T10:40:00Z,36.00,66.00
2026-05-18T10:41:00Z,36.00,66.00
2026-05-18T10:43:00Z,35.64,66.00
2026-05-18T10:44:00Z,35.00,65.00
2026-05-18T10:46:00Z,36.00,65.00
2026-05-18T10:47:00Z,34.00,65.00
2026-05-18T10:48:00Z,35.67,64.01
2026-05-18T10:49:00Z,38.87,64.01
2026-05-18T10:50:00Z,40.60,62.00
2026-05-18T10:51:00Z,39.04,61.01
2026-05-18T10:52:00Z,37.66,62.00
2026-05-18T10:54:00Z,38.00,63.00
2026-05-18T10:55:00Z,38.00,62.00
2026-05-18T10:56:00Z,42.71,62.00
2026-05-18T10:57:00Z,46.44,52.04
2026-05-18T10:58:00Z,49.30,55.72
2026-05-18T10:59:00Z,59.84,40.03
2026-05-18T11:00:00Z,61.22,39.00
2026-05-18T11:01:00Z,65.00,36.88
2026-05-18T11:02:00Z,63.12,38.00
2026-05-18T11:03:00Z,66.00,38.00
2026-05-18T11:04:00Z,66.00,34.02
2026-05-18T11:05:00Z,67.00,35.99
2026-05-18T11:06:00Z,64.01,35.66
2026-05-18T11:07:00Z,70.54,32.11
2026-05-18T11:08:00Z,70.23,30.33
2026-05-18T11:09:00Z,70.23,31.00
2026-05-18T11:10:00Z,66.00,34.19
2026-05-18T11:11:00Z,65.68,36.00
2026-05-18T11:12:00Z,64.00,35.44
2026-05-18T11:13:00Z,64.59,36.07
2026-05-18T11:14:00Z,66.35,33.00
2026-05-18T11:15:00Z,66.04,33.00
2026-05-18T11:16:00Z,68.88,30.58
2026-05-18T11:17:00Z,70.27,30.00
2026-05-18T11:18:00Z,72.34,29.96
2026-05-18T11:19:00Z,72.54,27.97
2026-05-18T11:20:00Z,70.51,30.91
2026-05-18T11:21:00Z,67.99,32.29
2026-05-18T11:22:00Z,67.49,33.34
2026-05-18T11:23:00Z,63.82,37.41
2026-05-18T11:24:00Z,62.91,44.26
2026-05-18T11:25:00Z,59.34,38.16
2026-05-18T11:26:00Z,58.02,41.70
2026-05-18T11:27:00Z,59.34,41.00
2026-05-18T11:28:00Z,49.18,50.43
2026-05-18T11:29:00Z,46.99,53.86
2026-05-18T11:30:00Z,52.31,51.64
2026-05-18T11:31:00Z,52.74,49.37
2026-05-18T11:32:00Z,48.06,53.87
2026-05-18T11:33:00Z,45.84,55.00
2026-05-18T11:34:00Z,46.00,55.00
2026-05-18T11:35:00Z,44.60,56.00
2026-05-18T11:36:00Z,43.89,57.00
2026-05-18T11:37:00Z,45.31,54.44
2026-05-18T11:38:00Z,47.00,54.64
2026-05-18T11:39:00Z,48.00,52.84
2026-05-18T11:40:00Z,45.18,55.53
2026-05-18T11:41:00Z,42.98,57.12
2026-05-18T11:42:00Z,42.03,58.35
2026-05-18T11:43:00Z,42.00,58.75
2026-05-18T11:44:00Z,42.00,58.98
2026-05-18T11:45:00Z,43.00,59.33
2026-05-18T11:46:00Z,44.00,57.16
2026-05-18T11:47:00Z,45.00,56.46
2026-05-18T11:48:00Z,45.00,59.48
2026-05-18T11:49:00Z,40.88,59.09
2026-05-18T11:50:00Z,41.08,59.71
2026-05-18T11:51:00Z,40.92,60.00
2026-05-18T11:52:00Z,41.00,60.00
2026-05-18T11:53:00Z,41.00,59.00
2026-05-18T11:54:00Z,42.98,58.01
2026-05-18T11:55:00Z,41.27,59.00
2026-05-18T11:56:00Z,42.00,58.90
2026-05-18T11:57:00Z,41.52,61.96
2026-05-18T11:58:00Z,40.19,62.17
2026-05-18T11:59:00Z,30.47,62.88
2026-05-18T12:00:00Z,37.05,62.25
2026-05-18T12:01:00Z,34.00,62.02
2026-05-18T12:02:00Z,38.00,62.50
2026-05-18T12:03:00Z,37.62,62.00
2026-05-18T12:04:00Z,38.00,62.00
2026-05-18T12:05:00Z,36.00,62.01
2026-05-18T12:06:00Z,37.43,66.69
