# event_ticker=KXATPMATCH-26MAY24DUCDIA
# final_score=6-3 4-1 RET
# match_winner=James Duckworth
# fav_player=James Duckworth
# dog_player=Gabriel Diallo
# kalshi_date=2026-05-24
timestamp,James Duckworth,Gabriel Diallo
2026-05-23T21:43:00Z,,62.00
2026-05-23T21:51:00Z,,62.00
2026-05-23T22:15:00Z,39.00,62.00
2026-05-23T22:17:00Z,39.00,62.00
2026-05-23T22:34:00Z,39.00,62.00
2026-05-23T22:35:00Z,39.00,61.00
2026-05-23T23:06:00Z,39.00,61.00
2026-05-23T23:17:00Z,39.00,61.00
2026-05-23T23:19:00Z,39.00,62.00
2026-05-23T23:28:00Z,38.00,62.00
2026-05-23T23:29:00Z,39.00,62.00
2026-05-23T23:45:00Z,38.00,62.00
2026-05-24T00:07:00Z,39.00,62.00
2026-05-24T00:11:00Z,39.00,62.00
2026-05-24T00:18:00Z,39.00,62.00
2026-05-24T00:28:00Z,39.00,62.00
2026-05-24T00:31:00Z,39.00,62.00
2026-05-24T00:49:00Z,39.00,62.00
2026-05-24T00:50:00Z,39.00,62.00
2026-05-24T00:53:00Z,39.00,62.00
2026-05-24T00:55:00Z,39.00,62.00
2026-05-24T00:57:00Z,39.00,62.00
2026-05-24T00:59:00Z,39.00,62.00
2026-05-24T01:08:00Z,39.00,62.00
2026-05-24T01:16:00Z,39.00,62.00
2026-05-24T01:24:00Z,39.00,62.00
2026-05-24T01:40:00Z,39.00,62.00
2026-05-24T01:59:00Z,39.00,62.00
2026-05-24T02:07:00Z,39.00,62.00
2026-05-24T02:09:00Z,39.00,62.00
2026-05-24T02:14:00Z,39.00,62.00
2026-05-24T02:18:00Z,38.14,62.00
2026-05-24T02:20:00Z,39.00,62.00
2026-05-24T02:22:00Z,39.00,62.00
2026-05-24T02:40:00Z,39.00,62.00
2026-05-24T02:41:00Z,39.00,62.00
2026-05-24T02:44:00Z,39.00,62.00
2026-05-24T02:46:00Z,39.00,62.00
2026-05-24T02:47:00Z,39.00,61.50
2026-05-24T02:49:00Z,39.00,61.50
2026-05-24T02:52:00Z,39.00,62.00
2026-05-24T02:56:00Z,39.00,62.00
2026-05-24T02:59:00Z,39.00,62.00
2026-05-24T03:01:00Z,39.00,62.00
2026-05-24T03:04:00Z,39.00,62.00
2026-05-24T03:09:00Z,39.00,62.00
2026-05-24T03:11:00Z,39.00,62.00
2026-05-24T03:14:00Z,39.00,62.00
2026-05-24T03:16:00Z,39.00,62.00
2026-05-24T03:18:00Z,39.00,62.00
2026-05-24T03:21:00Z,39.00,62.00
2026-05-24T03:23:00Z,39.00,62.00
2026-05-24T03:28:00Z,39.00,62.00
2026-05-24T03:32:00Z,39.00,62.00
2026-05-24T03:36:00Z,38.50,62.00
2026-05-24T03:37:00Z,38.50,62.00
2026-05-24T03:40:00Z,39.00,62.00
2026-05-24T03:44:00Z,39.00,62.00
2026-05-24T03:51:00Z,39.00,62.00
2026-05-24T03:52:00Z,39.00,62.00
2026-05-24T03:55:00Z,39.00,62.00
2026-05-24T03:56:00Z,39.00,62.00
2026-05-24T03:57:00Z,39.00,62.00
2026-05-24T03:59:00Z,39.00,62.00
2026-05-24T04:01:00Z,39.00,62.00
2026-05-24T04:07:00Z,39.00,62.00
2026-05-24T04:11:00Z,39.00,62.00
2026-05-24T04:12:00Z,39.00,62.00
2026-05-24T04:14:00Z,39.00,62.00
2026-05-24T04:15:00Z,39.00,62.00
2026-05-24T04:16:00Z,39.00,62.00
2026-05-24T04:19:00Z,39.00,62.00
2026-05-24T04:23:00Z,39.00,62.00
2026-05-24T04:25:00Z,39.00,62.00
2026-05-24T04:28:00Z,38.45,62.00
2026-05-24T04:30:00Z,38.45,62.00
2026-05-24T04:31:00Z,39.00,62.00
2026-05-24T04:33:00Z,39.00,62.00
2026-05-24T04:37:00Z,39.00,62.00
2026-05-24T04:39:00Z,39.00,62.00
2026-05-24T04:41:00Z,39.00,62.00
2026-05-24T04:45:00Z,39.00,62.00
2026-05-24T04:48:00Z,39.00,62.00
2026-05-24T04:52:00Z,39.00,62.00
2026-05-24T04:53:00Z,39.00,62.00
2026-05-24T04:54:00Z,39.00,62.00
2026-05-24T04:56:00Z,39.00,62.00
2026-05-24T04:57:00Z,39.00,62.00
2026-05-24T04:58:00Z,39.00,62.00
2026-05-24T04:59:00Z,39.00,62.00
2026-05-24T05:01:00Z,39.00,62.00
2026-05-24T05:02:00Z,39.00,62.00
2026-05-24T05:04:00Z,39.00,62.00
2026-05-24T05:05:00Z,39.00,62.00
2026-05-24T05:06:00Z,39.00,62.00
2026-05-24T05:15:00Z,39.00,61.00
2026-05-24T05:16:00Z,39.00,62.00
2026-05-24T05:18:00Z,39.00,62.00
2026-05-24T05:19:00Z,39.00,62.00
2026-05-24T05:21:00Z,39.00,62.00
2026-05-24T05:22:00Z,39.00,62.73
2026-05-24T05:23:00Z,39.00,63.00
2026-05-24T05:24:00Z,39.00,63.00
2026-05-24T05:25:00Z,39.00,63.00
2026-05-24T05:26:00Z,39.00,63.00
2026-05-24T05:27:00Z,39.00,63.00
2026-05-24T05:28:00Z,39.00,63.00
2026-05-24T05:29:00Z,39.00,63.00
2026-05-24T05:30:00Z,39.00,63.00
2026-05-24T05:32:00Z,39.00,63.00
2026-05-24T05:33:00Z,39.00,63.00
2026-05-24T05:34:00Z,39.00,63.00
2026-05-24T05:35:00Z,38.00,63.00
2026-05-24T05:37:00Z,39.00,63.00
2026-05-24T05:38:00Z,39.00,63.00
2026-05-24T05:40:00Z,39.00,63.00
2026-05-24T05:41:00Z,39.00,63.00
2026-05-24T05:43:00Z,39.00,63.00
2026-05-24T05:45:00Z,39.00,62.00
2026-05-24T05:46:00Z,39.00,62.00
2026-05-24T05:47:00Z,39.00,62.00
2026-05-24T05:49:00Z,39.00,62.00
2026-05-24T05:50:00Z,39.00,62.00
2026-05-24T05:52:00Z,39.00,62.00
2026-05-24T05:53:00Z,39.00,62.00
2026-05-24T05:54:00Z,39.00,62.00
2026-05-24T05:55:00Z,39.00,62.00
2026-05-24T05:56:00Z,39.00,62.47
2026-05-24T05:57:00Z,39.00,63.00
2026-05-24T06:00:00Z,39.00,63.00
2026-05-24T06:01:00Z,39.00,63.00
2026-05-24T06:03:00Z,39.00,63.00
2026-05-24T06:04:00Z,39.00,63.00
2026-05-24T06:05:00Z,39.00,61.00
2026-05-24T06:06:00Z,39.00,63.00
2026-05-24T06:10:00Z,39.00,63.00
2026-05-24T06:11:00Z,39.00,63.00
2026-05-24T06:13:00Z,39.00,63.00
2026-05-24T06:14:00Z,39.00,63.00
2026-05-24T06:16:00Z,39.00,63.00
2026-05-24T06:18:00Z,39.00,63.00
2026-05-24T06:19:00Z,39.00,63.00
2026-05-24T06:20:00Z,39.00,62.00
2026-05-24T06:21:00Z,39.00,63.00
2026-05-24T06:22:00Z,39.00,63.00
2026-05-24T06:23:00Z,39.00,63.00
2026-05-24T06:32:00Z,39.00,63.00
2026-05-24T06:38:00Z,39.00,63.00
2026-05-24T06:42:00Z,38.00,63.00
2026-05-24T06:43:00Z,39.00,63.00
2026-05-24T06:46:00Z,39.00,63.00
2026-05-24T06:52:00Z,39.00,63.00
2026-05-24T06:53:00Z,39.00,63.00
2026-05-24T06:55:00Z,39.00,63.00
2026-05-24T06:57:00Z,39.00,63.00
2026-05-24T06:58:00Z,39.00,63.00
