# event_ticker=KXATPCHALLENGERMATCH-26MAR14CECGEA
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Marco Cecchinato
# fav_player=Arthur Gea
# dog_player=Marco Cecchinato
# kalshi_date=2026-03-14
timestamp,Arthur Gea,Marco Cecchinato
2026-03-13T21:46:00Z,66.00,
2026-03-13T22:33:00Z,66.00,
2026-03-13T22:35:00Z,66.00,35.00
2026-03-13T22:52:00Z,66.00,35.00
2026-03-13T23:31:00Z,66.00,35.00
2026-03-14T00:13:00Z,66.03,35.00
2026-03-14T00:50:00Z,66.03,34.00
2026-03-14T02:31:00Z,67.00,34.00
2026-03-14T02:40:00Z,67.00,34.00
2026-03-14T02:57:00Z,67.99,34.00
2026-03-14T03:00:00Z,69.00,34.00
2026-03-14T03:18:00Z,69.00,34.00
2026-03-14T03:31:00Z,69.00,34.00
2026-03-14T03:34:00Z,69.00,34.00
2026-03-14T03:51:00Z,69.00,34.00
2026-03-14T03:59:00Z,68.00,34.00
2026-03-14T04:00:00Z,68.00,34.00
2026-03-14T04:07:00Z,68.00,34.00
2026-03-14T04:19:00Z,68.00,34.00
2026-03-14T04:21:00Z,68.00,34.00
2026-03-14T04:23:00Z,68.00,33.00
2026-03-14T04:24:00Z,68.00,33.00
2026-03-14T04:25:00Z,68.00,33.00
2026-03-14T04:27:00Z,68.00,32.00
2026-03-14T04:28:00Z,68.00,32.00
2026-03-14T04:29:00Z,68.00,34.00
2026-03-14T04:33:00Z,67.87,34.00
2026-03-14T04:34:00Z,68.29,34.00
2026-03-14T04:36:00Z,69.00,34.00
2026-03-14T04:37:00Z,69.00,34.00
2026-03-14T04:45:00Z,69.00,34.00
2026-03-14T04:49:00Z,69.00,34.00
2026-03-14T04:50:00Z,69.00,34.00
2026-03-14T04:51:00Z,69.00,33.00
2026-03-14T04:56:00Z,69.00,33.00
2026-03-14T05:01:00Z,69.48,33.00
2026-03-14T05:07:00Z,70.00,33.00
2026-03-14T05:15:00Z,70.00,33.00
2026-03-14T05:18:00Z,68.50,33.00
2026-03-14T05:19:00Z,68.50,32.00
2026-03-14T05:24:00Z,70.00,32.00
2026-03-14T05:25:00Z,70.00,32.00
2026-03-14T05:28:00Z,70.00,33.00
2026-03-14T05:34:00Z,69.01,33.00
2026-03-14T05:38:00Z,68.00,33.00
2026-03-14T05:40:00Z,68.00,33.00
2026-03-14T05:43:00Z,68.00,33.00
2026-03-14T05:44:00Z,68.00,34.00
2026-03-14T05:45:00Z,68.00,34.00
2026-03-14T05:51:00Z,68.00,32.32
2026-03-14T05:53:00Z,68.00,32.32
2026-03-14T05:54:00Z,68.00,32.32
2026-03-14T05:55:00Z,68.00,32.32
2026-03-14T05:56:00Z,68.00,32.32
2026-03-14T05:57:00Z,68.00,32.32
2026-03-14T05:58:00Z,68.00,32.32
2026-03-14T06:00:00Z,68.00,32.32
2026-03-14T06:04:00Z,68.00,32.32
2026-03-14T06:06:00Z,68.00,32.32
2026-03-14T06:09:00Z,68.00,32.32
2026-03-14T06:11:00Z,68.00,33.00
2026-03-14T06:15:00Z,68.00,33.00
2026-03-14T06:19:00Z,68.00,34.00
2026-03-14T06:21:00Z,68.00,34.00
2026-03-14T06:22:00Z,68.00,34.00
2026-03-14T06:33:00Z,68.00,34.00
2026-03-14T06:37:00Z,68.00,34.00
2026-03-14T06:38:00Z,66.00,34.00
2026-03-14T06:41:00Z,66.00,33.00
2026-03-14T06:42:00Z,68.00,33.00
2026-03-14T06:47:00Z,68.00,33.00
2026-03-14T06:48:00Z,68.00,33.00
2026-03-14T06:49:00Z,68.00,33.00
2026-03-14T06:52:00Z,68.00,33.00
2026-03-14T06:55:00Z,68.00,33.84
2026-03-14T06:59:00Z,68.00,33.84
2026-03-14T07:00:00Z,68.00,33.84
2026-03-14T07:01:00Z,68.00,33.84
2026-03-14T07:03:00Z,68.00,33.84
2026-03-14T07:10:00Z,68.91,33.84
2026-03-14T07:13:00Z,69.00,33.84
2026-03-14T07:14:00Z,69.00,33.84
2026-03-14T07:15:00Z,69.00,33.84
2026-03-14T07:16:00Z,69.00,33.84
2026-03-14T07:17:00Z,69.00,33.84
2026-03-14T07:18:00Z,69.00,33.84
2026-03-14T07:19:00Z,69.00,33.00
2026-03-14T07:26:00Z,69.00,33.00
2026-03-14T07:32:00Z,69.00,33.00
2026-03-14T07:33:00Z,69.00,33.00
2026-03-14T07:34:00Z,69.00,33.00
2026-03-14T07:36:00Z,69.00,33.00
2026-03-14T07:38:00Z,70.00,33.00
2026-03-14T07:39:00Z,70.00,33.00
2026-03-14T07:42:00Z,70.00,33.00
2026-03-14T07:43:00Z,70.00,33.00
2026-03-14T07:46:00Z,70.00,33.00
2026-03-14T07:48:00Z,70.00,33.00
2026-03-14T07:49:00Z,70.00,32.00
2026-03-14T07:50:00Z,70.00,32.00
2026-03-14T07:53:00Z,70.00,32.00
2026-03-14T07:56:00Z,70.00,33.00
2026-03-14T07:58:00Z,70.00,33.00
2026-03-14T08:00:00Z,70.00,33.00
2026-03-14T08:04:00Z,70.00,32.00
2026-03-14T08:13:00Z,69.00,32.00
2026-03-14T08:14:00Z,69.00,33.00
2026-03-14T08:18:00Z,69.00,33.00
2026-03-14T08:20:00Z,69.00,33.00
