# event_ticker=KXATPCHALLENGERMATCH-26JUN06SKAROC
# final_score=6-4 6-2
# match_winner=Henrique Rocha
# fav_player=Henrique Rocha
# dog_player=Timofey Skatov
# kalshi_date=2026-06-06
timestamp,Timofey Skatov,Henrique Rocha
2026-06-06T04:27:00Z,,64.00
2026-06-06T05:02:00Z,38.00,64.00
2026-06-06T05:06:00Z,38.00,64.00
2026-06-06T05:23:00Z,38.00,64.00
2026-06-06T05:27:00Z,38.00,63.89
2026-06-06T05:30:00Z,38.00,63.89
2026-06-06T05:31:00Z,38.00,64.00
2026-06-06T05:42:00Z,38.00,64.00
2026-06-06T05:48:00Z,38.00,64.00
2026-06-06T05:54:00Z,38.00,64.00
2026-06-06T05:56:00Z,38.00,64.00
2026-06-06T06:44:00Z,38.00,64.00
2026-06-06T06:48:00Z,38.00,63.00
2026-06-06T06:49:00Z,38.00,63.00
2026-06-06T07:36:00Z,38.00,63.00
2026-06-06T07:58:00Z,38.00,63.00
2026-06-06T09:10:00Z,38.00,63.00
2026-06-06T09:11:00Z,37.00,63.00
2026-06-06T09:25:00Z,36.00,63.00
2026-06-06T09:31:00Z,36.00,65.00
2026-06-06T09:51:00Z,36.00,65.00
2026-06-06T10:43:00Z,36.00,65.00
2026-06-06T10:57:00Z,36.00,65.00
2026-06-06T11:28:00Z,36.00,65.00
2026-06-06T11:46:00Z,36.00,65.00
2026-06-06T11:48:00Z,36.00,64.00
2026-06-06T12:18:00Z,36.00,64.00
2026-06-06T12:30:00Z,36.00,64.00
2026-06-06T12:46:00Z,37.00,64.00
2026-06-06T12:53:00Z,37.00,64.37
2026-06-06T13:18:00Z,37.00,65.00
2026-06-06T13:34:00Z,37.00,65.00
2026-06-06T13:36:00Z,37.00,65.00
2026-06-06T13:37:00Z,37.00,65.00
2026-06-06T13:43:00Z,37.00,65.00
2026-06-06T13:44:00Z,37.00,65.00
2026-06-06T13:45:00Z,37.00,65.00
2026-06-06T13:47:00Z,37.00,65.00
2026-06-06T13:50:00Z,37.00,65.00
2026-06-06T13:58:00Z,37.00,65.00
2026-06-06T14:02:00Z,36.00,65.00
2026-06-06T14:07:00Z,36.00,65.00
2026-06-06T14:12:00Z,35.00,65.00
2026-06-06T14:14:00Z,35.00,65.00
2026-06-06T14:26:00Z,35.00,65.00
