# event_ticker=KXATPCHALLENGERMATCH-26FEB23GENSKA
# final_score=6-3 7-5
# match_winner=Timofey Skatov
# fav_player=Timofey Skatov
# dog_player=Tom Gentzsch
# kalshi_date=2026-02-23
timestamp,Timofey Skatov,Tom Gentzsch
2026-02-23T04:07:00Z,,45.00
2026-02-23T04:37:00Z,,62.00
2026-02-23T04:45:00Z,66.00,62.00
2026-02-23T05:10:00Z,66.00,38.00
2026-02-23T05:34:00Z,66.00,38.00
2026-02-23T06:27:00Z,66.00,38.00
2026-02-23T06:47:00Z,66.00,38.00
2026-02-23T08:01:00Z,67.00,38.00
2026-02-23T08:28:00Z,67.00,43.00
2026-02-23T08:54:00Z,55.00,43.00
2026-02-23T10:17:00Z,57.00,43.00
2026-02-23T10:26:00Z,57.00,43.00
2026-02-23T10:43:00Z,57.00,43.00
2026-02-23T11:38:00Z,57.00,44.00
2026-02-23T11:44:00Z,57.00,44.00
2026-02-23T11:57:00Z,57.00,44.00
2026-02-23T12:00:00Z,57.00,44.00
2026-02-23T12:07:00Z,57.00,44.00
2026-02-23T12:17:00Z,57.00,47.00
2026-02-23T12:34:00Z,52.00,47.00
2026-02-23T12:45:00Z,52.00,47.00
2026-02-23T12:50:00Z,52.00,47.00
2026-02-23T12:55:00Z,53.00,47.00
2026-02-23T12:58:00Z,53.00,47.00
2026-02-23T13:12:00Z,53.00,47.00
2026-02-23T13:29:00Z,53.00,50.00
2026-02-23T13:39:00Z,53.00,50.00
2026-02-23T13:50:00Z,53.00,50.00
2026-02-23T13:58:00Z,53.00,50.00
2026-02-23T14:01:00Z,53.00,50.00
2026-02-23T14:02:00Z,53.00,50.00
2026-02-23T14:08:00Z,53.00,50.00
2026-02-23T14:10:00Z,53.00,50.00
2026-02-23T14:13:00Z,53.00,50.00
2026-02-23T14:19:00Z,53.00,50.00
2026-02-23T14:22:00Z,53.00,49.31
2026-02-23T14:24:00Z,53.00,49.95
2026-02-23T14:26:00Z,53.00,50.00
2026-02-23T14:27:00Z,53.00,50.00
2026-02-23T14:29:00Z,53.00,51.00
2026-02-23T14:30:00Z,50.00,51.00
2026-02-23T14:31:00Z,51.46,51.24
2026-02-23T14:32:00Z,52.00,51.00
2026-02-23T14:34:00Z,52.00,52.00
2026-02-23T14:35:00Z,52.00,51.00
2026-02-23T14:36:00Z,51.00,52.16
2026-02-23T14:37:00Z,49.00,52.00
2026-02-23T14:38:00Z,49.00,52.00
2026-02-23T14:39:00Z,49.00,52.00
2026-02-23T14:40:00Z,49.00,52.00
2026-02-23T14:41:00Z,51.00,52.00
2026-02-23T14:42:00Z,51.00,52.00
2026-02-23T14:43:00Z,51.00,52.00
2026-02-23T14:46:00Z,51.00,52.00
2026-02-23T14:47:00Z,51.00,52.00
2026-02-23T14:48:00Z,51.00,51.59
2026-02-23T14:49:00Z,51.00,52.00
2026-02-23T14:51:00Z,52.00,52.00
2026-02-23T14:52:00Z,52.00,52.00
2026-02-23T14:53:00Z,50.00,52.00
2026-02-23T14:54:00Z,48.72,54.51
2026-02-23T14:55:00Z,49.07,52.95
2026-02-23T14:56:00Z,49.07,51.00
2026-02-23T14:57:00Z,49.07,53.00
2026-02-23T14:58:00Z,49.98,53.00
2026-02-23T14:59:00Z,50.00,53.00
2026-02-23T15:01:00Z,50.00,53.00
2026-02-23T15:02:00Z,50.00,53.00
2026-02-23T15:03:00Z,50.00,52.99
2026-02-23T15:05:00Z,50.00,52.99
2026-02-23T15:07:00Z,50.00,53.00
2026-02-23T15:09:00Z,47.00,55.09
2026-02-23T15:10:00Z,48.95,55.28
2026-02-23T15:11:00Z,47.00,55.48
2026-02-23T15:12:00Z,47.00,55.64
2026-02-23T15:13:00Z,46.76,57.03
2026-02-23T15:14:00Z,47.29,55.67
2026-02-23T15:15:00Z,47.85,56.00
2026-02-23T15:17:00Z,48.00,56.00
2026-02-23T15:18:00Z,44.25,55.95
2026-02-23T15:19:00Z,44.25,56.00
2026-02-23T15:20:00Z,43.82,56.00
2026-02-23T15:21:00Z,43.82,56.10
2026-02-23T15:22:00Z,47.00,56.00
2026-02-23T15:23:00Z,47.00,56.00
2026-02-23T15:24:00Z,48.11,53.00
2026-02-23T15:25:00Z,48.00,55.36
2026-02-23T15:26:00Z,48.21,54.93
2026-02-23T15:27:00Z,52.00,51.23
2026-02-23T15:28:00Z,52.77,49.94
2026-02-23T15:29:00Z,53.98,51.28
2026-02-23T15:30:00Z,53.43,50.00
2026-02-23T15:31:00Z,47.98,52.32
2026-02-23T15:32:00Z,47.89,55.00
2026-02-23T15:33:00Z,51.86,53.47
2026-02-23T15:34:00Z,50.82,52.86
2026-02-23T15:35:00Z,49.69,53.31
2026-02-23T15:36:00Z,50.73,52.03
2026-02-23T15:37:00Z,52.42,52.00
2026-02-23T15:38:00Z,52.87,50.99
2026-02-23T15:39:00Z,51.67,54.50
2026-02-23T15:40:00Z,57.53,42.45
2026-02-23T15:41:00Z,66.46,35.66
2026-02-23T15:42:00Z,69.50,33.02
2026-02-23T15:43:00Z,74.16,30.65
2026-02-23T15:44:00Z,72.28,27.75
2026-02-23T15:45:00Z,74.11,23.60
2026-02-23T15:46:00Z,76.35,27.12
2026-02-23T15:47:00Z,74.00,28.00
2026-02-23T15:48:00Z,72.64,29.91
2026-02-23T15:49:00Z,76.59,27.96
2026-02-23T15:50:00Z,74.36,26.50
2026-02-23T15:51:00Z,75.89,24.00
2026-02-23T15:52:00Z,76.60,25.43
2026-02-23T15:53:00Z,74.98,28.13
2026-02-23T15:54:00Z,74.36,27.75
2026-02-23T15:55:00Z,75.97,26.49
2026-02-23T15:56:00Z,78.42,22.74
2026-02-23T15:57:00Z,76.59,23.74
2026-02-23T15:58:00Z,76.22,24.15
2026-02-23T15:59:00Z,78.58,23.90
2026-02-23T16:00:00Z,80.72,21.48
2026-02-23T16:01:00Z,78.76,19.00
2026-02-23T16:02:00Z,77.01,25.68
2026-02-23T16:03:00Z,76.11,25.89
2026-02-23T16:04:00Z,77.83,24.47
2026-02-23T16:05:00Z,77.38,24.64
2026-02-23T16:06:00Z,76.42,25.07
2026-02-23T16:07:00Z,78.90,24.47
2026-02-23T16:08:00Z,77.00,24.12
2026-02-23T16:09:00Z,77.64,25.99
2026-02-23T16:10:00Z,82.19,16.24
2026-02-23T16:11:00Z,78.09,22.00
2026-02-23T16:12:00Z,79.33,24.78
2026-02-23T16:13:00Z,78.13,22.43
2026-02-23T16:14:00Z,77.42,23.76
2026-02-23T16:15:00Z,76.93,25.18
2026-02-23T16:16:00Z,79.82,23.00
2026-02-23T16:17:00Z,79.29,23.65
2026-02-23T16:18:00Z,79.30,23.80
2026-02-23T16:19:00Z,78.32,22.17
2026-02-23T16:20:00Z,82.44,14.30
2026-02-23T16:21:00Z,86.86,16.73
2026-02-23T16:22:00Z,82.46,20.79
2026-02-23T16:23:00Z,79.35,23.58
2026-02-23T16:24:00Z,81.39,19.77
2026-02-23T16:25:00Z,79.15,23.93
2026-02-23T16:26:00Z,77.84,24.80
2026-02-23T16:27:00Z,77.72,24.80
2026-02-23T16:28:00Z,79.74,21.81
2026-02-23T16:29:00Z,79.55,21.53
2026-02-23T16:30:00Z,80.71,23.45
2026-02-23T16:31:00Z,78.31,24.43
2026-02-23T16:32:00Z,76.24,24.73
2026-02-23T16:33:00Z,75.21,26.12
2026-02-23T16:34:00Z,78.30,25.88
2026-02-23T16:35:00Z,79.75,22.60
2026-02-23T16:36:00Z,79.54,23.05
2026-02-23T16:37:00Z,81.98,17.78
2026-02-23T16:38:00Z,81.25,21.27
2026-02-23T16:39:00Z,77.71,24.39
2026-02-23T16:40:00Z,76.00,25.84
2026-02-23T16:41:00Z,78.82,23.62
2026-02-23T16:42:00Z,77.74,24.37
2026-02-23T16:43:00Z,68.73,28.96
2026-02-23T16:44:00Z,65.96,29.70
2026-02-23T16:45:00Z,79.30,21.75
2026-02-23T16:46:00Z,80.27,19.89
2026-02-23T16:47:00Z,79.15,20.77
2026-02-23T16:48:00Z,94.62,7.72
2026-02-23T16:49:00Z,96.10,3.39
2026-02-23T16:50:00Z,96.05,3.91
2026-02-23T16:51:00Z,97.76,2.10
2026-02-23T16:52:00Z,98.69,1.12
2026-02-23T16:53:00Z,98.73,1.01
2026-02-23T16:54:00Z,99.00,1.00
2026-02-23T16:55:00Z,99.00,1.00
2026-02-23T16:56:00Z,99.00,1.00
2026-02-23T16:57:00Z,99.00,1.00
2026-02-23T16:58:00Z,99.00,1.00
2026-02-23T16:59:00Z,99.00,1.00
2026-02-23T17:00:00Z,99.00,1.00
2026-02-23T17:01:00Z,99.00,1.00
2026-02-23T17:02:00Z,99.00,1.00
