# event_ticker=KXATPMATCH-25NOV03CHOSON
# final_score=4-6 6-4 6-4
# match_winner=Lorenzo Sonego
# fav_player=Lorenzo Sonego
# dog_player=Jan Choinski
# kalshi_date=2025-11-03
timestamp,Lorenzo Sonego,Jan Choinski
2025-11-03T06:03:00Z,81.00,21.00
2025-11-03T06:04:00Z,80.67,21.00
2025-11-03T06:05:00Z,80.67,21.00
2025-11-03T06:06:00Z,81.00,21.00
2025-11-03T06:08:00Z,80.00,21.00
2025-11-03T06:10:00Z,81.00,21.00
2025-11-03T06:14:00Z,81.00,21.00
2025-11-03T06:18:00Z,81.00,21.00
2025-11-03T06:22:00Z,81.00,21.00
2025-11-03T06:23:00Z,80.00,21.00
2025-11-03T06:33:00Z,81.00,21.00
2025-11-03T06:40:00Z,81.00,21.00
2025-11-03T06:42:00Z,81.00,21.00
2025-11-03T06:53:00Z,81.00,21.00
2025-11-03T06:56:00Z,81.00,21.00
2025-11-03T07:02:00Z,81.00,21.00
2025-11-03T07:05:00Z,81.00,21.00
2025-11-03T07:22:00Z,81.00,21.00
2025-11-03T07:33:00Z,81.00,21.00
2025-11-03T07:41:00Z,81.00,21.00
2025-11-03T07:45:00Z,81.00,21.00
2025-11-03T07:48:00Z,81.00,21.00
2025-11-03T07:49:00Z,81.00,21.00
2025-11-03T07:54:00Z,81.00,21.00
2025-11-03T07:58:00Z,81.00,21.00
2025-11-03T08:04:00Z,81.00,21.00
2025-11-03T08:17:00Z,81.00,21.00
2025-11-03T08:54:00Z,81.00,21.00
2025-11-03T09:15:00Z,81.00,21.00
2025-11-03T09:23:00Z,81.00,21.00
2025-11-03T09:31:00Z,81.00,21.00
2025-11-03T09:38:00Z,81.00,21.00
2025-11-03T09:54:00Z,81.48,21.00
2025-11-03T09:55:00Z,82.00,21.00
2025-11-03T10:00:00Z,82.00,21.00
2025-11-03T10:20:00Z,82.00,21.00
2025-11-03T10:35:00Z,82.00,21.00
2025-11-03T10:49:00Z,82.00,21.00
2025-11-03T10:50:00Z,82.00,21.00
2025-11-03T10:55:00Z,82.00,21.00
2025-11-03T10:56:00Z,82.00,21.00
2025-11-03T11:08:00Z,82.00,21.00
2025-11-03T11:34:00Z,82.00,20.00
2025-11-03T11:43:00Z,82.00,19.00
2025-11-03T11:50:00Z,82.00,19.00
2025-11-03T12:13:00Z,82.00,19.00
2025-11-03T12:15:00Z,82.00,19.00
2025-11-03T12:19:00Z,82.00,19.00
2025-11-03T12:31:00Z,82.00,20.00
2025-11-03T12:34:00Z,82.00,20.00
2025-11-03T12:41:00Z,82.00,20.00
2025-11-03T12:44:00Z,82.00,20.00
2025-11-03T12:52:00Z,82.00,20.00
2025-11-03T12:59:00Z,82.00,20.00
2025-11-03T13:08:00Z,83.00,20.00
2025-11-03T13:09:00Z,83.00,20.00
2025-11-03T13:10:00Z,80.20,20.77
2025-11-03T13:11:00Z,80.20,23.18
2025-11-03T13:12:00Z,75.06,25.06
2025-11-03T13:13:00Z,75.06,26.00
2025-11-03T13:14:00Z,79.00,23.00
2025-11-03T13:15:00Z,80.00,21.00
2025-11-03T13:16:00Z,78.00,23.32
2025-11-03T13:17:00Z,78.00,24.00
2025-11-03T13:18:00Z,78.00,20.88
2025-11-03T13:19:00Z,81.00,19.57
2025-11-03T13:20:00Z,82.82,17.34
2025-11-03T13:21:00Z,87.67,15.45
2025-11-03T13:22:00Z,91.00,10.34
2025-11-03T13:23:00Z,91.00,10.28
2025-11-03T13:24:00Z,90.00,10.66
2025-11-03T13:25:00Z,90.00,11.00
2025-11-03T13:26:00Z,90.00,10.14
2025-11-03T13:27:00Z,90.33,10.33
2025-11-03T13:28:00Z,93.00,9.36
2025-11-03T13:29:00Z,93.00,9.91
2025-11-03T13:30:00Z,92.00,9.12
2025-11-03T13:31:00Z,91.83,9.99
2025-11-03T13:32:00Z,91.83,9.96
2025-11-03T13:33:00Z,88.00,11.00
2025-11-03T13:34:00Z,81.00,15.25
2025-11-03T13:35:00Z,81.00,20.73
2025-11-03T13:36:00Z,77.35,22.33
2025-11-03T13:37:00Z,76.59,25.28
2025-11-03T13:38:00Z,78.30,23.57
2025-11-03T13:39:00Z,78.35,19.65
2025-11-03T13:40:00Z,76.49,26.85
2025-11-03T13:41:00Z,75.00,27.55
2025-11-03T13:42:00Z,74.00,29.35
2025-11-03T13:43:00Z,70.99,31.48
2025-11-03T13:44:00Z,70.15,31.20
2025-11-03T13:45:00Z,64.68,36.27
2025-11-03T13:46:00Z,66.42,34.99
2025-11-03T13:47:00Z,72.85,26.92
2025-11-03T13:48:00Z,74.00,27.43
2025-11-03T13:49:00Z,74.00,25.67
2025-11-03T13:50:00Z,75.00,25.00
2025-11-03T13:51:00Z,72.00,24.31
2025-11-03T13:52:00Z,71.00,31.29
2025-11-03T13:53:00Z,70.16,32.60
2025-11-03T13:54:00Z,67.74,34.00
2025-11-03T13:55:00Z,64.69,35.28
2025-11-03T13:56:00Z,64.69,40.67
2025-11-03T13:57:00Z,54.00,43.76
2025-11-03T13:58:00Z,56.59,49.79
2025-11-03T13:59:00Z,43.49,54.62
2025-11-03T14:00:00Z,44.10,56.47
2025-11-03T14:01:00Z,44.23,55.25
2025-11-03T14:02:00Z,45.30,62.46
2025-11-03T14:03:00Z,39.97,61.30
2025-11-03T14:04:00Z,39.49,65.79
2025-11-03T14:05:00Z,38.00,62.01
2025-11-03T14:06:00Z,41.94,60.63
2025-11-03T14:07:00Z,44.10,61.18
2025-11-03T14:08:00Z,44.97,54.84
2025-11-03T14:09:00Z,41.00,58.78
2025-11-03T14:10:00Z,44.98,55.44
2025-11-03T14:11:00Z,47.00,56.35
2025-11-03T14:12:00Z,42.00,59.66
2025-11-03T14:13:00Z,42.00,61.51
2025-11-03T14:14:00Z,44.05,57.00
2025-11-03T14:15:00Z,44.89,56.00
2025-11-03T14:16:00Z,48.73,56.07
2025-11-03T14:17:00Z,49.94,51.16
2025-11-03T14:18:00Z,47.90,59.83
2025-11-03T14:19:00Z,40.00,60.06
2025-11-03T14:20:00Z,40.84,60.91
2025-11-03T14:21:00Z,43.00,61.00
2025-11-03T14:22:00Z,40.14,59.64
2025-11-03T14:23:00Z,39.00,61.12
2025-11-03T14:24:00Z,39.00,56.40
2025-11-03T14:25:00Z,39.10,65.44
2025-11-03T14:26:00Z,38.46,62.51
2025-11-03T14:27:00Z,38.19,62.17
2025-11-03T14:28:00Z,36.65,69.01
2025-11-03T14:29:00Z,29.95,72.67
2025-11-03T14:30:00Z,24.94,76.29
2025-11-03T14:31:00Z,24.86,69.53
2025-11-03T14:32:00Z,33.25,64.45
2025-11-03T14:33:00Z,35.02,65.70
2025-11-03T14:34:00Z,38.75,59.38
2025-11-03T14:35:00Z,39.03,63.32
2025-11-03T14:36:00Z,49.13,56.00
2025-11-03T14:37:00Z,60.47,39.19
2025-11-03T14:38:00Z,69.07,32.09
2025-11-03T14:39:00Z,66.62,32.31
2025-11-03T14:40:00Z,71.41,29.35
2025-11-03T14:41:00Z,73.25,26.95
2025-11-03T14:42:00Z,71.30,27.58
2025-11-03T14:43:00Z,71.24,28.71
2025-11-03T14:44:00Z,72.00,28.97
2025-11-03T14:45:00Z,69.00,30.54
2025-11-03T14:46:00Z,64.06,34.91
2025-11-03T14:47:00Z,64.38,37.20
2025-11-03T14:48:00Z,62.00,39.49
2025-11-03T14:49:00Z,61.05,38.06
2025-11-03T14:50:00Z,56.38,42.36
2025-11-03T14:51:00Z,50.00,48.36
2025-11-03T14:52:00Z,48.00,50.03
2025-11-03T14:53:00Z,56.65,52.67
2025-11-03T14:54:00Z,76.34,39.26
2025-11-03T14:55:00Z,62.98,39.15
2025-11-03T14:56:00Z,68.14,28.82
2025-11-03T14:57:00Z,72.76,27.73
2025-11-03T14:58:00Z,62.69,36.90
2025-11-03T14:59:00Z,61.70,39.23
2025-11-03T15:00:00Z,62.24,40.00
2025-11-03T15:01:00Z,60.77,37.66
2025-11-03T15:02:00Z,61.00,41.17
2025-11-03T15:03:00Z,63.87,36.32
2025-11-03T15:04:00Z,67.99,34.07
2025-11-03T15:05:00Z,79.18,22.09
2025-11-03T15:06:00Z,90.07,8.65
2025-11-03T15:07:00Z,91.51,7.17
2025-11-03T15:08:00Z,91.57,7.50
2025-11-03T15:09:00Z,93.29,4.97
2025-11-03T15:10:00Z,95.43,5.00
2025-11-03T15:11:00Z,93.91,6.33
2025-11-03T15:12:00Z,93.21,6.80
2025-11-03T15:13:00Z,93.41,7.16
2025-11-03T15:14:00Z,94.44,7.49
2025-11-03T15:15:00Z,94.08,6.30
2025-11-03T15:16:00Z,96.31,2.07
2025-11-03T15:17:00Z,97.01,3.84
2025-11-03T15:18:00Z,97.34,2.78
2025-11-03T15:19:00Z,97.83,2.89
2025-11-03T15:20:00Z,97.63,4.02
2025-11-03T15:21:00Z,96.91,5.58
2025-11-03T15:22:00Z,97.00,5.00
2025-11-03T15:23:00Z,97.09,3.15
2025-11-03T15:24:00Z,98.92,3.10
2025-11-03T15:25:00Z,98.88,1.13
2025-11-03T15:26:00Z,99.00,1.90
2025-11-03T15:27:00Z,99.00,1.00
2025-11-03T15:28:00Z,99.00,1.00
2025-11-03T15:29:00Z,99.00,1.00
2025-11-03T15:30:00Z,99.00,1.00
2025-11-03T15:31:00Z,99.00,1.00
