# event_ticker=KXATPCHALLENGERMATCH-26APR01MORTRO
# final_score=7-6(4) 6-4
# score_resolution=7-6 6-4
# match_winner=Hiroki Moriya
# fav_player=Hiroki Moriya
# dog_player=James Kent Trotter
# kalshi_date=2026-04-01
timestamp,Hiroki Moriya,James Kent Trotter
2026-04-01T14:28:00Z,,68.00
2026-04-01T15:30:00Z,,71.00
2026-04-01T18:16:00Z,,69.00
2026-04-01T19:07:00Z,,69.00
2026-04-01T20:49:00Z,,68.00
2026-04-01T21:51:00Z,,66.00
2026-04-01T22:10:00Z,,68.00
2026-04-01T22:18:00Z,,68.00
2026-04-01T23:00:00Z,,68.00
2026-04-01T23:19:00Z,,68.00
2026-04-01T23:37:00Z,33.00,68.00
2026-04-01T23:45:00Z,33.00,68.00
2026-04-01T23:49:00Z,33.00,68.00
2026-04-01T23:57:00Z,33.00,68.00
2026-04-02T00:03:00Z,34.00,68.00
2026-04-02T00:24:00Z,34.00,68.00
2026-04-02T00:36:00Z,34.00,68.00
2026-04-02T00:41:00Z,34.00,68.00
2026-04-02T00:46:00Z,34.00,68.00
2026-04-02T00:48:00Z,34.00,68.00
2026-04-02T00:50:00Z,34.00,68.00
2026-04-02T00:56:00Z,34.00,69.00
2026-04-02T01:00:00Z,34.00,69.00
2026-04-02T01:32:00Z,34.00,69.00
2026-04-02T01:41:00Z,34.00,68.00
2026-04-02T01:51:00Z,34.00,68.00
2026-04-02T01:55:00Z,33.00,68.00
2026-04-02T01:57:00Z,33.00,69.00
2026-04-02T01:58:00Z,33.00,69.00
2026-04-02T02:01:00Z,33.00,69.00
2026-04-02T02:06:00Z,33.00,69.00
2026-04-02T02:07:00Z,33.00,69.00
2026-04-02T02:08:00Z,33.00,69.00
2026-04-02T02:09:00Z,34.00,69.00
2026-04-02T02:11:00Z,32.00,68.00
2026-04-02T02:12:00Z,30.00,69.54
2026-04-02T02:13:00Z,27.00,71.74
2026-04-02T02:14:00Z,27.75,72.93
2026-04-02T02:15:00Z,29.00,72.93
2026-04-02T02:16:00Z,25.73,72.33
2026-04-02T02:17:00Z,27.00,75.54
2026-04-02T02:18:00Z,31.92,70.00
2026-04-02T02:19:00Z,31.00,68.33
2026-04-02T02:20:00Z,33.10,68.61
2026-04-02T02:21:00Z,32.35,68.35
2026-04-02T02:22:00Z,37.84,64.67
2026-04-02T02:23:00Z,40.40,56.25
2026-04-02T02:24:00Z,41.17,58.16
2026-04-02T02:25:00Z,39.19,61.96
2026-04-02T02:26:00Z,35.98,67.88
2026-04-02T02:27:00Z,31.00,70.00
2026-04-02T02:28:00Z,30.98,67.15
2026-04-02T02:29:00Z,36.33,67.15
2026-04-02T02:30:00Z,36.40,64.60
2026-04-02T02:31:00Z,37.53,63.00
2026-04-02T02:32:00Z,37.00,65.33
2026-04-02T02:33:00Z,39.43,61.02
2026-04-02T02:34:00Z,46.53,57.03
2026-04-02T02:35:00Z,50.17,48.46
2026-04-02T02:36:00Z,53.22,47.00
2026-04-02T02:37:00Z,53.76,47.00
2026-04-02T02:38:00Z,58.03,43.20
2026-04-02T02:39:00Z,59.00,43.00
2026-04-02T02:40:00Z,59.03,43.00
2026-04-02T02:41:00Z,58.14,43.00
2026-04-02T02:42:00Z,62.96,40.01
2026-04-02T02:43:00Z,60.00,40.47
2026-04-02T02:44:00Z,60.00,41.00
2026-04-02T02:45:00Z,60.58,41.98
2026-04-02T02:46:00Z,62.00,38.89
2026-04-02T02:47:00Z,61.42,39.97
2026-04-02T02:48:00Z,61.06,37.16
2026-04-02T02:49:00Z,63.71,37.15
2026-04-02T02:50:00Z,65.77,35.53
2026-04-02T02:51:00Z,65.05,34.35
2026-04-02T02:52:00Z,64.48,38.01
2026-04-02T02:53:00Z,62.00,39.32
2026-04-02T02:54:00Z,61.83,39.88
2026-04-02T02:55:00Z,53.07,48.53
2026-04-02T02:56:00Z,50.34,50.56
2026-04-02T02:57:00Z,58.72,41.36
2026-04-02T02:58:00Z,62.08,42.26
2026-04-02T02:59:00Z,58.51,42.51
2026-04-02T03:00:00Z,48.01,55.07
2026-04-02T03:01:00Z,46.95,59.48
2026-04-02T03:02:00Z,36.51,64.81
2026-04-02T03:03:00Z,44.91,57.11
2026-04-02T03:04:00Z,35.30,61.07
2026-04-02T03:05:00Z,34.21,66.06
2026-04-02T03:06:00Z,31.82,67.24
2026-04-02T03:07:00Z,34.23,65.94
2026-04-02T03:08:00Z,37.28,62.65
2026-04-02T03:09:00Z,37.62,62.81
2026-04-02T03:10:00Z,33.45,64.99
2026-04-02T03:11:00Z,27.83,74.94
2026-04-02T03:12:00Z,26.21,73.20
2026-04-02T03:13:00Z,32.57,68.53
2026-04-02T03:14:00Z,34.18,64.93
2026-04-02T03:15:00Z,32.65,68.73
2026-04-02T03:16:00Z,37.23,62.07
2026-04-02T03:17:00Z,40.11,60.35
2026-04-02T03:18:00Z,46.29,56.66
2026-04-02T03:19:00Z,51.05,49.82
2026-04-02T03:20:00Z,54.42,44.52
2026-04-02T03:21:00Z,48.88,51.26
2026-04-02T03:22:00Z,57.25,40.59
2026-04-02T03:23:00Z,61.44,37.67
2026-04-02T03:24:00Z,62.08,39.09
2026-04-02T03:25:00Z,65.06,35.87
2026-04-02T03:26:00Z,67.36,31.36
2026-04-02T03:27:00Z,69.93,31.57
2026-04-02T03:28:00Z,68.87,33.32
2026-04-02T03:29:00Z,73.07,20.18
2026-04-02T03:30:00Z,78.75,19.05
2026-04-02T03:31:00Z,66.40,33.24
2026-04-02T03:32:00Z,65.63,39.63
2026-04-02T03:33:00Z,61.89,38.80
2026-04-02T03:34:00Z,61.68,42.02
2026-04-02T03:35:00Z,63.79,35.56
2026-04-02T03:36:00Z,65.52,37.34
2026-04-02T03:37:00Z,62.90,36.58
2026-04-02T03:38:00Z,60.72,42.61
2026-04-02T03:39:00Z,56.91,45.98
2026-04-02T03:40:00Z,54.44,51.19
2026-04-02T03:41:00Z,45.00,55.66
2026-04-02T03:42:00Z,46.46,54.31
2026-04-02T03:43:00Z,54.54,46.31
2026-04-02T03:44:00Z,60.35,38.26
2026-04-02T03:45:00Z,58.44,39.42
2026-04-02T03:46:00Z,58.82,44.24
2026-04-02T03:47:00Z,63.63,37.99
2026-04-02T03:48:00Z,60.92,40.66
2026-04-02T03:49:00Z,52.95,49.83
