# event_ticker=KXATPCHALLENGERMATCH-26APR01MORTRO
# final_score=7-6(4) 6-4
# score_resolution=7-6 6-4
# match_winner=Hiroki Moriya
# fav_player=Hiroki Moriya
# dog_player=James Kent Trotter
# kalshi_date=2026-04-01
timestamp,Hiroki Moriya,James Kent Trotter
2026-04-02T03:50:00Z,45.71,55.87
2026-04-02T03:51:00Z,46.89,55.87
2026-04-02T03:52:00Z,48.46,53.63
2026-04-02T03:53:00Z,41.42,59.27
2026-04-02T03:54:00Z,38.52,62.53
2026-04-02T03:55:00Z,37.22,63.96
2026-04-02T03:56:00Z,38.98,61.41
2026-04-02T03:57:00Z,40.47,61.98
2026-04-02T03:58:00Z,43.73,60.75
2026-04-02T03:59:00Z,44.26,58.52
2026-04-02T04:00:00Z,49.34,53.73
2026-04-02T04:01:00Z,54.69,44.83
2026-04-02T04:02:00Z,59.47,39.52
2026-04-02T04:03:00Z,66.21,35.47
2026-04-02T04:04:00Z,69.75,33.15
2026-04-02T04:05:00Z,71.29,29.12
2026-04-02T04:06:00Z,72.50,28.27
2026-04-02T04:07:00Z,64.03,35.14
2026-04-02T04:08:00Z,64.47,39.84
2026-04-02T04:09:00Z,71.85,29.41
2026-04-02T04:10:00Z,72.03,29.26
2026-04-02T04:11:00Z,78.80,22.31
2026-04-02T04:12:00Z,91.40,9.02
2026-04-02T04:13:00Z,92.74,7.92
2026-04-02T04:14:00Z,97.98,1.73
2026-04-02T04:15:00Z,99.00,1.73
2026-04-02T04:16:00Z,99.00,1.00
2026-04-02T04:17:00Z,99.00,1.00
2026-04-02T04:18:00Z,99.00,1.00
2026-04-02T04:19:00Z,99.00,1.00
2026-04-02T04:20:00Z,99.00,1.00
2026-04-02T04:21:00Z,99.00,1.00
2026-04-02T04:22:00Z,99.00,1.00
