# event_ticker=KXATPMATCH-26MAR10TIEDAV
# final_score=4-6 6-1 7-6(4)
# score_resolution=6-4 1-6 6-7
# match_winner=Learner Tien
# fav_player=Alejandro Davidovich Fokina
# dog_player=Learner Tien
# kalshi_date=2026-03-10
timestamp,Alejandro Davidovich Fokina,Learner Tien
2026-03-10T10:17:00Z,,56.00
2026-03-10T10:19:00Z,,56.00
2026-03-10T10:23:00Z,,56.00
2026-03-10T10:26:00Z,,56.00
2026-03-10T10:33:00Z,,56.00
2026-03-10T10:36:00Z,,56.00
2026-03-10T10:39:00Z,,56.00
2026-03-10T10:44:00Z,,56.00
2026-03-10T10:52:00Z,,56.00
2026-03-10T10:54:00Z,,56.00
2026-03-10T10:56:00Z,,56.00
2026-03-10T11:04:00Z,,56.00
2026-03-10T11:05:00Z,,56.00
2026-03-10T11:06:00Z,,56.00
2026-03-10T11:07:00Z,,56.00
2026-03-10T11:20:00Z,,56.00
2026-03-10T11:22:00Z,46.00,56.00
2026-03-10T11:26:00Z,46.00,56.00
2026-03-10T11:27:00Z,46.00,56.00
2026-03-10T11:29:00Z,46.00,56.00
2026-03-10T11:32:00Z,46.00,56.00
2026-03-10T11:34:00Z,46.00,56.00
2026-03-10T11:37:00Z,46.00,56.00
2026-03-10T11:39:00Z,46.00,56.00
2026-03-10T11:40:00Z,46.00,56.00
2026-03-10T11:42:00Z,46.00,56.00
2026-03-10T11:43:00Z,46.00,56.00
2026-03-10T11:51:00Z,46.00,55.00
2026-03-10T11:53:00Z,45.60,55.00
2026-03-10T11:54:00Z,45.38,55.00
2026-03-10T11:56:00Z,45.38,56.00
2026-03-10T12:01:00Z,46.00,56.00
2026-03-10T12:04:00Z,46.00,56.00
2026-03-10T12:07:00Z,46.00,56.00
2026-03-10T12:09:00Z,46.00,56.00
2026-03-10T12:13:00Z,46.31,56.00
2026-03-10T12:16:00Z,47.00,56.00
2026-03-10T12:19:00Z,47.00,56.00
2026-03-10T12:20:00Z,47.00,56.00
2026-03-10T12:21:00Z,47.00,56.00
2026-03-10T12:22:00Z,47.00,56.00
2026-03-10T12:23:00Z,46.00,56.00
2026-03-10T12:24:00Z,46.00,56.00
2026-03-10T12:27:00Z,46.06,56.00
2026-03-10T12:29:00Z,46.06,56.00
2026-03-10T12:36:00Z,46.06,56.00
2026-03-10T12:38:00Z,46.06,56.00
2026-03-10T12:41:00Z,46.06,56.00
2026-03-10T12:44:00Z,46.00,56.00
2026-03-10T12:45:00Z,46.00,56.00
2026-03-10T12:46:00Z,46.00,56.00
2026-03-10T12:47:00Z,46.00,56.00
2026-03-10T12:49:00Z,46.00,56.00
2026-03-10T12:51:00Z,46.00,56.00
2026-03-10T12:53:00Z,46.00,56.00
2026-03-10T12:54:00Z,46.00,56.00
2026-03-10T12:57:00Z,46.00,56.00
2026-03-10T13:05:00Z,46.00,56.00
2026-03-10T13:07:00Z,46.00,56.00
2026-03-10T13:09:00Z,46.00,56.00
2026-03-10T13:12:00Z,46.00,56.00
2026-03-10T13:13:00Z,46.00,56.00
2026-03-10T13:15:00Z,46.00,56.00
2026-03-10T13:16:00Z,46.00,56.00
2026-03-10T13:18:00Z,46.00,56.00
2026-03-10T13:19:00Z,46.00,56.00
2026-03-10T13:23:00Z,46.00,56.00
2026-03-10T13:25:00Z,46.00,56.00
2026-03-10T13:26:00Z,46.00,56.00
2026-03-10T13:28:00Z,46.00,56.00
2026-03-10T13:29:00Z,46.00,56.00
2026-03-10T13:31:00Z,46.00,56.00
2026-03-10T13:33:00Z,46.00,56.00
2026-03-10T13:34:00Z,45.00,56.00
2026-03-10T13:36:00Z,45.00,56.00
2026-03-10T13:37:00Z,45.00,56.00
2026-03-10T13:38:00Z,46.00,56.00
