# event_ticker=KXATPMATCH-25OCT01SCHALT
# final_score=6-3 6-4
# match_winner=Daniel Altmaier
# fav_player=Daniel Altmaier
# dog_player=Tristan Schoolkate
# kalshi_date=2025-10-01
timestamp,Daniel Altmaier,Tristan Schoolkate
2025-09-30T20:07:00Z,90.00,90.00
2025-09-30T20:30:00Z,49.00,90.00
2025-09-30T20:31:00Z,49.00,90.00
2025-09-30T20:32:00Z,49.00,90.00
2025-09-30T21:03:00Z,49.00,52.00
2025-09-30T21:40:00Z,49.16,52.00
2025-09-30T22:08:00Z,50.00,52.00
2025-09-30T22:15:00Z,50.00,52.00
2025-09-30T23:17:00Z,50.00,51.00
2025-10-01T01:17:00Z,50.00,51.00
2025-10-01T01:19:00Z,50.00,51.00
2025-10-01T01:39:00Z,50.00,51.00
2025-10-01T01:40:00Z,50.00,51.00
2025-10-01T01:53:00Z,50.00,51.00
2025-10-01T02:20:00Z,50.00,51.00
2025-10-01T02:30:00Z,50.00,51.00
2025-10-01T02:38:00Z,50.00,51.00
2025-10-01T02:42:00Z,50.00,51.00
2025-10-01T02:45:00Z,50.00,51.46
2025-10-01T02:51:00Z,50.00,51.00
2025-10-01T03:12:00Z,50.00,52.00
2025-10-01T03:14:00Z,50.00,52.00
2025-10-01T03:22:00Z,50.00,52.00
2025-10-01T03:41:00Z,50.00,52.00
2025-10-01T03:43:00Z,50.00,52.00
2025-10-01T03:58:00Z,50.00,51.00
2025-10-01T04:01:00Z,50.00,51.00
2025-10-01T04:02:00Z,50.00,51.00
2025-10-01T04:06:00Z,49.00,51.00
2025-10-01T04:07:00Z,49.00,51.00
2025-10-01T04:10:00Z,49.00,52.00
2025-10-01T04:11:00Z,50.00,52.00
2025-10-01T04:12:00Z,50.00,52.00
2025-10-01T04:13:00Z,50.00,52.00
2025-10-01T04:16:00Z,50.00,52.00
2025-10-01T04:17:00Z,50.00,51.82
2025-10-01T04:27:00Z,50.00,51.82
2025-10-01T04:29:00Z,50.00,51.82
2025-10-01T04:30:00Z,50.00,51.82
2025-10-01T04:39:00Z,50.00,52.00
2025-10-01T04:48:00Z,50.00,52.00
2025-10-01T04:52:00Z,49.00,52.00
2025-10-01T05:01:00Z,49.00,52.00
2025-10-01T05:08:00Z,49.00,52.00
2025-10-01T05:09:00Z,49.00,52.00
2025-10-01T05:14:00Z,49.00,52.00
2025-10-01T05:19:00Z,49.29,52.00
2025-10-01T05:23:00Z,49.00,52.00
2025-10-01T05:24:00Z,50.00,52.00
2025-10-01T05:28:00Z,49.00,52.00
2025-10-01T05:29:00Z,49.00,52.00
2025-10-01T05:35:00Z,49.00,52.00
2025-10-01T05:36:00Z,49.00,52.00
2025-10-01T05:37:00Z,49.00,52.00
2025-10-01T05:41:00Z,49.00,52.00
2025-10-01T05:44:00Z,49.00,52.00
2025-10-01T05:45:00Z,49.00,52.00
2025-10-01T05:46:00Z,49.00,52.00
2025-10-01T05:47:00Z,49.00,52.00
2025-10-01T05:48:00Z,49.00,52.00
2025-10-01T05:53:00Z,49.00,52.00
2025-10-01T06:00:00Z,49.00,52.00
2025-10-01T06:01:00Z,47.82,54.20
2025-10-01T06:04:00Z,49.00,54.20
2025-10-01T06:06:00Z,49.00,54.20
2025-10-01T06:07:00Z,49.00,52.00
2025-10-01T06:08:00Z,49.00,52.00
2025-10-01T06:12:00Z,49.00,53.29
2025-10-01T06:13:00Z,49.00,54.00
2025-10-01T06:15:00Z,47.02,54.00
2025-10-01T06:16:00Z,47.02,54.00
2025-10-01T06:17:00Z,47.02,54.00
2025-10-01T06:18:00Z,47.02,54.00
2025-10-01T06:25:00Z,47.00,54.00
2025-10-01T06:31:00Z,47.00,55.00
2025-10-01T06:32:00Z,47.00,55.00
2025-10-01T06:36:00Z,47.00,55.00
2025-10-01T06:37:00Z,47.00,55.00
2025-10-01T06:39:00Z,47.00,55.00
2025-10-01T06:40:00Z,47.00,55.00
2025-10-01T06:41:00Z,47.00,54.00
2025-10-01T06:42:00Z,47.00,53.00
2025-10-01T06:43:00Z,49.80,53.00
2025-10-01T06:44:00Z,50.00,53.00
2025-10-01T06:45:00Z,52.45,53.00
2025-10-01T06:46:00Z,54.75,53.00
2025-10-01T06:47:00Z,54.00,53.00
2025-10-01T06:48:00Z,60.51,43.94
2025-10-01T06:49:00Z,59.38,40.00
2025-10-01T06:50:00Z,56.14,45.00
2025-10-01T06:51:00Z,56.14,44.52
2025-10-01T06:52:00Z,55.00,44.52
2025-10-01T06:53:00Z,54.00,44.52
2025-10-01T06:54:00Z,54.79,44.52
2025-10-01T06:57:00Z,60.25,41.62
2025-10-01T06:58:00Z,65.29,38.00
2025-10-01T06:59:00Z,61.63,38.73
2025-10-01T07:00:00Z,61.50,40.00
2025-10-01T07:01:00Z,70.38,40.00
2025-10-01T07:02:00Z,71.00,29.33
2025-10-01T07:03:00Z,75.11,29.33
2025-10-01T07:05:00Z,76.82,29.33
2025-10-01T07:07:00Z,74.00,25.70
2025-10-01T07:08:00Z,76.00,25.70
2025-10-01T07:09:00Z,75.20,30.00
2025-10-01T07:10:00Z,75.00,30.00
2025-10-01T07:11:00Z,76.00,25.00
2025-10-01T07:12:00Z,79.29,23.00
2025-10-01T07:14:00Z,78.00,21.00
2025-10-01T07:15:00Z,77.00,24.63
2025-10-01T07:16:00Z,77.00,24.86
2025-10-01T07:17:00Z,77.00,26.13
2025-10-01T07:18:00Z,76.03,26.13
2025-10-01T07:19:00Z,75.00,26.13
2025-10-01T07:20:00Z,77.00,21.75
2025-10-01T07:21:00Z,78.55,21.00
2025-10-01T07:22:00Z,80.00,21.00
2025-10-01T07:23:00Z,78.88,21.00
2025-10-01T07:24:00Z,80.00,21.00
2025-10-01T07:25:00Z,80.00,21.41
2025-10-01T07:26:00Z,80.00,23.54
2025-10-01T07:27:00Z,78.71,22.02
2025-10-01T07:28:00Z,81.02,19.81
2025-10-01T07:29:00Z,82.52,18.00
2025-10-01T07:30:00Z,83.00,18.47
2025-10-01T07:31:00Z,80.00,18.47
2025-10-01T07:32:00Z,80.00,22.38
2025-10-01T07:33:00Z,78.00,23.73
2025-10-01T07:34:00Z,81.57,23.73
2025-10-01T07:35:00Z,82.00,19.25
2025-10-01T07:36:00Z,85.00,16.64
2025-10-01T07:37:00Z,87.63,11.26
2025-10-01T07:38:00Z,91.93,11.65
2025-10-01T07:39:00Z,94.20,5.32
2025-10-01T07:40:00Z,95.00,6.00
2025-10-01T07:41:00Z,94.84,9.42
2025-10-01T07:42:00Z,95.75,3.08
2025-10-01T07:43:00Z,95.75,3.75
