# event_ticker=KXATPCHALLENGERMATCH-26MAR24VASLOF
# final_score=7-5 6-4
# score_resolution=5-7 4-6
# match_winner=Alexander Vasilev
# fav_player=George Loffhagen
# dog_player=Alexander Vasilev
# kalshi_date=2026-03-24
timestamp,George Loffhagen,Alexander Vasilev
2026-03-24T00:44:00Z,,30.00
2026-03-24T02:11:00Z,70.20,30.00
2026-03-24T02:48:00Z,71.00,30.00
2026-03-24T04:04:00Z,71.00,30.00
2026-03-24T04:58:00Z,71.00,31.00
2026-03-24T05:25:00Z,68.00,31.00
2026-03-24T05:47:00Z,71.00,31.00
2026-03-24T06:17:00Z,71.00,32.00
2026-03-24T08:01:00Z,71.00,32.00
2026-03-24T08:42:00Z,71.00,32.00
2026-03-24T09:33:00Z,71.00,31.00
2026-03-24T10:29:00Z,70.00,31.00
2026-03-24T10:43:00Z,70.00,31.00
2026-03-24T10:44:00Z,70.00,31.00
2026-03-24T10:51:00Z,70.00,31.00
2026-03-24T10:59:00Z,70.00,31.00
2026-03-24T11:01:00Z,70.00,31.00
2026-03-24T11:19:00Z,70.00,31.00
2026-03-24T11:32:00Z,70.00,31.00
2026-03-24T11:34:00Z,70.00,31.00
2026-03-24T11:42:00Z,70.00,31.00
2026-03-24T11:43:00Z,68.60,31.00
2026-03-24T11:45:00Z,70.00,31.00
2026-03-24T12:06:00Z,70.00,33.00
2026-03-24T12:07:00Z,70.00,33.00
2026-03-24T12:12:00Z,70.00,33.00
2026-03-24T12:13:00Z,70.00,33.00
2026-03-24T12:27:00Z,69.00,33.00
2026-03-24T12:29:00Z,69.00,33.00
2026-03-24T12:32:00Z,69.00,33.00
2026-03-24T12:33:00Z,70.00,30.00
2026-03-24T12:34:00Z,67.00,34.24
2026-03-24T12:35:00Z,67.00,31.00
2026-03-24T12:37:00Z,67.47,35.00
2026-03-24T12:38:00Z,68.64,33.00
2026-03-24T12:39:00Z,69.00,33.00
2026-03-24T12:40:00Z,68.64,33.00
2026-03-24T12:41:00Z,65.00,37.00
2026-03-24T12:42:00Z,63.49,36.14
2026-03-24T12:43:00Z,63.49,35.00
2026-03-24T12:44:00Z,68.00,35.00
2026-03-24T12:45:00Z,68.77,31.00
2026-03-24T12:46:00Z,68.00,33.00
2026-03-24T12:47:00Z,66.04,33.00
2026-03-24T12:48:00Z,69.00,33.00
2026-03-24T12:49:00Z,67.00,36.00
2026-03-24T12:50:00Z,71.84,36.00
2026-03-24T12:51:00Z,67.00,33.18
2026-03-24T12:53:00Z,63.00,33.18
2026-03-24T12:54:00Z,64.00,38.00
2026-03-24T12:55:00Z,66.00,38.00
2026-03-24T12:56:00Z,63.00,37.79
2026-03-24T12:57:00Z,62.00,37.79
2026-03-24T12:58:00Z,68.00,37.79
2026-03-24T12:59:00Z,68.00,34.00
2026-03-24T13:00:00Z,68.00,36.00
2026-03-24T13:01:00Z,66.00,35.43
2026-03-24T13:03:00Z,66.32,35.43
2026-03-24T13:04:00Z,67.00,35.00
2026-03-24T13:05:00Z,67.00,32.82
2026-03-24T13:06:00Z,77.79,28.00
2026-03-24T13:07:00Z,75.00,27.14
2026-03-24T13:08:00Z,70.00,27.14
2026-03-24T13:09:00Z,64.70,36.21
2026-03-24T13:10:00Z,64.95,36.15
2026-03-24T13:11:00Z,68.00,35.00
2026-03-24T13:12:00Z,68.00,31.79
2026-03-24T13:13:00Z,68.00,33.00
2026-03-24T13:14:00Z,73.00,31.00
2026-03-24T13:15:00Z,76.00,27.00
2026-03-24T13:16:00Z,79.76,22.77
2026-03-24T13:17:00Z,85.45,13.64
2026-03-24T13:18:00Z,85.00,14.97
2026-03-24T13:19:00Z,85.58,14.97
2026-03-24T13:20:00Z,89.27,11.93
2026-03-24T13:22:00Z,89.96,11.00
2026-03-24T13:23:00Z,91.00,10.00
2026-03-24T13:24:00Z,90.17,9.54
2026-03-24T13:25:00Z,88.00,12.18
2026-03-24T13:26:00Z,88.54,12.11
2026-03-24T13:27:00Z,88.54,13.00
2026-03-24T13:28:00Z,89.00,12.00
2026-03-24T13:29:00Z,89.00,11.39
2026-03-24T13:30:00Z,88.00,10.00
2026-03-24T13:31:00Z,84.05,17.32
2026-03-24T13:32:00Z,84.00,17.68
2026-03-24T13:33:00Z,84.00,17.80
2026-03-24T13:34:00Z,73.21,26.59
2026-03-24T13:35:00Z,71.34,28.05
2026-03-24T13:36:00Z,76.00,28.18
2026-03-24T13:37:00Z,82.66,23.55
2026-03-24T13:38:00Z,74.45,28.99
2026-03-24T13:39:00Z,69.07,29.87
2026-03-24T13:40:00Z,65.51,36.01
2026-03-24T13:41:00Z,65.00,37.00
2026-03-24T13:42:00Z,63.19,41.51
2026-03-24T13:43:00Z,57.56,40.76
2026-03-24T13:44:00Z,52.91,48.12
2026-03-24T13:45:00Z,39.92,58.32
2026-03-24T13:46:00Z,39.53,62.03
2026-03-24T13:47:00Z,40.00,60.46
2026-03-24T13:48:00Z,40.90,61.24
2026-03-24T13:49:00Z,39.94,61.74
2026-03-24T13:50:00Z,39.11,62.37
2026-03-24T13:51:00Z,44.76,59.59
2026-03-24T13:52:00Z,36.76,65.92
2026-03-24T13:53:00Z,39.56,65.32
2026-03-24T13:54:00Z,40.75,60.17
2026-03-24T13:55:00Z,38.95,59.75
2026-03-24T13:56:00Z,45.68,58.71
2026-03-24T13:57:00Z,46.60,54.54
2026-03-24T13:58:00Z,55.75,47.13
2026-03-24T13:59:00Z,47.67,55.31
2026-03-24T14:00:00Z,52.89,50.92
2026-03-24T14:01:00Z,45.75,58.78
2026-03-24T14:02:00Z,36.94,64.00
2026-03-24T14:03:00Z,36.69,65.32
2026-03-24T14:04:00Z,29.18,71.61
2026-03-24T14:05:00Z,25.14,74.15
2026-03-24T14:06:00Z,25.90,75.37
2026-03-24T14:07:00Z,18.40,84.20
2026-03-24T14:08:00Z,15.76,84.18
2026-03-24T14:09:00Z,24.63,74.53
2026-03-24T14:10:00Z,30.18,70.33
2026-03-24T14:11:00Z,35.08,66.15
2026-03-24T14:12:00Z,35.22,64.82
2026-03-24T14:13:00Z,32.58,67.33
2026-03-24T14:14:00Z,22.70,74.02
2026-03-24T14:15:00Z,15.78,82.19
2026-03-24T14:16:00Z,16.94,83.14
2026-03-24T14:17:00Z,17.99,84.89
2026-03-24T14:18:00Z,7.66,91.86
2026-03-24T14:19:00Z,6.15,94.66
2026-03-24T14:20:00Z,5.96,93.96
2026-03-24T14:21:00Z,7.99,93.07
2026-03-24T14:22:00Z,6.36,93.48
2026-03-24T14:23:00Z,8.08,93.09
2026-03-24T14:24:00Z,2.82,97.08
2026-03-24T14:25:00Z,4.30,96.52
2026-03-24T14:26:00Z,14.71,88.33
2026-03-24T14:27:00Z,10.26,89.99
2026-03-24T14:28:00Z,24.20,75.99
2026-03-24T14:29:00Z,27.52,74.73
2026-03-24T14:30:00Z,25.10,75.35
2026-03-24T14:31:00Z,18.51,84.84
2026-03-24T14:32:00Z,24.40,78.00
2026-03-24T14:33:00Z,26.07,75.32
2026-03-24T14:34:00Z,13.88,87.81
2026-03-24T14:35:00Z,2.84,97.64
2026-03-24T14:36:00Z,1.00,99.00
2026-03-24T14:37:00Z,1.00,99.00
2026-03-24T14:38:00Z,1.00,99.00
2026-03-24T14:39:00Z,1.00,99.00
2026-03-24T14:41:00Z,1.00,99.00
2026-03-24T14:42:00Z,1.00,99.00
2026-03-24T14:43:00Z,1.00,99.00
