# event_ticker=KXATPCHALLENGERMATCH-26MAY07DIASAI
# final_score=6-4 6-4
# match_winner=Facundo Diaz Acosta
# fav_player=Facundo Diaz Acosta
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-05-07
timestamp,Facundo Diaz Acosta,Nikolas Sanchez Izquierdo
2026-05-07T19:41:00Z,95.94,4.04
2026-05-07T19:42:00Z,95.78,4.00
2026-05-07T19:43:00Z,98.00,4.00
2026-05-07T19:45:00Z,98.00,4.56
2026-05-07T19:47:00Z,95.24,2.00
2026-05-07T19:48:00Z,98.09,2.00
2026-05-07T19:49:00Z,98.00,1.41
2026-05-07T19:50:00Z,99.00,1.41
2026-05-07T19:51:00Z,98.00,3.00
2026-05-07T19:52:00Z,97.90,3.00
2026-05-07T19:53:00Z,95.36,3.17
2026-05-07T19:54:00Z,94.11,6.64
2026-05-07T19:55:00Z,92.03,8.02
2026-05-07T19:56:00Z,90.42,10.00
2026-05-07T19:57:00Z,91.00,9.99
2026-05-07T19:58:00Z,92.20,11.30
2026-05-07T19:59:00Z,94.50,7.00
2026-05-07T20:00:00Z,92.62,7.77
2026-05-07T20:01:00Z,94.53,7.77
2026-05-07T20:02:00Z,93.97,9.17
2026-05-07T20:03:00Z,90.45,11.10
2026-05-07T20:04:00Z,85.71,15.47
2026-05-07T20:05:00Z,86.38,16.99
2026-05-07T20:06:00Z,89.99,11.00
2026-05-07T20:07:00Z,88.30,12.68
2026-05-07T20:08:00Z,91.00,8.89
2026-05-07T20:09:00Z,90.97,10.38
2026-05-07T20:10:00Z,92.62,9.70
2026-05-07T20:11:00Z,96.62,4.26
2026-05-07T20:12:00Z,95.01,5.97
2026-05-07T20:13:00Z,97.03,2.81
2026-05-07T20:14:00Z,99.00,2.81
2026-05-07T20:16:00Z,99.00,2.81
2026-05-07T20:17:00Z,99.00,2.81
